,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,,0,0,0,This Milo He trying best make new frens going well give pup Milo,1539194580659
1,,,,,,,,,0,0,0,Do better fav Those trash shows,1539194580658
2,Women,Beauty,,,,,,,0,0,0,Global Down Syndrome Foundation Announce Huge Celebrity LineUp For th Anniversary Women Beauty,1539194580663
3,,,,,,,,,0,0,0,Why want hate progress,1539194580661
4,,,,,,,,,0,0,0,Am talking money factor Especially relationship,1539194580661
5,,,,,,,,,0,0,0,You prefer remain unseen undisturbed others today W More Sagittarius,1539194580657
6,,,,,,,,,0,0,0,abortion betrays women,1539194580662
7,,,,,,,,,0,0,0,White girls porn,1539194580657
8,,,,,,,,,0,0,0,This duo gon na ligt,1539194580666
9,,,,,,,,,0,0,0,UHM EXCUSE ME,1539194580660
10,,,,,,,,,0,0,0,BREAKING GOP campaigns supporting preexisting conditions turnout COMPLETE BULLSHIT,1539194580661
11,,,,,,,,,0,0,0,Past present amp future lives,1539194580660
12,,,,,,,,,0,0,0,Current league position,1539194580665
13,,,,,,,,,0,0,0,Oh hey Did miss last shorewalk No problem We got one coming October Register tod,1539194580660
14,,,,,,,,,0,0,0,Lowest price mein best mobile phones chahiye Toh miss mobile phone deals,1539194580663
15,,,,,,,,,0,0,0,How To Thrive,1539194581659
16,,,,,,,,,0,0,0,Damn pippen even lying,1539194581663
17,,,,,,,,,0,0,0,watches snapchat story night out,1539194581662
18,,,,,,,,,0,0,0,Kemp part process since s ballot,1539194581664
19,,,,,,,,,0,0,0,dang brain fog real FORGOT THANK ALL OF U WHO HAVE PRAYED amp R STILL PRAYING APPRECIATE EACH amp EVERY,1539194581657
20,MONSTA_X,MONSTAX,THE_CONNECT,JAPAN,OSAKA,몬스타엑스월드투어,일본,오사카,0,0,0,MONSTAX MONSTAX WORLD TOUR lt THECONNECT gt IN JAPAN OSAKA MXNDWORL,1539194581665
21,theatre,,,,,,,,0,0,0,shows brutal visceral piece theatre tells story rise fall S,1539194581657
22,,,,,,,,,0,0,0,I CAN NOT WAIT,1539194581665
23,,,,,,,,,0,0,0,Yes name Heather Heyer,1539194581657
