,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,r u today cause u,1539194700659
1,,,0,0,0,HOLY FUCKING CRAP playing us time actually getting sweetener tour DWT docuseri,1539194700660
2,,,0,0,0,InNOut Burger,1539194700663
3,,,0,0,0,josh wearing shirt wearing bandana bde,1539194700661
4,,,0,0,0,I added video playlist I Can Only Imagine Cover Mercy Me ENCOURAGING WORD,1539194700658
5,,,0,0,0,YASSSSS HONEY SLAYYYY,1539194700661
6,,,0,0,0,Nice,1539194700657
7,,,0,0,0,stop though,1539194700662
8,,,0,0,0,Bearbrick Toys Available instore Kith shops,1539194700663
9,,,0,0,0,I nt even want go holiday anymore,1539194700665
10,,,0,0,0,men trash,1539194700657
11,SEO,,0,0,0,In largest acquisition date startup gives SEO company presence Vancouver BC,1539194700663
12,,,0,0,0,A little creative thinking go long way today Few know More Libra,1539194700659
13,,,0,0,0,Its close minded nt think going achieve goal,1539194700657
14,,,0,0,0,Lmao guys always playing victim m,1539194700666
15,,,0,0,0,Never leave true relationship faults Nobody perfect nobody correct end affection alwa,1539194700658
16,,,0,0,0,I throwing since,1539194700660
17,,,0,0,0,Does Your Family Have Fun Among Trees Get kids much can We gathered acorns one morning Fou,1539194700661
18,,,0,0,0,lack Pretty little fears repeat,1539194700664
19,inktober,inktober2018,0,0,0,one fun inktober inktober,1539194700659
20,,,0,0,0,Watch amp link fiery new Taki Taki video ht,1539194700662
21,,,0,0,0,How anyone expect us win league players Rangers side capable slide tackling What chance,1539194700665
22,,,0,0,0,Sure Trump Kushner know plenty They truth way prevailing The ties Saudi Arabia close for,1539194700666
23,,,0,0,0,Y hell app man,1539194700659
24,,,0,0,0,GIVEAWAY Love Yourself Tear Unsealed winner versions retweet like must attending love yourself,1539194700659
25,,,0,0,0,jus mo time people back,1539194700657
26,DOOL,,0,0,0,The stars share heartfelt memories late Peggy McCay gt DOOL,1539194700661
27,Inktober,,0,0,0,Never Inktober like,1539194700660
28,,,0,0,0,Sigh Eye review coming soon,1539194701666
29,,,0,0,0,No time play around reach goals,1539194701665
30,,,0,0,0,know need dont want to,1539194701664
31,,,0,0,0,Good morning Patriots Question Violence riots everywhere nation know dems calling i,1539194701665
32,KavanaughHearings,FridayFeeIing,0,0,0,I even know anybody Democrat KavanaughHearings FridayFeeIing,1539194701663
33,,,0,0,0,Is humid,1539194701663
34,,,0,0,0,Jalen Mills makes stop even though receiver gained like yards,1539194701658
35,,,0,0,0,aaa cuteeee cron pic,1539194701666
36,,,0,0,0,Dawg I ve sober weeks I nt say I nt want pussy thoooo Shhit lol,1539194701666
37,걸스데이,혜리,0,0,0,Pic GIRLS DAY HYERI Car Wash Festa Event HYERI autogrm,1539194701666
38,,,0,0,0,Oooohhh Dear Ava She beyond touch reality I embarrassed r,1539194701661
39,,,0,0,0,Left wing radicals cant vote Hillary also elect racist misogynist planet killers baby snatchers women grabbers,1539194701664
40,,,0,0,0,promise nobody earth would give edibles away kids free,1539194701660
41,FreeOnKindle,,0,0,0,FreeOnKindle Second Chance Love Pamela S Meyers,1539194701657
42,,,0,0,0,Capitalism democratic Conservatism Christian With one tweet economics professor blow,1539194701657
43,,,0,0,0,im absolutely devastated,1539194701659
44,,,0,0,0,shit almost big mine,1539194701659
45,,,0,0,0,Morning word,1539194702658
46,,,0,0,0,NubileFilms Monster cock exxxtra small babe,1539194702661
47,,,0,0,0,And think month ago asking people pay watch amazing stream,1539194702661
48,,,0,0,0,Razer Phone leak reveals lightup logo wireless charging water resistance,1539194702663
49,,,0,0,0,She cute might teased alot friend,1539194702661
50,,,0,0,0,Was like traffic ticket amp one hurt DWI crash car try flee scene DWI,1539194702657
51,,,0,0,0,It Ii night I got sumthing lit I keep posted,1539194702658
52,,,0,0,0,Why sell us We passionate property Cinque Ports Property Hastings Lettings Estate Agents,1539194702663
53,,,0,0,0,Can anyone imagine would B TCH HAD WON,1539194702658
54,,,0,0,0,gt game slightly difficult gt Oh wow game like Dark Souls gt game okay story RPG elements gt,1539194702665
55,,,0,0,0,We said thing Typically got weather warmed,1539194702657
56,,,0,0,0,Wow It taken years Channel produced show actually sounds like I want wat,1539194702661
57,,,0,0,0,Republicans trying run smear campaign left painting largely violent group sore losers,1539194701663
58,HPV,vaccine,0,0,0,HPV vaccine approved adults age Should get,1539194702659
59,,,0,0,0,Puzzle Vegetable Shapes Wooden Red Peg Tray Toddler Jigsaw Kids Educational via,1539194702666
60,,,0,0,0,A glimpse new video Don Lie To Me,1539194703659
61,,,0,0,0,prayers,1539194703660
62,,,0,0,0,The Gloucestershire county district winter squads announced Congratulations everyone bee,1539194703661
63,,,0,0,0,She s young bro,1539194703664
64,,,0,0,0,needs self harm I right lads,1539194703661
65,,,0,0,0,I got UGA close low scoring game Fromm Burrow struggle UGA running game gets done end,1539194703658
66,,,0,0,0,Theresa May s new suicide prevention minister previously joked suicide,1539194703657
67,IoT,,0,0,0,Optimize production processes product quality awardwinning IoT Gateway software See re takin,1539194703660
68,,,0,0,0,Dangerous Major Hurricane Michael Impacting Southeastern US,1539194703662
69,Thinkers,,0,0,0,Thinkers Pantsdrunk Finnish Art Relaxation You ve likely heard hygge Danish word special fe,1539194703660
