,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,We re giving away bulbs including hyacinths daffodils crocuses FREE compost also available o,1539195720661
1,,,0,0,0,agab mazi,1539195720661
2,,,0,0,0,Follow everyone retweets likes tweet reply ifbck gain followers fast,1539195720660
3,,,0,0,0,I liked video Black Ops Knife Glitch Funny Animation Digging Killcams,1539195720661
4,,,0,0,0,Next Wednesday Join us Do Ho Suh,1539195720658
5,,,0,0,0,We could,1539195720661
6,,,0,0,0,kisses,1539195720660
7,,,0,0,0,agreed inb someone says jimmy butler plays ironman minutes,1539195720661
8,,,0,0,0,Bruh jimmy give already Pj essential piece that,1539195720663
9,,,0,0,0,I cutest baby,1539195720666
10,,,0,0,0,So s Overwatch,1539195720666
11,,,0,0,0,Of course How amazing wrote bluebell wood story toda,1539195720662
12,,,0,0,0,Check New Alaskan Pocket Ulu Knife Exotic Wood w Stainless Steel amp Locking Blade via,1539195720664
13,,,0,0,0,Whats frog end,1539195720658
14,,,0,0,0,back daily grind,1539195721666
15,PSAT,,0,0,0,When bottlenose dolphin hears signature whistle PSAT,1539195721664
16,,,0,0,0,It Age Corporate Oligarchy By time get control may late,1539195721662
17,,,0,0,0,kill I m longer fun,1539195721665
18,LUFC,WorldMentalHealthDay,0,0,0,The message open someone We sit three generations LUFC players WorldMentalHealthDay,1539195721666
19,,,0,0,0,Terrified gon na show,1539195721657
20,,,0,0,0,Seema could genuinely reflected could responded Ghaza,1539195721659
21,,,0,0,0,The President,1539195721663
22,,,0,0,0,So I took little cousin park,1539195721657
23,,,0,0,0,wait,1539195721665
24,AMAs,,0,0,0,And first award night goes Congrats winning Favorite Social Artist AMAs,1539195721664
25,,,0,0,0,abducted adopted abducted adopted abducted adopted,1539195721664
26,,,0,0,0,Happy Monday Who would like taste soles Xx,1539195721661
27,CitizenCon,StarCitizen,0,0,0,watching CitizenCon StarCitizen COVERAGE Summoning Hurston,1539195721659
28,,,0,0,0,I call like hey I new case manager sounded like excited,1539195721665
29,,,0,0,0,I call like hey I new case manager sounded like excited,1539195721665
30,,,0,0,0,I wan na attend linguistic class tomorrow agh,1539195722666
31,,,0,0,0,Louis posted Instagram October,1539195722658
32,,,0,0,0,Positive vibes successful solutions A Juice Factory Visit Ph,1539195722658
33,,,0,0,0,A Missouri judge struck part state s voter ID law ruling state longer advertise ph,1539195722665
34,,,0,0,0,Congrats Thank,1539195722660
35,,,0,0,0,Thank Please arrange one delivery executive address I mentioned given form Hopeful,1539195722661
36,,,0,0,0,This s done,1539195722662
37,,,0,0,0,Psv body manufacturing rules pushed simply leaders interest business,1539195722665
38,,,0,0,0,HELLO YOUNG PEOPLE OF THE YOUTH WHO FOLLOW ME Go see re registered see s,1539195722665
39,307Cards,,0,0,0,Bigs amp Littles today Thank Bigs mentoring making impact Littles Cards,1539195722658
40,,,0,0,0,Incredible Labour MP Angela Smith opedding party s policy nationalisation She fails mention,1539195723659
41,,,0,0,0,face literally turned sun sec,1539195723658
42,,,0,0,0,A Peek Stunning Colonial Home Hudson River,1539195723660
43,,,0,0,0,YES SAY IT LOUDER FOR THE PEOPLE IN THE BACK,1539195723657
44,,,0,0,0,u funny huh,1539195723660
45,,,0,0,0,amp follow chance WIN exclusive Super Sized SpiderHulk Pop,1539195723664
46,,,0,0,0,How compares goal machines years gone Frightening,1539195723657
47,,,0,0,0,someone compliments believe mirror,1539195723660
48,,,0,0,0,It never Bortles fault tbh,1539195723663
49,Iran,,0,0,0,Iranian Regime Trouble Top Officials Point Chaos Ranks Iran regime realised threatening peop,1539195722658
50,,,0,0,0,Azealia Banks I m suing Lana Del Rey Lana stan How going pay lawyer You nt sell enough soaps thi,1539195722660
51,GOAT,,0,0,0,Big Happy Birthday Nutanix s secret weapon The MVP GOAT,1539195724663
52,model,,0,0,0,photographed Danny Baldwin model,1539195724664
53,,,0,0,0,Liam Neeson walks onto set horse,1539195724662
54,,,0,0,0,CA NT BELIEVE I NEEDED IT NOW I CA NT WAIT TO GET IT,1539195724666
55,,,0,0,0,Same,1539195724665
56,turkey,,0,0,0,The marina turkey Marmaris,1539195724663
57,,,0,0,0,Stats day arrived new followers NO unfollowers via,1539195724665
58,,,0,0,0,A show We in,1539195724666
59,,,0,0,0,Just small rain beat mustapha complaining saying fight malaria like i,1539195724661
60,LSD,,0,0,0,There s storm rolling new LSD video Thunderclouds starring,1539195725665
61,,,0,0,0,Be positive trust timing everything Just happening right mean never will,1539195725660
62,BTS,한글,0,0,0,BTS honoured South Korean government promoting Korean language worldwide,1539195725666
63,,,0,0,0,Shell boss says mass reforestation needed limit temperature rises C Business The Guardian,1539195725659
64,,,0,0,0,Tharoor Floccinocinihilipilification Up guy,1539195725657
65,bt21,,0,0,0,bt spring bt,1539195725657
66,NowPlaying,,0,0,0,Honestly listen entire Love Is Dead SOOOOOOOOOOOO damn good lt lt lt NowPlaying,1539195725666
67,,,0,0,0,confuse em lose em clarity cleverness always,1539195725659
68,,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539195725659
69,,,0,0,0,anyone talks,1539195725666
70,,,0,0,0,Look,1539195721665
71,ThisSucks,,0,0,0,Turning really bad day ThisSucks,1539195726659
72,,,0,0,0,This Toor Khan I saw snooping trash Upon asking whether hungry said I need rashan clothes for,1539195726666
73,,,0,0,0,Icarus x Acrylic On Canvas Email Inquiries anuoro,1539195726657
74,,,0,0,0,PDP nt give SE VP ticket let alone Presidential Buhari chose Igbo running mate twice If d wo,1539195726661
75,,,0,0,0,It somewhat different high school math science Caitlin gave nervous smile,1539195726665
76,,,0,0,0,When yal car u get lap lmaoooo,1539195726660
77,,,0,0,0,Yass lana handle ass,1539195726659
78,,,0,0,0,Thank love RFans Shanghai today,1539195726666
79,BigMouth,,0,0,0,Professor Lupin Shame Monster BigMouth top,1539195726657
80,,,0,0,0,Oh would hella dope weather would perfect,1539195727666
81,,,0,0,0,If I knew drive I d come across steering column incapacitate father drive home fucking self,1539195727662
82,,,0,0,0,Vanessa Collier oWOW Radio Cleveland via,1539195727663
83,,,0,0,0,I hate I miss random call I try call back says number taking calls right,1539195727658
84,,,0,0,0,Hello Nigerians Let s Connect If Nigerians Retweets You ll get new followers Fast Retweets,1539195727657
85,,,0,0,0,Lord forgive ever saying something hard,1539195727660
86,,,0,0,0,SURG Surge Holdings Inc More big Analytics via StockTA The Technical Analysis shows BULLISH tendencies,1539195727662
87,,,0,0,0,A wasted kitten,1539195727657
88,,,0,0,0,exact thing happening,1539195727666
89,,,0,0,0,Shopping sounds like perfect pick Get Be useful life Circle Google coinbase Bri,1539195727666
90,AMAs,,0,0,0,Boomeranging AMAs red carpet talented fellas They always bring positive,1539195727658
91,,,0,0,0,My wife legal immigrant amp mom fought live American Dream encourages goons attack h,1539195727663
92,,,0,0,0,sure jeno,1539195728659
93,,,0,0,0,Most people doubt women s claims assault NOT doubt yearold book s claims I son rose fr,1539195728663
94,BTS,,0,0,0,ARMY Please Don ignore voting BTS Award show Winning way promote let world know,1539195728659
95,,,0,0,0,That last straw Devos,1539195728664
96,,,0,0,0,amp Friends show guest mix tune,1539195728658
97,,,0,0,0,GOD COMMANDS THE UNIVERSE TO BE COMPLETELY FREE FROM EVIL AND DEATH FOREVER EFFECTIVE THIS MOMENT PRAYTHEHOLYROSARYD,1539195728666
98,,,0,0,0,My biggest fear losing mom,1539195728663
99,,,0,0,0,one enjoys cleaning absolutely hates someone tells,1539195728659
100,Supergirl,,0,0,0,She s ready Sunday Supergirl returns October c The CW Stream free next day The CW App,1539195728665
101,,,0,0,0,Same,1539195728658
102,,,0,0,0,generation even take time get know people hearts anymore want good relationshi,1539195728664
103,,,0,0,0,Happy birthday king Europe alles gute zum geburtstag let debut soon yangyang love u,1539195728658
104,Twibbon,,0,0,0,Please help support Haddad Presidente Manu Vice add Twibbon,1539195728660
