,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,This forever best video internet,1539194460662
1,,,0,0,0,Nonono dry spell re segeresegere dance,1539194460662
2,,,0,0,0,For Next time think Drinking Driving cool,1539194460661
3,,,0,0,0,Brendan Rodgers took Liverpool nd amp came within games winning league,1539194460661
4,,,0,0,0,These people wanted commission ready Gordhan found money State Capture report,1539194460664
5,,,0,0,0,Moonlight Death From Above,1539194460662
6,,,0,0,0,The climate may fabulous despite report based gt scientific references authors countries There,1539194460660
7,,,0,0,0,Neo always open surprise use see fit,1539194460662
8,Hurricane,Michael,0,0,0,Hurricane Michael makes official landfall near Mexico Beach Florida strong category hurricane mph wi,1539194460659
9,,,0,0,0,RING THEE ALARM I BEEN THRU DIS TOO LONG,1539194460657
10,,,0,0,0,thank baby,1539194460666
11,jewelry,christmasjewe,0,0,0,Christmas around corner Checkout quality Christmas Jewelry jewelry christmasjewe,1539194460662
12,purple,DomesticViolenceAwarenessMonth,0,0,0,Beautiful purple lapel flower DomesticViolenceAwarenessMonth Have special cause event organization y,1539194461658
13,,,0,0,0,This type meal got ta shower eat done go straight sleep,1539194461666
14,,,0,0,0,Question tax experts Trump promised use knowledge rich game tax system fix Did tax,1539194461662
15,,,0,0,0,Starbucks Supplying Million Coffee Seeds Puerto Rico Daily Coffee News Roast MagazineDaily Coffee News by,1539194461660
16,,,0,0,0,public milf fucking ball anal metacafe sexy girl guy sex story sexy womens leg foot rate pussy,1539194461658
17,,,0,0,0,Seals dogs sea,1539194461665
18,,,0,0,0,secured victory exciting tiebreaker first meeting Ro,1539194461659
19,,,0,0,0,He quality,1539194461659
20,,,0,0,0,A positive attitude causes chain reaction positive thoughts events amp outcomes It catalyst amp sparks extraordinar,1539194461659
21,WorldMentalDay,,0,0,0,alone WorldMentalDay,1539194461661
22,,,0,0,0,odd flex ok,1539194461657
23,,,0,0,0,Tomorrow day It year anniversary disbandment Ez We lot things planned tomorrow,1539194461661
24,,,0,0,0,Magical Love Fansub Tensei Shitara Slime Datta Ken,1539194461663
25,,,0,0,0,must boo boo fkn fool,1539194461657
26,,,0,0,0,let settle like ihop retweet waffle house,1539194461665
27,,,0,0,0,wrote joys watching BTS ARMY,1539194462663
28,instantwingame,,0,0,0,Got free chance win points Tons wins instantwingame,1539194462666
29,NRTnews,TwitterKurds,0,0,0,people Kurdistan among candidates Iraq s new cabinet Nnews TwitterKurds,1539194462659
30,GainWithTrevor,,0,0,0,Gain actives real quick Retweet Follow Follow back GainWithTrevor,1539194462664
31,,,0,0,0,Friends nt let friends watch QT sober,1539194462663
32,,,0,0,0,New Fantastic Beasts The Crimes Grindelwald posters revealed Pottermore,1539194462664
33,,,0,0,0,This PSA girls everywhere IF I M LOOKING AT YOU I PROMISE IM NOT BEING JUDGY OR BITCHY I JUST THINK YOURE,1539194462665
34,,,0,0,0,Microsoft pledging massive patent portfolio patents Linux open source joining OIN mo,1539194462663
35,,,0,0,0,A man allegedly attempted break car home homeowners One resident,1539194462660
36,,,0,0,0,Amazing Chance inspired Sonic CD Digibro,1539194462660
37,quotes,quotesaboutlife,0,0,0,The world people half angel half demon The world two faces quotes quotesaboutlife,1539194462660
38,,,0,0,0,Here s PlayoftheWeek Nominee Kaylin Helinski gets aro,1539194460663
39,,,0,0,0,I hate clocking back work break,1539194462663
40,,,0,0,0,Seafood,1539194463660
41,,,0,0,0,A little creative thinking go long way today Few know More Libra,1539194463659
42,,,0,0,0,Average mortgage rates drop increases coming Freddie Mac,1539194463664
43,,,0,0,0,Republicans Are Making False Claims About Medicare All Ahead Midterms Center American Progress Action ht,1539194463660
44,,,0,0,0,Just like bundling small monetary contributions mak,1539194463666
45,,,0,0,0,Only two moods,1539194463666
46,,,0,0,0,MN GOP Lawmaker Rips Mic From Democratic Candidate s Hands During Debate HuffPost,1539194463664
47,,,0,0,0,Still probably tougher play,1539194463660
48,BluestarZone,,0,0,0,Fallen Firefighter s Bride Poses For Photos On Their Wedding Day What A Heartbreaking Story BluestarZone ht,1539194463657
49,,,0,0,0,When start early get productive hours day When learn work try things earlier life y,1539194463657
50,,,0,0,0,thing like percentagemeter allows know far readi,1539194463665
51,,,0,0,0,Please switch mobile phone near priority seats In areas please set silent m,1539194463658
52,WorldMentalHealthDay,,0,0,0,WorldMentalHealthDay I understand pain Trust I I seen people go darkest moments lives l,1539194463661
53,,,0,0,0,sum cute ass yeehaw shit cant lie,1539194462665
54,,,0,0,0,Have ten minutes get MCS offices side campus It fourth floor fine arts You,1539194463659
55,,,0,0,0,They selling kids profiting,1539194461658
56,,,0,0,0,Omfg stop You know petty like boyfriend younger Stop Dyon,1539194463658
57,,,0,0,0,Please consider retweeting The issue bigger parties,1539194464665
58,,,0,0,0,follow everyone likes retweets gain new followers,1539194464666
59,,,0,0,0,Our product coming soon MODULE You check sick application website,1539194464665
60,,,0,0,0,Working really really hard minute The last sessions great Confident I something ready f,1539194464666
61,,,0,0,0,THE LEGENDS ARE TRUE MOONMOON IS REAL,1539194464660
62,,,0,0,0,I m single I m longstanding relationship fun freedom,1539194464666
63,TEN_TODAY_IS_YOUR_DAY,1010DAY,0,0,0,It s day TENTODAYISYOURDAY DAY,1539194464659
64,,,0,0,0,Alabama second dirtiest drinking water country For health children health outdoor lif,1539194464662
65,,,0,0,0,You beautiful woman I literally understand someone fails see,1539194464657
66,,,0,0,0,Senator Paul want think They playing keeps The Republicans mu,1539194464659
67,,,0,0,0,sits patiently waits lesson start,1539194464663
68,,,0,0,0,imagine life without mum,1539194463657
69,,,0,0,0,I believe beginning long digital journey us With strong pipeline original content partne,1539194462660
70,,,0,0,0,Finally finished sketchbook spread,1539194463660
71,,,0,0,0,If less k followers Retweet Retweet fast Follow everyone likes amp retweets Follow back i,1539194464666
72,,,0,0,0,I headed court am sentencing Richard Pinedo third person sentenced crimes unearthed speci,1539194465662
73,ShadowhuntersSeason3,,0,0,0,Lilith went bang Watch first half ShadowhuntersSeason streaming,1539194465666
74,,,0,0,0,worst type crying silent one one hold breath grab stomach trying kee,1539194465658
75,,,0,0,0,This huge,1539194465663
76,,,0,0,0,My friend heading towards ITI campis submit assignment return got hit drunken driver Now sh,1539194465665
77,,,0,0,0,My totally politically apathetic best friend almost never voted registered today People know election,1539194465661
78,,,0,0,0,Felicitation Adv Sanjiv Punalekar hands Shiv Sena MP Sanjay Raut,1539194465659
80,,,0,0,0,Google shut Google failing disclose user data breach,1539194465657
81,,,0,0,0,Acun said I Los Angeles There concert BTS The concert ending streets ahead Murat BTS su,1539194465657
82,,,0,0,0,From today forward I scrap osu standard mapping career quit mapping standard forever But fear,1539194465665
83,,,0,0,0,Jadon Sancho Chelsea transfer claim made Borussia Dortmund ace,1539194465658
84,,,0,0,0,It real sadness sis lmaooo,1539194465658
85,,,0,0,0,My girl,1539194465663
86,,,0,0,0,Blast Do nt Forget Broker Open House pmpm,1539194465664
87,jasmin,asian,0,0,0,jasmin asian KikoLuna Pretty Asian girl want fun Screen Name KikoLuna S,1539194465664
88,,,0,0,0,dev seeing bts soon m,1539194465661
89,,,0,0,0,Thanks always fucking class,1539194466664
90,,,0,0,0,Melania Trump says women need evidence say re victims,1539194466657
91,,,0,0,0,PLEASEEE rt amp get cousin Mikeys story He forced leave MA go back living mothe,1539194466658
92,,,0,0,0,Have covered lot Trump rallies never seen press pen locked Council Bluffs Have been,1539194466658
93,Blockchain101,,0,0,0,Come join us Blockchain session Jeff McDonald October,1539194466665
94,,,0,0,0,got damn ocean crashed,1539194466664
95,,,0,0,0,Ciara need perform like idk ever She tired,1539194461657
96,,,0,0,0,This photo literally made want shit lunch,1539194466659
97,McDsAAG,,0,0,0,young Kyrie Irving Kyrie Irving things McDsAAG,1539194466659
98,,,0,0,0,Haha know well Michael,1539194466661
99,,,0,0,0,Happy king,1539194466660
100,,,0,0,0,Well said,1539194466663
101,,,0,0,0,find always dive bomb first rep like whhhhhyyy hahaha,1539194466657
102,,,0,0,0,hahhahahanim dying bro got like Rolf,1539194466664
103,,,0,0,0,Our Approved Used Event begins Friday take advantage enhanced deposit contributions comp,1539194466657
104,WorldMentalHealthDay,SOSChat,0,0,0,Hi happy joining today WorldMentalHealthDay SOSChat,1539194466665
105,,,0,0,0,eBay Massey Ferguson Tractor And Topper,1539194466662
106,,,0,0,0,Oh shit dt,1539194467659
107,,,0,0,0,My week Twitter Mention Likes Retweets K Retweet Reach See,1539194467663
108,,,0,0,0,Retweet follow back Follow everyone retweets,1539194467664
109,,,0,0,0,At least pretty dank,1539194467661
110,,,0,0,0,Went friend said getting free food,1539194467664
111,inktober2018,inktoberday10,0,0,0,Be water inktober inktoberday inktober flowing fluido,1539194467663
112,,,0,0,0,Telling girl priority vs treating like priority two completely different things,1539194467657
113,,,0,0,0,I know I wan na change,1539194467659
114,,,0,0,0,No It s fake news You re awful negative things time,1539194467663
115,,,0,0,0,mood since,1539194467660
116,,,0,0,0,Random number,1539194467663
117,NowPlaying,,0,0,0,NowPlaying Animals,1539194468664
118,,,0,0,0,constantly talking communicating,1539194468660
119,,,0,0,0,SG Khalan Williams Freedom Christian NC amp Carolina Dream attend SE AllFreshman Invitational Oct th Raleigh NC,1539194468665
120,,,0,0,0,We ve got six Jump Force beta codes give away like reply tweet format d play PS or,1539194468657
121,,,0,0,0,Me cleaning room After picking one shirt,1539194468666
122,,,0,0,0,Retweet last,1539194468661
123,,,0,0,0,HEY TEACHERS LEAVE THEM KIDS ALONE,1539194468663
124,,,0,0,0,You always options stop treated like priority,1539194468666
125,,,0,0,0,Meet new boss old boss,1539194468663
126,,,0,0,0,Is design good design Or add impenetrable confusion forms colours noises Co,1539194468666
127,,,0,0,0,I nt offer phone sex anymore domination I nt told guy cum anywhere near years,1539194468657
128,,,0,0,0,Yeah You think former FBI top lawyer said current Deputy Attorney General serious overthrowing t,1539194468659
129,,,0,0,0,Temp Tweet Lorem ipsum,1539194468657
130,,,0,0,0,My heart ouch,1539194469663
131,,,0,0,0,Very proud collaboration Italian federation midwives translate implement Midwifery Unit S,1539194469660
132,,,0,0,0,Expose,1539194469665
133,,,0,0,0,exactly going I told servicing estimated done AM It AM I t,1539194469664
134,,,0,0,0,Had,1539194469658
135,,,0,0,0,Under Trump America always Salute flag Support troops Buy American Say Merry Christmas,1539194469665
136,,,0,0,0,Staals time coming popcorn night Shatty clearly still hurt recovering need,1539194469660
137,,,0,0,0,I would also like apologize tagging guys creepiest gif I could find,1539194469664
138,,,0,0,0,When Calum says re like best friends re like brothers amp re like family so,1539194469659
139,,,0,0,0,Pope Francis Says Getting An Abortion Is Like Hiring A Hitman,1539194469661
140,,,0,0,0,Cute texts bae,1539194469664
141,GirlsFrontline,,0,0,0,What like better Gifs photos GirlsFrontline,1539194470661
142,,,0,0,0,I sang entire thing reading lmao,1539194470662
143,,,0,0,0,twitter trolls faze bc brutally dragged houseplant forum overwatering fiddle leaf fig tree a,1539194470661
144,,,0,0,0,Of course Trump hates women protest calling part mob These intelligent politically savvy women,1539194470659
145,,,0,0,0,Here come Fresno,1539194470666
146,,,0,0,0,A little creative thinking go long way today Few know More Libra,1539194470658
147,,,0,0,0,Nigga I never,1539194470662
148,,,0,0,0,It scary good one,1539194470665
149,,,0,0,0,I need dick I need love Tired fuckin wit lame niggas baby I need thug,1539194470663
150,,,0,0,0,CityThamesLink Bedford Terminates Bedford every evening gets delayed mins outside,1539194470661
151,,,0,0,0,When sheltering hurricane stay flooded levels building nt go higher need Remember h,1539194470664
152,KanyeWest,,0,0,0,calls KanyeWest negro read calls token negro chuck,1539194470662
153,,,0,0,0,u fr fr,1539194470660
154,,,0,0,0,Apple Watch Series mm Gold Aluminium Case Pink Sand Sport Band GPS via eBay,1539194470658
155,Valencia,EatingOut,0,0,0,It felt like d entered set Liza Minelli s Cabaret Valencia EatingOut,1539194469662
156,,,0,0,0,PREVIOUSLY Invicta Magazine Stalactites EP gets review treatment,1539194470657
157,,,0,0,0,Even life gets dreary find reasons smile Stay positive kind,1539194469662
158,,,0,0,0,Ever answer phone looked like caller phone number similar discover w,1539194471666
159,,,0,0,0,hahaha legs straight,1539194471658
160,,,0,0,0,Any reason worry Prater Only long season team seems hesitant send plus yards,1539194471659
161,,,0,0,0,slaying whole existence,1539194471660
162,,,0,0,0,WATCH Sen Harris grills FBI Director admits White House limited Kavanaugh investigation,1539194471657
