,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,sorry I toxic person anyone life,1539195120665
1,,,,0,0,0,Tornado Watch likely issued PM southeast GA amp southern SC The threat continue spread north,1539195120664
2,,,,0,0,0,A wonderful reflection mountain,1539195120660
3,,,,0,0,0,Guys please keep updated Dros rape trial painting child mother someone present,1539195120659
4,,,,0,0,0,Customer Is Krusty Krab Patrick,1539195120658
5,,,,0,0,0,Garlic teriyaki brocolli super easy make could stir fry well yeah cooking d,1539195120664
6,WorldMentalHealthDay,BTSLoveMyself,ENDviolence,0,0,0,An important reminder young people around WorldMentalHealthDay BTSLoveMyself ENDviolence,1539195120662
7,,,,0,0,0,Incredible Scientists discover Luigi highest jump height weighed burden mortal sin l,1539195120661
8,,,,0,0,0,Did Red Sox cheat way ALCS,1539195120661
9,,,,0,0,0,gon na tell,1539195120665
10,,,,0,0,0,Idk armys know PCAs prestigious award It one fave award shows cuz nominate different categories,1539195120661
11,,,,0,0,0,So many ecommerce websites springing I glad people facing reality business age Com,1539195120659
12,,,,0,0,0,tested also wake,1539195120661
13,,,,0,0,0,Lmao anytime get older great,1539195120665
14,BaldwinIsADunce,,,0,0,0,No dummy like VOTE BaldwinIsADunce,1539195120662
15,,,,0,0,0,One kind Hats E Baseline Rd row C Open Friday Saturday Sunday p,1539195120658
16,,,,0,0,0,YOU RE WELCOME,1539195120660
17,,,,0,0,0,announces new release date October th upcoming debut solo single Expectations,1539195120658
18,Indian,RafaleDeal,,0,0,0,Indian Defense Minister heads France Court seeks details RafaleDeal Initial deal exGovt,1539195120661
19,londonbuildexpo,,,0,0,0,Days show londonbuildexpo gt Get free tickets,1539195121665
20,,,,0,0,0,popson died like female users became completely irrelevant,1539195121660
21,taxes,IRS,audit,0,0,0,These things might make next return prime target IRS audit taxes IRS audit,1539195121658
22,,,,0,0,0,I move new apartment three days,1539195121665
23,,,,0,0,0,BTS act ever simultaneously occupy entire top US iTunes Singles Chart,1539195121659
24,,,,0,0,0,reaction LMFAO,1539195121664
25,,,,0,0,0,I wonder girl would opinion someone God Forbid sexually assaulted received conseq,1539195121662
26,HurricaneMichael,,,0,0,0,I seriously words describe awesome equally terrifying HurricaneMichael,1539195121666
27,,,,0,0,0,LMFAOOO whoever added K Michelle voice Meek Mill falling fool bruh,1539195121666
28,TreCru,,,0,0,0,Found Transponder Snail What s inside Mystery barrel s shocking secret TreCru,1539195121664
29,,,,0,0,0,said nt think ok harass someone restaurant If I senator job represent,1539195121659
30,,,,0,0,0,Please pray family parish s oldest son grave legal trouble Pray peace time tr,1539195121664
31,,,,0,0,0,Lynlee baby born twice Pediatric surgeons removed womb cut tumor spine place,1539195121663
32,,,,0,0,0,The latest Hillary Clinton America civility politics Democratic Party takes back powe,1539195121665
33,,,,0,0,0,stayfresh,1539195121666
34,CamilaOnAMAs,AMAS,,0,0,0,I M OKAY CamilaOnAMAs AMAS,1539195121658
35,CamilaOnAMAs,AMAS,,0,0,0,I M OKAY CamilaOnAMAs AMAS,1539195121658
36,,,,0,0,0,Mic Drop M Blood Sweat amp Tears M DNA M Fake Love M Dope M I Need U M,1539195121666
37,,,,0,0,0,Imagine dating someone responds You started time try tell feel Tragic,1539195122658
38,,,,0,0,0,I tell stud n relationship u take ur wigs,1539195122666
39,,,,0,0,0,said nt think ok harass someone restaurant If I senator job represent,1539195121659
40,,,,0,0,0,says registered vote,1539195122665
41,,,,0,0,0,Fuck u sea world I come,1539195122665
42,FCC,Congress,Twitter,0,0,0,FCC Congress Twitter censured another followers Up last days Midterms,1539195122663
43,,,,0,0,0,nuCLEAR skin,1539195122661
44,EntrepreneurENT,HipHop,,0,0,0,Trap Woody Trap Store via EntrepreneurENT HipHop,1539195122666
45,,,,0,0,0,I said I say see said two times YOU shitass,1539195122663
46,,,,0,0,0,Perfect boobs,1539195122666
47,couture,pearlnecklace,,0,0,0,Long Vintage CHANEL Red Gripoix Glass Bead Faux Pearl Fringe Tassel Necklace Rare Find couture pearlnecklace,1539195122664
48,,,,0,0,0,Am Sorry,1539195121659
49,SodankylaNorthernLights,auroraborealis,lightshowSodankyla,0,0,0,SodankylaNorthernLights visible Oct GMT auroraborealis lightshowSodankyla,1539195122658
50,,,,0,0,0,Amen I spirit Liars never tolerated Ford Attorneys,1539195123659
51,,,,0,0,0,How I Met Your Mother s Josh Radnor Joins Grey s Anatomy Meredith Grey s New Love Interest,1539195123663
52,,,,0,0,0,girl favs tweet,1539195123662
53,,,,0,0,0,unlocking phone th time minuets notifications,1539195123658
54,,,,0,0,0,Goodwill Community Foundation Donates Disaster Relief North Carolina,1539195123660
55,,,,0,0,0,BOOM Karma b tch Brutal Instant Karma Smacks Dem Staffer Who Doxxed Senators Their Families Update Amer,1539195123660
56,,,,0,0,0,This mind blowing please give caption,1539195123664
57,,,,0,0,0,The US threatening block UK nation public procurement agreement move would deny British companie,1539195123660
58,,,,0,0,0,I taking nominations mostly I want watch good political ads lol,1539195123662
59,,,,0,0,0,When couples embrace elements And elements I mean umbrella snapping gale force winds rain,1539195123659
60,,,,0,0,0,Weekend car daily,1539195123661
61,,,,0,0,0,Which Sweeter Kiss sex Kiss Sex Kiss Sex If u virgin comment hmmmmm,1539195124661
62,,,,0,0,0,I tryna see men eyeshadow dangly earrings rings painted nails Let go cowards,1539195124661
63,,,,0,0,0,Bottom line surprised everything fucked ALL way,1539195124657
64,,,,0,0,0,Believe others doubting,1539195124666
65,,,,0,0,0,accepted friend request week late,1539195124661
66,,,,0,0,0,Lmaooo like I wish someone would told shut tf,1539195124660
67,,,,0,0,0,I liked video Pretty Lilac Acrylic Design Set,1539195124658
68,,,,0,0,0,That fun night,1539195124661
69,,,,0,0,0,Crawfish season wya boo,1539195124665
70,,,,0,0,0,We NOW LEASING Fall Call today schedule tour one Leasing Specialists,1539195124666
71,,,,0,0,0,That end sweetest boy Earth,1539195124663
72,,,,0,0,0,ca nt rank many great QBs making big plays Ben Roethlisberger,1539195124661
