,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,Vic Mensa look like taking hoe baths,1539197520664
1,,,,,,0,0,0,got ta say fuck u shit,1539197520666
2,,,,,,0,0,0,always good day new vid,1539197520661
3,,,,,,0,0,0,First season lottery pick,1539197520661
4,,,,,,0,0,0,Do I Any College Coaches On I got Couple boys Willis need look got talent ai nt ge,1539197520665
5,flower,wreath,fallcolors,Thanks,Thanksgiving,0,0,0,Count Blessings Front Door Wreath flower wreath fallcolors Thanks Thanksgiving beau,1539197520658
7,,,,,,0,0,0,You crazy You dramatic You worthless You stupid And MOST IMPOANTLY It ok not,1539197520662
8,,,,,,0,0,0,What people accusing others false support Just specifically support Or hang on,1539197520666
9,,,,,,0,0,0,North Dakota Native voters residential address instructions vote midterms,1539197520666
10,Zika,,,,,0,0,0,SUCCESS Health Dept They distributed Zika prevention kits include educational,1539197520659
11,,,,,,0,0,0,platonic romantic jimin jungkook love real acting made definitely fake no,1539197520663
12,,,,,,0,0,0,We delighted Prof join us afternoon share memorable experiences amp challenges h,1539197520658
13,AMAs,,,,,0,0,0,Taylor red carpet AMAs,1539197520661
14,,,,,,0,0,0,LMAOGDHS okay topic whenever I hear Jesus take wheel I imagine Jesus front o,1539197520663
16,,,,,,0,0,0,I liked video Yelling About Kingdom Hearts Birth Sleep,1539197521660
17,,,,,,0,0,0,A huge well done School Sport girls team went beyond expectations coming nd tonight WL Hand,1539197521658
18,,,,,,0,0,0,Watching reports hearing towns Panacea Sopchoppy Crawfordville Port St Joe Alligator Point Mexi,1539197521665
19,,,,,,0,0,0,Wonderful evening dear friends,1539197521663
20,adidas,,,,,0,0,0,know one d sooner ZX X EQT th adidas,1539197521663
21,,,,,,0,0,0,As another outsized storm batters USA days UN scientists report decade less save planet,1539197521666
22,,,,,,0,0,0,smile favorite part,1539197521664
23,,,,,,0,0,0,Fear always triggered thought Become aware thoughts order change potentially be,1539197522666
24,Beyond100days,,,,,0,0,0,Thanks put Gay Cake ruling issue clearer perspective Beyonddays Complex times,1539197522658
25,,,,,,0,0,0,And come rd grade insul,1539197522664
26,Taheri_movement,,,,,0,0,0,Does God pervert justice Or Almighty pervert right Why Taherimovement,1539197522661
27,,,,,,0,0,0,I felt absence It like waking one day teeth mouth You would nt need run mirror to,1539197522661
28,,,,,,0,0,0,During Kissinger State Secretaryship Nixon two said India paid money aid Pakist,1539197522658
29,,,,,,0,0,0,Typhus carried body lice Body lice live clothes People ca nt change clothes whole wardro,1539197522659
32,,,,,,0,0,0,All Nation Directors great teams outstanding hosts leading front,1539197522662
33,HurricaneMichael,,,,,0,0,0,HurricaneMichael There s guy surfing right Gulf Shores Alabama,1539197522664
34,PSAT,,,,,0,0,0,When u get separated ur dolphin friends PSAT,1539197522664
35,,,,,,0,0,0,commends voicing political opinion talks lack poetic justice politic,1539197522664
36,,,,,,0,0,0,Why ca nt discuss whether scope investigation included whether Kavanaugh lied Congress testimony Can t,1539197522658
37,AMAs,BillboardNews,,,,0,0,0,Who loved Camila Cabello s AMAs performance BillboardNews,1539197522658
39,rings,SocialJewelryMiami,brazilian,hoops,,0,0,0,h Gold Overlay Sand Blast Ball Drop Earrings mm rings SocialJewelryMiami brazilian hoops,1539197522659
40,,,,,,0,0,0,Sometimes I despair youth today No wonder country s going dogs,1539197522664
41,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539197523663
42,,,,,,0,0,0,I need hurricane Michael hit lake mary,1539197523666
44,,,,,,0,0,0,know another like portions cottage pie left last til end week like ca nt w,1539197523657
45,,,,,,0,0,0,Eat couple vegan meals week use public transport able walk distances minutes away use reusable,1539197523658
46,,,,,,0,0,0,Happy th birthday radio Aberdeen This Day At pm BD launched broadcasting laundry m,1539197523664
47,,,,,,0,0,0,Michael Beschloss promoting new book Presidents War said would nt surprised,1539197523665
48,,,,,,0,0,0,Oh re MAGA moron rolls eyes,1539197523658
49,,,,,,0,0,0,bytch come way bring none way,1539197523665
50,,,,,,0,0,0,bruh fuck year,1539197523661
51,,,,,,0,0,0,This happens body quit smoking By Health Hacks,1539197523660
52,,,,,,0,0,0,The transformation Republican Party party better every regard We are,1539197524661
53,,,,,,0,0,0,SOFT HOURS HELL YEAH,1539197524662
54,,,,,,0,0,0,Eric Holder Hillary trying spur another Civil War Git Trump supporters hate rhetoric WalkAw,1539197524660
55,,,,,,0,0,0,happy birthday naruto,1539197524660
57,,,,,,0,0,0,Stat line When starter mycareer yet,1539197524663
58,,,,,,0,0,0,This damn socialism movemnt affect Chinese food Wtf What kind fortune Is or,1539197524661
60,,,,,,0,0,0,I hate drama negative vibe ignore negativity,1539197524665
61,,,,,,0,0,0,FBI oath testifies WH ordered FBI limit investigation truth Kavanaugh allegations could,1539197524662
62,,,,,,0,0,0,Is Americans eat time,1539197524657
63,,,,,,0,0,0,Omg I applying,1539197524662
64,,,,,,0,0,0,YOUTUBE Stream MVs IDOL M FL M,1539197524658
65,,,,,,0,0,0,I nt say forget history I say think future No one justify life you,1539197524665
68,,,,,,0,0,0,LISTEN I came home fell asleep bed without eating dinner I eXHAUSTED,1539197524659
70,,,,,,0,0,0,History books remember Nikki Haley key player Trump administration campaign undermine universal human ri,1539197525666
71,,,,,,0,0,0,The best science offer telling us act urgency climate change The best economi,1539197525661
72,,,,,,0,0,0,There someone translating everything sign language deaf ARMY attending London really ov,1539197525660
