,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,Justin Gallegos runner Oregon cerebral palsy thought finishing another cross country race Little he,1539197640658
1,,,,,,,0,0,0,Start Selfawareness foundation everything good,1539197640659
2,,,,,,,0,0,0,Note Please post piracy videos account may get suspended team actively monitoring social media,1539197640658
3,,,,,,,0,0,0,Goliath Gunther amp Gasket weigh collective lbs considered underweight The otherwise healthy yr ol,1539197640659
4,,,,,,,0,0,0,I made one Maryland colleges,1539197640664
5,,,,,,,0,0,0,PSA Ladies If want verify remember men lie everything man marital status text ID number f,1539197640666
7,,,,,,,0,0,0,I blocked warning I wan na hear shit em,1539197640658
8,,,,,,,0,0,0,By publishing oped factchecks committed highest form journalistic malpractic,1539197640658
9,BTS,,,,,,0,0,0,Congrats BTS winning American Music Award Favourite Social Artist,1539197640664
10,,,,,,,0,0,0,Hi name Br,1539197640666
12,,,,,,,0,0,0,Of people talk inciting violence,1539197641659
14,,,,,,,0,0,0,A day remember We told tweeps good night Woke user suspended,1539197641658
15,Jη_,,,,,,0,0,0,You always give something even kindness J,1539197641666
16,,,,,,,0,0,0,Sen Heitkamp Condemns Hillary Clinton s Call Abandon Civility That s Ridiculous,1539197641661
18,,,,,,,0,0,0,always great guest spot TWUS Wish,1539197641666
19,,,,,,,0,0,0,imagine born going whole life trying find love finally getting married deciding kids en,1539197642659
20,,,,,,,0,0,0,Push Gift Big Body Benz,1539197642657
21,,,,,,,0,0,0,Hilary Swank vagina Oscar pretending dick That s actors They pretend,1539197641666
22,,,,,,,0,0,0,Next week I d like go BC Relentless stock time clickers They always seem sell pretty well,1539197642662
23,,,,,,,0,0,0,I liked video Layers Of Fear In Conacu Cu un Prieten Ep,1539197642666
24,,,,,,,0,0,0,Excellent questions Open Forum thanks staff came ask questions I look,1539197642660
25,,,,,,,0,0,0,I decided accept offer closer home I longer Revenue Cycle Supervisor current e,1539197642660
26,Jesus,Quran,Egypt,Jordan,Germany,,0,0,0,Jesus Quran This page exposes Mullahs amp Priests R spreading tons lies Centuries Egypt Jordan Germany Ban,1539197642659
27,,,,,,,0,0,0,I m shocked discussing defending people Some happy thier favs ai nt,1539197642666
28,,,,,,,0,0,0,Omg rhetoric MSM left abhorrent,1539197642657
29,,,,,,,0,0,0,Alexa skip part I done school married,1539197642663
30,gamecheats,gametips,gamehints,gamecodes,,,0,0,0,Game Index Game Kings Quest gamecheats gametips gamehints gamecodes,1539197642666
31,,,,,,,0,0,0,choose u want retweet,1539197642662
32,,,,,,,0,0,0,Bitch If I stuck business If still want talk MY business If I keep going back THA,1539197642658
33,listicle,,,,,,0,0,0,Massachusetts man says vape pen exploded pocket leaving leg completely scorched listicle,1539197642664
34,,,,,,,0,0,0,shit hit hard,1539197642661
35,,,,,,,0,0,0,Some rumours even suggest working company brought us lens camera,1539197642659
36,,,,,,,0,0,0,Someone MUST zadison wallpaper,1539197643658
38,,,,,,,0,0,0,Y hell app man,1539197643661
39,,,,,,,0,0,0,Never apologize feel It like saying sorry real,1539197643657
40,BiggBoss12,TheKhabari2,,,,,0,0,0,Which contestant voting Karanvir Like Neha BiggBoss TheKhabari,1539197643666
41,Michael,,,,,,0,0,0,Widespread Damage In Panama City Beach Area Michael,1539197643663
42,,,,,,,0,0,0,Retweet follow back Follow everyone retweet this,1539197643663
43,,,,,,,0,0,0,Corker Menendez block Paul amendment defund Pedophilia Afghanistan,1539197643662
44,,,,,,,0,0,0,Good see something get better age,1539197643666
45,,,,,,,0,0,0,Hi name Br,1539197643662
46,,,,,,,0,0,0,I put cat winter WTF,1539197643662
48,excited,scratch,scarf,,,,0,0,0,Ok well maybe bit excited tomorrow scratch winter coat scarf boot idea,1539197643660
50,BTS,Autism,,,,,0,0,0,I post related If I m posting BTS I posted Autism,1539197643663
51,,,,,,,0,0,0,Someone get Glasgow group chat ASAP please xoxoxoxo,1539197641661
52,,,,,,,0,0,0,Nd saw tht insta nt twitter ap apne bhashan apne pas rkhiye,1539197642666
53,,,,,,,0,0,0,Hilary Swank vagina Oscar pretending dick That s actors They pretend,1539197641666
54,,,,,,,0,0,0,Watching CNN Our hearts prayers go still MPH short Cat,1539197643664
55,,,,,,,0,0,0,The demons always saying pedo shit one instance assisting masterbation ritual one th,1539197644661
56,,,,,,,0,0,0,Mr Sun must banker s hours month,1539197644666
57,,,,,,,0,0,0,Who ever reported fb YOUR MOMS A HOE,1539197644666
58,,,,,,,0,0,0,welcome first vlog try different hair products spray hairspray mouth well right of,1539197644660
59,,,,,,,0,0,0,taehyung breathes vapp staff captioning part,1539197644664
60,,,,,,,0,0,0,phat arch shit,1539197644663
61,HurricaneMichael,,,,,,0,0,0,On Noon re live Florida coast HurricaneMichael sweeps panhandle,1539197644664
62,,,,,,,0,0,0,miguel money try home,1539197644664
64,,,,,,,0,0,0,Oh I m contemplating tinder,1539197644659
65,,,,,,,0,0,0,What name candidate I ve tracking candidates disabilities,1539197644662
66,,,,,,,0,0,0,Lashes me Book me,1539197644658
67,,,,,,,0,0,0,MOB MOB MOB MOB MOB IT IS A MOB AND MOB RULE N GROUP THINK ZOMBIE WALKERS BOOM,1539197644658
68,,,,,,,0,0,0,Eh best favourite two different words Like I said P may favourite Persona g,1539197644665
69,,,,,,,0,0,0,euphoria stage still still wonderful get well soon little euphoria,1539197644663
70,,,,,,,0,0,0,Has really long Congrats best wishes,1539197644659
71,Corruption,,,,,,0,0,0,Distrust American Justice dangerous Fight Corruption Influence others using months examples saved by,1539197644659
72,,,,,,,0,0,0,Color reactionary I nt tend give fuck squintyfaced pop star votes,1539197645660
73,,,,,,,0,0,0,Cold Blue Live HD video set Subculture Australia,1539197645661
