,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,What opinion Aries,1539196860660
1,,,,,,0,0,0,BREAKING Trump makes first veto threat harm people preexisting conditions A perfect cap first years htt,1539196860661
2,,,,,,0,0,0,We chicken work loves attacking I let,1539196860657
3,,,,,,0,0,0,I know worth amp I settle bullshit,1539196860657
4,,,,,,0,0,0,The handsome horseman,1539196860659
5,,,,,,0,0,0,Confidence re able compliment people without feeling insecure Sarkodie,1539196860665
6,borell,socialist,,,,0,0,0,Don worry borell untouchable couse leader socialist dirty war Catalonia,1539196860664
7,,,,,,0,0,0,According Theresa May austerity sadly worst yet come,1539196860662
8,,,,,,0,0,0,started smile smiled fkn adorable,1539196860664
9,,,,,,0,0,0,I need hoodies amp long sleeves,1539196860662
10,LanaDelRey,azaleabanks,,,,0,0,0,Choice words Azalea Banks LanaDelRey azaleabanks,1539196860662
11,,,,,,0,0,0,No score starting nd Q,1539196860663
12,got,monoply,GameOfThrones,,,0,0,0,never better thing got monoply GameOfThrones,1539196860662
13,,,,,,0,0,0,I deadass trying take minute naps morning alarm goes I m like shii I ll get,1539196860664
14,dailyfox,,,,,0,0,0,Am I cute dailyfox,1539196860657
15,,,,,,0,0,0,For first time years yeah And first time many years I m att,1539196860657
16,BuildTheWall,RedWaveRising2018,,,,0,0,0,This open border policy BuildTheWall RedWaveRising,1539196860664
17,,,,,,0,0,0,That weird squirrel plane wild animals stay home,1539196860665
18,,,,,,0,0,0,Given today s evidence presented tot senate indeed investigation Judge Kav lim,1539196861664
19,horror,mystery,paranormal,monster,,0,0,0,Something desperately wrong Arcadia Falls horror mystery paranormal monster th,1539196861658
21,,,,,,0,0,0,Awww Only God reward,1539196861657
22,,,,,,0,0,0,He stole heart I m stealing last name,1539196861657
23,Michael,,,,,0,0,0,Here landfall loop Michael posterity never worst nightmares I think would dealing,1539196861665
24,,,,,,0,0,0,Every movie without never person every movie role play Happy Birthday,1539196861663
25,,,,,,0,0,0,RR predicting cocktail issues insurers WP s coming years,1539196861657
26,,,,,,0,0,0,promise nobody earth would give edibles away kids free,1539196861660
27,,,,,,0,0,0,If Times reports bombshell President lying got money Sunday shows mention per,1539196861658
29,AajKiRaat,BigBillionDays,,,,0,0,0,AajKiRaat BigBillionDays Already Purchased Asus Zenfone z,1539196862658
30,,,,,,0,0,0,If want condense well use micro brush without bonding,1539196862661
