,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,power opened new laptop remembered dst,1539195780664
1,,,0,0,0,Gain active followers Retweet tweet Follow Retweets Follow Kindly follow back Turn my,1539195780658
2,,,0,0,0,These first photos I really liked long time,1539195780666
3,footmaster,findom,0,0,0,You belong floor crawling like insect I could squish feet moment footmaster findom,1539195780661
4,,,0,0,0,I taking someone daughter Winter Wonderland LOOOOOOOL Maldives It Hyde park guy,1539195780664
5,,,0,0,0,No That toy I wish I,1539195780658
6,,,0,0,0,Dassault offset mandatory get contract Rafale Indian media reliance offset mandatory get contract,1539195781664
7,,,0,0,0,Just posted video,1539195781659
8,,,0,0,0,members give support jungkook stan right group REST,1539195781663
9,,,0,0,0,I later tonight g,1539195781659
10,,,0,0,0,Sham Angels With Dirty Faces,1539195781660
11,iKON,,0,0,0,iKON Weekly Idol Youtube Playlist Full ver No Sub openload,1539195781663
12,,,0,0,0,roses thorns s wet outside,1539195781658
13,,,0,0,0,What Omotoso wearing court,1539195781662
14,,,0,0,0,years ago Keep mind We really begun scrape surface bullshit,1539195781666
15,,,0,0,0,A GODDESS,1539195781658
16,,,0,0,0,What Omotoso wearing court,1539195781662
17,,,0,0,0,facit,1539195781660
18,,,0,0,0,yall ever forget one word THREE languages,1539195781664
19,MonolithTour,,0,0,0,Me friends hanging GUATEMALA CITY MonolithTour,1539195781663
20,,,0,0,0,It s bit month ai nt really much left Forsaken,1539195781663
21,,,0,0,0,shit lately fr,1539195782662
22,AravindaSametha,,0,0,0,Hourly gross AravindaSametha USA PST locations per location average,1539195782662
23,,,0,0,0,Dassault offset mandatory get contract Rafale Indian media reliance offset mandatory get contract,1539195781664
24,,,0,0,0,British lorry driver tells Illegal invaders trying get Britain truck s going Holland England b,1539195782658
25,,,0,0,0,Feeling hopeless,1539195782658
26,,,0,0,0,yall ever forget one word THREE languages,1539195781664
27,,,0,0,0,car mount supposed get tomorrow im prob gon na film video friday sksks gon na drive with,1539195782658
28,,,0,0,0,In James Woods portrayed white supremacist Ghosts Mississippi despite err,1539195782657
29,,,0,0,0,From statement saying need evidence clearly sayi,1539195782657
30,,,0,0,0,Officially,1539195782657
31,,,0,0,0,Mies van der Rohe Mansion House Square archive joins RIBA Collections courtesy Lord Palumbo,1539195782657
32,,,0,0,0,For mental health awareness I selling shirts w really old designs DM interested going really g,1539195781665
33,psat,,0,0,0,What kind dumb person named Kate Russell makes tapestries Oh wait psat,1539195782657
