,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,oopsie The Canadian Club Toronto would like apologize inviting media event wit,1539196800657
1,,,,,,0,0,0,WE ARE ON A LIST AT RISK MEANS IF NO RESCUESOMEONE TO CARE VERY FAST NOW WE LL DIE BECAUSE AT FALSE c PALM,1539196800665
2,,,,,,0,0,0,The emphasis elements art design eveident lines texture shape tone form micro concret,1539196800659
3,,,,,,0,0,0,If less K Followers Retweet Retweet Retweet Follow Retweets Follow back follows,1539196800665
4,,,,,,0,0,0,I nt want,1539196800662
5,,,,,,0,0,0,I liked video I Wo nt Let People Do This To Me Anymore,1539196800663
6,,,,,,0,0,0,still patreon livestreams I thinking becoming patreon idk worth money,1539196800663
7,,,,,,0,0,0,It fucked person CAME TO YOU wanted FW YOUUUU sudden change minds wa,1539196800662
8,,,,,,0,0,0,Terrorist No wonder name submitted FBI,1539196800657
9,,,,,,0,0,0,I restarted sex life today think fucked Thanks management,1539196800658
10,,,,,,0,0,0,Does family get priority time scraps left given best rest of,1539196800666
11,,,,,,0,0,0,HIGHLY RATED PRODUCTS MASSIVE STOCKS UK CHEAPEST TAG SHARE SWING BY With Warrior RAGE,1539196800657
12,onceselcaday,,,,,0,0,0,spoopy season foot loving devils onceselcaday,1539196800663
13,,,,,,0,0,0,I Paul bowl,1539196800660
14,,,,,,0,0,0,I tomorrow Looking forward interview Will post details later,1539196801663
15,,,,,,0,0,0,Me ordering bottles Alpha Arbutin hyaluronic acid reading Deciem shutting,1539196801658
17,,,,,,0,0,0,yall dumbasses voted harambe aint forget,1539196801664
18,,,,,,0,0,0,Cruz SCARED ca nt face Beto front crowd nt made lackeys,1539196801662
19,Alexa,TalkRadio,HollywoodWhyGuy,LeftHypocrisy,Schu,0,0,0,Alexa Play Red State TalkRadio Cherilyn Bacon LIVE Call HollywoodWhyGuy LeftHypocrisy Schu,1539196801657
20,,,,,,0,0,0,I pay someone large amount money hw,1539196801665
21,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539196801661
22,,,,,,0,0,0,wtf Trump say Justice Kennedy made react like,1539196801664
23,,,,,,0,0,0,Rock climbers campaign access local cliff closed protect endangered frogs,1539196801661
24,WPS,HAMMERDOWN,,,,0,0,0,TURN UP WPS HAMMERDOWN,1539196801663
25,PSAT,,,,,0,0,0,What CAM scientists see walking lab watering plants weeks PSAT,1539196801658
26,,,,,,0,0,0,I HATE THAT I LAUGJED HARDER AT THISNG,1539196801661
27,,,,,,0,0,0,effort underway change,1539196801657
28,WPS,HAMMERDOWN,,,,0,0,0,TURN UP WPS HAMMERDOWN,1539196801663
29,,,,,,0,0,0,Us stripped acoustic version,1539196802663
30,,,,,,0,0,0,Your morning announcements Wednesday October th,1539196802657
31,,,,,,0,0,0,She s branch manager,1539196802660
32,,,,,,0,0,0,Nursing school stressing I even started yet,1539196802660
33,,,,,,0,0,0,We longer addressing questions current preorder count What report preorder count update,1539196802664
34,,,,,,0,0,0,But got new era gangstas Youngstas hustlers living amongst us Looking us calling us buste,1539196802664
35,,,,,,0,0,0,Everything wrong Like nothing right Most importantly axis republican democrat,1539196802658
36,,,,,,0,0,0,Are starting well present Do show early setup test technology Have researched you,1539196802659
37,霊幻新隆生誕祭2018,,,,,0,0,0,HAPPY BIHDAY TO MY MAN REIGEN ARATAKA YOU LL ALWAYS BE THE BEST AAAAAAAAAA,1539196802661
38,,,,,,0,0,0,So blessed play video,1539196802661
39,NASCARHall,,,,,0,0,0,Big unveil NASCARHall today teams adds driver No,1539196802659
41,,,,,,0,0,0,Literally go reason I need reapply eye moisturiser,1539196802662
42,,,,,,0,0,0,The tea hot,1539196802659
43,PSAT,,,,,0,0,0,PSAT Ziah thank His mom,1539196802664
44,,,,,,0,0,0,Enbridge gas pipeline ruptures sparks massive fire BC Seeking Alpha via,1539196802660
45,,,,,,0,0,0,RIP Heather Heyer,1539196803662
46,,,,,,0,0,0,ugh hate going drawing class big ass waste,1539196803664
48,,,,,,0,0,0,love arguing mom facebook bc sent gifs,1539196803659
49,,,,,,0,0,0,Working really really hard minute The last sessions great Confident I something ready f,1539196803659
50,,,,,,0,0,0,Super fruits much better Walmart,1539196803657
51,,,,,,0,0,0,guys complaining getting snow I get god damn rain all fucking timeeeeeeee,1539196803665
53,OVR,volleyball,volleyfamily,,,0,0,0,OVR Day We hope see volleyball volleyfamily,1539196803658
54,,,,,,0,0,0,POOLSIDE PINK YouTube,1539196803666
55,,,,,,0,0,0,Very well thanks,1539196803659
57,,,,,,0,0,0,There one place people like Mr MJ Akbar Alok Nath amp others jail As Supreme Court famously,1539196801663
59,,,,,,0,0,0,Rock climbers campaign access local cliff closed protect endangered frogs,1539196801661
60,,,,,,0,0,0,The Kavanaugh effect AZ McSally R TN Blackburn R NV Heller R TX Cruz R ND Cramer R,1539196803657
61,,,,,,0,0,0,Why Oh Why Another Deadly Year Pedestrians,1539196803659
62,,,,,,0,0,0,Ford Go Fund Me pages raised We need support Judge Kavanaugh orchestrated assault ISta,1539196804657
63,,,,,,0,0,0,How feel Leopard prints They going strong fall found great options,1539196804665
64,btslondon,,,,,0,0,0,Amazing s signer btslondon everyone enjoy,1539196804665
65,TedCruz,AmericaFirst,,,,0,0,0,TEXAS VOTE TedCruz AmericaFirst Conservative stands Secure Borders Supports ICE ProConstitution,1539196804665
66,,,,,,0,0,0,Note Brussels funnelled million Euros Ukraine alone distributions made t,1539196804666
67,,,,,,0,0,0,Cleveland must treated like shit,1539196804659
68,,,,,,0,0,0,For idiots wondering video hyped cause like others I STILL tryna figure man sound,1539196804658
69,Happy76thBirthdayABsir,,,,,0,0,0,Happiest Birthday Daa good wishes joy amp happiness HappythBirthdayABsir,1539196802662
70,,,,,,0,0,0,Small Groups Huge Options Let us assess objectives budget dozen import,1539196804666
71,travel,,,,,0,0,0,Less month I ll experiencing delicious food Charleston SC travel,1539196802664
72,,,,,,0,0,0,Despite many positive events victories Media Reseach Center reports stories Donald Trump ne,1539196805660
74,,,,,,0,0,0,This thread Wow,1539196805661
75,,,,,,0,0,0,They saying whatever,1539196805665
