,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,I missed husband wife lastnight,1539194880659
1,,,,,,0,0,0,I stan,1539194880666
2,Enterprise,Knowledge,Graph,ArtificialIntelligence,BigData,0,0,0,The Enterprise Knowledge Graph Phenomenon What Means ArtificialIntelligence BigData,1539194880659
3,MeToo,,,,,0,0,0,I hope somewhere Sukanya appear like many MeToo campaigners years describe horrified exper,1539194880658
4,,,,,,0,0,0,Q Recently using red ear instead silver one new also asked matches w his,1539194880664
5,,,,,,0,0,0,Mcr twt one pic,1539194880661
6,,,,,,0,0,0,iWantRadio Welcomes Findom Specialist Goddess Tierra Today,1539194880662
7,hiring,jobs,NewYork,Developer,Programming,0,0,0,We hiring Lotus Domino Developer New York NY jobs NewYork Developer Programming,1539194880666
8,,,,,,0,0,0,Yes please clarify,1539194880659
9,,,,,,0,0,0,nt need watch another video ever,1539194880661
11,,,,,,0,0,0,Telling girl priority vs treating like priority two completely different things,1539194880658
12,,,,,,0,0,0,It appears SEC finally sending document requests firms sold ICOs unaccredited investors very,1539194880658
13,,,,,,0,0,0,Watch The Video,1539194880663
14,WorldMentalHealthDay,BTSLoveMyself,ENDviolence,,,0,0,0,An important reminder young people around WorldMentalHealthDay BTSLoveMyself ENDviolence,1539194880659
15,PSAT,,,,,0,0,0,Everyone Wisconsin munching pounds cheese PSAT,1539194880660
16,,,,,,0,0,0,Join And Spend Some Tokens,1539194880661
17,,,,,,0,0,0,A modern custom scrambler even offroad attitude allround performance Discover,1539194880659
18,,,,,,0,0,0,Telescopes sees huge number unexplained signals coming alien galaxies,1539194881662
19,,,,,,0,0,0,literally way take psat today knowing absolutely nothing prepare,1539194881658
20,,,,,,0,0,0,Download app I clear unfollowers ANDROD app,1539194881666
21,DirtyWater,ALCSBOUND,,,,0,0,0,Wow game DirtyWater ALCSBOUND,1539194881661
22,,,,,,0,0,0,Democrats running Massachusetts governor hope repeal mandatory minimum sentences,1539194881663
23,,,,,,0,0,0,starts joke amp get MAD defensive,1539194881661
24,,,,,,0,0,0,THIS Kanye West happens negroes nt read Laughter around Listen black folks TRADE Ka,1539194881658
25,,,,,,0,0,0,weird people follow social media ignore existence person like see s,1539194881662
26,,,,,,0,0,0,Namjoon went jungkook rapped verse bc sitting I NOT crying,1539194881666
27,,,,,,0,0,0,You clean slate start right right Find joy live,1539194881659
28,,,,,,0,0,0,Insomnia real bitch lately,1539194881659
29,,,,,,0,0,0,Raggaeton king daddy yankee choke,1539194881665
30,,,,,,0,0,0,On top one kids eating repackaged candies candies labels recognize,1539194881657
32,,,,,,0,0,0,Selling premium domains Epolicy dot com Epolicy dot online Dm interested Thanks,1539194881658
33,,,,,,0,0,0,PEOPLE S CHOICE AWARDS THE SONG OF ESTIMATE DAILY STAT Tweet BTS M K,1539194881663
35,,,,,,0,0,0,Insomnia real bitch lately,1539194881659
36,,,,,,0,0,0,Ha ha I,1539194881658
37,,,,,,0,0,0,Selling premium domains Epolicy dot com Epolicy dot online Dm interested Thanks,1539194881658
38,UWG,,,,,0,0,0,UWG funny asf,1539194881661
39,,,,,,0,0,0,You old hag,1539194882658
40,,,,,,0,0,0,reason doctors gave bellybutton ll always place favourite marble,1539194882660
41,,,,,,0,0,0,If someone adds DMs discord sneaky please double check really I impersonator wi,1539194882665
42,,,,,,0,0,0,actually food sees microwave yes put phone microwave,1539194882661
43,WorldMentalHealthDay,,,,,0,0,0,There never important time focus youth mental health This WorldMentalHealthDay take look at,1539194882662
44,,,,,,0,0,0,Did I miss What s suspects name,1539194882666
45,,,,,,0,0,0,Now playing EDMTheSimpleLifeMixedByGeneralGmp,1539194882664
46,,,,,,0,0,0,Lol A picture cows Wooow Mr Pro thusa,1539194882662
47,,,,,,0,0,0,ASIDE FANGIRLING millennia abuse loneliness Circe finally finds person I SO OVER,1539194882661
48,,,,,,0,0,0,Got ta get goofy girl,1539194881661
49,,,,,,0,0,0,Tomorrow correct score Retweet tweet pinned tweet ready win,1539194883666
50,,,,,,0,0,0,Gaff You ve done man s job sir I guess huh,1539194883659
