,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,0,0,0,I move notice motion Senate Monday calling private school discriminates teacher,1539197700658
1,,,,,0,0,0,Check guitar Never Going Back Again,1539197700658
3,,,,,0,0,0,Kavanaugh shows us rid government entire group pseudoRepublicans They fallen line b,1539197700666
4,,,,,0,0,0,Have noticed dogs happier curious gregarious willing commune nature ce,1539197700657
5,,,,,0,0,0,Apne Yaar Munawar ke nahotay huay bhi hahaha Hope enjoy later Doc Sb inspiration,1539197700664
6,,,,,0,0,0,Charley See roasting If poor like father I beg bless poverty This no,1539197700660
7,,,,,0,0,0,poistatistics sanma map Full version Dump GMT,1539197700659
8,,,,,0,0,0,Gypsy Rose Blanchard serving years US prison pleading guilty seconddegree murder June,1539197700664
10,,,,,0,0,0,This ya girl greets scoop,1539197700660
11,,,,,0,0,0,Hmmm civility views differ Wants suppress others differ agenda WHO ARE THE F,1539197700661
12,,,,,0,0,0,Just one pack He said,1539197700663
13,LeaveItAllRun,,,,0,0,0,Here full LeaveItAllRun lineup San Francisco Orange County Santa Cruz San Luis Obispo stops Tickets to,1539197700666
15,,,,,0,0,0,This damn comic,1539197700662
16,,,,,0,0,0,Probably best thing internet today,1539197701661
18,,,,,0,0,0,Republicans boots necks two years You expect Dems roll play dead,1539197701657
19,TamilNadu,,,,0,0,0,Major boost Leather Industry TamilNadu Indian Footwear Leather amp Accessories Development Programme P,1539197701666
20,,,,,0,0,0,We NOT live democracy live constitutional republic democratically held elections In democracy,1539197701666
21,,,,,0,0,0,For friends recently moved warmer climates cold white stuff falling sky snow ok,1539197701663
22,,,,,0,0,0,Arsenal Miguel Almiron making progress completing Pain In The Arsenal,1539197701657
23,,,,,0,0,0,got ta stay humble amp put God first,1539197701659
24,,,,,0,0,0,Exactly Yes IS happening Twitter A public platform yet banned Millennial Woes fo,1539197701663
25,,,,,0,0,0,He syringe instead gun,1539197701666
26,diversityandinclusion,HR,AI,recruiting,0,0,0,Amazon scraps secret AI recruiting tool showed bias women diversityandinclusion HR AI recruiting,1539197702665
27,,,,,0,0,0,Depressions kicking ass lately,1539197702663
28,,,,,0,0,0,Rightwing grievance studies thing,1539197702662
29,,,,,0,0,0,people tweet one listen,1539197702659
30,,,,,0,0,0,FORZA HORIZON SESSION ABOS THEME HONDA via,1539197702664
31,,,,,0,0,0,Hi Eric Your DOJ facilitated extortion fraud perjury scheme directed behalf,1539197702660
32,,,,,0,0,0,people followed people unfollowed automatically checked,1539197702663
33,,,,,0,0,0,staring cause think I m cute hate gay people,1539197702664
34,,,,,0,0,0,I really made calc quiz bro,1539197702662
35,,,,,0,0,0,Doing PayPal Flips YouTube Subs DM ME,1539197702661
36,,,,,0,0,0,Lmao This guy pretending current president,1539197702664
37,,,,,0,0,0,BUILD THE WALL,1539197702658
38,,,,,0,0,0,Happy Birthday Maria Miss,1539197701660
39,,,,,0,0,0,You assess quality mind noticing reacts disagreement The majority people take offen,1539197702666
41,,,,,0,0,0,kevin gates said shoulda let I could ve made happy I nt second chances I felt,1539197702659
42,,,,,0,0,0,How foreigners living UK,1539197702660
43,,,,,0,0,0,Boris Johnson claiming backstop demanded state experienced years British colonial rule would turn B,1539197702666
44,,,,,0,0,0,want I want right I want talk I want I want hug I want,1539197701659
45,,,,,0,0,0,Did know best rates offered online,1539197702657
46,,,,,0,0,0,A week ago prominent Saudi journalist walked Istanbul consulate alive So CNN,1539197701660
47,,,,,0,0,0,alone help help others going things also dont ashamed YOU,1539197702658
48,,,,,0,0,0,Most people doubt women s claims assault NOT doubt yearold book s claims I son rose fr,1539197703658
49,,,,,0,0,0,It s eyeshadow I thought possessed,1539197703666
50,,,,,0,0,0,It s need hug pillow sleep well I someone Taehyung look Taehyung hugging Jungkoo,1539197703662
52,,,,,0,0,0,PSAT day Fear Memes,1539197703666
53,,,,,0,0,0,We LIVE FIGHT Days Tomorrow MORE US,1539197703659
54,,,,,0,0,0,Idk I expect college like,1539197703658
55,,,,,0,0,0,The plan NEV started It flow Quonset field June specifically could ac,1539197703658
56,,,,,0,0,0,If know weeks left year What plan breathe new life brand,1539197703660
57,,,,,0,0,0,Utilizing ABC develop team players,1539197703666
58,,,,,0,0,0,AND WHEN I PUT THIS WORKOUT IN amp I COME BACK WITH A WHOLE ASS SIX PACK WHAT,1539197704657
59,,,,,0,0,0,I feel like true sub,1539197704657
60,,,,,0,0,0,Heading Irvine soon I ll presenting panel strategy esports tomorrow p,1539197703657
62,,,,,0,0,0,I know anymore completely different person sad,1539197704657
63,JRNation,,,,0,0,0,Hey JRNation Hit like button wish Happy Birthday,1539197704662
64,,,,,0,0,0,I m streaming Twitch Playing Dead Daylight,1539197704663
65,,,,,0,0,0,I rock pair Embiid,1539197704657
66,,,,,0,0,0,Happy Birthday One inspirational directors I ever pleasure work,1539197704663
67,,,,,0,0,0,These hateful people CNN called Kanye West Dumb Negro Token Negro He said Supporting Trump happe,1539197704662
68,seokjin,bts,,,0,0,0,Hexes seokjin bts,1539197704657
69,,,,,0,0,0,More people flee NJ state Lots wealthy,1539197704661
70,,,,,0,0,0,Karl Marx President Day issue executive order immediately decriminalizing drugs Amnesty ille,1539197703661
71,,,,,0,0,0,Yeahh thats im thinking like create weird tension idk abt block,1539197704663
72,,,,,0,0,0,If I run away laughing funny,1539197703657
73,FreeTradeUK,ExportingisGREAT,,,0,0,0,UK exports rose bn year August latest stats confirm today FreeTradeUK ExportingisGREAT,1539197705657
74,,,,,0,0,0,I liked video Oprah Winfrey FEMINIST HERO OR A WHORE BABYLON Avatar,1539197705664
75,,,,,0,0,0,Y hell app man,1539197705662
76,,,,,0,0,0,I know many women want famous I know one single woman wants famous assaulte,1539197705661
77,,,,,0,0,0,get loser getting spooky,1539197705663
78,,,,,0,0,0,niggas deserve thanks coming TED talk,1539197705659
79,Silverado,,,,0,0,0,Transportation News Reardrive versions chevrolet Silverado hit mpg cityhighway t,1539197705662
80,,,,,0,0,0,besides almost getting ticket today yet get month,1539197705661
81,,,,,0,0,0,probably ankle monitor,1539197705661
82,,,,,0,0,0,Telling girl priority vs treating like priority two completely different things,1539197705661
83,,,,,0,0,0,Maybe inspired Senator Collins call presumption innocence punishing alleged wrongdoer,1539197705660
84,,,,,0,0,0,First day snow,1539197705657
85,Toyota,Corolla,,,0,0,0,Discover design behind new remarkably stylish Toyota Corolla Hatchback amp Touring Sports,1539197705661
86,,,,,0,0,0,You ll progress move,1539197704666
87,,,,,0,0,0,Suggest sad song currently listening,1539197706663
88,,,,,0,0,0,Taunton versus St Albans Soccer Live Stream FA Cup Qualification Oct On The Internet,1539197706665
89,,,,,0,0,0,Alessandria vs Albissola Soccer Live Stream Coppa Italia Serie C Play Offs Oct Stream p,1539197706664
90,,,,,0,0,0,Again Iymavin danced away laughing lightly Moonfire around crept closer eversh,1539197706664
91,,,,,0,0,0,csi miami voice life highway nt license YEEAAAAHHHHHHH,1539197706658
92,,,,,0,0,0,I discovered omg I damn near passed rolled bed went missing have mercy man accent,1539197706664
93,,,,,0,0,0,Her Are hungry Me Nah ate Her,1539197706664
94,,,,,0,0,0,Judo Buenos Aires Mixed TeamSemifinal Table B Youth Olympics Live Stream Stream,1539197706666
95,,,,,0,0,0,Started singing bare necessities lesson today help kids saying specificity Completely cu,1539197706661
96,,,,,0,0,0,Kidsgrove Athletic versus Workington Soccer Live Stream FA Cup Qualification Oct On The Internet,1539197706660
97,,,,,0,0,0,And bit grated mature top close nd,1539197706664
98,,,,,0,0,0,GUYS LISTEN TO NAMJOON WHINING,1539197706666
99,,,,,0,0,0,Want win tshirt Retweet post chance Winner announced Sunday Tick,1539197706662
100,MoreThanPink,breastcancer,,,0,0,0,Tell us MoreThanPink hero life taken action fight breastcancer to,1539197706661
101,,,,,0,0,0,Blatant racism discrimination But owner says it s terrible misunderstanding Whatever happened to,1539197706657
102,,,,,0,0,0,Badminton Buenos Aires Women s SinglesQuarterfinal Youth Olympics Live Stream On TV p,1539197706660
103,,,,,0,0,0,Alessandria v Albissola Soccer Live Stream Coppa Italia Serie C Play Offs Oct HD On Any Handheld PC O,1539197706657
104,,,,,0,0,0,Best thing earth,1539197707659
105,,,,,0,0,0,sum cute ass yeehaw shit cant lie,1539197707662
106,,,,,0,0,0,With FPR main,1539197707666
107,WalkAway,,,,0,0,0,They never gon na get Amazing Everybody going WalkAway Hollwood dragged us a,1539197707659
108,LasVegas,,,,0,0,0,LasVegas playground Love What,1539197707664
109,,,,,0,0,0,anyway carefree deer world prancing along beach dawn,1539197707661
110,,,,,0,0,0,anyone tryna plug,1539197707665
111,,,,,0,0,0,Another package good stuff today Had get two best Marvel books year especial,1539197707661
113,,,,,0,0,0,Leatherhead v Kingstonian Soccer Live Stream Bostik League Oct On The Net p,1539197707666
114,,,,,0,0,0,I noticed people like Air Signs like reflected others Gemini favorite hobby mimickingmir,1539197707658
116,,,,,0,0,0,If I wrong I sure Professor Cox put right physics I seek put right Theology,1539197707663
118,,,,,0,0,0,At end every cycle desire start new one,1539197707664
119,BTSLoveYourselfTour,BTSinLondon,,,0,0,0,PERISCOPE D LY Tour em Londres Rianeanna BTSLoveYourselfTour BTSinLondon BTSinLondo,1539197707657
121,LightsOnAfterschool,,,,0,0,0,kicked LightsOnAfterschool last night Club SignUp event students famil,1539197707665
122,aneveningwithspirit,,,,0,0,0,Join us Halloween magical night reconnecting loved ones spirit aneveningwithspirit,1539197707659
123,,,,,0,0,0,We need look carefully consequences SMEs result leaving EU whether Teresa Mays,1539197708658
124,,,,,0,0,0,All Systems Go,1539197708664
126,,,,,0,0,0,Welcome th quarterly FX Trader Magazine Article,1539197708663
127,,,,,0,0,0,Anyways enlistment isnt anytime soon instead sad keep present work hard make drea,1539197708660
128,,,,,0,0,0,It high time talk serious issue connection climate crisis mental health,1539197708661
129,,,,,0,0,0,The PSAT computer grading test,1539197708666
130,Bitcoin,Monero,Digibyte,,0,0,0,GIVEAWAY Giving away pair Bitcoin Monero Digibyte Socks Must FOLLOW RETWEET tweet t,1539197708660
132,,,,,0,0,0,You got issue Nigga,1539197708664
133,,,,,0,0,0,I hear word essay brain shuts,1539197709660
134,,,,,0,0,0,Love GDQ event love much Yoshi Island even could see Pokemon White run I m glad I th,1539197709661
135,,,,,0,0,0,President participates signing ceremony S Know Lowest Price Act S Patients,1539197709658
136,,,,,0,0,0,Mum wants hear ruin Christmas plans,1539197709661
137,,,,,0,0,0,Waw que exquisitooooooooo,1539197709666
138,,,,,0,0,0,Jimmy Butler practiced Timberwolves today league sources tell ESPN,1539197709666
139,,,,,0,0,0,I seem remember certain MP called vasectomies poor using I young excuse,1539197709658
141,,,,,0,0,0,SOMEONE GETS THE NOBEL PEACE PRIZE AND CA NT MAKE PEACE WITH HIS OWN BROTHER,1539197709659
142,marketing,sales,smallbiz,,0,0,0,Not getting clients want Is problem marketing sales smallbiz,1539197709659
143,LeaveItAllRun,,,,0,0,0,Here full LeaveItAllRun lineup San Francisco Orange County Santa Cruz San Luis Obispo stops Tickets to,1539197709665
144,,,,,0,0,0,Same Not sure came I hope I kick ass today,1539197709659
145,twx,tron,trx,,0,0,0,Vote TronWallet SR today share love Help us build best pp wallet exchange twx tron trx,1539197709658
146,,,,,0,0,0,promise nobody earth would give edibles away kids free,1539197709663
