,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,The best thing hard times take away fake friends,1539195300660
1,,,,,,,0,0,0,Always smart little boy,1539195300658
2,,,,,,,0,0,0,If expenses funded mommy daddy literally complain shit lmao,1539195300660
3,,,,,,,0,0,0,FUCK THAT HIT ME EVEN HARDER realised waste time much shit give e,1539195300657
4,IsleOfWight,milkyway,astrophotography,stars,LightHouse,sonyalpha,0,0,0,Milky Way hunting led us StCathrines lighthouse IsleOfWight milkyway astrophotography stars LightHouse sonyalpha,1539195300661
5,,,,,,,0,0,0,Warrenbased manager third party risk management hires new CFO VP operations,1539195300657
6,,,,,,,0,0,0,Some adults really act like children wow,1539195300666
7,feet,slaves,mistress,goddess,,,0,0,0,Submit beautiful goddess Show I m superior lesser mortals feet slaves mistress goddess fe,1539195300666
8,,,,,,,0,0,0,Who s ready follow back Retweet Fast Follow Please Follow back Let s Go Daily G,1539195300665
9,findsamsayers,,,,,,0,0,0,Seattle woman still missing returning hike nearly three weeks ago findsamsayers Thank,1539195300658
10,,,,,,,0,0,0,Posted,1539195300662
11,,,,,,,0,0,0,Protest University Center,1539195300664
12,cattle,market,,,,,0,0,0,Sterling s Profit Tracker shows steady cash cattle market nt enough pull feeding margins back b,1539195300662
13,ONGCScam,,,,,,0,0,0,Do watch explainer ONGCScam respond,1539195300662
14,Jimin,AMAs,,,,,0,0,0,He sit Jimin I vote Favorite Social Artist AMAs,1539195300662
15,,,,,,,0,0,0,Ugh favorite type boy kind cuts Strong Island lacrosse Tshirt expose nipples and,1539195300662
16,,,,,,,0,0,0,Imprisoned filmmaker PENBarbey Freedom Write Award winner Oleg Sentsov shortlisted the,1539195300661
17,,,,,,,0,0,0,I m claiming copy rights,1539195300660
18,,,,,,,0,0,0,This vomiting bug rise UK symptoms look,1539195300657
19,,,,,,,0,0,0,They want us knowing truth WE WILL FIND THE TRUTH,1539195300658
20,,,,,,,0,0,0,Love,1539195300665
21,,,,,,,0,0,0,Walking high heels,1539195300660
22,,,,,,,0,0,0,We proud announce total raised event for,1539195300663
23,,,,,,,0,0,0,The muchanticipated development retail hub north Walmart NW Louisiana Avenue cleared key hurdle Monda,1539195300658
24,,,,,,,0,0,0,videos pretty much inside brain looks like looked like brain t,1539195301665
25,,,,,,,0,0,0,I need wavy ass bubble winter,1539195301664
26,,,,,,,0,0,0,He walks trip store Me I asked buy tampons Why buy tampons orange juice and,1539195301662
27,,,,,,,0,0,0,english part psat vs math part,1539195301664
28,,,,,,,0,0,0,PDP delegates made millionaires Atiku Looted funds courtesy INTEL But today Buhari INTEGR,1539195301666
29,,,,,,,0,0,0,classmate old classmate baby wow yet sam,1539195301663
30,,,,,,,0,0,0,Totallyyy agree,1539195301663
31,,,,,,,0,0,0,good boys go heaven bad boys bring heaven you,1539195301666
32,,,,,,,0,0,0,Happened right I went fam,1539195301664
33,,,,,,,0,0,0,Yooo I school stayed alone Came diarrhea vomiting I scared,1539195301657
34,,,,,,,0,0,0,weird mom feeds breakfast like,1539195301662
35,oldies104,,,,,,0,0,0,The Beatles Ticket To Ride Stereo Chronology Disc oldies,1539195301661
36,M1uRadio,NowPlaying,,,,,0,0,0,MuRadio Sha All Of Me NowPlaying,1539195302664
37,,,,,,,0,0,0,accurately depicts us well I hate,1539195302659
