,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,wont Get another Chance love You Her heart Never Point,1539197220657
1,GainWithTrevor,,,0,0,0,Gain actives real quick Retweet Follow Follow back GainWithTrevor,1539197220662
2,HurricaneMichael,,,0,0,0,Probably need hear take care Florida Panhandle HurricaneMichael,1539197220661
3,,,,0,0,0,Collective depression result ruling class project resubordination The late great Mark Fisher,1539197220663
5,gambit,,,0,0,0,Killing HVT gambit Seeing motes BOOM black screen error code Guitar WTF FFS,1539197220666
6,,,,0,0,0,Do wake smoke brush yo teeth wake brush yo teeth smoke,1539197220664
7,,,,0,0,0,want video forehead,1539197220663
8,,,,0,0,0,gon na weird old people,1539197220659
10,,,,0,0,0,Today s beauty giveaway adorable Lancome travelsized giftwithpurchase set Hudson s Bay PLUS Tresor E,1539197221665
11,,,,0,0,0,Lmao I unsee,1539197221658
12,,,,0,0,0,While walking Reid light district following conversation happens Me I seen girls smile you,1539197221660
13,,,,0,0,0,Doug Baldwin talking Marshawn Lynch universally beloved Seattle s locker room told story a,1539197221660
14,,,,0,0,0,Nah ceviche trio talking,1539197221665
15,,,,0,0,0,If I could delete lyrics every single One Direction album brain memory make room tests guess,1539197221665
16,Advice,,,0,0,0,At point Advice Fantasy Dome th October see together,1539197221665
17,psat,,,0,0,0,When see funny psat meme signed oath,1539197221661
18,,,,0,0,0,ca nt choose bias got s jb jinyoung choose stray kids hyunjin,1539197221660
19,,,,0,0,0,They say early bird gets worm well I early maybe early bird gets headache first,1539197221664
20,,,,0,0,0,Did know desperate amateurs women looking new adventures city Sign meet r,1539197221657
21,,,,0,0,0,Am gon na get spooky succ year,1539197221659
22,,,,0,0,0,Follow everyone retweets likes,1539197221666
23,,,,0,0,0,SOOOO happy see positive reaction This last week fulfilling,1539197221664
24,,,,0,0,0,They say early bird gets worm well I early maybe early bird gets headache first,1539197221664
25,,,,0,0,0,Congratulations much deserved,1539197221659
26,,,,0,0,0,ive got song coming amazing allgirl korean pop group called BLACKPINK amp amazing im ex,1539197221659
27,,,,0,0,0,tell adults think disrespectful let disrespect,1539197222658
28,LibrariesWeek,,,0,0,0,Are ready LibrariesWeek Follow us throughout week guest blogs recommended reads hints tips ou,1539197222658
29,,,,0,0,0,Really Someone like teaching children,1539197222657
30,,,,0,0,0,Movie theater Please silence phones Me nt taken phone silent since doublechecks,1539197222662
31,,,,0,0,0,I LOVE Harry Style s fashion sense,1539197222666
32,,,,0,0,0,Wild boy lmfao,1539197222666
33,,,,0,0,0,The Shutz family found new home Windett Ridge Help us congratulate new Happy Homeowners,1539197221661
34,ReadTheDream,,,0,0,0,Any lengths ReadTheDream,1539197221660
36,,,,0,0,0,Scooby Doo s Rescue Mission lost member family week A little dog rescued NYCACC back March She wa,1539197222657
