,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,wow bro,1539194820661
1,,,,,,0,0,0,HURRICANE MICHEAL IN PANAMA CITY FL,1539194820657
2,,,,,,0,0,0,Often link struggling money poor mental wellbeing Feeling low make tough manage,1539194820660
3,,,,,,0,0,0,Sending pics boyfriend making fun small cock hehe I love seeing beautiful sperm pussy h,1539194820658
4,,,,,,0,0,0,A MAGA hatwearing person threw fit emergency room today nt want wait see doctor I,1539194820665
5,,,,,,0,0,0,My love everything,1539194820661
6,,,,,,0,0,0,everybody fake shit lmao yall gone week later,1539194820665
7,,,,,,0,0,0,We chicken work loves attacking I let,1539194820658
8,,,,,,0,0,0,Applications Google AI Residency program open Visit information how,1539194820658
9,,,,,,0,0,0,raining anyone else look around cars see fast windshield wipers going fe,1539194820657
10,,,,,,0,0,0,Love,1539194820661
11,,,,,,0,0,0,Guess I stay Denton,1539194820662
12,,,,,,0,0,0,I wonder BTS siblings parents discussing together THIS IS SO CUTE PLEASE,1539194820657
13,Sweden,sustainability,,,,0,0,0,We re proud part project Sweden exploring opportunities green hydrogen sustainability greenchem,1539194820663
14,,,,,,0,0,0,Thank You made much better reporter,1539194820665
15,,,,,,0,0,0,Should mystery Pokmon Meltan evolution Gen really broken many boundaries Evolving Legendaries E,1539194821661
16,,,,,,0,0,0,They absolutely Before discussion question listening learning A lot,1539194821661
17,,,,,,0,0,0,odd flex ok,1539194821661
18,psatmemes,psat,,,,0,0,0,Harley Davidson sells perfume Devoted Customers psatmemes psat,1539194821658
19,,,,,,0,0,0,odd flex ok,1539194821657
20,NowPlaying,bmsgospelradio,,,,0,0,0,Blue Melody School Radio NowPlaying Here II Praise You Do nt Have Be Afraid Here II Praise bmsgospelradio,1539194821658
21,BatwomanXXX,,,,,0,0,0,SHe looks great But Sorry CW always OG Batwoman Man ca nt wait BatwomanXXX,1539194821662
22,,,,,,0,0,0,That gruff baseball manager nt social media something needs stop part stories,1539194821662
23,GranblueFantasy,,,,,0,0,0,Check character GranblueFantasy,1539194821665
24,,,,,,0,0,0,YAAAAY come see soon,1539194821657
25,,,,,,0,0,0,This powerful inspirational read positive change happens theatre mental health combine,1539194821665
26,,,,,,0,0,0,IF YOU AINT GOING GIVE YOUR TICKETS TO SOMEBODY THAT WILL AND TELL THEM TO WEAR RED,1539194821665
27,,,,,,0,0,0,Yeah metal appeal kids mainstreamed never and,1539194821657
28,,,,,,0,0,0,Yeah metal appeal kids mainstreamed never and,1539194821657
29,,,,,,0,0,0,Want read Teen Competencies guidelines short time Read download onepage handout Don forget also s,1539194822664
30,,,,,,0,0,0,I wan na ruin life differently I got new ideas,1539194822657
31,,,,,,0,0,0,worst feeling knowing wait give,1539194822666
32,,,,,,0,0,0,Hurricane Michael live,1539194822666
33,,,,,,0,0,0,Can wait,1539194822665
34,,,,,,0,0,0,TY sharing love childrennature raise funds Stone Holt Foundation,1539194822661
35,,,,,,0,0,0,Wtf,1539194822659
36,,,,,,0,0,0,Love picked We re playing MOST PEOPLE ARE GOOD Listen,1539194822660
37,,,,,,0,0,0,one power,1539194822665
38,,,,,,0,0,0,Democrats want outlaw private health care plans taking away freedom choose plans letting anyo,1539194822658
39,,,,,,0,0,0,Cleanse exfoliate renew skin Florencia Papaya amp Pumpkin Brightening Mask gently cleanses exfoliates rem,1539194822662
40,,,,,,0,0,0,That s toxic,1539194822659
41,,,,,,0,0,0,Cyril born live gauteng,1539194822665
42,,,,,,0,0,0,petty picture choice,1539194822659
43,,,,,,0,0,0,Live look Pat Riley,1539194822657
44,forex,fx,,,,0,0,0,The best way increase PROFITABILITY forex system gt fx,1539194822662
45,Modex,btc,eth,crypto,fintech,0,0,0,Modex Smart Contract Marketplace btc eth crypto fintech,1539194821658
46,,,,,,0,0,0,I jealous everyone posting fall pictures back Wisconsin There nothing dirt dirt fucking dirt,1539194823664
