,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,She s really pretty via Instagram story,1539197940665
1,,,,,,,0,0,0,This weather needs cut pick one Hot Cold god Damn nigga,1539197940661
2,,,,,,,0,0,0,idiot called randomized clinical trial controlled placebo trick treatment,1539197940659
3,,,,,,,0,0,0,fellas also timelapse vid,1539197940661
4,WorldMentalHealthDay,,,,,,0,0,0,On WorldMentalHealthDay every day Dwayne Johnson wants know alone,1539197940665
5,,,,,,,0,0,0,unpopular opinion candles top gift truly enough,1539197940663
7,,,,,,,0,0,0,I need one single thing wake everyday I lost passion everything everyone around,1539197940664
8,,,,,,,0,0,0,If still believe Eagles would time put money,1539197940660
9,,,,,,,0,0,0,EBusinessTransaction Banking Control Officer First Bank Nigeria Limited,1539197940657
10,,,,,,,0,0,0,Everyday good day control anything even control mouth Thankgo,1539197940664
11,,,,,,,0,0,0,Me I get Coke please Waiter serve Pepsi Me lemonade Waiter sir serve Pepsi,1539197940659
12,,,,,,,0,0,0,My ex fucked excuse treat next person like shit,1539197940658
13,iU_BBIBBI,,,,,,0,0,0,IU later joins Zico Dean rest khiphop clique iUBBIBBI,1539197940664
14,,,,,,,0,0,0,sorry wan na deal cat food breath,1539197940664
15,FTSIMAMHnews,,,,,,0,0,0,New video taken latest album Hard Feelings FTSIMAMHnews,1539197940661
16,,,,,,,0,0,0,I want go walk dog humane society,1539197940663
18,,,,,,,0,0,0,Pakistan testlaunches nuclearcapable ballistic missile,1539197940666
20,,,,,,,0,0,0,I wish still performed,1539197941659
21,,,,,,,0,0,0,Steven best champion,1539197941660
22,,,,,,,0,0,0,Is moral order pure storm,1539197941663
23,,,,,,,0,0,0,lol want vibe casual talk chill really conversation bout eachother goals life shit l,1539197941662
24,,,,,,,0,0,0,When Jewesses understand business schooling women live lives,1539197941666
25,,,,,,,0,0,0,Skull Trooper Giveaway Like tweet Follow Subscribe To My YouTube,1539197941665
27,Venom,,,,,,0,0,0,trying figure I want draw Venom,1539197941662
28,,,,,,,0,0,0,JB favorite Bengal kid Tough nails,1539197941658
29,,,,,,,0,0,0,Awesome Jay I sure continue,1539197941661
30,,,,,,,0,0,0,As Beagle says,1539197941662
31,,,,,,,0,0,0,face literally turned sun sec,1539197942663
32,,,,,,,0,0,0,hate u sat,1539197942663
33,,,,,,,0,0,0,girl XXX XXX sex Porno black XXX XXX izle porn Suomi Fille thai XXX poron Mature m,1539197942661
34,,,,,,,0,0,0,Me waiting reply someone probably even care,1539197942658
35,,,,,,,0,0,0,Johnny Depp wields scissorhands new Edward Scissorhands movie despite advocating human hands,1539197942666
36,,,,,,,0,0,0,This evening The Duke Cambridge The Duke Sussex joined reception St James Palace officially open th,1539197942662
37,,,,,,,0,0,0,What call someone pays sex Buysexual,1539197942664
38,,,,,,,0,0,0,Oh sweetie I m sorry,1539197942661
39,,,,,,,0,0,0,Lmaoooo I dl would scared fwm cause think I gon na expose,1539197942661
40,,,,,,,0,0,0,It u Happy c fans coming front supporting industrY More power anna L,1539197942664
41,,,,,,,0,0,0,viruses computer opening movies,1539197942662
42,,,,,,,0,0,0,viruses computer opening movies,1539197942662
43,,,,,,,0,0,0,Wow I LOVE one,1539197942658
44,,,,,,,0,0,0,nigga crying never meant shit me fuck tears nigga,1539197943657
45,,,,,,,0,0,0,christopher columbus discovered new land native americans lived thousands years weird f,1539197943660
46,,,,,,,0,0,0,Jooste advised friends sell Steinhoff stock collapse via,1539197943663
47,,,,,,,0,0,0,future husband daughter like im finding new husband,1539197943665
48,,,,,,,0,0,0,Hey You know huge part job showing right You wo nt even show nationally televised tow,1539197943657
49,,,,,,,0,0,0,I even respond,1539197943657
50,,,,,,,0,0,0,Reconfigure bricks bots Grab Blizzard Exclusive OMNIC BASTION set today,1539197943665
51,HerbieHancockKuwait,Blessing,,,,,0,0,0,After The st Show Heading Back To The Hotel HerbieHancockKuwait Jazz Icon Blessing,1539197943663
52,,,,,,,0,0,0,Can say scum bags Vaping NOT answer smoking It another avenue smoke In last days I wi,1539197943663
53,BLESSUP,,,,,,0,0,0,Tomorrow educ class cancelled Monday speech class cancelled BLESSUP,1539197943665
54,UnifiedCommunications,UC,telecom,internet,cloud,,0,0,0,ASEAN growing appetite UnifiedCommunications UC telecom internet cloud,1539197941658
55,,,,,,,0,0,0,Honest work meeting Brit So thoughts Brit I quite confused everything said Brit Yes eve,1539197943665
56,,,,,,,0,0,0,VAMPIRES SMACKS NECK COME GET YALL JUICE,1539197943663
57,,,,,,,0,0,0,BREAKING Saudi journalist Khashoggi killed within two hours arrival consulate team Saudi age,1539197941665
