,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
136,Churchill,,,,,,,,0,0,0,Stop Apologizing Our History Today illinformed critics Churchill would speaking German n,1539196688661
137,,,,,,,,,0,0,0,reasons play hooky come Fast Company Innovation Festival,1539196688659
138,,,,,,,,,0,0,0,Sadly know u,1539196688666
139,,,,,,,,,0,0,0,My grandma used tell I killed spider legs would grow new spider,1539196689658
140,MapleStory2,,,,,,,,0,0,0,Streaming Rune Blade MapleStory,1539196689658
141,,,,,,,,,0,0,0,nt related specific song long time,1539196689661
142,AMAs,,,,,,,,0,0,0,Us found AMAs Artist Year,1539196689662
143,,,,,,,,,0,0,0,boss going sell new mint brownie cookies taste sort like big soft brownie thin min boss,1539196689661
144,,,,,,,,,0,0,0,thank means lot x,1539196689664
145,,,,,,,,,0,0,0,Got cold gear ready jerseys chose weekend Denver We bringin RUKKUS Horns,1539196689658
146,,,,,,,,,0,0,0,okay long running continuous tale okada eating,1539196689663
147,WOW,CNN,KanyeWest,Token,Negro,,,,0,0,0,WOW WOW WOW According folks CNN KanyeWest Token Negro,1539196689659
149,,,,,,,,,0,0,0,How I convince Amy great idea maya,1539196690658
150,,,,,,,,,0,0,0,I would nt care went Vegas tonight honestly,1539196690666
152,,,,,,,,,0,0,0,A little perspective For men women Bc know women even like pretend every day Share,1539196690663
153,MakeItCount,,,,,,,,0,0,0,Make sure child gets support need Find MakeItCount W,1539196690660
154,,,,,,,,,0,0,0,Meanwhile yearold black kid got shot trying ask directions school he,1539196690666
155,,,,,,,,,0,0,0,LMFAOOO whoever added K Michelle voice Meek Mill falling fool bruh,1539196691666
156,,,,,,,,,0,0,0,keys Life God First Love one Another Never Hate Give Generously Live Simply Forgive,1539196691659
157,,,,,,,,,0,0,0,person funny wonder goes mind sometimes mind,1539196691665
158,,,,,,,,,0,0,0,In splendid thcentury shield carrier Hensbroek s coat arms courtesy the,1539196691660
159,,,,,,,,,0,0,0,Nice see Love Live Sunshine,1539196691665
161,,,,,,,,,0,0,0,people followed automatically checked,1539196691662
162,,,,,,,,,0,0,0,Leaving restaurant husband takes peppermint starts opening walk I bit ah,1539196691663
163,,,,,,,,,0,0,0,life super awesome lately loving,1539196691660
166,,,,,,,,,0,0,0,Hello fellow editor I ve found ableist language including mental health t,1539196691659
167,,,,,,,,,0,0,0,Trust delays experiencing recently divine timing destiny play,1539196691660
169,,,,,,,,,0,0,0,Unpopular opinion Home Wreckers exist amp home wrecker could person allowed out,1539196691665
170,,,,,,,,,0,0,0,My professor assigned everyone topic reaserch write page paper due today My topic building the,1539196691657
171,group3n6,,,,,,,,0,0,0,groupn Question B,1539196692659
173,,,,,,,,,0,0,0,To EVERYONE debate channels whether slut shame call names Vairamuthu sexual predato,1539196692662
174,,,,,,,,,0,0,0,Are kidding The Murdochowned Wall Street Journal backing Bolsonaro president Brazil Bolsonaro sai,1539196692660
175,,,,,,,,,0,0,0,The HUMBLE GROW A guy stands example He s I thank much,1539196692664
176,,,,,,,,,0,0,0,Selena Gomez Gets Massive Facial soloboys tv milkmycock movies cumtribute jolie,1539196692661
177,,,,,,,,,0,0,0,Might well reach stars,1539196692663
178,,,,,,,,,0,0,0,Nothing like shower head falling s holder hitting head start day good mood I,1539196692665
179,,,,,,,,,0,0,0,So offender rehabilitation privatised No surprise turned take money run exercis,1539196692665
180,,,,,,,,,0,0,0,I also want drown sorrows chocolate milkshake ca nt would cost money The joys freelance,1539196692666
181,,,,,,,,,0,0,0,My parents divorced years second dad got cancer mom moved took care died,1539196692658
182,,,,,,,,,0,0,0,A father presence better fathers presents,1539196692663
183,,,,,,,,,0,0,0,I mostly endure painkillers help,1539196692662
184,,,,,,,,,0,0,0,I hope match main events Evolution One woman hellbent getting spotlight overlooked amp stuck h,1539196692658
185,,,,,,,,,0,0,0,Somehow waffles still taste better tho,1539196692666
186,JohnWayne,ILoveLucy,,,,,,,0,0,0,Western icon JohnWayne guest starred sitcom ILoveLucy episode Lucy John Wayne airing CBS da,1539196692664
187,,,,,,,,,0,0,0,As friends got dizzy,1539196693660
188,,,,,,,,,0,0,0,Head Australia incredible burgerbeef rib crossover,1539196693658
189,,,,,,,,,0,0,0,I liked video Many Girls FULL VIDEO SONG Fazilpuria Badshah TSeries,1539196693660
190,job,IT,Monterrey,Hiring,CareerArc,,,,0,0,0,This job might great fit Project manager IT Monterrey NL Hiring CareerArc,1539196693666
191,,,,,,,,,0,0,0,Sarkodie gone beast Mode And know prey,1539196693658
193,,,,,,,,,0,0,0,Ion blow phones We talk reply,1539196693660
194,,,,,,,,,0,0,0,Too much attention subject This everyone need share information world,1539196693664
195,,,,,,,,,0,0,0,Stop believing people better pretend surface For surface N,1539196693665
196,,,,,,,,,0,0,0,grade job pls cuddle ME next,1539196693660
197,,,,,,,,,0,0,0,When kids take test two days complain massive workload want die,1539196692662
198,,,,,,,,,0,0,0,James misled repeatedly despatch box none media ever report itWhat happened journalists,1539196693661
200,,,,,,,,,0,0,0,happy bithday henry ll always suju member hearts love hope re happy today always,1539196693660
201,,,,,,,,,0,0,0,Exactly Takes two cheat I still say s somethi,1539196693664
202,,,,,,,,,0,0,0,tAyLoR sWiFt Is OvEr,1539196693666
203,,,,,,,,,0,0,0,Ur gf like driphappy birthday bitch,1539196694666
204,,,,,,,,,0,0,0,Michael homeless lives bin avoid abuse He one growing number people UK returning homeless,1539196694665
205,,,,,,,,,0,0,0,LMFAOOOO THE POSE HE MADE,1539196694660
206,,,,,,,,,0,0,0,White girls porn,1539196694664
207,,,,,,,,,0,0,0,They find Patience sis,1539196694665
209,,,,,,,,,0,0,0,Ramana man I many awards writing years ago one s ever said something,1539196694661
211,,,,,,,,,0,0,0,Trailblazer stalwart Chicago legend Warner Saunders full life started career broadcasting He,1539196694666
213,,,,,,,,,0,0,0,HELP One Sabahan ARMY passed away She diagnosed brain bleeding coma Our TATA really hel,1539196694660
214,,,,,,,,,0,0,0,Can someone Google Tea Party acted,1539196694659
215,appreciated,OneTeam,keepitup,nextbigthing,,,,,0,0,0,Lovely feedback teacher appreciated OneTeam keepitup nextbigthing teamworkmake,1539196695666
216,,,,,,,,,0,0,0,Don FaceTime talking yo light bitch mean,1539196695665
217,Steelers,,,,,,,,0,0,0,The NFL fined Steelers coach Mike Tomlin public criticism game officials per source,1539196695663
218,,,,,,,,,0,0,0,Credentials Is criminal racist sex pest con man,1539196695663
219,,,,,,,,,0,0,0,We exciting opportunity join SSERC team We looking recruit digital skillscomputing science ed,1539196695661
221,,,,,,,,,0,0,0,Today World Mental Health Day Did know people intellectual disability also experience menta,1539196695657
222,,,,,,,,,0,0,0,The opening line EMBERS OF WAR pretty much nails everything I look space opera,1539196695662
223,,,,,,,,,0,0,0,Here ways Dems could stop Kavanaugh wrecking Supreme Court Queerty,1539196695666
226,,,,,,,,,0,0,0,Virgil smirked although Sadness probably could nt see darkness It s kind job to,1539196695664
227,,,,,,,,,0,0,0,Crazy I month ago,1539196695660
228,,,,,,,,,0,0,0,Me Lonzo Ball throws alley oop LeBron James tomorrow,1539196695657
229,,,,,,,,,0,0,0,Come street dance,1539196695660
230,,,,,,,,,0,0,0,boys want sex MEN want little spoon,1539196696662
232,,,,,,,,,0,0,0,Labour vote attempt stop nuclear mud dumped near Cardiff,1539196696666
233,,,,,,,,,0,0,0,You could quite safely least double figures,1539196696663
235,,,,,,,,,0,0,0,Y ever amazed much mf lie,1539196696657
236,,,,,,,,,0,0,0,Floridians view hurricane way get break schoolwork,1539196696664
237,,,,,,,,,0,0,0,really time feel sorry college You either adapt fold,1539196696660
238,,,,,,,,,0,0,0,Do nt know beard look neat tidy Goodmorning put shirt,1539196696664
239,,,,,,,,,0,0,0,Everything BTS rise improbable They Korean pop group supposed make it become hig,1539196696665
240,,,,,,,,,0,0,0,sound biased concept nct went comeback concept everyone pull sid,1539196696665
241,FAWNL,WeAreNational,,,,,,,0,0,0,FAWNL Southern Premier Division pride meets passion WeAreNational,1539196696657
242,,,,,,,,,0,0,0,amp follow chance win Funko Shop Exclusive Pop Animation TrickorSweet Bear,1539196696657
243,,,,,,,,,0,0,0,So sad true,1539196696661
244,,,,,,,,,0,0,0,Alumi rose gold,1539196696665
245,,,,,,,,,0,0,0,I liked video Ted Cruz OBLITERATED In Attack Ad,1539196696660
246,,,,,,,,,0,0,0,therapy going form shame household way people go gym physical health,1539196696665
247,,,,,,,,,0,0,0,Michael wettest hurricane ever Donald Trump,1539196696661
248,,,,,,,,,0,0,0,welcome back beautiful,1539196696666
249,IT,Business,BusinessStrategy,,,,,,0,0,0,Reasons Choose IT Service For Your Business via BusinessStrategy,1539196696659
250,,,,,,,,,0,0,0,Use fixes sell home fast,1539196696664
251,,,,,,,,,0,0,0,Follow everyone Likes,1539196697658
252,,,,,,,,,0,0,0,They trying tell something They saying years Stop giving money,1539196697661
253,,,,,,,,,0,0,0,Galatians says It FREEDOM set free We set free obey religion Nor set fre,1539196697657
254,,,,,,,,,0,0,0,It feel like I hit car,1539196697657
255,,,,,,,,,0,0,0,mean earth literally dying u crush probably time spill beans,1539196697659
256,np,,,,,,,,0,0,0,np camilla cabello something s gon na give,1539196697663
257,KpopLatinosParty,,,,,,,,0,0,0,Let s get KpopLatinosParty,1539196697665
258,,,,,,,,,0,0,0,Executives THCfocused cannabis companies growing concerned lose profits market share CBDon,1539196697662
259,,,,,,,,,0,0,0,get married going refer husband first husband remind easy replace,1539196697657
260,,,,,,,,,0,0,0,The two words bring shivers spine two bathroom lot celebrities tamilnadu me,1539196697661
261,,,,,,,,,0,0,0,I ELEVEN YEARS OLD first time molested It public a,1539196697660
262,,,,,,,,,0,0,0,Memories Unt homecoming last year got BRAZYYYYYYY,1539196698657
263,,,,,,,,,0,0,0,For anybody fighting silent battles God hear give,1539196698664
264,,,,,,,,,0,0,0,This Red Sox teams reminds lot Celtics Bill Simmons probably,1539196698664
266,,,,,,,,,0,0,0,I thought joke tweet quick second,1539196698658
267,,,,,,,,,0,0,0,WHO MADE THIS,1539196698664
268,Brexit,,,,,,,,0,0,0,It might Schrdingers Brexit still s claiming economic deathtoll already,1539196698664
269,,,,,,,,,0,0,0,I swear people love taking advantage,1539196698660
270,,,,,,,,,0,0,0,I work peacefully restaurant couple next started arguing I took earphones d,1539196698664
271,,,,,,,,,0,0,0,shit almost big mine,1539196698663
272,,,,,,,,,0,0,0,Caller Rush Limbaugh says surprised many women Trump s Council Bluff rally He s fed,1539196698663
273,,,,,,,,,0,0,0,I hope u see sid feel power u help people lives And proud ur fan,1539196698657
274,,,,,,,,,0,0,0,im gon na reveal gender party bro,1539196698662
275,,,,,,,,,0,0,0,Do nt EVER break pinky promise That stuff LEGIT,1539196699666
276,MentalHealthAwarenessDay2018,,,,,,,,0,0,0,MentalHealthAwarenessDay Not everything appears outside feel inside,1539196699660
277,,,,,,,,,0,0,0,NBA Player Deprived Chance Sell Prized Dog Semen Lawsuit Says,1539196699663
278,SDLive,LastWomanStanding,WWEEvolution,,,,,,0,0,0,made decision SDLive would SPARK making LastWomanStanding match WWEEvolution,1539196699657
280,,,,,,,,,0,0,0,Unpopular opinion Home Wreckers exist amp home wrecker could person allowed out,1539196699666
281,usandthemtour,rogerwaters,,,,,,,0,0,0,ST PETERSBURG AMAZING THANK YOU usandthemtour rogerwaters,1539196699657
282,,,,,,,,,0,0,0,Nope Their mantra seems FUJIGM AKA fck Jack I got mine,1539196699657
283,,,,,,,,,0,0,0,Lets scoop actives fast Retweet Now Follow Follow back Please Dont Cheat lets gain Lets Go,1539196699660
284,Steelers,,,,,,,,0,0,0,The NFL fined Steelers coach Mike Tomlin public criticism game officials per source,1539196699659
285,,,,,,,,,0,0,0,Subhan Allahi Wa Bihamdihi Say time day minor sins forgiven even much a,1539196699658
286,,,,,,,,,0,0,0,Auntie Do lil dance Momma talkin Childhood Nah tonight Auntie I ll give,1539196699660
287,,,,,,,,,0,0,0,African Americans make blocked registration forms Brian Kemp enforcing voter suppression polic,1539196699659
288,,,,,,,,,0,0,0,This raiders Games way better fan cant fun people act,1539196699660
289,Kryptoin,,,,,,,,0,0,0,The new era digital money creates new values community avoid risks market Kryptoin,1539196699663
290,,,,,,,,,0,0,0,Rave TShirts I designed swear theyre solid black none star shit,1539196700658
291,,,,,,,,,0,0,0,US officials talking Saudi investigation endorsing Saudi propaganda dissident appe,1539196700665
292,,,,,,,,,0,0,0,Today I questioned FBI Director Wray domestic spying government abuse data The concern us want more,1539196700660
293,,,,,,,,,0,0,0,Pitori Jozi We really need perform Capsule Fest year please help get opportunity get,1539196700661
295,,,,,,,,,0,0,0,Don stop tired stop done,1539196700657
296,,,,,,,,,0,0,0,Dear haters You may hurt point another never Why Because I M STILL HERE Love Demi,1539196700657
297,,,,,,,,,0,0,0,Instead tweeting mental health carrying day like normal Message person always checks,1539196701657
299,,,,,,,,,0,0,0,Boss gon na boss,1539196701663
300,,,,,,,,,0,0,0,rlly miss childhood,1539196701660
301,,,,,,,,,0,0,0,Lil siblings mad useful put maddest shift p,1539196701659
302,,,,,,,,,0,0,0,He s got trophies winners medals house team last years,1539196701663
303,,,,,,,,,0,0,0,Hi name Br,1539196701666
304,,,,,,,,,0,0,0,To BTS fan right West means feeling like underdog world champion time You tea,1539196701662
305,,,,,,,,,0,0,0,There abar people room thought I gon na die,1539196701666
306,Destiny2,Forsaken,,,,,,,0,0,0,New emote Festival Lost event Destiny Forsaken,1539196701660
307,,,,,,,,,0,0,0,That dude always came across super gross,1539196701661
308,Dhanush,,,,,,,,0,0,0,Dhanush Sir Not Only The Actor He Is Best Example For Youngster Who Faced Many Critics In Before Entered Cine Field amp,1539196701659
309,ItTakesTwo,,,,,,,,0,0,0,Seann Walsh Katya Jones appeared Strictly spinoff ItTakesTwo apologise kissing night out,1539196701662
310,,,,,,,,,0,0,0,It Lives Beneath latest Choices chapters Come The water s fine,1539196701657
311,TheSong,TheMusicVideo,BackToYou,PCAS,TheMaleArtist,BrunoMars,,,0,0,0,Sushisushinyc TheSong TheMusicVideo BackToYou PCAS TheMaleArtist BrunoMars,1539196702657
312,Camp,,,,,,,,0,0,0,Your child interested cool STEM activities Check upcoming Summer Camp Camp,1539196702663
313,,,,,,,,,0,0,0,And likes Craft beer,1539196702660
314,,,,,,,,,0,0,0,FARRIGHT NUT I crush regulations destroy investment taxes WSJ buddy re talking language FARRIGHT,1539196702658
315,,,,,,,,,0,0,0,For everyone s lost afraid hurt confused s okay We It ll take time ll okay I promise,1539196702665
316,,,,,,,,,0,0,0,k XRP giveaway,1539196702659
317,AajKiRaat,TheBigBillionDays,,,,,,,0,0,0,Dekho planning buy new phone AajKiRaat TheBigBillionDays best timeTonight Favorit,1539196702658
318,,,,,,,,,0,0,0,I need romance idc Wine amp dine forever nigga,1539196702660
320,Taheri_Movement,,,,,,,,0,0,0,He Messenger Peace Love Let release soon possible TaheriMovement,1539196702659
321,,,,,,,,,0,0,0,Please support Black Businesses Black Nail Techs located Inglewood La Brea Stocker Summit Nail Bar,1539196702663
322,mapoli,masen,masen2018,magop,,,,,0,0,0,focused Massachusetts Massachusetts last mapoli masen masen magop,1539196702666
323,,,,,,,,,0,0,0,Skull Trooper Giveaway Like tweet Follow Subscribe To My YouTube,1539196703661
324,,,,,,,,,0,0,0,Followers Unfollowers I nt know d simple Get daily stats via,1539196703662
325,,,,,,,,,0,0,0,We humans flawed silly It embarrassing actually,1539196703664
327,ConsequencesMusicVideo,,,,,,,,0,0,0,treat treat best friend kind patience lovely ConsequencesMusicVideo,1539196703660
329,schonproperties,dubailagoon,RERA,DLD,xanadu,,,,0,0,0,public enquiry corruption fraud schonproperties dubailagoon RERA DLD xanadu wewant money compensa,1539196703665
330,,,,,,,,,0,0,0,I need weigh,1539196703660
331,,,,,,,,,0,0,0,Tom Woods The Making AntiWar Libertarian New Reason View Comment Here,1539196703661
332,,,,,,,,,0,0,0,Bleta Rexha president,1539196703666
333,,,,,,,,,0,0,0,Get ready repositioned greater heights,1539196703663
334,,,,,,,,,0,0,0,Earthquakes tsunamis tornadoes traditionally Acts God Insurance Forms But climatechange continues coas,1539196704665
335,,,,,,,,,0,0,0,Ion know maybe shit,1539196704659
