,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,Bad programming easy Idiots learn days even dummies Felleisen et al How design programs,1539197760659
1,,,0,0,0,Do need send emergency resupply,1539197760658
2,,,0,0,0,We make fun nigga tl next thing u know bruh got deal,1539197760663
5,,,0,0,0,It really amazing moment end performance Consequences I saw Taylor disco dress front row I,1539197760661
8,BoreeBot,,0,0,0,Do nt mind For I bored bore named Boree BoreeBot,1539197760657
9,,,0,0,0,Could agree Congratulations dear friend really lucky Well done FOX,1539197760664
10,,,0,0,0,Every time pizza time,1539197760663
11,WorldMentaHealthDay,,0,0,0,One important things I learned crazy battle mental health WorldMentaHealthDay,1539197760664
13,,,0,0,0,I might put let,1539197761660
14,,,0,0,0,I read Russian blue cats hypoallergenic naturally I get cat,1539197761664
15,,,0,0,0,Dreamy Hawaii Sunsets,1539197761659
16,,,0,0,0,Happy th Birthday baby dog Reese Lightning Your mum dad love two sisters love little,1539197761659
17,,,0,0,0,mark jeno jaemin could write whole essay chose I m busy preten,1539197761663
18,,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539197761660
19,,,0,0,0,skins ripped shreds,1539197761666
20,,,0,0,0,Construction FRM new building Arroyo Grande way Site work almost complete slab bee,1539197761663
21,APFamiliy,,0,0,0,Halloween Event izz da APFamiliy,1539197762658
22,,,0,0,0,White girls porn,1539197762659
23,,,0,0,0,Sibling I pay back,1539197762664
24,,,0,0,0,I RSVPed something requested RSVP date I feel like horrible person,1539197762660
25,,,0,0,0,Oof got lot attention overnight,1539197762661
26,,,0,0,0,Not everything What coward,1539197762659
28,,,0,0,0,I LOVE YOU MORE,1539197762664
29,,,0,0,0,Tornado Watch issued October PM EDT October AM EDT NWS,1539197762663
30,WVU,,0,0,0,You anticipated TD every snap ball White Slaton Exciting times WVU football,1539197762666
31,,,0,0,0,We hear It s easy Monster match s jobs near EM,1539197762662
32,,,0,0,0,This video literally made day,1539197762661
33,PSAT,,0,0,0,PSAT question x dolphins give server tip one miserable star create foot long tapestry,1539197763660
34,,,0,0,0,Always remember wanted fucking would,1539197763666
36,,,0,0,0,I ve never tattle tale I ve always loyal Because say I,1539197763662
37,,,0,0,0,If You HAVE LESS THAN K FOLLOWERS Retweet amp Like Follow All Retweets Follow back instantly NB Do nt wait to,1539197763665
39,,,0,0,0,That s fair critique There s also lot womandirected womanproduced fairpay co,1539197763666
40,,,0,0,0,Agh I chills Yaaas I ca nt wait,1539197763661
41,,,0,0,0,Earthquakes tsunamis tornadoes traditionally Acts God Insurance Forms But climatechange continues coas,1539197763658
42,,,0,0,0,I ve seen SOME college students would prob good thing,1539197763666
43,AMAs,,0,0,0,And winner Favorite Social Artist presented Congratulations AMAs,1539197763660
44,,,0,0,0,You one day tell love lots lots angel Stay amazing,1539197763664
45,,,0,0,0,a nutshell kids,1539197763665
46,,,0,0,0,SPC Tornado Watch Status Reports WW Status Updates STATUS FOR WATCH HAS NOT BEEN ISSUED YET Read h,1539197762657
49,,,0,0,0,Notice creators distributors rarely arrested prosecuted imprisoned,1539197763659
50,,,0,0,0,The Met Gala theme Camp Notes Fashion inspired Susan Sontag s essay The event will,1539197764657
51,,,0,0,0,God made perfectionist shit perfect smh dude joce bad dawg,1539197764664
52,,,0,0,0,Credit Suisse Asset Management Income Fund Inc CIK Stock Sentiment,1539197764660
53,AMAs,,0,0,0,The awarded female artist time history AMAs,1539197764657
55,,,0,0,0,Who follows BO PC,1539197764658
57,AHSApocalpyse,,0,0,0,AHSApocalpyse someone pleeeeaaassseeee drop link ep Im dyingggg anxiety,1539197764663
58,,,0,0,0,Let count ways lie You tried take health care million Americans When failed made,1539197764658
59,,,0,0,0,REVIVAL FLAMES CONSUMES KENYA AS A CRIPPLED MAN NAMED MACHARIA GETS UP AND WALKS AWAY AFTER YEARS OF CRIPPLENESS TH,1539197764662
60,,,0,0,0,Have read Stephen King novels Step gas leave,1539197764663
61,,,0,0,0,God perfect timing everything Learn wait Him This brings Him honor brings peace see,1539197764665
62,job,,0,0,0,Serenova looking Windows Systems Administrator job,1539197764665
63,,,0,0,0,Marcy Pro Elliptical Cross Trainer Cardio Machine,1539197764661
65,,,0,0,0,nt even rude anything trying helpful guess mistook attitude t,1539197765659
66,,,0,0,0,See glycocalyx something bear mind,1539197765665
67,Consequences,,0,0,0,Consequences video tomorrow am ET let magic begin,1539197765660
68,,,0,0,0,Doing PayPal Flips YouTube Subs DM ME,1539197765658
69,,,0,0,0,BELEK O DRIVE BY,1539197765663
70,,,0,0,0,Senate Democrats Try Force Vote Trump RollBack Obamacare Insurance Rules,1539197765666
71,handmadehour,,0,0,0,Sounds super productive well done handmadehour,1539197765666
72,,,0,0,0,And still dick,1539197765664
73,,,0,0,0,Just depends braids got,1539197764660
74,,,0,0,0,Google May Be Getting Rid Of Google Plus,1539197765662
75,WoofWoofWednesday,OpBEAST,0,0,0,WoofWoofWednesday OpBEAST Bestiality Sexual relations human amp animal,1539197765665
76,,,0,0,0,I nt ask respect demand yet call names earth get t,1539197765665
77,,,0,0,0,My cousin sent disturbing ass video snap yesterday today I sent one back,1539197765662
78,,,0,0,0,FELLOW GAYS LISTEN TO THE BASS AT AND CRY OVER IT WITH ME,1539197766664
79,,,0,0,0,U hmm I call picture WAY better okay,1539197766665
80,,,0,0,0,I KNEW capable evolution How Couple years ago got first ever legendary,1539197766658
81,BlackOps4,,0,0,0,PlayStation hosting live stream Treyarch tomorrow AM PT take deep dive modes BlackOps,1539197766664
82,,,0,0,0,The BEST goal far FIFA,1539197766659
83,,,0,0,0,Trump s gon na burn fucking PLANET There Planet B,1539197766664
85,,,0,0,0,Breaking Jon Jones vs Alexander Gustafsson set UFC Dec Las Vegas More,1539197766666
86,,,0,0,0,Adrianne maree brown s emergent strategy I m late party loving A meaningful enjoyable work,1539197766657
87,,,0,0,0,Chatbots Are Dead Cloud Unicorn Intercom Is Betting AI Can Bring Them Back,1539197766663
88,,,0,0,0,SOMEBODY PLEASE HELP ME I DO NT KNOW IF I SHOULD PAY TO FIX MY SHOULDER FIRST OR MY TOILET SEAT COVER I LITERALLY BROK,1539197767658
89,,,0,0,0,My FBI agent best,1539197767659
90,,,0,0,0,Kevin Durant become self aware,1539197767666
