,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,0,0,0,I lowest point right I know I got,1539197880662
1,,,,,,,,0,0,0,Kfaya fake people ba kfaya,1539197880664
3,,,,,,,,0,0,0,I liked video Atacama amp Jakaan Land Fairies,1539197880666
4,,,,,,,,0,0,0,This week join Jamie Dornan amp Rosamund Pike This Friday pm,1539197880664
5,Capricorn,,,,,,,0,0,0,What Makes Venus Capricorn Happy Always two steps ahead everyone else,1539197880659
7,,,,,,,,0,0,0,Looking forward seeing everyone Baltimore Mendelian Randomization Working Groups already getting started,1539197880659
9,,,,,,,,0,0,0,Bring old Nollywood back plis,1539197880661
10,,,,,,,,0,0,0,BTS act ever simultaneously occupy entire top US iTunes Singles Chart,1539197880657
11,,,,,,,,0,0,0,Its better nothing dooooo These robot overlords Backing tyra,1539197880658
12,,,,,,,,0,0,0,ICYMI Lots new Fortnite skins cosmetics leaked complete images names rarities,1539197880665
13,,,,,,,,0,0,0,Let unite one We need hand point,1539197880659
14,WorldMentalHealthDay,BTSLoveMyself,ENDviolence,,,,,0,0,0,An important reminder young people around WorldMentalHealthDay BTSLoveMyself ENDviolence,1539197880665
15,,,,,,,,0,0,0,Rafael propaganda systematic court verdict today French journal media part tweeted tagged propagandists chan,1539197880663
16,,,,,,,,0,0,0,FBI limited WH Kavanaugh probe We knew shit investigation announced It damn sham,1539197880660
17,,,,,,,,0,0,0,If see next months bc days Halloween countdown Christmas days o,1539197880657
18,,,,,,,,0,0,0,Same modus operandi,1539197881664
19,,,,,,,,0,0,0,Here projected arbitration figures Angels eligible players Dodgers next season via,1539197881664
20,,,,,,,,0,0,0,tRump using Hitler s playbook I ve saying quite,1539197881663
21,GainWithPyeWaw,,,,,,,0,0,0,Less mins Get ready GainWithPyeWaw,1539197881662
22,,,,,,,,0,0,0,VAMPIRES SMACKS NECK COME GET YALL JUICE,1539197881660
23,,,,,,,,0,0,0,I gon na change name sterday maybe come hang around me,1539197881666
24,,,,,,,,0,0,0,And big concern getting dig Trump smdh,1539197881661
25,,,,,,,,0,0,0,jaemin pulls starbucks th time day n hears someone front goin regular huh Re,1539197881659
26,,,,,,,,0,0,0,prob lovin work,1539197881657
27,,,,,,,,0,0,0,I like retweet fun,1539197881663
28,,,,,,,,0,0,0,Yes Exactly I worried pedi like I worry till Plus understand talks,1539197881661
29,,,,,,,,0,0,0,BTS ND DAY IN LONDON LIVE,1539197881657
