,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,I feel like I could sleep day I like I feeling mentally,1539195540658
1,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539195540662
2,,,,,,0,0,0,It fucked person CAME TO YOU wanted FW YOUUUU sudden change minds wa,1539195540662
3,,,,,,0,0,0,You going kill,1539195540660
4,,,,,,0,0,0,I nt understand music videos everyone sitting looking bored,1539195540657
5,,,,,,0,0,0,TOMSHOO Mini Binocular Telescope great discount Coupon,1539195540657
6,,,,,,0,0,0,Quick reminder Ivysaur underrated nt get love deserves,1539195540666
7,,,,,,0,0,0,Thank personal interest taken today steps initiated All parents look forward to,1539195540659
8,,,,,,0,0,0,Hi Irene Please DM us email address assist,1539195540664
9,,,,,,0,0,0,guardian angel probably smoking fat blunt rn amp ashing life,1539195541660
10,,,,,,0,0,0,PDP nt give SE VP ticket let alone Presidential Buhari chose Igbo running mate twice If d wo,1539195541661
11,,,,,,0,0,0,Our silence killing us Every week men UK take lives The majority suffered silence,1539195541659
12,,,,,,0,0,0,Sinn Feign fascists heart want force people think feel believe They tr,1539195541657
13,,,,,,0,0,0,Fuck yeah Signed,1539195541664
14,,,,,,0,0,0,item code MOREA ends tonight midnight PT Foggy Day In San Francisco Art Print,1539195541659
15,,,,,,0,0,0,It s Avengers Register Vote,1539195541664
16,,,,,,0,0,0,us mousetrap every time lol,1539195541663
17,,,,,,0,0,0,What concept,1539195541660
18,,,,,,0,0,0,teacher pay atttention really important brain,1539195541662
19,,,,,,0,0,0,Check addresses names death certificates,1539195541666
20,,,,,,0,0,0,I liked video WRECKIT RALPH Final Trailer,1539195541660
21,,,,,,0,0,0,Former Attorney General Eric Holder weighs,1539195541659
22,,,,,,0,0,0,She always get last question,1539195541661
23,,,,,,0,0,0,mcdonalds getting straight bread nowadays see,1539195541664
24,,,,,,0,0,0,Bitch actual angel found concert,1539195541664
25,,,,,,0,0,0,The PSAT computer grading test,1539195542658
26,,,,,,0,0,0,people quick forget shit done them trying make seem like bad person foh,1539195542659
27,,,,,,0,0,0,Fuck,1539195542662
28,ELLEWIH,,,,,0,0,0,ELLEWIH Thank,1539195542659
29,,,,,,0,0,0,Hoseok black hair Got nice haircut Got undercut Now fluffy wavy Hope worldians really getting,1539195542659
30,,,,,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539195542662
31,USWNT,,,,,0,0,0,GOOD NEWS Tonight s USWNT game shown live,1539195542663
32,Venom,,,,,0,0,0,trying figure I want draw Venom,1539195542664
33,,,,,,0,0,0,Girls space,1539195542662
34,,,,,,0,0,0,A queen wdym,1539195542666
35,ElectMyAAS,,,,,0,0,0,I think better candidate Dr Chhabra You vote ElectMyAAS,1539195542659
