,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
1,,,0,0,0,Ted Cruz trying make Texans vote second term,1539204240663
2,,,0,0,0,For last hours work I migraine still going,1539204240659
3,,,0,0,0,I want everybody meet Lola Lion,1539204240664
4,,,0,0,0,Whenever I buy food I nt know siblings look like re related something,1539204240664
5,,,0,0,0,So House Negroes CNN license laugh Kanye West BiPolar Wow,1539204240660
6,,,0,0,0,Limited tickets remain Halloween show Dallas,1539204240657
7,,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539204240664
8,,,0,0,0,Roger worst Team,1539204240663
9,,,0,0,0,BE Battle ID I need backup Lvl Twin Elements,1539204240657
10,,,0,0,0,BIG BARDA ENERGY,1539204240666
11,michael,MexicoBeach,0,0,0,This gas station sustained pretty bad damage michael way MexicoBeach,1539204240658
12,,,0,0,0,GHGe PPM GHGe WILL BE REDUCED TO BnTYr GLOBAL WARMINGTemp WILL BE DOWN BY deg,1539204240662
13,,,0,0,0,Upcoming moves weekend Oct th females free til midnight Over plus birthday celebrations Oct th,1539204241658
14,BlackOps4,,0,0,0,So hyped BlackOps,1539204241665
15,,,0,0,0,When I m around slow dancing dark Do nt follow ll end arms,1539204241659
16,,,0,0,0,Girls In The Suburbs Singing Smiths Songs ft official music video,1539204241660
17,,,0,0,0,Just clear I yesterday concert I today concert I tickets today concert sold them,1539204241664
18,,,0,0,0,California Admits Error That Put NonCitizens Voter Rolls,1539204241660
19,,,0,0,0,considered nondancer dance movement dance plethora things move every human,1539204241659
20,,,0,0,0,What s Igor Just saw vid seconds I really moved I wondering tri,1539204241659
21,Exorcist,,0,0,0,s eyes roll back head like Linda Blair Exorcist takes Charles sweet thick b,1539204241665
22,,,0,0,0,goodnight hope feel better tmrw uwu love bts hihihih,1539204241660
23,,,0,0,0,I ve using Facebook I think might like Check Android phone,1539204242666
24,,,0,0,0,Precious soft snep lt,1539204242661
25,,,0,0,0,lol already getting BACKLASH,1539204242662
26,,,0,0,0,girl question Gods work,1539204242657
28,traitorous,Hillary,0,0,0,Calling violence protect traitorous ass Hillary gon na work re gon na HA,1539204242657
29,,,0,0,0,HAVE YOU SEEN THIS Trump said something Justice Kennedy stopped boots SOME SHADY SHIT GOING ON h,1539204242658
30,,,0,0,0,fate suppose happen,1539204242662
31,,,0,0,0,I donated If progun control,1539204242664
32,,,0,0,0,Hillary Clinton inciting violence,1539204242665
33,,,0,0,0,Guess giving job battle Brexit full time What star And badly want b,1539204242666
34,,,0,0,0,wow gon na get bottom one,1539204242657
35,,,0,0,0,So anniversary fun continues minor car accident Luckily one hurt I definitely attest that,1539204242666
36,,,0,0,0,Omg favorite linenigga I DEFINITELY seen,1539204242662
37,,,0,0,0,Constitutional referendum lifestyle audit demolition illegal structures Chinese loans handshake etc sometimes I,1539204242665
38,,,0,0,0,DJ Cuppy one people think take singing shower career real world,1539204243660
39,,,0,0,0,Do nt please Had stressful day,1539204243659
40,,,0,0,0,K M we ELF Go Go STREAM SHAZAM One More Time,1539204243662
41,,,0,0,0,Damn Looks like angry white man hard time looking mirror,1539204243657
42,,,0,0,0,I know shock people Trump lying Democrats health care,1539204243657
43,,,0,0,0,What Dundee Cake,1539204243657
44,,,0,0,0,I m telling lot people getting scared amp already preparing another possible run President Hillary,1539204243666
45,,,0,0,0,I love porn,1539204243658
46,,,0,0,0,Depending tone voice either derogatory term respect members ethnocultu,1539204243659
47,,,0,0,0,Happy birthday child earth honey angel x,1539204243666
48,,,0,0,0,releasing hours content week making one person feel like allowed take an,1539204243657
49,,,0,0,0,I ll ready Sending prayers panhandle,1539204243660
50,,,0,0,0,I live FL Gillum would HORRIBLE us I pra,1539204243662
51,,,0,0,0,Eminem My Name Is,1539204243662
52,,,0,0,0,Following AMA performance Taylor Swift I Did Something Bad entered Top US iTunes current,1539204243659
53,,,0,0,0,My professor lookin exam,1539204243664
54,,,0,0,0,Thank everyone voted min poll The people spoken I start resetting shiny osh,1539204243664
55,,,0,0,0,lana getting advice stevie nicks spell cast azealia,1539204243659
56,,,0,0,0,She really told go outside laugh video Lauren cute asf worth,1539204243657
57,,,0,0,0,The lyrics hit different relate,1539204244666
58,,,0,0,0,Would nt It Be Nice If We Impeach Trump,1539204244660
59,,,0,0,0,On life accurate fuck,1539204244665
61,,,0,0,0,PINK PAJAMAS PENGUINS ON THE BOTTOM,1539204244658
62,,,0,0,0,people followed one person unfollowed automatically checked,1539204244662
63,,,0,0,0,Coming WAVY news four six The Political commercial see chances never seen un,1539204244660
64,,,0,0,0,seriously I good TV,1539204244662
65,,,0,0,0,The reason I listenread Jake Tapper reports I agree often I disagree I,1539204244663
67,,,0,0,0,Big small love,1539204244657
68,,,0,0,0,My husband made surprise Singularity video wedding I crying dyinggg btsa,1539204244666
69,,,0,0,0,I would loved series like I first started A must read anyone interested security research,1539204243657
71,,,0,0,0,The brings together musicians Canada Australia The Netherlands We ll check band member,1539204244659
72,,,0,0,0,Just show mind Stupid,1539204244664
73,,,0,0,0,If need good scare watch Shrek Swamp Stories,1539204245664
74,,,0,0,0,She irritates soul lol,1539204245665
75,TOPTrenchParty,,0,0,0,You re invited global Trench twitter listening party Tonight TOPTrenchParty,1539204245664
76,,,0,0,0,Would online math hw slave useful You Miss Tally,1539204245661
77,,,0,0,0,sis want tea time got ta take time get,1539204245664
79,,,0,0,0,Me waiting reply someone probably even care,1539204245661
80,,,0,0,0,wow body shaming sis,1539204245661
81,,,0,0,0,Truck Driver Taking OffRamp Too Fast,1539204245666
82,,,0,0,0,I love follow Trump supporters,1539204245657
83,,,0,0,0,carrie fisher misses home,1539204245662
84,,,0,0,0,The Refined Feline s Kitty Ball Cat Bed Reviews amp Compare Deals,1539204245663
85,,,0,0,0,Tornado Warning Northwestern Nassau County northeastern Florida West central Camden County sout,1539204245663
87,,,0,0,0,Yes My god,1539204246662
88,,,0,0,0,My guy fuck lil Tracy,1539204246665
89,,,0,0,0,It getting closer closer Halloween Kodai rather excited,1539204246664
90,,,0,0,0,says hopes Americans know rally performance last night normal history U,1539204246660
91,,,0,0,0,soul ascending lifeless body oh hell yeah finally sleep sweet rest ghostly middle manager appearing an,1539204246664
92,,,0,0,0,If ask take picture see entire gallery different shots cancelled,1539204246660
93,harryshumjr,TheMaleTvStar,0,0,0,We vote harryshumjr TheMaleTvStar E People Choice Awards PCAs Make sure tweet,1539204246666
94,,,0,0,0,please call True Music,1539204246662
95,,,0,0,0,went downtown saturday night met guy named james nguyen hes deaf going person person greeting hims,1539204246659
96,,,0,0,0,Gain Nigerian Followers SHARP SHARP If Nigerian retweet You get new Nigerian Followers Re,1539204246665
97,amreading,,0,0,0,So many stories told lines This poem things amreading Dead Bird Todd Dillard,1539204246662
98,,,0,0,0,What former Victoria s Secret model Indy racer common Mashable Originals,1539204246665
99,,,0,0,0,You want I m side Shane best um yeah bye,1539204247661
101,,,0,0,0,I protective mine cut someone simply wrong vibe,1539204247657
102,,,0,0,0,Bruh dog ate whole damn blunt Lmfaoo,1539204247663
