,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,I lovee hearing anything s whatever want,1539204060664
1,,,,,,0,0,0,Wouldn rather kid find person want spend rest life,1539204060666
2,,,,,,0,0,0,yes changed pain people,1539204060657
3,,,,,,0,0,0,Lord thank You sa lahat ng blessings pangarap ko talaga makapagpasaya maka inspire ng mga tao craft thank you,1539204060660
4,,,,,,0,0,0,That s equivalent writing decision clean shag carpet far important th,1539204060661
5,,,,,,0,0,0,episodes contestants tasks disqualifications tie breaks arm breaks marriage Taskmaster baby And ev,1539204060661
7,,,,,,0,0,0,This best seconds see week,1539204060659
8,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539204060666
9,,,,,,0,0,0,She lives Waukesha aka Walkerland,1539204060664
10,,,,,,0,0,0,Lmfaooo like wtf,1539204060666
11,,,,,,0,0,0,years ago stood precipice collapse steady reasoned goodfaith guidance leader,1539204060666
12,,,,,,0,0,0,Grabe I sometimes even believe I actually met talked Tao ka ba Out world na ang talents mo,1539204060659
13,,,,,,0,0,0,models free s porn porn star d nude photos tiger woods wife free porn movies bisexual hot latin,1539204060666
14,,,,,,0,0,0,Visual poetry Istanbul,1539204060663
15,KillingStalking,킬링스토킹,キリングストーキング,OhSangwoo,오상우,0,0,0,s Sangwoo splatter brush settings SAI KillingStalking OhSangwoo,1539204060662
16,,,,,,0,0,0,They must always find everything women women narrative,1539204061662
18,WorldMentalHealthDay,BTSLoveMyself,ENDviolence,,,0,0,0,An important reminder young people around WorldMentalHealthDay BTSLoveMyself ENDviolence,1539204061657
19,KillingStalking,킬링스토킹,キリングストーキング,OhSangwoo,오상우,0,0,0,s Sangwoo splatter brush settings SAI KillingStalking OhSangwoo,1539204060662
20,WorldMentalDay,,,,,0,0,0,WorldMentalDay Speak hurts haunts I soft spot today I struggles wit,1539204061660
21,Outlander,,,,,0,0,0,It time singalong Here s opening credits Outlander S,1539204061663
23,,,,,,0,0,0,Mofuckas really voted Harambe Deez Nuts,1539204061662
24,,,,,,0,0,0,Have seen China s hottest new fitness class Space Cycle Check full article Health Club Managemen,1539204061660
25,,,,,,0,0,0,I liked video CRYING My new intro,1539204062663
27,,,,,,0,0,0,I love Outlander Vikki This Geillis Duncan campaigner independence Hope enjoy,1539204062658
28,Naija360Gbedu,FolakeByFrickyJ,,,,0,0,0,NaijaGbedu Folake Fricky J Prod Akiyo Gee FolakeByFrickyJ Listen Download He,1539204062665
29,,,,,,0,0,0,I really wonder Junie B Jones upto days I need update tea sis,1539204062664
30,,,,,,0,0,0,Once stop searching love come find live life Stop rushing boyfriendgirlfriend,1539204062665
31,inktober,,,,,0,0,0,Lesson Magic Fauna inktober day,1539204062662
32,,,,,,0,0,0,would still President,1539204062657
33,,,,,,0,0,0,Do believe Animal Extinction influenced human activities Ex Littering Driving,1539204062665
34,,,,,,0,0,0,AMZN Quickening Retreat From Tech Sinks Market,1539204062664
36,,,,,,0,0,0,Do love Japanese boobs,1539204062660
37,3Dprinting,construction,innovation,,,0,0,0,How Dprinting help unlock new possibilities construction Discover innovation benefits,1539204061665
38,,,,,,0,0,0,I vent nobody takes time understand I coming,1539204061664
39,,,,,,0,0,0,YUP I excited I hope get beat god record That would best fuck,1539204063662
41,,,,,,0,0,0,NEW YORK AP Stocks suffer worst loss months rising interest rates pull investors market tech sto,1539204063666
42,,,,,,0,0,0,Yo I might blood I still protective one gon na hurt I deal,1539204063660
43,,,,,,0,0,0,Astros Better pitching always wins,1539204063664
44,,,,,,0,0,0,You may also need break coffee I detox least one day I sta,1539204063662
45,,,,,,0,0,0,said say body ever busy truly care make time,1539204063661
48,,,,,,0,0,0,Lmao We appreciate games last year Bye,1539204061660
49,,,,,,0,0,0,Am I one takes dreams seriously lol I always try connect current life situations amp see the,1539204064663
50,,,,,,0,0,0,The first follow get follow back,1539204064661
51,,,,,,0,0,0,As seen new construction collapsing recall Governor Rick Scott signed bill relaxing stringent buil,1539204064660
52,,,,,,0,0,0,When someone experiences trauma brain changes What takes trauma puts box files it,1539204064664
53,,,,,,0,0,0,Sending prayers Texas,1539204064659
54,,,,,,0,0,0,I take Line team thinksplays like Maybe re using Gruden Madden math,1539204064662
55,,,,,,0,0,0,Stop pretending re hurt,1539204064660
56,,,,,,0,0,0,I dare TV networks online social media give Kanye West going White House play tragedy happenin,1539204064663
57,,,,,,0,0,0,got love ride,1539204064665
59,,,,,,0,0,0,Mother Nature pissed Prolly stop reversing protections billionaires get get r,1539204064657
60,,,,,,0,0,0,fab snapchat living best life like get hit felonies hitting Emily Byou finna go pris,1539204064664
61,,,,,,0,0,0,All You Need Know Build Meaning Life,1539204064661
62,,,,,,0,0,0,Hottest Ticket Town,1539204064665
63,,,,,,0,0,0,Some people live long narrow life others live wide short one Missing everyday htt,1539204065660
64,,,,,,0,0,0,Lana Del Rey Dragon Azealia Banks whore even know good,1539204065666
65,,,,,,0,0,0,taeyongs reaction members said best dancer HES SO SHY AND CUTE,1539204065665
66,,,,,,0,0,0,Mad German banter,1539204065659
67,,,,,,0,0,0,Powerful thoughtprovoking production The Mountaintop tonight anchored two bravura perform,1539204065659
68,,,,,,0,0,0,Obama mole His handlers wanted weaken US put worst possible position set fo,1539204065663
69,,,,,,0,0,0,Sending lots love always,1539204065663
70,,,,,,0,0,0,Join us naughty couples show,1539204065657
71,,,,,,0,0,0,JUNGKOOK SIT DOWN,1539204065664
72,,,,,,0,0,0,If cheat love,1539204065663
73,,,,,,0,0,0,Disgusting Race baiter s Clinton News Network,1539204065658
74,,,,,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539204065657
75,,,,,,0,0,0,BRENO NA TO BE SUNGLASSES,1539204065663
76,,,,,,0,0,0,Suddenly weather becomes climate well fit ideological model case left go,1539204065661
78,,,,,,0,0,0,When pull gets mad,1539204065661
79,,,,,,0,0,0,The DOW Jones fell whopping points today Why nt Trump taking credit,1539204065666
80,,,,,,0,0,0,I know I m oddball would nt bother least see one guys put pill forehead ht,1539204065665
81,,,,,,0,0,0,Thank ghost I try force mind push easy get caught Ilysm,1539204065665
82,,,,,,0,0,0,That thing people mean everything say They think everyone else,1539204065663
83,,,,,,0,0,0,Chemistry fate fatal circumstances Why sound like existential science textbook,1539204064661
84,,,,,,0,0,0,Esther McVey If believe everything heard Labour read social media d think somehow letti,1539204066664
85,,,,,,0,0,0,I sorry totally made number Cheerios disappoints Master How many shall I strive tomorrow,1539204066658
86,,,,,,0,0,0,date someone brings closer God,1539204066659
87,,,,,,0,0,0,Theresa May force cabinet fresh Brexit compromise,1539204066657
88,,,,,,0,0,0,Is cheeky though,1539204066661
89,,,,,,0,0,0,Exactly year ago I old job standing talking coworker I felt heart beat hard like some,1539204066665
90,,,,,,0,0,0,Not huge fan song Lol,1539204066662
91,,,,,,0,0,0,Hit bad new yesterday Our app rejected App Store keeping year fo,1539204066660
92,,,,,,0,0,0,The unproven allegation Thomas sexual harassment NOT ASSAULT Get FACTS straight Fake News CNN Claims,1539204066660
93,frontrow,,,,,0,0,0,frontrow tonight reading mental health brilliant Boys read enough fiction mocke,1539204067666
94,,,,,,0,0,0,TURN OFF THE NEWS IF YOU HAVE TO TAKE A BREAK FROM TWITTER FLEE INTO THE COLD WOODS OF NARNIA AND HIDE OUT THERE FOR,1539204067663
95,,,,,,0,0,0,im tired shit want people stop acting N stans dramatic headlines false rumors t,1539204067666
96,,,,,,0,0,0,Team Garcia ready GET OUT THE VOTE Let s get ready hit streets talk Arizonans WIN Join us weekend,1539204067660
97,,,,,,0,0,0,A year old raped needs hard evidence Really It must hard stupid,1539204067662
98,,,,,,0,0,0,How touch Clarence,1539204067659
99,,,,,,0,0,0,That horse dead find something else beat,1539204067659
101,JimmyButler,,,,,0,0,0,Ladies Gentleman witnessing LeBron s decision ESPN WOW I CA NT WAIT JimmyButler,1539204067661
102,DigitalHealth,,,,,0,0,0,Sens Urge Clarify Intentions DigitalHealth PreCert Pro,1539204067659
