,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,So believe Jesus I nt mean sound weird please marry Fan boying aside,1539204682662
1,,,0,0,0,Although I never understood took long I get bomb naps man especially put hoodie your,1539204682662
3,,,0,0,0,In order boss got ta surround BOSSES,1539204682664
5,,,0,0,0,already seen I think enjoy fact,1539204682657
7,,,0,0,0,Spain securities regulator sanctioned Foreign Minister Josep Borrell share sale blow leader Pedro,1539204683658
8,,,0,0,0,Matt brought Taco Bell newsroom aka cured depression,1539204683660
9,,,0,0,0,Tonight sunset AshtonUnderLyne Greater Manchester,1539204683666
10,,,0,0,0,I bet oxygen CRISP shit,1539204683658
11,,,0,0,0,I need break,1539204683662
12,,,0,0,0,Gender implicated via colonialism,1539204683664
13,,,0,0,0,Liam Neeson walks onto set horse,1539204683661
14,,,0,0,0,Mary mood womb filled random stranger If see walking street feel f,1539204683659
15,,,0,0,0,Check I added closet Poshmark For All Mankind Women Jeans Size,1539204683659
16,,,0,0,0,K Georgia voter registration applications hold Kemp s office report,1539204683658
17,,,0,0,0,Mental Health treated exact physical health nobody ever afraid speak their,1539204683666
19,,,0,0,0,Free Skull Trooper Giveaways Right Now At k subs via,1539204660663
20,,,0,0,0,You one strong girl hunni,1539204660661
22,,,0,0,0,Yeah really degraded one That would fine I m past caring GOPers g,1539204660662
23,,,0,0,0,Yep Read gt Republicans keep stating openly totally fine Trump corruption,1539204660662
25,,,0,0,0,Wife Forgives Cheating Husband Nurses Him Back Health,1539204660663
26,,,0,0,0,Such honor named one Top Leadership Speakers Inc,1539204660662
27,crosscultural,communication,0,0,0,How fix crosscultural communication issues crosscultural communication via,1539204660663
28,,,0,0,0,Hope whole thing getting frustrating,1539204660659
29,,,0,0,0,OBEDIENCE HIGHEST form spiritual WARFARE,1539204660660
30,,,0,0,0,YOU LYING HYPOCRITE My case NEVER litigated That I calling investigation IF I CAN G,1539204660664
31,,,0,0,0,Sometimes people say All pray We need remember prayer never last resort It,1539204661666
32,,,0,0,0,really philanthropy could ve investing capital somewhere profitable,1539204661657
33,,,0,0,0,My son little retarded honor anyway l go get bring court,1539204661660
34,,,0,0,0,promise nobody earth would give edibles away kids free,1539204661662
35,,,0,0,0,really breaking heart expecting get give,1539204661662
36,,,0,0,0,Migrant children entered country parents need adopted They need reunited KeepFamilie,1539204661658
37,,,0,0,0,Why get piece wrote favour Remain amp bin Leave piece remotely funny htt,1539204661660
38,,,0,0,0,Damn son I rush home smoke last lil weed,1539204661662
39,,,0,0,0,funniest vine time,1539204684660
40,,,0,0,0,Dont forget vote yall MX still th place,1539204684660
42,,,0,0,0,What ahole And I say Shia place faith stuff None All l,1539204684664
43,,,0,0,0,Wing stop would clutch right,1539204684662
44,,,0,0,0,She loves taking photos especially cat x,1539204684659
45,Sneaker,Artist,0,0,0,Sneaker artists taking internet Sneaker Artist,1539204684666
46,NJ495,,0,0,0,Incident NJ EB New Jersey Turnpike US amp,1539204684661
47,,,0,0,0,Fam You Really Finna Ask Who Made It When I sitting Right In The Video W Vert,1539204684657
48,,,0,0,0,Oh I There many branches yoga limbs I suppose interest ca,1539204684660
51,wtalinz,,0,0,0,Superb play net wtalinz,1539204685666
52,,,0,0,0,Being A Single Mommy Was Never Part Of The Plan But I Wake Up Everyday amp Do My Shit,1539204685658
53,,,0,0,0,Andrew Wiggins trying guard Jimmy Butler practice,1539204685660
55,,,0,0,0,I find Citizen Advice Bureau help The answer reducing bills might come within a,1539204685658
57,,,0,0,0,David Fizdale Allonzo Trier He feels like something prove In heart believes stround draft p,1539204685665
58,,,0,0,0,Only Japan deserves monsta x,1539204685665
59,,,0,0,0,people followed automatically checked,1539204685660
60,,,0,0,0,Melendez even ballot For sake New Jersey think RED,1539204685657
61,,,0,0,0,Like old training He listen He wants trying to,1539204685662
62,,,0,0,0,Maternity benefits like doctors visits breastfeedingbottle feeding training amp minimum hospital stay delivery s,1539204686660
63,,,0,0,0,people followed people unfollowed automatically checked,1539204686666
64,,,0,0,0,Y hell app man,1539204686666
65,,,0,0,0,alphabetical list nutrients human body needs vegan sources find,1539204686662
66,,,0,0,0,Aye man I boil water I saying sometimes need express tea right away,1539204686665
67,,,0,0,0,Tonight I ask one thing I ask army keep dad prayers needs love support seri,1539204686664
