,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,okay Demetrius I m way home,1539203220657
1,,,,,,0,0,0,jimmy butler walking practice third stringers,1539203220662
2,,,,,,0,0,0,Bobi Wine I see Idi Amin I think Museveni worse misruled us longer Idi Amin mes,1539203220665
3,,,,,,0,0,0,Before write cruel thing start harassing someone blocking say something hurt someo,1539203220663
4,,,,,,0,0,0,You go spoil body kwaa,1539203220659
5,,,,,,0,0,0,The nonreforms prepared civil service reform committee include lateral entry BPS amp continued com,1539203220660
6,,,,,,0,0,0,You need shut,1539203220661
7,,,,,,0,0,0,Birthday coming got lot I want,1539203220658
8,,,,,,0,0,0,Nobody s playing alien vs predator multiplayer one day,1539203220657
9,,,,,,0,0,0,Speaker Jordan along lines truth full disclosure look guess quest,1539203220657
10,,,,,,0,0,0,IMAGINE NIALL WEARING AN EARRING You re right internet would break,1539203220659
11,,,,,,0,0,0,This great entertainment tbh,1539203220665
12,,,,,,0,0,0,people followed automatically checked,1539203220657
13,MentalHealthAwarenessDay2018,,,,,0,0,0,Thx rt Here Dolores MentalHealthAwarenessDay,1539203220658
15,fintech,Insurtech,RegTech,CryptoCurrencies,payments,0,0,0,What different types Fintech Infographic fintech Insurtech RegTech CryptoCurrencies payments Financi,1539203221659
16,,,,,,0,0,0,Jeru The Damaja Come Clean,1539203221658
17,,,,,,0,0,0,Buying clothes best form therapy,1539203221663
18,,,,,,0,0,0,Me likes right one,1539203221659
19,NowPlaying,,,,,0,0,0,NowPlaying Shari Addison I Praise You Yes Lord Radio LISTEN NOW Click gt,1539203221659
22,,,,,,0,0,0,Exclusive says civil political party wants destroy stand y,1539203221662
23,NolanVsBrandon,3Brandons,BattleRoyale,,,0,0,0,Cry NolanVsBrandon Brandons BattleRoyale,1539203221662
24,,,,,,0,0,0,Carpenters wanted ABL Roofing LTD Basingstoke Job Basingstoke,1539203221664
26,,,,,,0,0,0,Men control political narrative right women cast votes Nov,1539203221657
27,,,,,,0,0,0,Who stan Ally LIKE Ally,1539203221663
28,,,,,,0,0,0,October World Mental Health Day,1539203221664
29,,,,,,0,0,0,If guys would talk pass,1539203221666
30,,,,,,0,0,0,Hi name Br,1539203221660
32,,,,,,0,0,0,In antebellum American South American bought slave s child,1539203221659
33,,,,,,0,0,0,THIS IS HOW THEY DO US MAN I care graphic eyes stomach OUR HEAS CANT EITH,1539203221665
34,,,,,,0,0,0,THIS IS HOW THEY DO US MAN I care graphic eyes stomach OUR HEAS CANT EITH,1539203221665
36,WorldMentalHealthDay,Someone2Turn2,,,,0,0,0,For WorldMentalHealthDay tell us SomeoneTurn person go need talk Start conv,1539203222663
37,,,,,,0,0,0,Wasp Thats new one,1539203222664
38,,,,,,0,0,0,Thanks monthly Tech Tuneup today PLC Ms Gabbard taught us utilize Google K,1539203222662
39,,,,,,0,0,0,Not person bts said know politicians using excuse benefits seeing co,1539203222665
40,,,,,,0,0,0,That Who ready kid,1539203222662
41,,,,,,0,0,0,fake ocd wants move slightly right,1539203222659
42,,,,,,0,0,0,We chicken work loves attacking I let,1539203222659
43,,,,,,0,0,0,Camila Cabello Consequences American Music Awards,1539203222664
44,,,,,,0,0,0,When reply less minutes,1539203222665
45,,,,,,0,0,0,Spectacular results superior customer service unmatched expertise Only,1539203222666
46,leadership,success,,,,0,0,0,Creative Click Media founder shares top tips leadership success,1539203221662
47,,,,,,0,0,0,Malloch Look Who Squealing Now James Dirty Hands Baker,1539203222663
48,,,,,,0,0,0,tweeps followed thank unfollowed goodbye past day Thank,1539203223665
49,,,,,,0,0,0,I love Mark changed lyrics KNET KNET TALK TALK instead HATER HATER TALK TALK damn really going d,1539203223658
50,,,,,,0,0,0,Maybe day get Sean Hannity selfcriticism session tours yoga studios black barber shops Spanish,1539203223660
51,,,,,,0,0,0,Why St John choice choose Sheck Wes Teyana Taylor didnt pick TEYANA TipOff,1539203223658
52,,,,,,0,0,0,one edible later,1539203223661
53,,,,,,0,0,0,Ok Dan Humphrey,1539203223666
55,,,,,,0,0,0,At one point scrimmage sources said Butler turned GM Scott Layden screamed You bleeping need You ca nt w,1539203224657
56,,,,,,0,0,0,A cigarette lips knows work man like knows gets exactly needs,1539203224664
57,,,,,,0,0,0,Baffling Max really,1539203224664
58,,,,,,0,0,0,For second time I ve order time sensitive items twice get time Stop loosing order,1539203224665
59,,,,,,0,0,0,Pick flex AP keke coutee Randall Cobb Wendell Smallwood,1539203224659
60,,,,,,0,0,0,listening trivia love looks like,1539203224666
61,BTSinLondon,,,,,0,0,0,NAMJOON FUCKR OFF BTSinLondon,1539203224662
62,,,,,,0,0,0,Make respect give choice Be Great,1539203224662
63,,,,,,0,0,0,I really hope dad okay time,1539203224661
64,,,,,,0,0,0,Most prospective markets last minutes Check detailed data realt,1539203224664
65,,,,,,0,0,0,I remember definitely played came plate alerted the,1539203224660
66,WorldMentalHealthDay,,,,,0,0,0,It WorldMentalHealthDay please remember kind others never know people dealin,1539203224658
67,pocket,,,,,0,0,0,Life gets much better stop taking things personally pocket,1539203224657
68,,,,,,0,0,0,I m fucking screaming,1539203224666
69,,,,,,0,0,0,This worst storm Florida panhandle seen years,1539203224665
70,,,,,,0,0,0,QUOTES Thread various sources Nobody sees flower really small takes time time an,1539203225663
71,,,,,,0,0,0,Naa go start ur Moda Moda tins,1539203225661
72,,,,,,0,0,0,Your tax money going Planned Parenthood gives Democrats What thoughts,1539203225666
74,,,,,,0,0,0,That enough internet today,1539203225663
75,,,,,,0,0,0,I ate I already thinking dinner,1539203225665
76,,,,,,0,0,0,people followed automatically checked,1539203225664
77,,,,,,0,0,0,Eric Holder When Republicans Go Low We Kick Them When people going ar,1539203225666
79,,,,,,0,0,0,When sleeping alarm gone yet amount sleep getting suspicious,1539203225661
80,,,,,,0,0,0,Lilligant Tsareena time I wan na make bunch compile maybe,1539203225657
81,,,,,,0,0,0,I hear ya im Sauga could nt see anywhere else,1539203225665
82,,,,,,0,0,0,knew find sooner later toast tho,1539203225664
83,UFC232,,,,,0,0,0,He Back Fight Confirmed December Alexander Gustafsson Jon Jones UFC Jo,1539203221666
84,,,,,,0,0,0,I guess paper This obsession clicksabovequality kill journalism It sustainable,1539203225666
85,,,,,,0,0,0,When Narendra Modi goes temple seems Bhakt come pray When Pappu goes temple seems Kambhakt come,1539203221658
86,,,,,,0,0,0,I wrote Trump s USA Today oped Some egregiously false especially claim preexisting conditions,1539203226664
87,,,,,,0,0,0,I J U S T W A N T T O T H A N K G O D F O R E V E R Y T H I N G RETWEET IF YO,1539203226662
88,,,,,,0,0,0,The Russian Federation using Black Sea project force eastern Mediterranean Defence Minster Mihai Fi,1539203226660
89,,,,,,0,0,0,finally anime ending,1539203226665
90,,,,,,0,0,0,house believe ratatouille beat stuart little s ass s,1539203226665
91,,,,,,0,0,0,wonder feels buried alive sometimes think body experience something idk n,1539203226665
92,,,,,,0,0,0,Ohio University Student Charged After Claiming She Received Death Threats She Sent Them To Herself She journalism m,1539203226666
93,,,,,,0,0,0,I fucking sleepy many things I get outta bed,1539203226664
94,,,,,,0,0,0,If re someone thinks Jimin s caring nature fake want stop coz gets hate shippers the,1539203226666
95,,,,,,0,0,0,check phone A MESSAGE,1539203226661
96,,,,,,0,0,0,I glad someone within party saying More need follow suit,1539203226659
97,,,,,,0,0,0,Everything performance ICONIC Yoongi really feeling happy sharing stage w,1539203226664
98,,,,,,0,0,0,You never old rhyme,1539203226666
99,COACH,,,,,0,0,0,How spell Success COACH Tshirt New styles uploaded every day FREE DOMESTIC SHIPPING COACH,1539203223660
100,,,,,,0,0,0,WAIT A FUCKING SECOND I JUST SAW CHANS HAIR BITCH THAT HAIRSTYLE OOF BUDDY POP OFF WHY DONT YOU,1539203224665
101,,,,,,0,0,0,This whole minute clip worth watching Kamala Harris grills FBI Director Chris Wray Kavanaugh supplemental ba,1539203227659
102,,,,,,0,0,0,Pine trees litter yard Port St Joe Garrison Avenue Wednesday afternoon Hurricane Michael made landfal,1539203227662
103,,,,,,0,0,0,My lil work insta liking mega cute mean world gave follow,1539203227659
