,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,parents change mood seconds,1539203100657
1,,,0,0,0,Bowman Mayor Mark Berryman proposed compromise resolve dispute Elberton Bowman councils Deve,1539203100666
2,,,0,0,0,SOLD OUT Let s talk business TOMORROW parking amp format,1539203100659
3,,,0,0,0,Christmas September That feels like Kane County addition new woodchip bioreactor,1539203100661
5,,,0,0,0,Did nt get years running Maybe next year,1539203100658
6,PitbullAwarenessMonth,,0,0,0,Im sure folks see imperfection I see living angel In regard PitbullAwarenessMonth as,1539203100661
7,,,0,0,0,You never cool let alone cool No fucking way shawty,1539203100661
8,LadyLionsSoccer,,0,0,0,Penn State Hazleton beats Penn State Scranton LadyLionsSoccer,1539203100662
9,,,0,0,0,FX market back tried trusted response falling equities sell AUDJPY Looking test mor,1539203100658
11,,,0,0,0,two million four hundred seventy nine thousand six hundred thirty nine,1539203100662
12,,,0,0,0,Impressive Great job,1539203100666
13,BTSWorldTour,BTSxLondon,0,0,0,baby looks much happier tonight BTSWorldTour BTSxLondon,1539203100665
14,,,0,0,0,jung hoseok god many things top list god sun god dance god precious bean e,1539203101664
15,,,0,0,0,Don scare yo guyaita sei,1539203101659
16,,,0,0,0,Trump crowd chant Locker yet time Feinstein Hilary They want throw fr,1539203101659
17,,,0,0,0,Wow Black ops truly upon us,1539203101662
18,homeless,,0,0,0,homeless Another month ticked clock And yet time spent hell With trunks closet cooler f,1539203101666
19,,,0,0,0,The reason BTS popular social media talented earth thus connect to,1539203101663
21,,,0,0,0,The house cards illegality falling B midterms looking like loose Or aft,1539203101661
23,,,0,0,0,P R E F A B S P R O U T From Langley park Memphis The wildest guesses probably X,1539203101659
24,VMHaringModi,,0,0,0,May point si Victor may point din si Sif VMHaringModi,1539203101664
25,,,0,0,0,Anyone else become lip balm dependent Like I put lip balm morning lunch lips start showi,1539203101657
26,,,0,0,0,Friendly reminder Beto ORourke wanted debate Ted Cruz Spanish Cruz declined Why Beto fluent Spanish,1539203102663
27,,,0,0,0,Y hell app man,1539203102666
28,,,0,0,0,nt look back cause re two found destiny listen heartbeat calls wants htt,1539203102661
29,,,0,0,0,Straight men s physiological stress response seeing two men kissing seeing maggots,1539203102658
30,,,0,0,0,retweet years bad luck,1539203102661
31,,,0,0,0,Now playing The Airborne Toxic Event Welcome To Your Wedding Day get Indie radio player app see,1539203102662
32,,,0,0,0,How To Survive Your First Year As A Blogger eBook via,1539203102657
33,,,0,0,0,THROWBACK Just beating Nonito Donaire April asked predict winner Lee Selby,1539203102663
