,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,My knee THROBBING Might honestly say worse tattoo ribs Maybe,1539202200657
1,,,,,,,0,0,0,The time come make choice become functioning member society change way society functions,1539202200657
2,,,,,,,0,0,0,Life hard everyone deserves feel heard valued Even never talked I ALWAYS here,1539202200660
3,,,,,,,0,0,0,So I left boy two chicks cause wave I feel kind depressed cause I thought h,1539202200657
4,,,,,,,0,0,0,If less k followers Retweet Retweet Follow everyone likes amp retweets Follow back instantly,1539202200659
5,Hamilton,,,,,,0,0,0,Hamilton alum star In Heights movie,1539202200660
7,,,,,,,0,0,0,This means nothing I put similar pics put pics Comrades uniform name badge,1539202200658
8,,,,,,,0,0,0,odd flex ok,1539202200666
9,,,,,,,0,0,0,Venezuela would never,1539202200659
10,architecture,,,,,,0,0,0,The Interlace OMA Singapore architecture,1539202200662
11,,,,,,,0,0,0,He s RACIST rubbish nt knowA brainless descendant Aliens camouflage English names By m,1539202200666
12,,,,,,,0,0,0,time causes feel scattered sometimes need document face often,1539202201666
13,,,,,,,0,0,0,These teams sit top divisions Week,1539202201665
14,,,,,,,0,0,0,Evan Peters ICON Magazine,1539202201658
15,,,,,,,0,0,0,days left half tickets obtained,1539202201657
16,YOWToolLibrary,,,,,,0,0,0,It nt always make sense expensive tool ll use Get YOWToolLibrary members,1539202201659
18,,,,,,,0,0,0,GOP jumping Holder clip,1539202201662
19,,,,,,,0,0,0,I tried airdrop cute pic bf someone flight idk accept,1539202201665
20,,,,,,,0,0,0,In words Apass Bali Bakuba,1539202201665
21,,,,,,,0,0,0,Person name unknown Eritrea Ethiopia found Killed knife fight Nyparadis stre,1539202201657
22,,,,,,,0,0,0,Remember Bernie I Bernie You know,1539202200666
23,,,,,,,0,0,0,Nate Long slides thick dick inside rockhard,1539202201666
24,,,,,,,0,0,0,On Nature cover week UK Biobank Genetic health data half million people United Kingdom,1539202202663
25,,,,,,,0,0,0,Eric Holder disgusting thug Calling liberals kick Republicans The rhetoric left getting h,1539202202662
26,Wolverine,,,,,,0,0,0,For years Wolverine best nt nice,1539202202666
27,NYUAlumni,,,,,,0,0,0,A new NYUAlumni Association president takes helm NYU alumniowned businesses fall bucket list NYU alumna,1539202202662
28,,,,,,,0,0,0,Assign Federal ICE Agents Voting Facilities California electio,1539202202661
29,,,,,,,0,0,0,Rockport Men Weather Adventure Blucher Oxford Waterproof Shoe Black US W,1539202202661
30,,,,,,,0,0,0,It crazy whole generation people willing trade eternal reward quick nut,1539202202661
32,,,,,,,0,0,0,If get funding deserve need could make Deal even better local residents help most,1539202202662
33,,,,,,,0,0,0,Welcome back Riverdale New episodes return Wednesday October The CW Stream free next day The CW,1539202202660
34,,,,,,,0,0,0,Burrito bless TL,1539202202659
35,,,,,,,0,0,0,pregnancy fucking moms hard naked amateur girls free monster porn gallery nude girls cuban,1539202203663
36,,,,,,,0,0,0,FUCK CUBE LIVES LOOK AT THEM HOLDING HANDS,1539202203658
37,,,,,,,0,0,0,Mense flying highway like gas nt cost moer half Or I missed something,1539202203658
38,,,,,,,0,0,0,Yeah get hot enough s quite uncomfortable And course devices a,1539202203666
39,,,,,,,0,0,0,Pi Server tempC Uptime days users load average,1539202203663
40,Art,,,,,,0,0,0,Fairy peasant girl Yuliya Litvinova Art,1539202203659
