,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,0,0,0,Who hurt man,1539204300663
1,,,,,,,,0,0,0,A guy work furious paid wedding limo include driver All money nothing chauffeur,1539204300659
2,,,,,,,,0,0,0,Today I went Senate floor speak climate change The facts amp science clearer The UN repor,1539204300666
3,,,,,,,,0,0,0,THAT S RIGHT BABY BOY SHE LOVES YOU BACK,1539204300665
4,,,,,,,,0,0,0,More CNN Don Lemon,1539204300661
5,,,,,,,,0,0,0,Alexa play Lil Boo Baby leek jack,1539204300664
6,,,,,,,,0,0,0,OBJETS D A,1539204300658
8,,,,,,,,0,0,0,The Weeknd happy glowing His next album gon na trash,1539204300657
9,,,,,,,,0,0,0,amp follow chance win Funko Shop Exclusive Pop Animation TrickorSweet Bear,1539204300660
10,,,,,,,,0,0,0,Hbd pretty hope ya good day,1539204300666
11,,,,,,,,0,0,0,Not racism Not lack access healthcare Not broad healthcare inequities Not harmful providers Not cultural inco,1539204300663
12,,,,,,,,0,0,0,What time Last Bookstore event It s showing page sold,1539204300664
13,WorldMentalHealthDay,,,,,,,0,0,0,On WorldMentalHealthDay I want remind Democrats liberals help available Many losing,1539204300664
14,USNG,,,,,,,0,0,0,The US National Grid USNG communication language Search Rescue Teams United States Here some,1539204301661
15,,,,,,,,0,0,0,It really amazing moment end performance Consequences I saw Taylor disco dress front row I,1539204301658
16,Shadowhunters,TheBingeWorthyShow,PCAs,SaveShadowhunters,,,,0,0,0,I vote Shadowhunters TheBingeWorthyShow PCAs SaveShadowhunters,1539204301660
17,,,,,,,,0,0,0,respect mf keep real,1539204301657
18,,,,,,,,0,0,0,jimin jungkook cried week,1539204301660
19,,,,,,,,0,0,0,Twitter dropping s followers Please please try stay connected The closer MidTerms tri,1539204301664
20,,,,,,,,0,0,0,BUT BUT well publicized criminal drunk cocaine issue got caught drunk driving really likes,1539204301660
21,,,,,,,,0,0,0,It s rcableporn worthy yet s working The r bottom running FreeNAS minecr,1539204300664
22,,,,,,,,0,0,0,Ignore hate ll fine,1539204301659
23,,,,,,,,0,0,0,Ignore hate ll fine,1539204301659
24,국뷔,정국,태형,Taekook,Vkook,Jungkook,Taehyung,0,0,0,This love Taekook Vkook Jungkook Taehyung,1539204302663
25,WorldMentalHealthDay,mentalhealth,cdnag,,,,,0,0,0,It s WorldMentalHealthDay perfect time honor mentalhealth work cdnag Nominate today Brigid Rivoi,1539204302658
26,,,,,,,,0,0,0,Nah Jimmy Butler top ever,1539204302661
27,,,,,,,,0,0,0,BTS Fancafe Videos BTS X BT Link,1539204302658
28,,,,,,,,0,0,0,I made one Maryland colleges,1539204302659
29,,,,,,,,0,0,0,Do nt date I m broke All I offer good morning baby,1539204302666
30,,,,,,,,0,0,0,Are interested published AFE premier Facilities Engineering Association renown certific,1539204302664
31,,,,,,,,0,0,0,October pm TShirt The Beaches,1539204302663
32,,,,,,,,0,0,0,two shift hotties cutie pies like span seconds dont get c ktball,1539204302666
33,,,,,,,,0,0,0,I remember dude went jail guessing Sarah Palin s password,1539204302661
