,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,Boo sends titty pic Me,1539202620660
1,,,,,,,0,0,0,Me Wardy need play Longy,1539202620659
2,,,,,,,0,0,0,I thought enacting legislation bit silly The southerners assumed like south,1539202620662
3,trenchparty,,,,,,0,0,0,hide COAT POCKET WHERE I KEPT MY REBEL RED trenchparty,1539202620661
4,,,,,,,0,0,0,Ah I saw gif friend said t,1539202620657
5,,,,,,,0,0,0,Shaming construction workers weird af lmaooooo make shit load money get full benefits k contr,1539202620666
6,اسلام_رادیکال,ري_استارت,ری_استارت_تنها_راه_نجات,قانون_اساسی_کوروش,Seyed_Mohammad_Hosseini,restart_,0,0,0,SeyedMohammadHosseini restart o,1539202620664
7,hurricanemichael,,,,,,0,0,0,New construction collapsed front Panama City Beach hurricanemichael It going bad fast htt,1539202620661
8,,,,,,,0,0,0,May God Mr fight oppressed,1539202620661
9,,,,,,,0,0,0,My husband refuses believe snores You asleep You hear Trust person lying awake ne,1539202620657
10,,,,,,,0,0,0,Out today My latest comic book XMen Black Mojo Even though cover scary issue Pick c,1539202620657
12,,,,,,,0,0,0,enjoyed latest episode modern wheels classic steals featuring Les Blonde Ferrari,1539202620662
13,,,,,,,0,0,0,Evil man Should standing trial The Hague John Howard Tony Blair war crimes amp crimes hu,1539202620666
14,,,,,,,0,0,0,see extremely aged DL secondary youth s near good tho,1539202620660
15,,,,,,,0,0,0,Great experience bestselling author Marcus Teoh SIU talk last night His ZeroBudget Facebook Marketi,1539202620660
16,,,,,,,0,0,0,I feel bad protecting peace idc mfs think,1539202621659
17,,,,,,,0,0,0,This shelter dog shy around new family started hanging brother,1539202621662
18,,,,,,,0,0,0,I dare TV networks online social media give Kanye West going White House play tragedy happenin,1539202621658
19,,,,,,,0,0,0,Assignments stressing exams,1539202621666
20,,,,,,,0,0,0,Whoa Chinese spy lured Belgium arrested extradited charged stealing US military secrets,1539202621657
21,,,,,,,0,0,0,KEEP STREAMING NO ON COMPARES We hit million streams last night guys best quickest m,1539202621662
22,,,,,,,0,0,0,Sit back relax enjoy stunning performance Killer Full show,1539202621666
23,Fortnite,,,,,,0,0,0,Temple Run x Fortnite Credit,1539202621660
24,,,,,,,0,0,0,jimin member always,1539202621666
25,,,,,,,0,0,0,You already know,1539202621665
26,,,,,,,0,0,0,Democrats hit misleading singlepayer attacks described opponents desperate said evidence Republi,1539202621658
27,,,,,,,0,0,0,Not racism Not lack access healthcare Not broad healthcare inequities Not harmful providers Not cultural inco,1539202621661
28,,,,,,,0,0,0,I want clarify everyone process works regards getting hoodie I order hoodies t,1539202621665
29,,,,,,,0,0,0,rihanna lana del rey legally allowed burn blunts blow smoke directly face suffocate,1539202621659
31,,,,,,,0,0,0,JUST ANNOUNCED The liveaction Kim Possible film found stars,1539202621666
32,,,,,,,0,0,0,JUST ANNOUNCED The liveaction Kim Possible film found stars,1539202621666
33,,,,,,,0,0,0,Don forget helped inspire bagel deli worker You gem,1539202621658
34,,,,,,,0,0,0,I LOVED THE ENDING OF OUAT Rumple deserves happiest ending happy endings Regina deserves second chance,1539202621662
35,,,,,,,0,0,0,After caught leaving window open bedroom reading lamp partner took pity and,1539202621657
37,,,,,,,0,0,0,I disgusted Labour tonight They voted allow mud outside nuclear reactor Somerset dumped i,1539202622663
38,,,,,,,0,0,0,took one fat ass nap,1539202622660
39,nextonecats,,,,,,0,0,0,JVFH falls skilled team nextonecats,1539202622663
40,,,,,,,0,0,0,Maxime Bernier registers People s Party Elections Canada So ll officially able vote,1539202622666
42,,,,,,,0,0,0,We shit nigga,1539202622659
43,,,,,,,0,0,0,And School Nurses work CYP mental health referrals due emotional health amp behaviour amp even me,1539202622664
44,,,,,,,0,0,0,Go Won heejin powerful,1539202622657
45,,,,,,,0,0,0,TYYY AND PLEASE DO FLOOP IS SO PURE HE DESERVES MORE FOLLOWERS,1539202622659
46,,,,,,,0,0,0,THEY ARE SO CUTE RIP ME I HAVE BEEN FED,1539202621664
47,,,,,,,0,0,0,So dumb fined,1539202622659
48,,,,,,,0,0,0,one likes IB students,1539202622665
49,MEPC73,,,,,,0,0,0,At MEPC summit starting October nd world decide whether set cap ship speeds Slowing shi,1539202622659
50,,,,,,,0,0,0,day leave virginia day im finally happy hope soon,1539202622660
52,,,,,,,0,0,0,Tomorrow Fox News Leonardo DiCaprio plantation owner,1539202622664
53,,,,,,,0,0,0,try eat healthy change walterbgsd IG,1539202622664
54,,,,,,,0,0,0,Rodomontade anyone people scurrying dictionary,1539202622662
55,,,,,,,0,0,0,YO THIS IS LITERALLY IN BRADENTON HAHAHAHAHA,1539202622659
56,,,,,,,0,0,0,If less k followers Retweet Follow Follow back NB Partake F,1539202622658
57,,,,,,,0,0,0,Dear MAGNANIMITY Anniversary allowing active followers join SupremeVIP OCTOBER SPECIAL,1539202623657
58,,,,,,,0,0,0,This newspaper broke Watergate,1539202623658
60,,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539202623661
61,,,,,,,0,0,0,How Fast Can Retweet RETWEET FOLLOWERS RETWEET follow back Follow everyone RETWEETS,1539202623666
62,,,,,,,0,0,0,Karan Johar s first three films director titles starting letter Hindi alphabet,1539202623659
63,horror,ReadersFavorite,,,,,0,0,0,They poured darkness wave relentless wave horror ReadersFavorite z,1539202623660
64,,,,,,,0,0,0,Getting called gorgeous really makes heart melt,1539202623658
65,,,,,,,0,0,0,I sit class attendance I go home teach,1539202623666
66,,,,,,,0,0,0,Gain Nigerian followers Retweet Follow follow back NB Participate Follow back Let,1539202623666
67,,,,,,,0,0,0,BIG TITTY MOTH GIRLFRIEND I love moth memes much Costume made Photo Huge shoutout t,1539202623659
68,,,,,,,0,0,0,Good luck show tonight We might even able hear London office across river,1539202623661
69,whoisinchargehere,,,,,,0,0,0,Well sweetie mother used say make better choices whoisinchargehere,1539202623662
70,,,,,,,0,0,0,I ca nt wait Be ready full evening music,1539202623666
71,JusticeKavanaugh,,,,,,0,0,0,What admitting Nancy Pelosi JusticeKavanaugh,1539202623659
72,,,,,,,0,0,0,Once listen first time clearly care,1539202621662
73,,,,,,,0,0,0,House Mexico Beach Florida completely ripped apart Hurricane Michael,1539202623659
74,,,,,,,0,0,0,day leave virginia day im finally happy hope soon,1539202622660
75,,,,,,,0,0,0,Watch powerful TED Talk Andrew Solomon depression If someone close suffers depressio,1539202623662
76,,,,,,,0,0,0,Like wmc Zuma neh,1539202624662
77,,,,,,,0,0,0,In Germany Popular Front Catholic Center Party Socialists Communists formed elect a,1539202624657
78,,,,,,,0,0,0,someone ur crackhead not narrator,1539202624660
79,,,,,,,0,0,0,Will nt mighty Poole pirates entraining night congratulations team,1539202624664
80,,,,,,,0,0,0,Just added onto one last little play describing naughty scenes to,1539202624663
81,Antifa,,,,,,0,0,0,Let clear nazis America It Antifa And Antifa paramilitary wing Democratic Par,1539202624665
82,,,,,,,0,0,0,Take wan na I mma every time,1539202624665
83,inktober,,,,,,0,0,0,Two days behind inktober A I try catch I really admire always make time draw every day v in,1539202624662
85,,,,,,,0,0,0,Where would u like rn france,1539202624662
87,,,,,,,0,0,0,dont stress b,1539202624657
88,,,,,,,0,0,0,tried take sick jumping photo landed entire face almost slid enjoy,1539202624666
89,,,,,,,0,0,0,Thank listening letting know Lovely people,1539202624664
90,,,,,,,0,0,0,Countdown Paris days,1539202624661
91,,,,,,,0,0,0,WHITESNAKE Singer DAVID COVERDALE Unboxes Unzipped Super Deluxe Edition CDDVD Collection Video,1539202624664
92,,,,,,,0,0,0,THEY ARE SO CUTE RIP ME I HAVE BEEN FED,1539202621664
93,,,,,,,0,0,0,Say hello latest additions Rowen amp Wren stable discover new world beauty the,1539202624659
94,,,,,,,0,0,0,Waiting footage Wolves practice drop,1539202621663
95,,,,,,,0,0,0,Duh bitch aint fuckin air water,1539202622659
96,,,,,,,0,0,0,NEW A Judicial Watch investigation uncovered disturbing records Massachusetts unique bail system lets violen,1539202622663
97,,,,,,,0,0,0,US Sweetener Tour dates COMING,1539202622658
98,,,,,,,0,0,0,Ain nothing stopping plastic,1539202625662
99,,,,,,,0,0,0,ca nt stop laughing JK look like egg,1539202625664
100,,,,,,,0,0,0,Hyuna Edawn enjoying life fullest Japan leave cube fckin ent idol relationship goal,1539202625664
101,,,,,,,0,0,0,If ask take picture see entire gallery different shots cancelled,1539202625662
102,,,,,,,0,0,0,I fuck fuck Period,1539202625657
103,,,,,,,0,0,0,Don forget Saturday WWE Hall Famer signing autographs meet amp greet,1539202625663
104,,,,,,,0,0,0,Ammar CampaNajjar back story reads like Tom Clancy novel Meet America congressional candidate th distr,1539202625659
105,VoiceBlinds,,,,,,0,0,0,Let s go VoiceBlinds kick THREE HOURS,1539202625663
106,,,,,,,0,0,0,Justice Kavanaugh sounds sympathetic Trump administration s argument broad powers comes immig,1539202625659
107,,,,,,,0,0,0,You know I hate liberals They never let speak And try constantly interrupt,1539202625663
108,,,,,,,0,0,0,many ppl hurt guess heart still soft full love AND gon na stay way,1539202625662
109,,,,,,,0,0,0,Lol I hanging,1539202625664
111,Kinky,darkdesirescollection,,,,,0,0,0,Kinky movie Bedroomkandi darkdesirescollection available All y,1539202625660
112,,,,,,,0,0,0,Over Missing Children Found Michigan,1539202625662
113,,,,,,,0,0,0,The fact white patients chance finding donor black patients like Camille chance,1539202626659
114,,,,,,,0,0,0,lets start new group qrd,1539202626660
115,,,,,,,0,0,0,I glad I get cute af today waste outfit rain,1539202626662
116,,,,,,,0,0,0,Just got rear ended guy messing radio,1539202626664
117,,,,,,,0,0,0,My wife teacher I attest fact school administrato,1539202626662
118,,,,,,,0,0,0,The greatest moment football,1539202626663
119,HurricaneMichael,,,,,,0,0,0,Structures destroyed streets turned rivers Mexico Beach FL HurricaneMichael made landfall extremely pow,1539202626662
120,TB,Tuberculosis,CallforPapers,,,,0,0,0,Calling TB researchers Submit robust research Tuberculosis Special Issue share CallforPapers,1539202626660
121,VintageGlass,PressedGlass,CandyDish,1960s,,,0,0,0,Indiana Glass Diamond Point Compote VintageGlass PressedGlass CandyDish s via Indi,1539202626661
122,,,,,,,0,0,0,ill never get,1539202626662
123,,,,,,,0,0,0,It almost though want look actual data be,1539202626662
124,,,,,,,0,0,0,This fun Bakari I hosting summit young black conservatives DC month I would like to,1539202626664
125,,,,,,,0,0,0,imma real fucking chubby,1539202626666
126,,,,,,,0,0,0,Well done top advert promoting girls sport Now let get women role models TV WomenInSpo,1539202626660
127,BootsToBooks,,,,,,0,0,0,We re hosting BootsToBooks bring together student vets administrators across state w,1539202626657
128,,,,,,,0,0,0,Special Advantage machine designed automatic tool change,1539202626660
129,realestate,,,,,,0,0,0,You make house home Ask info realestate,1539202626663
130,,,,,,,0,0,0,No nt Not s begging US president denounce f NAzis,1539202627663
131,,,,,,,0,0,0,This autumn No matter I feel sound geese flying overhead makes feel better I would,1539202627663
132,,,,,,,0,0,0,Good Now still support Marcoses politically or,1539202627659
133,,,,,,,0,0,0,Heavy Carwash Starter pack,1539202627658
134,Outlander,TheBingeworthyShow,PCAs,,,,0,0,0,Please vote retweeting post Outlander TheBingeworthyShow PCAs,1539202627659
135,,,,,,,0,0,0,I knew car I drew kindergarten real,1539202627660
136,,,,,,,0,0,0,GORGEOUS pls ever stop,1539202627664
137,,,,,,,0,0,0,Some people retweet get full video DM,1539202627665
138,,,,,,,0,0,0,This currently funniest video internet,1539202627662
139,,,,,,,0,0,0,Firstly nt follow absolute beautiful soul go Secondly thank tagging love,1539202627665
141,,,,,,,0,0,0,I downloaded games,1539202627666
142,,,,,,,0,0,0,Chess Time Machine Fischer v Carlsen Fischer plays fb Carlsen plays aa Carlsen plays aa In reply to,1539202627658
143,,,,,,,0,0,0,Regular pricing ends Oct Join B CIVIC community Oct Be inspired network business lead,1539202627666
144,WorldMentalHealthDay,,,,,,0,0,0,Resharing note last year honor WorldMentalHealthDay,1539202627660
145,,,,,,,0,0,0,child mental health important grades,1539202628659
146,,,,,,,0,0,0,Trump last night called Dems party crime dangerous govern crazy That way future dictators talk a,1539202628664
147,,,,,,,0,0,0,Still SM life Still Sark till I die I love legends,1539202628661
148,,,,,,,0,0,0,The value Darrell Arthur Disabled Player Exception worth M plus K granted If Suns grante,1539202628657
150,,,,,,,0,0,0,Jimmy Butler took rd stringers beat starters practice per,1539202628659
151,,,,,,,0,0,0,one person followed automatically checked,1539202628663
152,,,,,,,0,0,0,BREAKING Georgians voter registrations nearly AfricanAmerican held,1539202628657
153,,,,,,,0,0,0,Yesterday Antioch Middle School amp today turn We blast serving amazing teache,1539202628657
154,Shadowhunters,TheBingeworthyShow,PCAs,,,,0,0,0,VOTE I m voting Shadowhunters TheBingeworthyShow PCAs Lovely art courtesy,1539202628663
156,,,,,,,0,0,0,ever meet someone cute rest life re like,1539202628664
157,,,,,,,0,0,0,My FBI agent best,1539202628665
158,,,,,,,0,0,0,By talking Mental Health help others Today World Mental Health Day ve publis,1539202628659
159,,,,,,,0,0,0,This type meal got ta shower eat done go straight sleep,1539202628659
160,,,,,,,0,0,0,You re star someone s sky today Do nt stop coz someone looking Pray Let s win day,1539202628663
162,,,,,,,0,0,0,Good see awareness issue increasing Darren To mark World Mental Health Day Mental health,1539202629665
163,,,,,,,0,0,0,girl jus pressed fucking barrel magnum skull n made beg life libra lol,1539202629666
164,,,,,,,0,0,0,Im Not Crazy,1539202629665
165,,,,,,,0,0,0,Paul That conventional tattoo That henna like IndianPakistaniBangladesh,1539202629660
166,,,,,,,0,0,0,She looks good halal,1539202629659
167,ConsequencesMusicVideo,,,,,,0,0,0,MY HEA ConsequencesMusicVideo,1539202629659
168,,,,,,,0,0,0,lt thanks buddy,1539202629666
169,,,,,,,0,0,0,Greetings Friends I delighted announce December release THE FORK THE WITCH AND THE WORM collection,1539202629662
171,,,,,,,0,0,0,Can media please love Christ NOT cover another stupid Trump rally,1539202629660
172,,,,,,,0,0,0,SAID kiss hard go,1539202629657
173,,,,,,,0,0,0,I ok I take nap soon thank Mina,1539202629665
174,,,,,,,0,0,0,BEEEF EVERYONE RETWEET,1539202629662
175,,,,,,,0,0,0,Morning Monday again Make good week,1539202629662
176,,,,,,,0,0,0,said say body ever busy truly care make time,1539202629659
177,,,,,,,0,0,0,Jimmy Butler took rd stringers beat starters practice per,1539202629661
178,,,,,,,0,0,0,I ll believe I see fine print bill say,1539202629665
