,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,Producer I original song Jacquees,1539202140662
1,,,0,0,0,OPPS SEE ME AND THEY LOOKING AT DEATH,1539202140661
2,GameInsight,ParadiseIsland2,0,0,0,Great I ve played Paradise Island days row GameInsight ParadiseIsland,1539202140661
3,,,0,0,0,Interesting Despite say I m guessing came either doctrine money My money s mone,1539202140660
5,,,0,0,0,White girls porn,1539202140657
6,,,0,0,0,No I nt think say screw Drew I Jason back KINDA what,1539202140661
8,,,0,0,0,Listen man music amp check website,1539202140663
9,,,0,0,0,Again Damn bought ton weapons ammo years ago I guess I need buy for,1539202140661
10,CrossoverNexus,,0,0,0,CrossoverNexus tragically cut short KO year old tender heart handle All heroes say bad,1539202140666
11,,,0,0,0,Absolute class tommy,1539202140659
12,,,0,0,0,I better read UVXY,1539202140658
13,,,0,0,0,Star Trek Discovery s Rebecca Romijn Reveals First Look Number One,1539202148661
14,,,0,0,0,Me I used Rihanna voice,1539202148661
15,,,0,0,0,Possibly FAVORITE movie,1539202148658
16,,,0,0,0,Italy budget crisis What need know Business Insider,1539202148658
17,,,0,0,0,Tonight s practice PV Tomorrow stadium Get early,1539202148660
18,,,0,0,0,I taking chances I retweeting good luck,1539202148663
20,,,0,0,0,YOU SEE HIM HUH I LOVE HIM SO MUCH HUH I LOVE HIM VERY VERY MUCH HUUUUH,1539202140664
21,Mexico,Florida,0,0,0,A look houses Mexico Beach Florida look like right This follow previous clip posted They,1539202141664
22,,,0,0,0,Definitely need get started Jimmy Butler skit asap,1539202141657
23,BlackOps4,,0,0,0,The undead await Alcatraz This Blood Dead BlackOps reimagined return fanfavorite complete w,1539202141660
24,,,0,0,0,I could nt even motivate even look Tokyo Ghoul A The fights w,1539202141657
25,,,0,0,0,I liked video Google My Business POWERFUL Features MUST use beyond,1539202141662
26,,,0,0,0,You kind others So sending hug J,1539202141666
27,,,0,0,0,Daily reminder gender heinous,1539202141666
28,,,0,0,0,WE VE BEEN BLESSED WITH THESE PICTURES,1539202141665
29,,,0,0,0,September really something else,1539202141659
30,,,0,0,0,Our STEAM teachers knew make dramatic showing Color Day Science Technology Engineerin,1539202141660
31,,,0,0,0,knows faux pronounced foe fox,1539202142665
32,CausewayHour,,0,0,0,New The Causeway good evening everyone CausewayHour,1539202142662
33,,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539202142661
35,,,0,0,0,Came home new front door windows Project conclude tomorrow,1539202142662
36,,,0,0,0,We never seen male hip hop artist unapologetic stand peers women like,1539202142659
37,,,0,0,0,URGENT Please keep Republican sons home election day women heading polls son,1539202142665
38,,,0,0,0,You Can Come To Me Ross Lynch Laura Marano,1539202142659
39,,,0,0,0,I m dentist accurate interpretation body language,1539202142666
41,,,0,0,0,Revealed sick tortured immigrants locked months Britain,1539202142663
42,,,0,0,0,Nates When look voter suppression numbers GA say ND,1539202142658
43,,,0,0,0,make day better just wait,1539202141659
44,,,0,0,0,know heal god knows im tryin,1539202142659
45,,,0,0,0,nahhh dawggggg sum GOT TA footage Jimmy Butler cussn Timberwolves practice,1539202142665
46,,,0,0,0,Yes almost tell way spelt Peridot peridoh,1539202142663
48,,,0,0,0,Pussy fight way wet paper bag All mouthpiece,1539202141661
49,Mexico,Florida,0,0,0,A look houses Mexico Beach Florida look like right This follow previous clip posted They,1539202143660
50,,,0,0,0,tEA honestly though said truth tbh,1539202143664
51,,,0,0,0,Surely three points going Clapton Nice move lovely control finish Reed beyond Scammell,1539202143666
52,,,0,0,0,Because trade wars really helping farmers Steve,1539202143657
53,,,0,0,0,music best medicine,1539202143659
54,,,0,0,0,I officially predict financial crisis time Not I special knowledge ev,1539202143662
55,,,0,0,0,Jimmy Butler s breaking silence sitdown interview airing tonight per,1539202143659
57,,,0,0,0,Thought I looked grown high school teacher told get bus,1539202143665
58,,,0,0,0,I nt care much Erock got busted Gregg Opie Hughes hero list,1539202143658
59,,,0,0,0,Really You expert heaven sake,1539202143666
60,pastapantry,openthedoors,0,0,0,Let Go Nathan pastapantry openthedoors,1539202143657
61,,,0,0,0,You ok hun,1539202143666
62,ARE_YOU_THERE,,0,0,0,I bet Changkyun protagonist AREYOUTHERE say IM,1539202143657
63,AssistPatrol,,0,0,0,Although many construction projects beginning wrap season AssistPatrol still working seve,1539202143665
64,,,0,0,0,amp follow chance win Funko Shop Exclusive Pop Animation TrickorSweet Bear,1539202143660
65,,,0,0,0,WOW This literally demolished home floating front another home Mexico Beach Florida Hurricane Michael,1539202143663
66,,,0,0,0,Smoggy Air Tied Higher Odds Mouth Cancers,1539202143661
67,,,0,0,0,staying night studying test make wow idk sucks lyfe college,1539202144666
68,,,0,0,0,Best Whole House Generators Home Generators Reviews October,1539202144661
69,litecoin,bitsmart,0,0,0,LTC Up last hour litecoin bitsmart,1539202144661
