,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,entities.hashtags.8.text,entities.hashtags.9.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,,,,0,0,0,ever since stanned exo ve never decent crush someone anymore,1539202920666
1,,,,,,,,,,,0,0,0,Please Play Me I m One DJ Khalid I really appreciate,1539202920660
3,,,,,,,,,,,0,0,0,best roommates never ty,1539202920658
4,Clop,NSFW,MLP,ClopVids,ClopVid,Mane6,AppleFamily,Futa,nsfwApplejack,nsfwSugarBelle,0,0,0,Issue Breaking Her In Clop NSFW MLP ClopVids ClopVid Mane AppleFamily Futa nsfwApplejack nsfwSugarBelle,1539202920658
5,,,,,,,,,,,0,0,0,Slandering GOAT Cmon B lol,1539202920665
6,DashTFOn,,,,,,,,,,0,0,0,DashTFOn Sof Hope see return next season,1539202920658
7,,,,,,,,,,,0,0,0,BREAKING State Police took Nauman Hussain operator Prestige Limo custody following traffic stop I Ch,1539202920662
8,,,,,,,,,,,0,0,0,Walt Carpenter Model Browntone p t wt line sale Excellent plus,1539202920658
9,,,,,,,,,,,0,0,0,I voted Ballot going mail today,1539202920665
12,,,,,,,,,,,0,0,0,I added video playlist REFIZ O DEADPOOL TOY MAKEOVER Victor Lamoglia,1539202920659
13,,,,,,,,,,,0,0,0,Today I questioned FBI Director Wray limits White House placed Kavanaugh investigation clear,1539202920662
14,,,,,,,,,,,0,0,0,thought workn hrs gon ssoo agg rlly bad,1539202921659
16,,,,,,,,,,,0,0,0,Trickledown economics hotly debated since s says argument verge bei,1539202921664
17,,,,,,,,,,,0,0,0,Ok lil baby,1539202921663
18,WoW,,,,,,,,,,0,0,0,Benefits Blogging Business via found WoW Linkup,1539202921665
19,,,,,,,,,,,0,0,0,gave temporary happiness,1539202921665
20,,,,,,,,,,,0,0,0,Atiku said PMB nt cows time Lol Atiku forgotten PMB Herdsman rears,1539202921661
21,,,,,,,,,,,0,0,0,IG rubyrose Celebrating many things lost count,1539202921661
23,,,,,,,,,,,0,0,0,Hi yeah MHS senior years HOCO totally stupid I wanted last one like sooo ha,1539202921663
25,,,,,,,,,,,0,0,0,Driver pushed protesters tells police car sustained damages lt Yes this,1539202922666
27,,,,,,,,,,,0,0,0,Exercises Strengthen Ankle,1539202921661
28,,,,,,,,,,,0,0,0,Can someone instrumental version consequences orchestra pls,1539202922662
29,,,,,,,,,,,0,0,0,person screaming whole mf mood,1539202922663
30,,,,,,,,,,,0,0,0,Future Dylan I ve always studied hard school And tried things right My teachers like tell That fut,1539202922659
31,,,,,,,,,,,0,0,0,x Key Giveaway To Enter amp Like Follow Like Some Tweets Hours,1539202922661
32,,,,,,,,,,,0,0,0,Do need help Essays Term paper Lab reports Online classes Presentations Worr,1539202922659
33,,,,,,,,,,,0,0,0,State Police tried destroy payroll records fraud investigations,1539202922659
34,,,,,,,,,,,0,0,0,Brian Kemp running GA gov Stacey Abrams black woman Kemp charge elections amp voter registr,1539202922657
35,,,,,,,,,,,0,0,0,get physical science take aluka bro,1539202923660
36,,,,,,,,,,,0,0,0,OPEN FOR A SURPRISE,1539202923660
37,,,,,,,,,,,0,0,0,Columbia Heights It always drama,1539202923662
38,,,,,,,,,,,0,0,0,I third wheel parents,1539202923660
