,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,Don throw dirt name used moan,1539202440658
1,Jeddah,,,,,0,0,0,OPED The warm welcome received Jeddah shows depth SaudiPakistani ties writes editor,1539202440658
2,,,,,,0,0,0,I learned CPR today I know save life importantly I found New York Presbyteria,1539202440661
3,Inktober,Inktober2018,InktoberDay10,,,0,0,0,Blood Peach Inktober Inktober InktoberDay,1539202440660
4,,,,,,0,0,0,If ever wanted know gentrification tastes like,1539202440662
6,online,livejasmin,lifeinred,camgirl,cammodel,0,0,0,New toy online livejasmin lifeinred camgirl cammodel,1539202440663
7,,,,,,0,0,0,My mentions doesnt change opinion abt iggys rant lol everyone knows something wrong azealia head,1539202440658
8,,,,,,0,0,0,Reminder reported weeks ago CVS secretly donated proTrump dark money nonprofit ht,1539202440657
9,,,,,,0,0,0,Have checked podcast yet Come join new adventure Listen blog posts instead readi,1539202440664
10,,,,,,0,0,0,Oracle SQL Developer know s free right gets new version added connection monitoring features Data Pu,1539202440657
11,,,,,,0,0,0,This shit hit,1539202440665
12,,,,,,0,0,0,You right time get rid Democrats,1539202440658
13,ThatAwkwardMagic,Yaoi,BLWebComic,,,0,0,0,Today Ansel s birthday ThatAwkwardMagic Yaoi BLWebComic,1539202440660
14,,,,,,0,0,0,Just heard Robert Downey Jr nt really flying suit Please investigate I feel ve lied,1539202441658
15,,,,,,0,0,0,LOOK AT YOUR BEST FRIEND GO,1539202441664
16,,,,,,0,0,0,Capricorn PROS so loveable responsible so much self control gets shut done super sarcastic independent kind,1539202441663
17,,,,,,0,0,0,Ready catch trophy carp Find perfect spot Tried tested experienced CarpAn,1539202441666
18,,,,,,0,0,0,When I dms filled nudes famous,1539202441663
19,,,,,,0,0,0,Shatta Wale Spotted writing Reply To Sarkodie,1539202441660
20,,,,,,0,0,0,Tinixs Game Over,1539202441658
21,,,,,,0,0,0,whoever voodoo doll take stuffing bitch trying lose weight lmao,1539202441657
22,,,,,,0,0,0,God currently Streaming Trench twenty one pilots,1539202441658
24,quote,,,,,0,0,0,Wishes touch Universe falling Earth embedded Dreams change quote,1539202441659
25,,,,,,0,0,0,Two best teams planet fun,1539202441657
26,,,,,,0,0,0,always constant professional ca nt win without trade Heat Nets,1539202441658
27,GoArmy,,,,,0,0,0,The story behind gear uniforms via GoArmy,1539202441664
28,,,,,,0,0,0,It L e r,1539202441660
31,,,,,,0,0,0,literally like mind,1539202441662
33,,,,,,0,0,0,Jimmy Butler s breaking silence sitdown interview airing tonight per,1539202442665
34,,,,,,0,0,0,Little man said peace turning burners,1539202442662
35,,,,,,0,0,0,Shaming construction workers weird af lmaooooo make shit load money get full benefits k contr,1539202442664
37,Consequences,,,,,0,0,0,Consequences many messages love video get was,1539202442665
38,,,,,,0,0,0,The USA much bigger half Boston market,1539202442663
40,,,,,,0,0,0,MILKY WAY TOUR Tickets,1539202442666
41,,,,,,0,0,0,Clearly got back Tory conference,1539202442658
42,,,,,,0,0,0,Travelers Cos Selling HomeSecurity Gear via Amazon,1539202442665
43,,,,,,0,0,0,So actively debunked every years It s soul food racism amp lack health care amp stress of,1539202442658
44,,,,,,0,0,0,Funny USG personnel instructed even look access stolen docs right so,1539202442657
45,,,,,,0,0,0,Selfharm direct deliberate act hurting injuring body without wanting die Teachers amp school,1539202442666
47,,,,,,0,0,0,The way son treated today school unacceptable,1539202443661
48,,,,,,0,0,0,Christians going keep getting weirder culture With legalization samesex marriage sweeping po,1539202443665
49,,,,,,0,0,0,nini resoa say goodmorning tomorrow u better reply lol sleep well sweet dreams cutie,1539202443666
50,,,,,,0,0,0,LMAOOO become trend,1539202443659
51,JamieDornan,RobinHood,,,,0,0,0,So handsome JamieDornan RobinHood,1539202443662
52,,,,,,0,0,0,Details Mushahidullah Brothers Cousins employed PIA PIA hosted Senator Thousand Pounds operation Lo,1539202443665
53,,,,,,0,0,0,dk much pressure shoulders ian gone say shit tho,1539202444657
54,,,,,,0,0,0,I m US Navy Combat Veteran mad hell Republicans done country I proudly served I,1539202444662
55,,,,,,0,0,0,The time date Wed Oct CEST,1539202444657
56,,,,,,0,0,0,I fight people I fight give hope everyday wake morning know s s,1539202444658
57,,,,,,0,0,0,For recent talk combatting fake news winning back trust biggest newsrooms failed miserabl,1539202444660
58,,,,,,0,0,0,Sears hasnt made dollar years kind point,1539202444664
59,,,,,,0,0,0,Write care deeply worry ending sentences preposition,1539202444665
60,,,,,,0,0,0,Neocon lapdog treated world w contempt blamed oppressed pushed regime change human rights whil,1539202444665
62,,,,,,0,0,0,HyunA posts first photos boyfriend EDawn Instagram public relationship reveal The photos earned mor,1539202444663
63,,,,,,0,0,0,head pounding much,1539202444665
64,,,,,,0,0,0,nasolabial lines RESULT Gold Threads facetightening facelift goldthreadfacelift,1539202444658
65,,,,,,0,0,0,The latest report shows Trump receiving negative media coverage This quite remarkable considering we,1539202445666
66,,,,,,0,0,0,I going low I going high I going straight take,1539202445657
67,,,,,,0,0,0,Break back heart,1539202445663
68,,,,,,0,0,0,Dawg nigga rolling every week,1539202445657
71,,,,,,0,0,0,Get ready roll eyes CNN s Brooke Baldwin offended left s angry mob called mob Would,1539202445657
72,,,,,,0,0,0,Milkweed Clinton Maine,1539202445664
73,,,,,,0,0,0,scale million sad jin wondering go fishing yoongi gone y,1539202445659
74,,,,,,0,0,0,So one get dragon ball adidas shoes,1539202445663
75,SouthAfrica,,,,,0,0,0,Lord heal land God bless SouthAfrica,1539202445659
76,,,,,,0,0,0,I want nigga brings crazy I want paranoid I want wonder your,1539202445664
77,Somali,Somalia,,,,0,0,0,Pretty Somali girl marries Palestinian guy Somali Somalia,1539202446662
78,TheApprentice,,,,,0,0,0,MC Gogo awful name comic TheApprentice,1539202446660
79,,,,,,0,0,0,Jimmy Butler took rd stringers beat starters practice per,1539202446665
80,,,,,,0,0,0,Survey Says Republicans Are Madder More Likely Vote Than Dems via,1539202446664
81,LightningTalk,,,,,0,0,0,The final LightningTalk session one aims work delivered Dr Wendy Inglis Hum,1539202446663
82,BTSinLondon,,,,,0,0,0,hot army like hjsjld BTSinLondon,1539202446663
83,,,,,,0,0,0,It s never comfortable disagreeing colleagues must keep pressure It s disg,1539202446664
84,,,,,,0,0,0,I telling Famu use relatable tweets,1539202446663
85,,,,,,0,0,0,I GIVE A FUCK IF THIS DISTURBS YOU This RIGHT HERE weapons sort used INNOCENT PALESTINIANS EV,1539202446661
86,selfieforseb,,,,,0,0,0,hello loser selfieforseb,1539202446662
87,amizfootwears,,,,,0,0,0,Available sizes Order quick delivery nation wide Call whatsapp us amizfootwears,1539202446660
88,,,,,,0,0,0,jimin s brother looks like jimin jimin,1539202447659
89,,,,,,0,0,0,I ve got ideas,1539202447657
90,,,,,,0,0,0,I hate lecturers tell jokes like bro live Apollo tell I need know I leave,1539202447658
