,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,Only hear people need something fr,1539203760657
1,,,0,0,0,Gabe buckled Rosy climbed front passenger seat smiling Rosy babbled tried,1539203760657
2,,,0,0,0,Some painful rewarding conversations I campaign trail parents lost th,1539203760664
3,,,0,0,0,Quick late lunch Rolling Oaks Mall,1539203760662
4,,,0,0,0,Hahahahaha girrrrl I stay using mans black shirts reason specially going bed and,1539203760663
5,,,0,0,0,I agree statement,1539203760660
6,,,0,0,0,daily reminder tae video calls w family see yeontan tannie would recognize cock head t,1539203760660
7,,,0,0,0,dropping hints like,1539203760665
8,,,0,0,0,I never changed I learned,1539203760664
9,,,0,0,0,I think Hamed going make I thought sure Kelly going finis,1539203760664
10,Leupold,,0,0,0,Leupold Golden Ring Compact x Leupold,1539203761659
11,erotic,Sexy,0,0,0,mouthwatering feast erotic rhyme Add Sexy Your DayNight,1539203761665
12,,,0,0,0,What hilarious angry Greenwald s proAssad allies These people genuinely stupid unabl,1539203761660
13,,,0,0,0,Retweet this Like this Follow like rt this Follow back follow you Gain followers,1539203761657
14,,,0,0,0,U wantu jump danfo thru window abeg,1539203761659
15,,,0,0,0,Got trouble one Whoops Great night racing quite season eSports,1539203761665
16,,,0,0,0,Go I see zoom see I see,1539203761664
17,,,0,0,0,New York City Just Passed GenderNeutral Birth Certificate Law,1539203761662
18,,,0,0,0,Our Cassandra delivering wakeup calls years It s well past time listen,1539203761659
19,,,0,0,0,I think waiting right moment probably contract company ended,1539203761664
20,,,0,0,0,NEW VIDEO Tattoos people nt personalities Change mind,1539203761664
21,,,0,0,0,got damn ocean crashed,1539203761664
22,,,0,0,0,yall ever tried chicken waffle lays chips,1539203761665
23,,,0,0,0,olympic sport white people standing soon plane lands like go anywhere,1539203762662
24,,,0,0,0,Hey We similar idea posted Spotify Community You friends,1539203761662
25,,,0,0,0,North Dakota time retire Heidi Heitkamp elect Kevin Cramer US Senate Heidi stands nonsense not,1539203762664
26,,,0,0,0,Part childhood Legend RIP Warner,1539203762658
27,,,0,0,0,New York City,1539203762658
28,,,0,0,0,Metro Detroit ranks No metros highest ATM fees In words cost Bucharest Shawar,1539203762664
30,,,0,0,0,Revealed sick tortured immigrants locked months Britain What happening country,1539203762659
31,,,0,0,0,My depression anxiety linked morning like,1539203762662
32,,,0,0,0,I never heard sounds amazing,1539203762662
33,,,0,0,0,Retweet this Like this Follow Like amp Retweet Follow back follow you Turn notifica,1539203762658
34,,,0,0,0,Holder s ass jail,1539203762659
35,,,0,0,0,HIS LIL JUMP AND SMILE I LOVE HIM SO MUCH,1539203762662
36,,,0,0,0,Chill thats nigga,1539203762666
37,,,0,0,0,Sorry baby happen cheesy tho x,1539203762665
38,,,0,0,0,Two best teams planet fun,1539203762660
39,,,0,0,0,Is taehyung mouth well yawning poor baby super cute,1539203762664
40,MeToo,,0,0,0,MeToo comes India via,1539203762657
41,,,0,0,0,Hi I love much auntys,1539203762664
42,,,0,0,0,Where lead Trump ignores gruesome assassination internationally renowned Virginia resident type o,1539203762661
44,Bcalla,,0,0,0,Kindness Weaknees Bcalla underpinpr support m,1539203762663
45,,,0,0,0,The Rockets NEED jump Jimmy Butler trade CPHardenJimmy legitimate Big ability take down,1539203763659
46,,,0,0,0,main reason hard time moving bc deep want person fell love return,1539203763661
47,,,0,0,0,thanks follow back bro,1539203763664
48,,,0,0,0,There s misperception bot imposter accounts impacted election nt discovered afte,1539203763665
49,,,0,0,0,Infrared Air Jordan s Nike Air branding dropping February,1539203763666
50,,,0,0,0,Can thank God kids saved sex trafficking today Michigan,1539203763659
51,,,0,0,0,But I remember packed car You reached back buckled heart For drive away,1539203763662
53,,,0,0,0,BITCH WHAT THE FUCK,1539203763666
54,,,0,0,0,portions day fruit veg keeps body healthy day salaah keeps soul healthy,1539203763662
55,,,0,0,0,As result Hurricane Michael UC Tropical Storm Warning Safety top priority UCPS closed for,1539203763665
56,MentalHealthAwarenessDay,,0,0,0,Some people I seen tweeting MentalHealthAwarenessDay nastiest people going practise y,1539203763658
57,,,0,0,0,HOLY SHIT HYUNA POSTED ALL OF THESE ON HER IG LMFAOOOO RIGHT IN FRONT OF CUBE S SALAD,1539203763660
58,,,0,0,0,It great tour Matco Electric amp see firsthand work benefits people throughout NY We learned di,1539203763658
59,,,0,0,0,Tommy outfit point,1539203763662
60,,,0,0,0,Yikes Full interview gt,1539203763663
61,Bcalla,,0,0,0,Kindness Weaknees Bcalla underpinpr support m,1539203762663
62,,,0,0,0,Super Smash Bros Brawl The Subspace Emissary,1539203762657
64,,,0,0,0,BREAKING Dow Jones Industrial Average closes points rd biggest point loss history the,1539203762658
65,,,0,0,0,Hi I love much auntys,1539203762664
66,,,0,0,0,Shared Photos app photo,1539203763658
67,,,0,0,0,THE CHILLER TRAP TEMPLE RUN OBSTACLE COURSE CHALLENGE IN FONITE PLAYGROUNDS,1539203763664
68,,,0,0,0,Why everyone talmbout baby sharks,1539203764666
69,,,0,0,0,Turn read receipts pussy ignore wit yo chest,1539203764661
70,,,0,0,0,Why group people trying kill harm someone babies Do often get almost killed un,1539203764657
71,,,0,0,0,Real friend right also still tiktok,1539203764664
72,,,0,0,0,No lol Some us ugly,1539203764659
73,,,0,0,0,Arnold muhren appearances goals league,1539203764659
74,,,0,0,0,Can snap fingers perfect body,1539203764664
75,theapprentice,,0,0,0,theapprentice amazes candidates nt watch previous seasons identify common mistakes routinely made,1539203764664
77,,,0,0,0,Big mistake HUGE,1539203764662
78,,,0,0,0,Yes Can I corner come scream face demanding look I regale,1539203762663
80,BrettKavanaugh,,0,0,0,For misguided souls think s dangerous time men remember BrettKavanaugh nice safe w,1539203763660
81,,,0,0,0,Yoongi When first debuted nothing I hope many people see us gain courage think Oh It poss,1539203765663
82,,,0,0,0,Trust believe someone cares would make effort let know advance s possibility tha,1539203765659
83,,,0,0,0,And say Dems angry ones,1539203765663
84,,,0,0,0,Trading Ideas Still uptrend big picture FREE tradeofweek via,1539203765658
85,,,0,0,0,I want freaking dieeeee omg,1539203765657
86,,,0,0,0,school I going get much work done today I serious also school,1539203765663
