,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
1,ICYMI,,,,,,0,0,0,ICYMI Trump visiting PA today nd time month He s determined elect Republican governor Let s show,1539203040658
2,,,,,,,0,0,0,Everlast What It s Like,1539203040660
3,,,,,,,0,0,0,Straight Tooken starring Liam neesons,1539203040658
4,,,,,,,0,0,0,A little bit sweet little bit salty,1539203040664
5,,,,,,,0,0,0,His music blow mind checkout Major Moves,1539203040661
6,,,,,,,0,0,0,really want heart take sushi picnic beach,1539203040664
7,MiercolesDeTanguitaSeductora,MiercolesDeCulosPerfectos,IntimidadSwinger,SwingerFriends,HotWife,MILF,0,0,0,Seduceme MiercolesDeTanguitaSeductora MiercolesDeCulosPerfectos IntimidadSwinger SwingerFriends HotWife MILF,1539203040659
8,,,,,,,0,0,0,Nope This liberal doodoo,1539203040665
9,gokkun,,,,,,0,0,0,Russian babe gokkun bukkake scene drinking huge loads facial blowbang bukkake,1539203040666
10,,,,,,,0,0,0,When tell relax,1539203040666
11,,,,,,,0,0,0,Very sweet horse,1539203040665
12,,,,,,,0,0,0,fuck chaos fuck taguchi japan fuck LIJ s chaos boy,1539203040658
14,,,,,,,0,0,0,Another day another racist Apparently white woman followed harassed black man two white children,1539203041660
15,,,,,,,0,0,0,tell adults think disrespectful let disrespect,1539203041665
16,MANIATour,,,,,,0,0,0,MANIATour Wells Fargo Arena Des Moines IA Elliott Ingham,1539203041665
17,,,,,,,0,0,0,hi pocket matt,1539203041663
18,,,,,,,0,0,0,No wonder phrase Data st century oil th One predicated teaching algos digi,1539203041660
19,,,,,,,0,0,0,sHe taLk sHit abOut yOu duh I look better goofy ass,1539203041660
20,,,,,,,0,0,0,This column may break record number falsehoods President ever published newspaper opEd Just t,1539203041666
21,,,,,,,0,0,0,That Zach Lavine seen,1539203041664
22,,,,,,,0,0,0,Luhan ocean I honestly never seen something beautiful,1539203041661
23,RuddockReport,ReligiousFreedom,Auspol,LNP,NSWpol,,0,0,0,Will RuddockReport ReligiousFreedom Review bigots goal Auspol LNP NSWpol Sp,1539203041661
24,,,,,,,0,0,0,Me I ve sneezed train X,1539203041660
25,,,,,,,0,0,0,I distancing everyone honestly I even care,1539203041665
26,,,,,,,0,0,0,Idea A live performance Let Somebody Love You Speakers corner London needs,1539203041662
27,,,,,,,0,0,0,Athletikan x Muscle Republic Giveaway,1539203041664
28,WWEMMC,,,,,,0,0,0,Before taking amp TOMORROW NIGHT WWEMMC amp set take,1539203041662
29,BBTHREE1,,,,,,0,0,0,BBTHREE InService OutofService since d h m TAS MW Natu,1539203041657
30,,,,,,,0,0,0,Handsome Zaid Looking Sharp Lal topi Wala BALUNGADA Rabid Dog err cat,1539203041657
31,,,,,,,0,0,0,Chance The Rapper pledges million Chicago mental health services,1539203042657
32,Twolves,,,,,,0,0,0,Told Butler breaking silence right sitdown ESPN Interview air tonight Twolves,1539203042666
34,,,,,,,0,0,0,another angle see jimin running way across stage jungkook moment anpanman start,1539203042661
36,,,,,,,0,0,0,DOESANYONE HAVE THE VIDEO OF DANIEL WHERE THERES A LADY NEXT TO HOM AND ITS THE VIDEOGAME LOVER SONG PEOAKJFSJ I NEED IT,1539203042660
37,,,,,,,0,0,0,lots FemaIe joined today looking good naughty discreet fun find urs free joi,1539203042661
38,,,,,,,0,0,0,child better look like cuz im usually interested men reasons looks I saying is,1539203042661
39,,,,,,,0,0,0,She took joint called Lucky Strike hella cool It soon became hangout spot spent more,1539203042659
40,,,,,,,0,0,0,Bought dress maternity photos online praying fits,1539203041659
42,,,,,,,0,0,0,corruption end sight,1539203042660
44,,,,,,,0,0,0,Could Worst Storm Century,1539203042657
45,,,,,,,0,0,0,There likely people gym Butler Do others talk Woj,1539203043658
46,TheApprentice,TheApprentice2018,,,,,0,0,0,He s legit split trousers arse TheApprentice TheApprentice,1539203043666
47,,,,,,,0,0,0,CNN s Don Lemon laughs along w racist panel following Mocks Kanye s intellect Calls Kanye token,1539203043663
49,,,,,,,0,0,0,Btw use code pewpew discount betterhelp,1539203043665
50,,,,,,,0,0,0,I liked video Post Malone Better Now Psycho Medley Live From The AMAs,1539203043662
51,,,,,,,0,0,0,When sleeping alarm gone yet amount sleep getting suspicious,1539203043657
52,,,,,,,0,0,0,Wind mph ESE Barometer Falling Temperature F Rain today Humidity,1539203043663
53,,,,,,,0,0,0,I ever decent TL,1539203043661
54,,,,,,,0,0,0,nt wish toxic relationship anyone,1539203043664
55,,,,,,,0,0,0,Innocent proven guilty America,1539203043664
56,,,,,,,0,0,0,They paid get equal treatment Huge love Vale women incl making stand today,1539203043665
57,,,,,,,0,0,0,I excited baby girl WHAT YJE FACK,1539203043665
58,FreakyyFridayz,,,,,,0,0,0,FreakyyFridayz days kick biggest Halloween costume party DDD,1539203043662
59,WinningWednesday,Sweepstakes,,,,,0,0,0,Thanks chance WinningWednesday Sweepstakes,1539203043663
61,,,,,,,0,0,0,Are going meetup tomorrow Info,1539203043663
62,,,,,,,0,0,0,You investigated You MORMON piece shit Let do,1539203043664
63,News,Weather,Ohio,,,,0,0,0,Great Groceries Fall Harvest Salad News Weather sports YoungstownWarren Ohio,1539203042663
64,,,,,,,0,0,0,He ran km marathon sunday Pune one leg followed dance Now tell Do u pro,1539203043658
65,,,,,,,0,0,0,The eat less bar remains physics apparently,1539203043666
66,,,,,,,0,0,0,lana pulling azealia bedroom bath apartment,1539203043659
68,,,,,,,0,0,0,We much care fans Harumi s point rude,1539203042657
69,,,,,,,0,0,0,Happy birthday You amazing beautiful person,1539203043661
70,,,,,,,0,0,0,I ve invented highlysophisticated test assess suitability materials used functions Its,1539203044666
71,,,,,,,0,0,0,Snapchat Girls Looking For Sex,1539203044662
72,,,,,,,0,0,0,For exact crime Martha Steward sentenced jail United States In Spain Foreign Minister does,1539203044658
75,,,,,,,0,0,0,If could take anyone world dinner would marshall mathers wow,1539203044664
76,,,,,,,0,0,0,help feet smiled But duo back together lo,1539203044663
77,,,,,,,0,0,0,When send risky text get reply wanted,1539203044661
79,,,,,,,0,0,0,stop addressing everything amp let mad fuck em,1539203045666
80,TheGroup,,,,,,0,0,0,Top countries voting TheGroup,1539203045665
81,,,,,,,0,0,0,I hypocrite I put kids gloves whenever I talked dumb right wing articles protect one side,1539203045665
82,,,,,,,0,0,0,Have tried Stain amp Odor Eliminator Yet,1539203045660
83,,,,,,,0,0,0,Products dairy pork soy beans almonds line These decisions likely raise prices man,1539203045664
84,,,,,,,0,0,0,Idc age mates I special path,1539203045661
85,,,,,,,0,0,0,Yeah Houston real deal Gon na beyond tough,1539203045663
86,,,,,,,0,0,0,DOG LOVER DOCTOR TOURED BY NGO BENEVOLENT AW ACTIVIST CHETAN SHARMA amp OTHERS Sign Petition via,1539203045658
87,Saudi,,,,,,0,0,0,Saudi journalist Turki AlDakhil worked closely Jamal Khashoggi asks What relationship Qatar,1539203045661
88,,,,,,,0,0,0,Found gem Site Feedback forum Passwords expire yearly,1539203045661
90,,,,,,,0,0,0,Cmon Spin one thing misleading RSVP d event June,1539203045661
91,victraffic,,,,,,0,0,0,Victoria St Melbourne lanes closed eastbound Righthand lane closed eastbound near La Trobe Street victraffic,1539203043662
92,,,,,,,0,0,0,Five Situations Where Money Emotions Do nt Mix The Simple Dollar,1539203045662
93,,,,,,,0,0,0,I ever see comment market moves mkt edges cools never opposite direction,1539203046666
94,,,,,,,0,0,0,literally always second choice like ever someone first,1539203046666
95,,,,,,,0,0,0,The Black Panther Party scare US government guns They scared US government they,1539203046665
96,,,,,,,0,0,0,Hi guys Just let know TV show account BBC right It show called The Apprent,1539203046664
97,,,,,,,0,0,0,Jungkook I interest clothes members laugh I wear well given exchange whe,1539203046661
98,,,,,,,0,0,0,Police Germany arrested suspect connection rape killing Bulgarian journalist Viktoria Marinova,1539203046657
99,,,,,,,0,0,0,Mom busted old Halloween picture us kids I blue clues everyone I sent sa,1539203046659
100,,,,,,,0,0,0,Im naming MINE I NEED HIM,1539203046665
102,,,,,,,0,0,0,My girl Canela strong independent doe,1539203046661
103,,,,,,,0,0,0,Saturday October TheWiseTruth team collaboration BMEN black men excellence network P,1539203046664
104,,,,,,,0,0,0,It takes lot actually gross This nasty meanspirited From CNN supposed real network,1539203046663
105,,,,,,,0,0,0,Google shutting Google consumers following security breach The post Google Shutting Down Google,1539203046666
106,,,,,,,0,0,0,must anorexic pussy,1539203046657
108,,,,,,,0,0,0,This one light darkness love pieces Lucy knows bad days doesnt,1539203046666
109,,,,,,,0,0,0,I know fact DEVAN MACK got back like fw cousin,1539203046657
110,,,,,,,0,0,0,whoever voodoo doll take stuffing bitch trying lose weight lmao,1539203047662
112,sucia,,,,,,0,0,0,Why showing cleavage sucia,1539203047661
113,,,,,,,0,0,0,Rumors bother I know tf I,1539203047659
114,,,,,,,0,0,0,Growing Americans would make fun I mispronounce certain English words amp used make feel supe,1539203047659
115,,,,,,,0,0,0,I wanted revenge god whispered already suffering,1539203047663
116,,,,,,,0,0,0,Lol forgot one,1539203047659
117,resist,,,,,,0,0,0,Two ways resist Like civilized mature adults Like circus monkeys throwing poo Guess s leading fueling shit,1539203047662
118,PSAT,psatmemes,,,,,0,0,0,trisha way stacy job times faster PSAT psatmemes,1539203047657
119,,,,,,,0,0,0,I bet oxygen CRISP shit,1539203047658
120,,,,,,,0,0,0,With fellow judges amp Harry Hall celebrating stPlace photos,1539203048664
121,,,,,,,0,0,0,It sure sounds like Hillary Clinton threatening Republicans incivility s thing respond,1539203048664
122,,,,,,,0,0,0,Have seen yet,1539203048659
123,,,,,,,0,0,0,Mark Nilan Jr reveals Lady Gaga made pop version Always Remember Us This Way never finish,1539203048661
124,,,,,,,0,0,0,might sound like whole lot s actually pages lol I wrote day last Saturday hav,1539203048658
125,,,,,,,0,0,0,Kushner amp Trump leaked US intel Salman could arrest torture dissidents Ritz Why would risk souring,1539203048665
126,,,,,,,0,0,0,registered vote please take second educate candidates amp platforms election day,1539203048657
127,,,,,,,0,0,0,Wanted give shoutout awesome peeps Give fine folks follow could,1539203048662
128,Michael,,,,,,0,0,0,Watch closely ll see beaches surrounding Saint Andrew Sound pass underneath eye Michael,1539203048658
129,,,,,,,0,0,0,Apparently Hmmm Oh well s rule ca nt change childhood icons eyewear,1539203048660
130,worldmentalhealthday,,,,,,0,0,0,As worldmentalhealthday find new Mental Health Awareness Course Read half,1539203048663
131,,,,,,,0,0,0,Exclusive footage Jimmy Butler returning Timberwolves practice,1539203048662
135,,,,,,,0,0,0,Autumn I imagining top hat fancy suit saying Autumn ITS FALL BECAUSE LEAF FALL DOWN,1539203049658
136,,,,,,,0,0,0,JUNGKOOK ACCIDENTALLY GAVE TAEHYUNG A HINT TO THE ROOMS WHEN HE WAS THE ONE WHO TOLD THE OTHERS NOT TO VERY SUBTLE JUNGK,1539203049666
137,,,,,,,0,0,0,BTS act ever simultaneously occupy entire top US iTunes Singles Chart,1539203049663
138,,,,,,,0,0,0,Turn read receipts pussy ignore wit yo chest,1539203049660
139,,,,,,,0,0,0,Wingstop high always feast,1539203049657
140,someone2turn2,,,,,,0,0,0,Our explaining need someoneturn find resources help health,1539203049661
141,,,,,,,0,0,0,Earlier today President joined Homeland Security listens briefs reporters,1539203049666
142,,,,,,,0,0,0,Endorse Pronounced gooeyducks picture clam grew arm,1539203049660
143,Weloveyoujungkook,kookmin,,,,,0,0,0,Please nt cry kookie love much Weloveyoujungkook kookmin I m glad jimin h,1539203049657
144,MayansFX,,,,,,0,0,0,Secrets unraveling See coming MayansFX,1539203049666
145,,,,,,,0,0,0,American politics like supersized Coca Cola It never seems go away bad health,1539203049661
146,,,,,,,0,0,0,What expect hear whenever say happy birthday someone,1539203049658
147,,,,,,,0,0,0,Oh god first I heard much love guys,1539203049662
148,,,,,,,0,0,0,True I admit I startng sound like Hey kids get lawn guy,1539203049665
149,,,,,,,0,0,0,Look himmmmmm chocolate liddo teddy bear,1539203049662
150,,,,,,,0,0,0,feel like ive complained iceberg lettuce b im complain shit trash like even enjoys eating,1539203050658
151,,,,,,,0,0,0,BigHit would make profit live streaming BTS concerts YouTube platforms Omg th,1539203050657
152,mgtab,newrelease,,,,,0,0,0,LOVE CHRISTMAS THE REFEREE It take REFEREE save Christmas mgtab newrelease,1539203050665
153,,,,,,,0,0,0,finally breathe amp going bathe CHEESE amp MEAT thank much fans Camilizers nervo,1539203050661
154,,,,,,,0,0,0,said say body ever busy truly care make time,1539203050666
155,,,,,,,0,0,0,This tweet happens racist liberal token anyone thinks re inf,1539203050657
156,,,,,,,0,0,0,Covenant meals replete Old Testament We assume covenantal background Jesus says This,1539203050663
158,,,,,,,0,0,0,Exclusive footage Jimmy Butler returning Timberwolves practice,1539203050665
159,,,,,,,0,0,0,nah nah nah yall niggas aint finna get get heaven free coupon taken away,1539203050666
161,,,,,,,0,0,0,But know civil fact going kill,1539203050659
162,,,,,,,0,0,0,Thank giving chance speak autistic children House Lords today Impor,1539203050662
163,RangersFC,,,,,,0,0,0,Follow chance win classic RangersFC home shirt,1539203050666
