,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,0,0,0,These people sick,1539202080664
1,,,,,0,0,0,hope everything hyuna hyojong went changes dating culture kpop posting couple pics instagram so,1539202080660
3,,,,,0,0,0,hope girls bullied school sleep better tonight knowing whacked quotes importance me,1539202080663
4,,,,,0,0,0,No one believes word broadcast,1539202080665
5,,,,,0,0,0,Girl Come Jonathan I boys Girl I home alone Jonathan,1539202080659
7,,,,,0,0,0,Please careful guys looks dangerous xoxoxox,1539202080657
8,,,,,0,0,0,STOP SLEEPING ON THIS SCENEEPISODE,1539202080662
9,,,,,0,0,0,reminder corporations responsible global greenhouse gas emissions presenting crisis as,1539202080659
10,,,,,0,0,0,When I call mom acts like busy AS IF better things listen talk new candle,1539202080660
11,,,,,0,0,0,I expect May give another Billion keep quiet months,1539202080659
12,,,,,0,0,0,Polar bear stuns onlookers petting dog,1539202080663
13,,,,,0,0,0,My first story months ago American Airlines shocked Wall Street giving unscheduled raises The plan,1539202080663
14,,,,,0,0,0,wifi bar barely hanging making scream,1539202080666
15,,,,,0,0,0,yes rumors true stupid bitch,1539202080662
16,TreCru,,,,0,0,0,Found Transponder Snail Exclusive Profile Those follow dreams TreCru,1539202080658
17,DIY,kitchenremodel,kitchen,brick,0,0,0,NEW DIY Brick Wall amp Farmhouse Kitchen Island DIY kitchenremodel kitchen brick,1539202080657
18,,,,,0,0,0,I loved s Magic Story Under cover fog I make post Mtg tumblr encourage,1539202081665
20,,,,,0,0,0,Idk I always feel hella awkward people take pics like se que da pero pongo bien pendejo,1539202081665
21,ONpoli,,,,0,0,0,Ontarians sign deep cuts services via ONpoli,1539202081664
22,,,,,0,0,0,This notification better text back idc,1539202081659
23,,,,,0,0,0,I nt think going like story,1539202081665
24,,,,,0,0,0,favorite thing respond peoples texts hours later sitting right next saying lik,1539202081664
25,,,,,0,0,0,Uh Mikey You ve got bad profile bio Did nt steal,1539202081657
26,,,,,0,0,0,resume list internships work I free Please hire I need money,1539202082660
27,,,,,0,0,0,anal licking porno girls west chats porn family couple glamour movie hardco,1539202082658
29,,,,,0,0,0,yakuza ichibans gon na walk around weenie hes gon na become popular kiryu,1539202082660
30,,,,,0,0,0,I tryna see men eyeshadow dangly earrings rings painted nails Let go cowards,1539202082662
31,,,,,0,0,0,We burden future generations deal diminishes Northern Ireland position United Ki,1539202082659
33,,,,,0,0,0,Wow s eye opening Not good I thought Is anything accurate available,1539202082659
34,,,,,0,0,0,I liked video CelebritiesStars s amp s Horror Movies Then Now,1539202082662
35,,,,,0,0,0,I tryna drown tm,1539202082658
36,IshqSubhanAllah,,,,0,0,0,HUM APNE GHAR MAI REH KAR APNI LADAYI LADE GEY IshqSubhanAllah Tbis Kabir wanted end tbe talaak JUST BEC,1539202082663
37,,,,,0,0,0,If people treated people way brother nature treats Canela world would much better place,1539202082663
38,,,,,0,0,0,I got ta duck Full Focus Required,1539202082657
39,,,,,0,0,0,I got ta duck Full Focus Required,1539202082657
40,,,,,0,0,0,kings synchronization get scared time,1539202082665
41,,,,,0,0,0,Id literally bend backwards people r good u mug literally wont care ever speak to,1539202083659
42,,,,,0,0,0,End austerity Children sent miles away home mental health treatment often th,1539202083665
43,,,,,0,0,0,How print oped full obvious lies,1539202082660
44,,,,,0,0,0,Since I moved back Bay Area I run people I could lived without seeing ever,1539202083660
45,,,,,0,0,0,Neither DG ISI officer Pakistan Army maintains official account social media platform The o,1539202083665
46,,,,,0,0,0,YUPPPP send ur flight screenshots,1539202083664
47,DreamBigPrincess,,,,0,0,0,For every LIKE SHARE Facebook Instagram Twitter posts DreamBigPrincess,1539202083663
48,,,,,0,0,0,So stance defend VBS ostensibly defend Floyd s brother,1539202083661
49,,,,,0,0,0,We really enjoyed meeting everyone t,1539202083657
50,,,,,0,0,0,JIMIN SAW MY PRIDE FLAG TOOK HIS IN EARS OUT BC I WAS SCREAMING SO LOUD AND GAVE ME THE BIGGEST SMILE IM GOING TO SCREAM,1539202083659
51,,,,,0,0,0,somebody said turn phone upside looks like bowling I lost lmfaoooo,1539202083665
52,PaulaAmorimNaPlanetGirls,,,,0,0,0,Meus favs BRENO NA TO BE SUNGLASSES PaulaAmorimNaPlanetGirls,1539202083661
53,,,,,0,0,0,Say Jacquees Trip,1539202083662
54,,,,,0,0,0,abusive men always try talk shit abusive men try distract fact perpetrators,1539202084658
55,kciker,audio,subwoofer,,0,0,0,KICKER TComp SUBWOOFER BOX discover offer here kciker audio subwoofer su,1539202084659
56,,,,,0,0,0,I fuck fuck Period,1539202084666
57,,,,,0,0,0,A Addressing every day barriers accessibility physical technological understanding unconsci,1539202084666
58,,,,,0,0,0,Yoongi always bring awareness mental health made sure make people listen music feel better and,1539202084664
59,,,,,0,0,0,really dislike fascist ideology cloaked environmentalism like humanity deserves die earth paying u,1539202084660
60,,,,,0,0,0,Oh shut disingenuous hypocrite,1539202084662
61,,,,,0,0,0,Me I really care I late work fire Also,1539202084665
62,,,,,0,0,0,Israel embodies kinds terrorism brazenly accuses terrorism something wrote Palestini,1539202084664
63,,,,,0,0,0,Really hating weave braids lately lol,1539202084665
64,,,,,0,0,0,This Monsta X best dance practice nt fight And jooheon s whole spoiler rap AND THE,1539202084659
66,,,,,0,0,0,It s official ability change PSN Online ID coming Here first details Tes,1539202085657
67,,,,,0,0,0,Especially comes two grown women Like ai nt Love Hip Hop BooBoo Kitty Say wtf got ta say l,1539202085665
68,,,,,0,0,0,Jimmy popped Taj Gibson,1539202085662
69,,,,,0,0,0,You definitely check Jarret Johnson My family saying getting bad Destin,1539202085664
72,hurricane,,,,0,0,0,Vivid image extreme US hurricane landfall Fortunately many exceptionally intense ones peak reaching land t,1539202085665
73,,,,,0,0,0,I need romance idc Wine amp dine forever nigga,1539202085666
74,,,,,0,0,0,Happy birthday girly,1539202085657
75,,,,,0,0,0,laughter music ears beautiful creature brightest cutest smile ever,1539202085666
76,,,,,0,0,0,Now see Now ya BOO,1539202085661
77,,,,,0,0,0,There change pre existing conditions liar,1539202085660
79,,,,,0,0,0,When Keri Hilson said Listen give minutes Well gim minutes aight bbefore leave I need,1539202085661
80,,,,,0,0,0,I GIVE A FUCK IF THIS DISTURBS YOU This RIGHT HERE weapons sort used INNOCENT PALESTINIANS EV,1539202085659
81,,,,,0,0,0,Aw shucks one going rustle jimmies This study course wokesplained us betters but,1539202085663
82,,,,,0,0,0,Hi name Br,1539202085657
83,PCAs,TheSocialCelebrity,BTS,,0,0,0,Retweet PCAs TheSocialCelebrity BTS,1539202085660
84,,,,,0,0,0,ExxonMobil Is Giving Million Conservative Carbon Tax Campaigners XOM,1539202084660
85,,,,,0,0,0,Boah dumb ass chose math major,1539202089658
86,,,,,0,0,0,Ayo worst song heard ever Delete shit,1539202089657
88,,,,,0,0,0,Lets get fucked,1539202090663
89,,,,,0,0,0,I lucky enough read ARC I LOVE THIS BOOK star read lt GET IT,1539202090658
90,,,,,0,0,0,Bowie wrote song called I Afraid Americans I going write song called I Afraid Internet,1539202090662
91,,,,,0,0,0,great storm flooding earth I trying get swept away,1539202090661
92,,,,,0,0,0,If date say waiter asks want queso I ending date right deleting n,1539202090662
93,,,,,0,0,0,Going criminals like Trump crime family harassment What Hillary harassment Mitc,1539202090657
94,,,,,0,0,0,All one crypto exchange improved functionality,1539202090657
95,Twolves,,,,0,0,0,Told Butler breaking silence right sitdown ESPN Interview air tonight Twolves,1539202090665
96,IMSN,,,,0,0,0,IMSN ITS MY SKATE NIGHT,1539202090664
97,,,,,0,0,0,Those cameras leave feeling TERRIBLE,1539202090661
98,,,,,0,0,0,Belgium s creaky nuclear reactors raise risk winter power outages via,1539202090663
99,,,,,0,0,0,really time feel sorry college You either adapt fold,1539202090664
100,,,,,0,0,0,I need video LEAK THE VIDEO YOU COWARDS,1539202090659
101,,,,,0,0,0,President Trump yet weigh disappearance American resident Washington Post writer Jamal Khashoggi H,1539202090665
104,,,,,0,0,0,happened nt fault amazing amazing love much proud,1539202091662
105,,,,,0,0,0,Check year old s pop remake Hope like retweet Thanks,1539202091661
106,,,,,0,0,0,The making soldier ants,1539202091662
107,BoysRepublic,,,,0,0,0,WATCH BoysRepublic Looks Back On Past Years Together With Touching Montage To Star You re My ht,1539202091657
109,battleofideas,,,,0,0,0,AFB s John King speaking battleofideas weekend ll stall o,1539202091661
110,,,,,0,0,0,Curious bush baby,1539202091658
111,,,,,0,0,0,We need make sure public service loan forgiveness program working utilize Navient s,1539202091658
112,,,,,0,0,0,I depending mood,1539202091662
113,,,,,0,0,0,Earlier garden picking potatoes dinner,1539202091661
114,,,,,0,0,0,ATIKU VS BUHARI ME AWAY TO WIN BOTH HALVES OYA DROP UR PREDICTION,1539202092657
115,,,,,0,0,0,How print oped full obvious lies,1539202082660
116,,,,,0,0,0,Can wait decorate apartment fav part,1539202086659
117,,,,,0,0,0,Wouldn expect anything else really,1539202086660
118,,,,,0,0,0,Never give someone mental illness When I replaced WE illness becomes wellness WorldMentaHe,1539202086661
119,,,,,0,0,0,Earthquakes tsunamis tornadoes traditionally Acts God Insurance Forms But climatechange continues coas,1539202086664
120,,,,,0,0,0,Twelve years lost father suicide Morgan Sydney Isaiah Mosher decided create Camp Kita It,1539202086659
121,,,,,0,0,0,I would say Rand s fear justifiable Senator Rand Paul Worries That Current Political Climate Going Lead An As,1539202086658
122,BestfriendFM,NowPlaying,,,0,0,0,BestfriendFM NowPlaying Whigfield ft Dj GibzDj St JohnDjken amp Dj Yuan Bry Doo Whop nOnStop,1539202086664
123,,,,,0,0,0,How I Met Your Mother s Josh Radnor Joins Grey s Anatomy Meredith Grey s New Love Interest,1539202086665
