,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
1,,,,,0,0,0,STOP PENALIZING LOONA BECAUSE OF A FEW TROLLS WHO PRETEND TO BE ORBITS OR BECAUSE OF ASSHOLE O,1539202800659
2,,,,,0,0,0,How possible teams played today mpstartinglosses others mpstartinglosses If y,1539202800663
3,,,,,0,0,0,James Bond Will Never Be A Woman Producer Says,1539202800657
4,,,,,0,0,0,dead ass jhene carries r amp b wayyy better tinashe working s,1539202800660
5,QAnon,,,,0,0,0,QAnon signaled President Trump d announcing help corn farmers new E ethanol plan Iowa rally I,1539202800658
6,,,,,0,0,0,BREAKING Owner trucking company involved Humboldt bus crash charged gt,1539202800665
7,,,,,0,0,0,You nt civil Haiti amp children You nt civil men Benghazi What abo,1539202800663
8,,,,,0,0,0,Leicester City Premier League games St Mary s past months Southampton,1539202800664
9,,,,,0,0,0,white people consistently overestimate age black children could go wrong,1539202800658
10,,,,,0,0,0,starting hate periods day thing tired seeing people every day BESIDES BAND bc great,1539202800659
11,,,,,0,0,0,phone say im girl,1539202800661
12,,,,,0,0,0,drink coffee gon na get jittery anxious gon na feel sick later brain good bean,1539202800666
14,SportingKC,LosAngelesFC,mls,cmpark,0,0,0,Check SportingKC LosAngelesFC Sunday October th CDT mls cmpark Compare,1539202800665
15,,,,,0,0,0,Make real estate experience success hiring best Contact us today,1539202800658
16,DoDamage,,,,0,0,0,You wanted Boston got Boston DoDamage,1539202801658
17,,,,,0,0,0,KBA Amy Dilk Since got July s really transitioned well But since started practice s really t,1539202801665
18,,,,,0,0,0,wrote joys watching BTS ARMY,1539202801661
19,,,,,0,0,0,When I get older I want house house everyone comes Thanksgiving Christmas New Years th Ju,1539202801665
20,,,,,0,0,0,Today warned expect chemical weapons attack streets We know behind Yet Muslim C,1539202801662
21,,,,,0,0,0,come auditions april since wan na cheer team bad black ppl nun theyself,1539202801665
22,,,,,0,0,0,Do know ice cream themed cyclists,1539202801657
23,,,,,0,0,0,An amazing stop warm heart Africa last week The staff amp children Chipala Primary School filled w enthusiasm,1539202801665
24,TOPTrenchParty,,,,0,0,0,You re invited global Trench twitter listening party Tonight TOPTrenchParty,1539202801666
25,,,,,0,0,0,Author I would school shooter I could ve gotten gun opens amazing interview,1539202801664
26,,,,,0,0,0,Still error It let subsitute players HUT Why happenin,1539202801664
27,,,,,0,0,0,The number properties sold across country fell September September year,1539202801663
28,,,,,0,0,0,glitter floor party,1539202801666
29,,,,,0,0,0,What hell mean At end day free believe faith well not,1539202802658
30,,,,,0,0,0,reminder self perfect brave,1539202802665
31,,,,,0,0,0,Mitch McConnell Warns Democrats Not To Harass Trump By Investigating Him Yeah fuck,1539202802659
32,,,,,0,0,0,Abeg friend help donation money biko k every week Shey na ajoor,1539202802658
34,,,,,0,0,0,Check us recent issue,1539202802666
35,,,,,0,0,0,Erm years ago met,1539202802662
37,,,,,0,0,0,Some recent favorites,1539202801659
38,,,,,0,0,0,Today Sustainability Day de dag van de duurzaamheid At Smitten Organic celebrate every day in,1539202802659
