,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,0,0,0,This Jimmy Butler news WILD God I love NBA,1539204985659
1,,,,,,,,0,0,0,ILOVE U SO MUCH,1539204985659
2,,,,,,,,0,0,0,John Cena years,1539204985660
3,,,,,,,,0,0,0,Did nigga Pin drop middle fight,1539204985666
4,,,,,,,,0,0,0,LOOK AT MY BABY OHH MY GODDD HES ALL GROWN UP AND ITS HIS ST BDAY TODAY,1539204985657
5,,,,,,,,0,0,0,HEY help team retweeting PLEASE,1539204985657
6,,,,,,,,0,0,0,Put South Korea top future vacation list,1539204985660
7,,,,,,,,0,0,0,know I like real man huge heart,1539204985666
8,,,,,,,,0,0,0,This dog baller via maxwellpearceIG,1539204986657
9,,,,,,,,0,0,0,Ion care none say nobody Houston drive I convinced niggas take different driving test,1539204986664
10,,,,,,,,0,0,0,John Wayne set El Dorado Do know name horse rode movie photo,1539204986665
11,,,,,,,,0,0,0,I guess today s kind day lose shocking amount money nearly get crushed death beneath a,1539204986663
12,,,,,,,,0,0,0,Will go old models come back,1539204986662
14,,,,,,,,0,0,0,MY SOUL LEFTMYBODY,1539204986658
15,,,,,,,,0,0,0,Takeoff dropping solo album soon Quavo,1539204986657
16,Antifa,,,,,,,0,0,0,Let clear nazis America It Antifa And Antifa paramilitary wing Democratic Par,1539204986663
17,국뷔,정국,태형,Taekook,Vkook,Jungkook,Taehyung,0,0,0,This love Taekook Vkook Jungkook Taehyung,1539204986661
18,,,,,,,,0,0,0,You never know demons someone fighting blimey sometimes even know demons All do,1539204986666
19,,,,,,,,0,0,0,Spooky season means time post Crappypasta via,1539204986661
20,,,,,,,,0,0,0,Awwwwww I dead fuck,1539204986659
21,HappyBirthdayDDG,,,,,,,0,0,0,I liked video HappyBirthdayDDG,1539204986665
23,,,,,,,,0,0,0,Damn Butler really wants smoke everyone,1539204986659
24,,,,,,,,0,0,0,All You Need To Know About Twitter Marketing Learn drive traffic get leads find customers Twitter twit,1539204986657
25,,,,,,,,0,0,0,Took break chores checked stocks Apparently well We re FULLY HEDGED TREND IS DOW,1539204987660
26,,,,,,,,0,0,0,Go home bot,1539204987657
28,,,,,,,,0,0,0,Get tokens Here s shot,1539204960657
29,,,,,,,,0,0,0,It funny shit works,1539204960666
30,,,,,,,,0,0,0,Good evening Batangas So nice meeting today Fun fact We sleeping one schools tonight,1539204960666
31,,,,,,,,0,0,0,OMG I wish best,1539204960661
33,,,,,,,,0,0,0,everyone shut pay attention vocals facial expressions,1539204960658
34,avfc,,,,,,,0,0,0,Breaking avfc close appointing Dean Smith new head coach agreeing compensation Brentford,1539204960660
35,,,,,,,,0,0,0,LeBron says kids glass mom dad,1539204960657
36,,,,,,,,0,0,0,I love bargain I love free stuff Here s favourite places ways get freebies make massive savings blogg,1539204960660
37,,,,,,,,0,0,0,Lmfao whew Chile,1539204960663
38,,,,,,,,0,0,0,chickfila sees right open bag,1539204960661
39,,,,,,,,0,0,0,PLEASE taehyung pointed jeongguk singing look back found destiny even did,1539204960662
40,,,,,,,,0,0,0,mexie making excellent stuff amp deserves larger audience go check channel amp subscribe s or,1539204960666
41,taylorswift,,,,,,,0,0,0,Interesting lyric addition taylorswift They burning witches even one It f,1539204960658
43,,,,,,,,0,0,0,Easiest way make discount POV Telling conclusions I ve made experiences deca,1539204960664
44,,,,,,,,0,0,0,literally like mind,1539204960666
45,NorthCarolina,POTUS,BackfireTrump,,,,,0,0,0,One person killed NorthCarolina POTUS job take action BackfireTrump,1539204960664
46,,,,,,,,0,0,0,I m liking incorporating Broad Autism Phenotype I nt see phrase used often enough I thin,1539204961660
47,,,,,,,,0,0,0,PASS THIS TO MY DAUGHTER IMMA SHOW HER WHAT IT TOOK BABY MAMA COVER FORBES GOT THESE OTHER BITCHES SHOOK YH,1539204961664
48,,,,,,,,0,0,0,take accountability past actions realize wicked ways amp power chan,1539204961662
49,,,,,,,,0,0,0,Paedophile abused girl argues eight years jail long,1539204961664
50,,,,,,,,0,0,0,sometimes hagumi s house bit lonely especially without oniisan hagumi s okay wh,1539204961660
51,,,,,,,,0,0,0,Senate Dem hopeful Kyrsten Sinema promoted events featuring convicted terror lawyer Fox News,1539204961661
52,,,,,,,,0,0,0,abducted adopted abducted adopted abducted adopted,1539204961659
53,,,,,,,,0,0,0,Yes course fascists nazis scourge humanity Remember beat shit o,1539204961662
54,,,,,,,,0,0,0,Why d turn air I nt I turned last night s Oh I turned last night,1539204961666
55,,,,,,,,0,0,0,She homophobic spiteful despicable ignorant person That cute Just say society engraved y,1539204961659
56,,,,,,,,0,0,0,seokjinie making kook laugh ugh love,1539204961659
57,paid,nhl,,,,,,0,0,0,The latest Millionaire s Game paid nhl,1539204961662
58,,,,,,,,0,0,0,That s dreadful She must scared,1539204961662
59,,,,,,,,0,0,0,KITTY TYSON past deadline No word status yet please continue like share comment pledge c,1539204961661
60,,,,,,,,0,0,0,Hey going London Feb,1539204961657
61,,,,,,,,0,0,0,We musical taste least damn,1539204961661
62,,,,,,,,0,0,0,The Silver Haired Warriors Club Fitness Seniors,1539204961664
63,,,,,,,,0,0,0,ACCIDENT DAMAGE ONLY RALEIGH POLICE CORPORATE CENTER DR,1539204962659
64,,,,,,,,0,0,0,Like s even White Feminism She s opportunistic concern trolling like re gon na forget that,1539204962657
65,,,,,,,,0,0,0,I funny things YouTube I also live stream,1539204962658
66,1FIRST,,,,,,,0,0,0,FIRST Founder shows Love to,1539204962662
67,oufc,,,,,,,0,0,0,God people nt since season bit shock tonight oufc,1539204962666
68,,,,,,,,0,0,0,After four half long years Return Obra Dinn finally done enough call October th PCMac,1539204962659
70,,,,,,,,0,0,0,life short waiting mf act right,1539204962659
71,,,,,,,,0,0,0,Naked mounting something I start day,1539204962658
72,weddonabudget,weddings,brides,2019bridetobe,,,,0,0,0,weddonabudget weddings brides bridetobe Spirit Baker Mr Mrs Wedding Ke,1539204962665
73,,,,,,,,0,0,0,Georgia Secretary State Brian Kemp R office blocking people registering vote according records ob,1539204987659
74,,,,,,,,0,0,0,When Wolves mascot Wolfie genuine fight one Bristol City mascots Ashton Gate,1539204987661
75,,,,,,,,0,0,0,Help people affected Hurricane Michael Text MICHAEL donate American Red Cross Hurricane Michael relief Fo,1539204987665
76,,,,,,,,0,0,0,Im worried cuz bts albums songs Much,1539204987657
77,,,,,,,,0,0,0,Its possible create atmosphere Kasarani Sunday How By turning Let s rally behind boys,1539204987663
78,,,,,,,,0,0,0,let pray Christian version imma let know comes getting asked go somewhere,1539204987661
79,,,,,,,,0,0,0,AMZONE Leaders know lasting change better requires serious work Professional business consultant Alan,1539204987664
81,,,,,,,,0,0,0,Where evangelicals praying waving hands commanding hurricane begone trump What I thought,1539204987657
82,,,,,,,,0,0,0,This troll witch obvious mental problems,1539204987665
83,,,,,,,,0,0,0,This first ever pen drawing took hours make freestyled using compass pens,1539204987660
84,MeToo,,,,,,,0,0,0,It s womenmen nt want go legal system It MeToo must emphasize provi,1539204987663
85,,,,,,,,0,0,0,releasing hours content week making one person feel like allowed take an,1539204987659
86,,,,,,,,0,0,0,I bet oxygen CRISP shit,1539204987664
87,,,,,,,,0,0,0,s warlock dafuck,1539204988657
88,,,,,,,,0,0,0,I nt think I like female ubertaxify driver Mi le rojo strength,1539204988657
89,,,,,,,,0,0,0,PLEASE taehyung pointed jeongguk singing look back found destiny even did,1539204988661
90,,,,,,,,0,0,0,hoseok jungkook always laundry loudly jimin let everyone know one helps house jun,1539204988659
91,trenchparty,,,,,,,0,0,0,know mean trenchparty,1539204988660
92,,,,,,,,0,0,0,Liked YouTube Former Miss America Running CHANGE Alabama,1539204988658
93,,,,,,,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539204988663
94,PSAT,,,,,,,0,0,0,ziah thank mom PSAT,1539204988659
95,BAHD,hotdog,,,,,,0,0,0,BAHD hotdog wrappers arrived I hope guys hungry,1539204988657
96,,,,,,,,0,0,0,pm wow I much work pm naps pm wakes up pm finds way procrastinate pm amount of,1539204988659
97,taptapfish,,,,,,,0,0,0,My taptapfish Download,1539204988660
98,encladinc,onsite,downtowncolumbus,dridesign,,,,0,0,0,It s delivery day encladinc onsite downtowncolumbus These boxes contain dridesign panels coated usin,1539204988665
99,,,,,,,,0,0,0,s sold already WTF,1539204989659
100,,,,,,,,0,0,0,I know tried slide cuz car loud,1539204989665
101,,,,,,,,0,0,0,blown away farts,1539204989662
102,,,,,,,,0,0,0,WOMP WOMP WOMP WOMP,1539204989660
103,,,,,,,,0,0,0,Maybe stop pretending sides equally evil,1539204989660
104,,,,,,,,0,0,0,If feel like crying,1539204989665
105,,,,,,,,0,0,0,people followed automatically checked,1539204989657
106,,,,,,,,0,0,0,Finally someone shoots part really I miss yoonmin airplane sm I nt know I nt know I nt know tripty,1539204989660
107,,,,,,,,0,0,0,I CAN NOT WAIT TO HAVE A BILINGUAL ASS BABY,1539204989659
110,,,,,,,,0,0,0,One word Capone Opinion Donald Trump s tax returns could greatest vulnerability especially Democrat,1539204962661
111,,,,,,,,0,0,0,Some adults really act like children wow,1539204962666
112,,,,,,,,0,0,0,Will I finish high school finish Tune see next episode WTF life,1539204963658
113,,,,,,,,0,0,0,One favorites m flannel fan A fannel,1539204963657
114,,,,,,,,0,0,0,TOMMY ROBINSON HAS OFFERED TO STA A LEGAL CAMPAIGN FOR THE ARMY LAD WHO WAS DISCHARGED SHOULD HE WISH TO GO DOWN THIS,1539204963660
115,,,,,,,,0,0,0,Charge dia gt,1539204963659
116,,,,,,,,0,0,0,I remember I stopped buying Marvel Comics I nt regret decision,1539204963657
