,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,Argentina Uruguay Chile Brazil ve incredible Can believe re last shows Lati,1539202560665
1,,,,,,,0,0,0,Still cant believe,1539202560664
2,,,,,,,0,0,0,FAM NAMJOON BENT DOWN TO GET HIS WATER AND I SHOUTED NAMJOON UR PENG AND HE HEARD AND SMIRKED SKNSSNNDNSSN,1539202560660
3,,,,,,,0,0,0,Sometimes u get distant people pick vibe get vex thinking u bunning whole time ya dealing a,1539202560659
4,,,,,,,0,0,0,You crying missions going good away please stop think,1539202560661
5,,,,,,,0,0,0,It insult u cause us pain u tell us l hear ur cries l share ur pains Did u lose ur job No Are u,1539202560658
6,,,,,,,0,0,0,try crazy istg,1539202560660
7,,,,,,,0,0,0,Wine list leak invalidates Master Sommelier exam,1539202560661
8,,,,,,,0,0,0,still cruelest monkey paw curl gomez morticia finding re,1539202560665
9,,,,,,,0,0,0,She ll deceiving people,1539202560661
10,PSAT,,,,,,0,0,0,PSAT spoilers without context,1539202560662
11,,,,,,,0,0,0,In year old Michael Jackson AMAs recordbreaking Off The Wall album became BestSelling,1539202560662
12,,,,,,,0,0,0,rex orange county performed one alicia keys berlin guess new lullaby,1539202561657
13,,,,,,,0,0,0,Jimmy Butler took rd stringers beat starters practice per,1539202561661
14,,,,,,,0,0,0,AND ANOTHER YEAR WHEN I CANT FINISH MY FIC WHICH I STAED YEARS AGO BC OF HILLARY S FIC gdmnt,1539202561659
15,,,,,,,0,0,0,Bruh wtf going lol,1539202561658
17,,,,,,,0,0,0,LIKE GOD GOD,1539202561664
18,,,,,,,0,0,0,love know express without jokes sarcasm line,1539202561662
20,democracy,,,,,,0,0,0,The Egerton election took place today All candidates campaigning children rights democracy,1539202561659
21,,,,,,,0,0,0,Suicide major cause death young people US According nd leading cause death fo,1539202561663
22,,,,,,,0,0,0,hey server dead made new one rt plz,1539202562665
23,,,,,,,0,0,0,Videos show destruction Florida Hurricane Michael hits,1539202562661
24,,,,,,,0,0,0,You know bitch gettin attention home start posting pics bra booty shortspanties I honestl,1539202562666
25,,,,,,,0,0,0,A researcher swam mile Tennessee River course days collecting water sample along way,1539202562657
26,,,,,,,0,0,0,I liked video Big bang theory Toc Toc Toc Penny,1539202562665
27,,,,,,,0,0,0,omg jimin literally ran jungoo saw crying s caring precious cr cupsoftaetae,1539202562658
28,,,,,,,0,0,0,I definitely less frazzledmore centered daily basis I gave first hour the,1539202562658
29,,,,,,,0,0,0,Black Huge Gay Man Fuck White Sexy Teen Boy Hard foto tante anal sexs black bitches s,1539202562657
30,,,,,,,0,0,0,You ever drink water restaurants free flex Europeans,1539202562665
31,,,,,,,0,0,0,Seeing Libby Nea York making sooo jealous Hurry December,1539202562660
32,,,,,,,0,0,0,facilitates medievalism selling children hijabs schoolwear category It right ch,1539202562657
33,Antifa,,,,,,0,0,0,Let clear nazis America It Antifa And Antifa paramilitary wing Democratic Par,1539202562662
34,,,,,,,0,0,0,The stress giving children shots watching cry I ca nt deal I know children need them,1539202562665
