,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,0,0,0,mix sooo peaceful,1539205080659
1,,,,,0,0,0,Lying dumbest shit could,1539205080657
2,,,,,0,0,0,New DNA tool predicts height shows promise serious illness assessment,1539205080663
3,,,,,0,0,0,Trump Calls Kavanaugh Accusations Hoax Without offering evidence President Trump said Democrats set Justice,1539205080664
4,,,,,0,0,0,LOOK AT SEOKJIN GOING AROUND JUNGKOOK TO MAKE HIM SMILE I LOVE THEM SO MUCH,1539205080663
5,,,,,0,0,0,Officers arrested yearold man causing accident fled scene,1539205080663
6,,,,,0,0,0,In need booties,1539205080665
7,,,,,0,0,0,Haha tha line killed,1539205080664
8,ShowUpForWishes,,,,0,0,0,ShowUpForWishes please help I m poor disabled going absolute hell lately,1539205080663
9,,,,,0,0,0,Twitter thing Someone nt asking hand Let s get guy job,1539205080660
11,TheSong,IDOL,BTS,PCAs,0,0,0,The Song TheSong IDOL BTS PCAs,1539205080664
12,,,,,0,0,0,Azealia Banks posted ig story Lana Del Rey playing around,1539205080662
13,,,,,0,0,0,Go watch us surprise sister WITH A BRAND NEW CAR bday,1539205080658
14,,,,,0,0,0,Ever wonder someone never gets around deleting certain tweets,1539205080666
15,WynonnaEarp,,,,0,0,0,Here s season interview one Lots talk WynonnaEarp The,1539205080657
16,,,,,0,0,0,Kuulpeeps let s settle Which Kenkey best Retweet Ga Kenkey Like Fante Kenkey,1539205080666
17,,,,,0,0,0,TRNS Nowadays cook home practice Shindong Leeteuk hyung made kimchi g,1539205080661
18,whoKnew,,,,0,0,0,Look BlavityBringing us ground breaking information whoKnew,1539205080658
19,1u,,,,0,0,0,Months After Janus Ruling Teachers Are Sticking With Unions u,1539205080663
20,,,,,0,0,0,Better poor wise youth old foolish king longer knew take advice Ecclesiastes,1539205080665
21,,,,,0,0,0,Just let know FREE competition Predict outcome games Saturday The,1539205080661
22,RolexSHMasters,,,,0,0,0,When celebrate hard terrifies ballkids RolexSHMasters,1539205080665
23,,,,,0,0,0,The people Jesus called dropped agenda without hesitation follow Why First somet,1539205081659
24,,,,,0,0,0,Here great candidates If want preserve years self rule must put check slide toward autocrac,1539205081662
25,,,,,0,0,0,Wish I could go make I get sleep longer,1539205081665
26,,,,,0,0,0,All I Ever Known Bahamas relaxing,1539205081661
27,,,,,0,0,0,WASP I Wan na Be Somebody Live London,1539205081660
28,,,,,0,0,0,Popovich Kerr proven importance resting players peak performance It s s,1539205081661
29,,,,,0,0,0,anyway carefree deer world prancing along beach dawn,1539205081658
30,,,,,0,0,0,Nothing matter beside,1539205081664
31,,,,,0,0,0,M nt celebrity nt frm Delhi mumbai M frm Odisha amp belongs lower middle class,1539205081666
32,,,,,0,0,0,harry styles hardcover limited edition pictures thread,1539205081659
33,,,,,0,0,0,Started day getting Tshirt handed VP career idol good day,1539205081663
