,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,Check email let know ones stand,1539201840662
2,,,,0,0,0,started close friends beating lil back,1539201840665
3,,,,0,0,0,We released additional hotfix Disco Domination This hotfix includes following changes Reduces the,1539201840663
4,,,,0,0,0,Where PMB May catholic priests lay faithfuls murdered church service Benue we,1539201840661
5,nctzenselcaday,,,0,0,0,feeling right baby nt move nctzenselcaday,1539201840662
6,,,,0,0,0,Last night Kanye West called token negro dumb negro I want guys imagine words,1539201840659
7,,,,0,0,0,Wow So many market studies Where start,1539201840663
8,,,,0,0,0,Giving flowers significant someone talking might seem like big deal trus,1539201840658
9,think,,,0,0,0,Hey Frankieboy Can define newness think,1539201840663
10,,,,0,0,0,Bruh imagine breathing,1539201840663
11,,,,0,0,0,Breast Cancer Awareness Campaign Tweet cure Lets support friends amp family Who tweeting Oct,1539201841659
12,,,,0,0,0,EDIT Not rappers anyone,1539201841659
13,,,,0,0,0,MustSee Speeches Experts UIUX Designers,1539201841662
14,,,,0,0,0,parents friends jumped bridge would first,1539201841666
16,,,,0,0,0,It written though This rivalries made WWE You ll whoop Wrestlemania,1539201841658
17,,,,0,0,0,You know say oysters st Oyster Roast Season,1539201841661
18,,,,0,0,0,Are couple looking getaway To couples raffle free day night getaway us T,1539201841661
19,,,,0,0,0,Baby loss awareness Newport civic centre,1539201841658
22,,,,0,0,0,Incorrectly It name may traditional spelling incorrect,1539201842657
23,,,,0,0,0,It s usually cock fest,1539201842664
24,,,,0,0,0,Thinking time I made Pepperoni tiny waffle understand like,1539201842666
25,LeaveMeAlone,,,0,0,0,top College playlist week LeaveMeAlone Do nt sleep song hit li,1539201842659
26,,,,0,0,0,Fuck Slutty Milf Stepmom FOR FREE Click amp Enjoy Fuck,1539201842664
27,,,,0,0,0,Here ya go,1539201842664
28,,,,0,0,0,I need netflix account,1539201842664
29,NationalMentalHealthAwarenessDay,,,0,0,0,It s NationalMentalHealthAwarenessDay Many healthcare professionals tell use technique help people,1539201842663
31,,,,0,0,0,Im currently Logan I promised I going eat bread I torturing wat,1539201842664
32,,,,0,0,0,west coast porno collegegirlsfuck girls fight nude horror movie scenes christmas story electric sex best,1539201842661
33,,,,0,0,0,Had get rid spiders tonight epidemic something,1539201842663
34,,,,0,0,0,MILLION DOLLAR DAILY HABITS OF SUCCESSFUL PEOPLE vaultofsuccess,1539201842666
35,,,,0,0,0,They count provisional ballot,1539201842662
36,,,,0,0,0,You know say oysters st Oyster Roast Season,1539201841661
38,,,,0,0,0,Syrian Migrant Tied Up Carried Into Court,1539201842665
39,,,,0,0,0,Good luck couples,1539201842663
40,ironicimage,recentpost,ICYMI,0,0,0,Are Breasts Sexual Organs Should Female Breasts Be Sexualised Some thoughts ironicimage recentpost ICYMI,1539201843659
43,,,,0,0,0,No steak tonight Not even burgers,1539201843660
44,,,,0,0,0,Great work encourage consistent reporting performance machine learning models over,1539201843664
45,,,,0,0,0,WWE need drop Evolution photoshoots ASAP,1539201843666
47,,,,0,0,0,I see nothing wrong biracial ppl claiming black claiming biracial It makes sense,1539201843657
48,,,,0,0,0,Anyone else remember Trump said would restrictions Kavanaugh investigation It a,1539201843662
50,,,,0,0,0,She nt modicum leadership,1539201843662
51,,,,0,0,0,Im currently Logan I promised I going eat bread I torturing wat,1539201842664
52,AMAs,,,0,0,0,Taylor awarded female artist history wins total AMAs Tour Of The Year B,1539201844660
53,,,,0,0,0,seed gets swept Jru holiday New Orleans,1539201844665
54,MySQL,,,0,0,0,honeyminer MySQL Possible MySQL attack,1539201844657
57,,,,0,0,0,stan Game Thrones follow everyone retweets gain new mutuals,1539201844657
58,,,,0,0,0,Front Door Glenora Colac Victoria Australia Warburton Pierre Knights,1539201844658
59,,,,0,0,0,As Today I officially parted ways,1539201844664
60,,,,0,0,0,I got couple northern pike pictures like,1539201844657
61,BetterCallSaul,,,0,0,0,To u future writers directors producers u havent seen already image gold BetterCallSaul From,1539201844664
63,,,,0,0,0,We polite Leavers end day lot em thick,1539201844660
64,WorldMentaHealthDay,,,0,0,0,How lovely message WorldMentaHealthDay,1539201844661
66,PSATMemes2018,PSAT,PSAT2018,0,0,0,And begins PSATMemes PSAT PSAT,1539201844657
67,,,,0,0,0,night lonely road long And think love lucky str,1539201845659
68,,,,0,0,0,DACA Applications Cost Million via,1539201845658
69,,,,0,0,0,real talk reason m logged back twitter rn shout totally genius new lany record is,1539201845657
70,,,,0,0,0,Your joy attracts people Not misery depression,1539201845658
71,,,,0,0,0,Mine I m low escrow Pelosi s house old,1539201845660
72,,,,0,0,0,Blackmail fuck stepmother,1539201845661
73,,,,0,0,0,GUYS MY NEW SINGLE SPEECHLESS IS OUT NOW,1539201845666
75,,,,0,0,0,Sinad OConnor Nothing Compares U Official Music Video,1539201845661
76,,,,0,0,0,Serious post If anyone know struggling mental illness lend ear go pint Most people depress,1539201845657
77,,,,0,0,0,All young QB limited Until figure The thought nurture on,1539201845662
78,KylerMurray,,,0,0,0,I cast Heisman ballot KylerMurray Click player think deserves Heisman House vote,1539201845658
79,,,,0,0,0,Derp I ONLY prefer impeach sitting presidents and golfing presidents thieving presidents In ot,1539201845665
80,,,,0,0,0,I nt need I nt need I nt need I nt need I nt need I nt need I,1539201845660
81,,,,0,0,0,Vibes Don Lie,1539201845662
82,,,,0,0,0,Andrew Gillum Donald Trump Put Partisanship First Hurricane Michael Efforts via,1539201845657
83,quotes,motivation,inspiration,0,0,0,Reposting via quotes motivation inspiration quoteoftheday quote lifequotes,1539201845657
84,yoursweetsong,tonight,karaoke,0,0,0,Come raise spirit yoursweetsong tonight karaoke fun,1539201845666
85,,,,0,0,0,SK nt deserve nt gon na change anything,1539201846659
86,,,,0,0,0,Taylor Swift recently bullied peers amp forced denounce Donald Trump amp endorse Democrats upcoming m,1539201846658
87,,,,0,0,0,WOOOW LOOK AT JUNGWOO HES GLOWING,1539201846660
88,WorldMentalHealthDay,,,0,0,0,M E N T A L H E A L T H M A T T E R S E V E R Y D A Y N O T J U S T O N WorldMentalHealthDay,1539201846666
90,,,,0,0,0,If like re hardcore harder faster get gt gt gt,1539201846663
91,,,,0,0,0,Things Money ca nt buy Manners Morals Respect Trust Patience,1539201846664
92,healthy,,,0,0,0,Looking healthy snack Your might want consider crickets gt gt,1539201846665
93,,,,0,0,0,confident new music coming soon,1539201846664
94,,,,0,0,0,Need motivation Listening like taking five shots espresso running three miles FOR REAL,1539201846657
95,,,,0,0,0,I miss feeling okay,1539201846658
96,,,,0,0,0,Im ready see replacement,1539201846661
97,MissionParwaaz,,,0,0,0,NZ fuelled we hours minutes away Take Off MissionParwaaz,1539201843662
