,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,0,0,0,Georgia Secretary State Brian Kemp R office blocking people registering vote according records ob,1539203160662
1,,,,,,,0,0,0,renting room home summer hoping make cash side Imagine surprise,1539203160659
2,,,,,,,0,0,0,Jimmy Butler Andrew Wiggins today Wolves practice,1539203160660
3,,,,,,,0,0,0,This seems Ghey,1539203160664
4,Antifa,,,,,,0,0,0,Let clear nazis America It Antifa And Antifa paramilitary wing Democratic Par,1539203160666
5,,,,,,,0,0,0,Something bad happens Me oh boy Someone drinking LaCroix oh boix,1539203160662
6,,,,,,,0,0,0,pm wow I much work pm naps pm wakes up pm finds way procrastinate pm amount of,1539203160658
7,,,,,,,0,0,0,Is Saudi govt purposely filling Trump s pockets If expect return We know Trump,1539203160662
8,beachday,socal,familytime,cousins,,,0,0,0,Baby Laila cousin Mikayla beachday socal familytime cousins San Clemente Pier station,1539203160663
9,imsmistyle,jewelry,delicate,stone,cz,necklace,0,0,0,delicate stone necklace back stock shop link bio imsmistyle jewelry delicate stone cz necklace,1539203160665
10,,,,,,,0,0,0,At least MC tho,1539203161666
12,,,,,,,0,0,0,theyre randomly bringin gundrug dogs cota buses watch,1539203161665
14,,,,,,,0,0,0,Preach So annoying,1539203161666
15,,,,,,,0,0,0,Preach So annoying,1539203161666
17,,,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539203162658
18,,,,,,,0,0,0,Everyone wish Happy st Birthday Kristin Have great day live life fullest,1539203162664
20,,,,,,,0,0,0,What fuckin gimp,1539203162657
21,RollTide,,,,,,0,0,0,Congrats Guys Well Earned RollTide,1539203162661
22,,,,,,,0,0,0,Ever wonder Muslim paedophile sex gangs UK Pakistani via,1539203162666
23,,,,,,,0,0,0,SEP company trip,1539203162661
24,,,,,,,0,0,0,Police searching missing yearold girl failed return home school,1539203161657
25,,,,,,,0,0,0,I love guys,1539203161658
26,,,,,,,0,0,0,This gave baby fever,1539203162664
27,,,,,,,0,0,0,Plz God need angel,1539203162663
28,,,,,,,0,0,0,My hopes stolen Might ring true Depends prefer,1539203163657
