,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,0,0,0,These current favs,1539203400659
1,,,,,0,0,0,State council warns members vote wrong way midterms,1539203400665
2,,,,,0,0,0,NEVER refriend bitches drop salt name try assassinate character give chance,1539203400666
3,,,,,0,0,0,Family court judge condemns social workers losing sight child best interests,1539203400666
4,,,,,0,0,0,Learn Dr Robert W Sadowski s lecture Enabling RAS within Army Formations Oct BorgWarner Auditor,1539203400666
5,,,,,0,0,0,Some Nigerian ladies approach youflirt yousend traps even take let find out,1539203400663
6,,,,,0,0,0,WHAT THE FUCK I FRRRR GASPED WOW,1539203400658
7,,,,,0,0,0,Who else remember Vans,1539203400665
8,,,,,0,0,0,Right back lt,1539203400657
9,PopeFrancis,,,,0,0,0,PopeFrancis Wednesday compared abortion hiring hit man eliminate problematic person in,1539203400660
10,,,,,0,0,0,Ted Cruz chickens CNN town hall Beto O Rourke appear,1539203400664
11,Venom,,,,0,0,0,Go behindthescenes Venom spoilery Easter egg breakdown Recap Rescue And yes be,1539203400657
12,,,,,0,0,0,Join The LinkedIn Music world Connecting world s music professionals creating econ,1539203400657
13,,,,,0,0,0,Well first got ta give Julio ball need give Julio,1539203400660
14,FTFin60,,,,0,0,0,An MVP Year would LeBron s greatest individual accomplishment FTFin,1539203400657
15,,,,,0,0,0,Active Minds creates safe space college students discuss mental health reports Learn more,1539203400663
16,,,,,0,0,0,CA Technologies Broadcom shares fall Sen Rand Paul questions company s proposed merger CA Technologies,1539203400658
17,,,,,0,0,0,Such sexy figure Visit meet shag real horny English tarts like her,1539203400665
18,,,,,0,0,0,How u say r fake,1539203400663
19,,,,,0,0,0,Weather Data KKECR PM SSW,1539203401666
20,,,,,0,0,0,Everybody get give PERIOD Oh attitude mouth wall Well hey lucky day cause mine i,1539203401662
21,,,,,0,0,0,Great day groups youngsters hungry poetry Thanks lovely poet chefs,1539203401659
22,,,,,0,0,0,BRENO NA TO BE SUNGLASSES,1539203401664
23,,,,,0,0,0,Late Taylor drinking alcohol brand truly thriving,1539203401661
24,,,,,0,0,0,Whew God I never able thank enough allowing son die Whew Love,1539203401661
25,,,,,0,0,0,What today eat Are sleeping enough Are d Nonetheless love alo,1539203401665
26,,,,,0,0,0,As like started together let put end together Kim Young Woon,1539203401661
28,ALDUB169thWeeksary,,,,0,0,0,Life like mirror get best results smile ALDUBthWeeksary,1539203401658
29,,,,,0,0,0,Claim US dollars everyday joining daily free raffle Cube TV,1539203401664
30,,,,,0,0,0,loud dread think loud everyone else innit,1539203402662
31,,,,,0,0,0,OPEN FOR A SURPRISE,1539203402657
32,Lions,,,,0,0,0,Notes The Lions hosting TE Clive Walford former rdround pick visit,1539203402665
33,,,,,0,0,0,Georgia Secretary State Brian Kemp s R office blocking people registering vote according recor,1539203402664
34,NCT127,Regular,JimmyKimmelLIVE,NCTzen,0,0,0,Catch NCT s performance Regular JimmyKimmelLIVE KoogleTV NCTzen,1539203402661
35,,,,,0,0,0,lost eyes realize yoongi existence,1539203402664
36,,,,,0,0,0,In darkest places alone Never ashamed speak ask help always someone there,1539203402659
37,,,,,0,0,0,Girlie back cover eyes sun shining bright,1539203402664
38,,,,,0,0,0,It works well world ending everybody really started wanting,1539203402661
39,,,,,0,0,0,stop addressing everything amp let mad fuck em,1539203402666
40,,,,,0,0,0,Over MILLION taxpayer dollars helped build Democrat Claire McCaskill family empire making one o,1539203402666
41,,,,,0,0,0,Tbh It really sad Like throw whole thing away,1539203402666
42,,,,,0,0,0,Yep Everything changed,1539203402662
43,,,,,0,0,0,History judge us human rights abuses,1539203402662
44,Kancolle,Kongou,,,0,0,0,Source Kancolle Kongou,1539203402666
45,,,,,0,0,0,Wed Oct th PM F Wind From South Gusting MPH Pressure Rain today,1539203402664
46,Kancolle,Kongou,,,0,0,0,Source Kancolle Kongou,1539203402666
48,,,,,0,0,0,Thank everyone supported Breast Cancer Awareness event,1539203403664
49,,,,,0,0,0,Upvoted post spennin PoliticalHumor Looking midterm polls,1539203403657
50,,,,,0,0,0,Who needs skull trooper I gotchu,1539203403665
51,,,,,0,0,0,Your last night earth looked eyes I started crying reason God coming knew wer,1539203403660
52,,,,,0,0,0,reports horrendous rights restoration process FL Governor Scott implemented involved him,1539203403657
53,,,,,0,0,0,Oh STFU investigate YOU next charge treason,1539203403663
54,,,,,0,0,0,Just tell re stupid come vote Republican help us red t,1539203403658
55,,,,,0,0,0,When stream sniped nt stream Fornite Battle Royale via,1539203403660
56,,,,,0,0,0,JIMIN IS OUT FOR BLOOD,1539203403664
57,,,,,0,0,0,Stop Story Time Oxford Public Library tomorrow AM,1539203403660
58,,,,,0,0,0,Hustle silence let success make noise,1539203403662
59,,,,,0,0,0,I wanted promote wonderful tool s helped mom bonding experience mother son Meteorologi,1539203403661
61,,,,,0,0,0,Please explain one damn cute,1539203403666
62,,,,,0,0,0,Press gallery colleague wo nt say outlet Scottish First Minister s speech What need,1539203403660
63,,,,,0,0,0,The time date Wed Oct CEST,1539203404658
64,,,,,0,0,0,Follow everyone retweets likes tweet,1539203404661
66,,,,,0,0,0,Tomorrow National sex day thing fucking life,1539203404657
67,,,,,0,0,0,VAMPIRES SMACKS NECK COME GET YALL JUICE,1539203404660
68,,,,,0,0,0,Democrat Eric Holder When Republicans Go Low We Kick Them,1539203404663
69,,,,,0,0,0,Spending Canada Day Canada For Change,1539203404660
70,,,,,0,0,0,If man starts ignoring I quietly move No long angry messages make see worth No he wo nt fi,1539203404659
