,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,messed person CAME TO YOU wanted FW YOUUUU sudden changes mind w,1539204862660
1,,,,,,0,0,0,This fuckin sounds attractive sexy lil bit hot also soft cute,1539204862658
2,PSAT,,,,,0,0,0,All extra people flocking beach gets C warmer PSAT,1539204862664
3,hiring,cintasjobs,CareerArc,,,0,0,0,We re hiring Click apply Fleet Maintenance Mechanic nd shift cintasjobs CareerArc,1539204862657
4,,,,,,0,0,0,Sources informed Jimmy Butler st interaction practice calling Thibodeau Broken voiced fucktard amp h,1539204862660
5,job,Writing,WhitePlains,Hiring,CareerArc,0,0,0,This job might great fit Technical Writer Writing WhitePlains NY Hiring CareerArc,1539204862666
6,AMAs,,,,,0,0,0,She done Congrats AMAs,1539204862666
7,,,,,,0,0,0,Sleeping waking next morning underratedMay God continue fight battles,1539204862660
9,,,,,,0,0,0,half men pray daughter nt run guy like,1539204862666
10,,,,,,0,0,0,Against attacks Church perennial teachings including coming Pope,1539204862666
11,,,,,,0,0,0,Looool girl knew things I,1539204862658
12,,,,,,0,0,0,work hard sleep hard,1539204862664
13,,,,,,0,0,0,Kitty Memorial Keychain Pet Memorial Keychain amp Keyring Fish Bone Antique Silver Cat Message Wing cm,1539204862664
14,,,,,,0,0,0,If go Cancun,1539204862664
16,,,,,,0,0,0,I d rather relationship somebody grown time know expect require ea,1539204863666
17,,,,,,0,0,0,That wind Should trimmed beforehand perhaps saved,1539204863661
18,,,,,,0,0,0,Spending time boo ever long enough,1539204863661
19,,,,,,0,0,0,A mute button quote tweeters,1539204840663
20,,,,,,0,0,0,Marxist post modern ideology teaches everyone victim needed create imaginary oppressors Sad HAT,1539204840662
21,,,,,,0,0,0,Gain Nigerian followers Retweet Follow follow back NB Participate Follow back Let,1539204840660
22,,,,,,0,0,0,This type meal got ta shower eat done go straight sleep,1539204840658
23,Apple,original,content,free,,0,0,0,Apple plans give original content free device owners CNBC,1539204840661
24,,,,,,0,0,0,BestSelling Nail Polishes Of That Go Beyond Nude Refinery,1539204840662
25,,,,,,0,0,0,Confirmed Will released Korea US Australia,1539204840657
26,,,,,,0,0,0,thank vivid ciaran lt,1539204840663
27,,,,,,0,0,0,I J U S T W A N T T O T H A N K G O D F O R E V E R Y T H I N G RETWEET IF YO,1539204840657
28,PSAT,,,,,0,0,0,When bottlenose dolphin gets separated group got ta find PSAT,1539204840664
