,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,falcons takin next year,1539204600663
1,,,,,,0,0,0,never able live life always worried others think,1539204600662
2,,,,,,0,0,0,SAID kiss hard go,1539204600658
3,HurricaneMichael,,,,,0,0,0,HurricaneMichael one powerful storms ever strike United States No amount preparedness full,1539204600664
5,,,,,,0,0,0,Annnnnd take another boards DemoKKKrats,1539204600666
6,,,,,,0,0,0,dumbasses really think reach bts level stealing collaborations talk ve pr,1539204600660
8,,,,,,0,0,0,etsy mom heaven,1539204601663
9,,,,,,0,0,0,actual self portrait,1539204601664
10,,,,,,0,0,0,I glad Jungkook still taking precautions He sounds amazing matter I love little gestures sitti,1539204601663
12,,,,,,0,0,0,I want everybody meet Lola Lion,1539204601661
13,,,,,,0,0,0,Ahhhh ur cutie,1539204601661
14,,,,,,0,0,0,Will California elect Republican governor next Listen special election podcast edition The Conversation w,1539204601658
15,,,,,,0,0,0,Jesse Rutherford com sua namorada Devon Carlson Instagram,1539204601662
16,,,,,,0,0,0,Looking retraction entire oped This ai nt chief,1539204601664
18,,,,,,0,0,0,Wow Yeah BIG You handling biz Scorpio rising One faves rising s,1539204601662
19,,,,,,0,0,0,I shit fasho Monday,1539204602662
20,devtober,indiedev,gamedev,unity3d,Blender3d,0,0,0,devtober Day Working background indiedev gamedev unityd Blenderd,1539204602665
21,,,,,,0,0,0,Boo sends titty pic Me,1539204602666
23,,,,,,0,0,0,Y hell app man,1539204602664
24,,,,,,0,0,0,Heard saying Fake til make well Bishop STILL showing shouldv,1539204602665
25,Music,Dublin,Ireland,,,0,0,0,Watch happened broadcast Music Dublin Ireland BillyTreacy amp AnnaMary,1539204602658
26,,,,,,0,0,0,Miami might actually shithole,1539204602665
27,,,,,,0,0,0,Was Dianne Feinstein s guy,1539204602658
28,,,,,,0,0,0,Saddened hear passing former AZ Superintendent Public Instruction Carolyn Warner She remembered,1539204602664
29,job,Athol,Hiring,CareerArc,,0,0,0,Interested job Athol MA This could great fit Hiring CareerArc,1539204625657
30,,,,,,0,0,0,W supposed fake Malcolm tweet I going rescind assertion So I respect says may misunderstand,1539204625658
32,,,,,,0,0,0,They find Patience sis,1539204625658
33,,,,,,0,0,0,Waiting fire light,1539204625664
34,,,,,,0,0,0,I know guy,1539204625663
35,,,,,,0,0,0,A lot Minnesota players left Timberwolves practice today energized Butler s performance mesmerized taking end,1539204626657
36,,,,,,0,0,0,However shown improvement yet We might take back vet xrays tests We co,1539204626666
37,,,,,,0,0,0,So problem ML AI freaking train system THINK ABOUT IT FOR A MINUTE What s traini,1539204626659
38,,,,,,0,0,0,I remembered I game changed,1539204626661
40,,,,,,0,0,0,Trying parallel park demolition derby That got attention,1539204626658
41,,,,,,0,0,0,Imagine thinking another league better NBA,1539204626659
43,,,,,,0,0,0,I remain bothered Hillary Clinton done Trump said Who,1539204626664
44,,,,,,0,0,0,Looking Winston Duke,1539204626665
45,,,,,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539204626661
47,,,,,,0,0,0,U got owned lol,1539204627659
49,,,,,,0,0,0,love taking pictures eyes closed,1539204627664
50,,,,,,0,0,0,Why whinny baby,1539204627664
51,,,,,,0,0,0,Im jealous ve seen beauty real life,1539204627666
52,HuricaneMichael,,,,,0,0,0,HuricaneMichael Port St Joe seems worst case storm surge Wind perpendicular coa,1539204627663
