,entities.hashtags.0.indices.0,entities.hashtags.0.indices.1,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,God give need timing need,1539205044659
1,47.0,60.0,AssettoCorsa,0,0,0,Our next major update AssettoCorsa Competizione OUT NOW Take head start li,1539205044662
2,,,,0,0,0,Your boy chat usual A healthy mix throwing shade beaming positivity love,1539205044664
3,,,,0,0,0,Sir lower voice,1539205044664
4,,,,0,0,0,You know less corrupt democracies everyone age automatically registered vote f,1539205044664
5,,,,0,0,0,Students becoming much motivated engaged read observed Accorsi Consistent literacy instruction means im,1539205045657
6,,,,0,0,0,u got ta say like sometimes move tf,1539205045657
7,,,,0,0,0,Video shows team alleged Saudi assassins reportedly sent kill journalist Jamal Khashoggi,1539205045665
8,,,,0,0,0,JT home December,1539205045662
9,,,,0,0,0,I think time change language mental health Let start using phrase mental strength teach our,1539205045661
10,,,,0,0,0,Femboys dress drag You re misspelling Wife Material,1539205045661
11,,,,0,0,0,I see pass raise pee pants,1539205045661
12,92.0,96.0,BTS,0,0,0,RM says Jungkook s injury ai nt serious man speaks BTS,1539205045659
14,,,,0,0,0,I want draw two,1539205045659
15,,,,0,0,0,Neil deGrasse Tyson John Cleese Ana Gasteyer coming Straz Center Tampa,1539205045657
16,,,,0,0,0,Jimmy nails TRADE ME TRADE ME Jimmy dunks KAT SOFT Jimmy forces Wiggins miss SOFTER,1539205045658
17,,,,0,0,0,THAT S ACTUALLY ME THOUGH,1539205045662
18,,,,0,0,0,Apple Patents Electromagnet System That Could Protect iPhones iPads When Dropped,1539205045659
19,,,,0,0,0,First Bank earmarks Nmn coding competition Hackathon,1539205045664
20,,,,0,0,0,Then calculated average age classes years old,1539205045661
21,38.0,48.0,Walktober,0,0,0,Walk way healthier Walktober Use tool log activity could,1539205045657
22,,,,0,0,0,Everything glowinthedark orange bastard fake,1539205046658
23,,,,0,0,0,Many YouTubers shared posting gameplay Black Ops hours Gameplay fr,1539205046661
24,,,,0,0,0,She fav HSM I always loved music putting new song,1539205046659
25,,,,0,0,0,Other old picture joon goes around,1539205046658
26,,,,0,0,0,I done hiding If going stop stigma role models integrity need speak truth n,1539205046658
27,,,,0,0,0,Ain competition keep moving,1539205020662
28,,,,0,0,0,crack open cold croix boixs,1539205020660
29,,,,0,0,0,Am I one get classes canceled regular,1539205020662
30,76.0,85.0,hologram,0,0,0,Excellent piece new hologram Reagan Advances tech hav,1539205020660
31,,,,0,0,0,Who go screening Burn The Stage The Movie,1539205020663
32,,,,0,0,0,BREAKING VIDEO Roofs ripped buildings Panama City Beach Florida Hurricane Michael rips,1539205020664
33,,,,0,0,0,Bama win Tide play close game chink armor Blow everyone experienc,1539205020657
34,,,,0,0,0,Mueller defendant Richard Pinedo gets months jail longest sentence date Manafort Cohen sent,1539205020664
35,,,,0,0,0,This made emotional When I young girl mother nervous breakdown back given shock tre,1539205020657
36,,,,0,0,0,They ACTUALLY making movie Twitter thread stripper pimp friend,1539205020666
37,,,,0,0,0,bad posted nd trombone line,1539205020659
38,,,,0,0,0,Sleep would go uuuuup,1539205020666
39,,,,0,0,0,Happy Anniversary Keith amp Nik May God Continue Bless Your Union TeamworkMakesTheDreamwork,1539205020657
40,,,,0,0,0,blunt fat comforter rain cuddles fuck,1539205021666
41,,,,0,0,0,katy went start Todd Stop Anthony,1539205021661
42,,,,0,0,0,Preorder Speciality Series Master Roshi Use link get make account,1539205021661
43,,,,0,0,0,Shaming construction workers weird af lmaooooo make shit load money get full benefits k contr,1539205021666
46,,,,0,0,0,TAEKOOK NATION IS BEING FED AGAIN THEY RE SO CUTEEE,1539205021659
48,,,,0,0,0,WHAT HE DO,1539205021665
49,,,,0,0,0,If someone care health problems hate really hate,1539205046662
50,,,,0,0,0,oh m one people lol bish seen niccol ll forget gio time,1539205046664
51,,,,0,0,0,It time In celebration followers Twitter I raffle Just follow rules image Two winne,1539205046664
53,,,,0,0,0,Is normal mouth start watering I think,1539205046660
54,,,,0,0,0,When said start studying,1539205046664
55,,,,0,0,0,Absolutely blind ca nt lead blind sure blessings u from SWEETS,1539205046660
56,,,,0,0,0,Let ante If bring you us token negroes raise d,1539205046664
57,,,,0,0,0,leave White women ALONE,1539205046664
58,,,,0,0,0,Omg cute awh,1539205046665
59,,,,0,0,0,Raise hand God blessed,1539205046659
60,,,,0,0,0,North Dakota voter registration proof identity makes sense But Republicans made one s address h,1539205046663
61,,,,0,0,0,Your privacy TANTA,1539205047661
62,,,,0,0,0,LETS STA WITH THE BEST CAUSE I NEVER WENT TO OOVOO JAVER,1539205047662
63,27.0,48.0,WorldMentalHealthDay,0,0,0,Today WorldMentalHealthDay want say nobody always ok smile say everything is,1539205047665
64,,,,0,0,0,I pray enough,1539205047665
65,,,,0,0,0,Can share theory please,1539205047659
66,72.0,79.0,Korean,0,0,0,Rare photos taken honoring North Korean pilots Egypt October War,1539205047657
67,,,,0,0,0,people followed automatically checked,1539205047662
68,,,,0,0,0,This awesome Want serious motivation today listen Marine story,1539205047664
70,,,,0,0,0,SOMEBODY HOLD ME,1539205047662
71,,,,0,0,0,I really want twitter doctors grow fast make place real world Because present doctors,1539205047666
72,59.0,63.0,UAI,0,0,0,Plumbers roofers florists rely UAI great commercial auto insurance We ll work find policy,1539205047658
73,,,,0,0,0,You going days feel better others always try play right way Brad,1539205047657
74,,,,0,0,0,Left right post next,1539205047666
75,,,,0,0,0,cat outside bedroom door,1539205048659
76,,,,0,0,0,please commit commit evolving meet,1539205048657
77,,,,0,0,0,world mental health day one worst mental health days,1539205048666
78,,,,0,0,0,MENTAL HEALTH IS JUST AS IMPOANT AS PHYSICAL HEALTH Always kind suffering seeking help when,1539205048661
79,,,,0,0,0,Had first surround sound bollocking today On one side Baby The Cat,1539205048662
80,,,,0,0,0,After week UNCW made whole days without another hurricane cancellation,1539205048659
81,,,,0,0,0,For anyone mystified people still support really complicated,1539205048666
82,,,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539205048657
83,128.0,131.0,빅뱅,0,0,0,Countdown days left Taeyang s Daesung s expected military service discharge th November Ta,1539205048662
84,,,,0,0,0,u know people respond ur tweet private u dont follow u cant see said anxiety,1539205048666
85,,,,0,0,0,depression re worthless know depression uhh weird flex ok,1539205048661
86,,,,0,0,0,Me ha gustado un vdeo de twenty one pilots Jumpsuit Live American Music Awards,1539205048663
87,,,,0,0,0,And today s Rally THIS nt cancel Al,1539205048666
88,,,,0,0,0,vid i tag namjoon screaming,1539205048661
89,,,,0,0,0,water coming eyes cr jejeBTSbebe,1539205048659
90,44.0,56.0,BTSinLondon,0,0,0,DNA FUCKR LOO K AT THEM ALL BTSinLondon,1539205048660
91,,,,0,0,0,shut come suck,1539205048659
92,,,,0,0,0,Yes yes years old,1539205048661
93,,,,0,0,0,Tomorrow video reason I make videos I wan na put world It different rest the,1539205048659
95,,,,0,0,0,Imagine tweet backandforth changed absolutely nothing,1539205049660
96,,,,0,0,0,Jon Jones vs Alexander Gustafsson light heavyweight belt UFC,1539205049666
98,,,,0,0,0,If less K Followers Retweet Follow Retweets Follow back follows Comment IFB man,1539205049661
99,,,,0,0,0,Ros breathes The rest blackpink i love you,1539205049660
100,,,,0,0,0,At one point scrimmage sources said Butler turned GM Scott Layden screamed You bleeping need You ca nt w,1539205049660
101,71.0,76.0,PSAT,0,0,0,somehow remembered login info I could witness memes PSAT,1539205049663
102,,,,0,0,0,Tomorrow video reason I make videos I wan na put world It different rest the,1539205049662
103,,,,0,0,0,How tf I always miss,1539205049657
104,,,,0,0,0,Israel Jails JewHating Far Left Protester The Minute She Disembarks Plane In Tel Aviv Liberal Media Outraged B,1539205021657
105,,,,0,0,0,True need change,1539205021663
106,,,,0,0,0,Play music NiteMare,1539205021661
108,,,,0,0,0,Hyukjae IG update Eunhyukee million commemoration Ah sorry able go fansign today Beca,1539205021662
109,,,,0,0,0,I miss GFs warmth,1539205021660
110,,,,0,0,0,Rt years bad luck,1539205022666
111,,,,0,0,0,please for love god communicate ive done something bothers let apologize L,1539205022665
112,,,,0,0,0,RUDIMENTAL DE FEBRERO TOAST TO OUR DIFFERENCES,1539205022666
113,,,,0,0,0,According AP fully percent voter applications held Kemp office black p,1539205022658
114,,,,0,0,0,Everybody gangta till Muslim whip suicide vest,1539205022666
115,,,,0,0,0,See These Labels SMH,1539205022661
116,,,,0,0,0,yall aint slick,1539205022665
118,18.0,30.0,October2018,0,0,0,October Goals Twitter Twitch Subs More awesome friends never enough really,1539205022662
120,,,,0,0,0,Utterly false I work newspaper And might OpEd section still fact check Too many damn,1539205022658
122,,,,0,0,0,This man said Khashoggi murder recorded Apple Watch UK time Sky not,1539205023666
123,,,,0,0,0,form enter snkrs info nt load help,1539205023661
125,,,,0,0,0,Probably w defense,1539205023659
126,,,,0,0,0,someone ur crackhead not narrator,1539205023664
127,,,,0,0,0,Shoutout boys rough point life earlier,1539205023664
128,,,,0,0,0,World Warcraft s Zappy Boi become actual NPC ingame Polygon,1539205023659
129,,,,0,0,0,Jimmy G worth stress All talk No rings Top player Elite Maybe defense team player,1539205023662
130,,,,0,0,0,I fight people I fight give hope everyday wake morning know s s,1539205023666
131,32.0,45.0,wingshooting,0,0,0,For unique wingshooting experience Pelee Island Pheasant Hunt delivers amp,1539205050663
132,,,,0,0,0,What straw man sure,1539205050666
133,,,,0,0,0,Saying ll factcheck media spun violent rhetoric perfectly OK call bullying people str,1539205050657
134,,,,0,0,0,I know free Don ignore call First I mood speak right,1539205050657
135,,,,0,0,0,Brian Kemp running GA gov Stacey Abrams black woman Kemp charge elections amp voter registr,1539205050659
136,101.0,108.0,fender,0,0,0,Check Squire Fender Strat Affinity Series Blue Finish Electric Guitar fender,1539205050661
137,,,,0,0,0,Origin launches protocol building cheaper decentralized Ubers amp Airbnbs,1539205050662
138,,,,0,0,0,I need find way integrate games,1539205050661
139,,,,0,0,0,Why Does NBA Hate SUPREME Can Counterfeit Sneakers Be Good,1539205050663
140,,,,0,0,0,WaPo factchecks Trump s USA Today oped finds almost every sentence contained misleading statement falsehood,1539205050664
141,,,,0,0,0,My book Judge This Cover Check,1539205050659
142,,,,0,0,0,I trying survive day,1539205050663
144,,,,0,0,0,I got bored,1539205051666
145,,,,0,0,0,Teamwork divides task multiplies success Author Unknown,1539205051664
146,,,,0,0,0,Just got ta hit safe,1539205051657
147,34.0,49.0,CrookedHillary,0,0,0,I glad CrookedHillary campaigning Socialist Demonrat Party She bring RedWave victory,1539205051666
148,,,,0,0,0,feels know play fightin anymore,1539205051657
149,,,,0,0,0,Um star IN THE HEIGHTS movie Usnavi It wrap yal This game changer,1539205051666
150,,,,0,0,0,The bots paid protestors going wild today Deprogramming going take lot longer I thought,1539205051664
151,,,,0,0,0,They sucked last year suck year Joking,1539205051657
152,,,,0,0,0,would powerful looked like,1539205051666
154,,,,0,0,0,It first thing syllabus,1539205051660
155,,,,0,0,0,I think debunked means thinks means,1539205051659
156,,,,0,0,0,odds interesting day yesterday,1539205052662
157,,,,0,0,0,Ay yo angel ill put email back account inna sec probably best using football password g,1539205052657
158,,,,0,0,0,NYT reports McCabe memos Rosenstein discussed recording President FBI Chief Counsel Jim Baker Rosenstein serio,1539205052658
159,,,,0,0,0,You meet one actresses Who would chose rt vote,1539205052658
160,,,,0,0,0,boyfriend goofy fun together really best friend,1539205052657
161,30.0,39.0,BongoCat,0,0,0,Stressed Out BongoCat YoutubeStalinavgn,1539205052661
163,,,,0,0,0,ugh look powerful,1539205052666
164,,,,0,0,0,My new vacuum working well souham,1539205052660
165,15.0,25.0,OT18Gala3,0,0,0,Me flipa real OTGala,1539205052658
166,,,,0,0,0,think three good things happened warm air bright weather outside window,1539205052657
167,,,,0,0,0,Here s Thomas Wictor calling Fifth Column media usual getting story wrong comes mi,1539205052658
168,,,,0,0,0,class going get much work done today serious also class,1539205052658
169,,,,0,0,0,I wish I could download food internet,1539205053662
170,,,,0,0,0,The reason vote Democrat re tired winning ARE YOU TIRED OF WINNING,1539205053662
171,,,,0,0,0,It easy try,1539205053666
172,,,,0,0,0,studied stayed phone oops,1539205053659
173,,,,0,0,0,gt gt mindset I love,1539205053661
174,,,,0,0,0,Latest Medipart story socalled Reliance mandatory clever attempt fudge facts Offset mandatory t,1539205053658
175,,,,0,0,0,Two powerhouses One AL pennant,1539205053664
176,,,,0,0,0,Wiggins trying score Jimmy Butler today,1539205053659
177,,,,0,0,0,Ffs man moving Sweden left devoid empathy,1539205053663
178,,,,0,0,0,Today birthday We celebrating giving away mini Axalta helmet signed Dale Jr RETWEET FOLLOW,1539205053666
179,,,,0,0,0,Taxation extortion theft Only tolerated threat violence,1539205053659
180,,,,0,0,0,If less k Followers Retweet Follow everyone Retweet Follow back Gain UNFOLLOWERS Not ALL,1539205053662
182,,,,0,0,0,Natural Hair Is SO annoying Cuz You Do SAME exact Style With The Exact Steps one day perfect next day h,1539205053666
183,,,,0,0,0,pedophilia NOT sexuality unfollow think The attraction children disgusting If att,1539205053658
184,,,,0,0,0,Tfw research original Robert Wodrow idea near year ago,1539205053660
185,,,,0,0,0,Check official recap video Octobers Very Orange The Orange Soda Dayparty Edition shot,1539205054657
186,,,,0,0,0,Made good friend mine def go drop follow,1539205054661
187,,,,0,0,0,We chicken work loves attacking I let,1539205054662
188,7.0,21.0,Shadowhunters,0,0,0,I vote Shadowhunters TheSciFiFantasyShow PCAs,1539205054661
189,,,,0,0,0,The bronx known birth hip hop fuck boston known racism amp sherm ass tea party,1539205023664
190,,,,0,0,0,Dem fighting guns taken away people sneaky way ar,1539205023665
191,36.0,48.0,HarryShumJr,0,0,0,Retweet vote HarryShumJr TheMaleTVStar E People s Choice Awards PCAs VOTE S,1539205023658
192,54.0,64.0,geriatric,0,0,0,Tomorrow operating room I geriatric bariatricsurgery schedule year old woman Sleeve Gastrectomy,1539205023664
193,,,,0,0,0,One favorite bands lyrics says I know hard watch fine hard t,1539205023661
194,,,,0,0,0,s re kind,1539205023662
195,,,,0,0,0,I see flaw logic,1539205023662
196,,,,0,0,0,This camera angle used NBA AllStar Game cray,1539205024665
197,,,,0,0,0,You want head Me,1539205024659
199,,,,0,0,0,I found cat,1539205024659
200,,,,0,0,0,I keep telling Phil every day I AM ACTUALHAM AND I AM PROBABLY RIGHT moved,1539205024657
201,,,,0,0,0,Y hell app man,1539205024663
202,,,,0,0,0,Volume Change Pedicled Latissimus Dorsi Muscle Flap Partial Breast Reconstruction eurekama,1539205024665
203,,,,0,0,0,What I gon na Halloween year Same last year Single,1539205024658
204,,,,0,0,0,Mistvapor USA created Joyetech Now Available Preorder RunAbout,1539205024663
205,,,,0,0,0,wassup big head,1539205024659
207,,,,0,0,0,This type meal got ta shower eat done go straight sleep,1539205024666
208,,,,0,0,0,The amount effort Beto put campaign extraordinary He fighting us students women minorities,1539205024659
209,,,,0,0,0,Ramayan Mahbharat hotch pitch tales Some say Duryodhan went svarga Not possible adharmis,1539205024663
210,,,,0,0,0,There nothing speaks farm cares video quite opposite neglect a,1539205024664
211,,,,0,0,0,When dreams come true,1539205024660
212,,,,0,0,0,Both related supreme court hearing I assume re either,1539205024666
213,,,,0,0,0,Today celebrate girls like Elsa survivor sex trafficking Philippines Once vulnerable amp unable to,1539205023662
214,87.0,101.0,RP18000083959,0,0,0,ALMCOM MONITORED COMMERCIAL FIRE ALARM SE TH AVE POLAND OR Portland Fire RP pdx,1539205022657
216,,,,0,0,0,LSU live tiger campus Southeastern,1539205025662
217,,,,0,0,0,Dr Blasey Ford still getting death threats nonstop ca nt go home Not one Republican even attempted call a,1539205025661
218,,,,0,0,0,And We create heavens earth play We create except truth mo,1539205025661
219,,,,0,0,0,There s new feature film Brian Banks linebacker went prison rather NFL false rape,1539205025659
220,,,,0,0,0,This nigga funny fuck sleep,1539205025659
221,,,,0,0,0,I dont think tbh,1539205025662
222,,,,0,0,0,Do remember song,1539205025666
223,,,,0,0,0,The High School Girls Who Accused Boy Sexual Assault Turns Out They Were All Lying,1539205025662
225,,,,0,0,0,Me hearing bf phone waiting say I I w girl rn,1539205025658
226,60.0,68.0,PS4live,0,0,0,Check broadcast PlayStation PSlive Fortnite live,1539205025662
227,,,,0,0,0,arms crossed second pic fuck really That bitch knows,1539205025664
228,,,,0,0,0,Saying thanks reflex someone provided service The issue s seen com,1539205025664
