,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,I m going argue sheer impact Twitter world s far from,1539203700663
1,,,0,0,0,Yes name Heather Heyer,1539203700665
2,,,0,0,0,I like say,1539203700661
4,,,0,0,0,Please Google marcie Geraldthank,1539203700663
5,,,0,0,0,baby koya came home,1539203700661
6,,,0,0,0,With winter right around corner,1539203700658
7,,,0,0,0,people kill every year bold action suicide prevention long overdue DG,1539203700659
8,50DaysForBiggie2Point0,2Point0,0,0,0,Wow Lyca forget DaysForBiggiePoint Point,1539203700657
10,,,0,0,0,basically every orange county mans know scene,1539203700662
12,,,0,0,0,Care people mental health everyday day popular social media,1539203700659
13,,,0,0,0,naked grills end boys nude femalefucking porn free movie nude blondes picture nude girls working,1539203700658
14,Variety,LRTexas,0,0,0,Now Playing Living Colour Cult Personality Variety Lexas,1539203701657
15,,,0,0,0,Some facts people need realize Locals GP exist It BTS know Kpp Racism xenopho,1539203701658
16,,,0,0,0,Females sense rare days Its one thing type sense another speak yet another You have,1539203701665
17,,,0,0,0,See spot billion dollar publicity operation,1539203701665
18,,,0,0,0,BREAKING Saraki Melaye MurrayBruce sue IG demand Nm damages,1539203701663
19,,,0,0,0,Ways To Improve Your Credit Score,1539203701662
20,,,0,0,0,yall dumbasses voted harambe aint forget,1539203701660
21,,,0,0,0,Me woah haha I almost faint whilst standing weird Also eats cookies dinner,1539203701659
22,BestPlacesToRetire,,0,0,0,Thinking moving retirement Here BestPlacesToRetire,1539203701665
23,worldmentalhealthday,,0,0,0,Smiling best form therapy maybe wine wine good Today worldmentalhealthday I wou,1539203701665
24,,,0,0,0,So guy s running governor GA charge purging voter rolls denying delaying vo,1539203701665
25,,,0,0,0,One match ban absolutely nothing What s difference The theatrical fall The fact the,1539203701665
26,,,0,0,0,Hyunjin IN rumored dating,1539203701663
27,,,0,0,0,I need money unlock level dress sense I,1539203701663
28,,,0,0,0,One thing caught eye chart Charlie Bilello One huge rally based future earni,1539203701664
29,,,0,0,0,choose u want retweet,1539203702663
30,,,0,0,0,Top tip harm pitching negative parts early concept pitching business People buy fro,1539203702658
31,,,0,0,0,There lot people Namba,1539203702658
33,,,0,0,0,Is discord link community please The one website working Thanks,1539203702662
35,,,0,0,0,fall love someone pays little bit attention,1539203702659
36,,,0,0,0,God I see others,1539203702658
37,,,0,0,0,Somebody say dammit,1539203702659
38,,,0,0,0,Well said You re best big sister,1539203702659
39,,,0,0,0,whole storyline feels relatable remember crying first time read show month,1539203702666
40,,,0,0,0,No Not since landfall I saw video Mexico Beach Water roofs houses It heartbreaking,1539203702666
41,WIN18Dublin,,0,0,0,Brilliant Beautiful well done today WINDublin,1539203702665
42,,,0,0,0,stayed night could say,1539203702660
43,,,0,0,0,excUSE ME UM I LOVE U,1539203702660
44,,,0,0,0,Now Hiring Healthcare Recruiter APPLY Great benefits awesome opportunity,1539203702664
45,,,0,0,0,bro really gave mine free I mad,1539203701665
46,,,0,0,0,Ckekdj hope dog s problem isnt serious fkekfke like antibiotics pls surgery,1539203702665
47,,,0,0,0,actually Mom number Nine number Change I guess s,1539203701659
48,WHITE,,0,0,0,DO YOU EVER WONDER WHAT color left WHITE people seeWhen look mirror SHAMEFUL ATTACKS Le,1539203703658
50,Aladdin,,0,0,0,Check new teaser poster Disney Aladdin debuted Will Smith See first look tomorrow In theaters May,1539203703661
51,,,0,0,0,How many followers get weekly awesome new followers Grow,1539203703660
52,,,0,0,0,Kavanaugh Threatens To Become A Potent AntiEnvironment Justice,1539203703662
53,,,0,0,0,sehun said filming day slept hours last night slept AM woke PM SEH,1539203703662
54,,,0,0,0,There things better working amazing team This EMA Communications crew pushing through,1539203703659
55,,,0,0,0,sis gender neutral unless person refer feels bro gender neutral unless the,1539203703666
56,,,0,0,0,Never understand drinking amp someone says omg ur drunk like obviously I I came get smashed not,1539203703659
57,,,0,0,0,JIMIN IS SO CUTE WITH BUBBLES THE TEARS WONT STOP,1539203703664
58,,,0,0,0,Pi Server tempC Uptime days users load average,1539203703661
59,,,0,0,0,Go Watch Now The Millionaire Tips For Getting Rich In Your Niche Go gt,1539203703661
60,,,0,0,0,If climate change raped someone tried become president next Supreme Court judge ton republicans would b,1539203703659
61,,,0,0,0,iVe bEeN yAnKeES fAn sINcE wAS yEaRs oLd,1539203703661
62,skypeshow,camgirl,0,0,0,Yay First Skype show lets get skypeshow camgirl nude findom chat wild,1539203703664
63,,,0,0,0,It s honor buried city prophet Muhammad peace upon,1539203703663
64,,,0,0,0,Powerful stuff college leaders students huge pressure MentalHealthAwarenessD,1539203703661
65,,,0,0,0,biology explain physical pain chest want go back ii relive day and,1539203703662
