,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,birthday literally next week,1539201780664
2,barcelona2018,,,0,0,0,via Visiting tower barcelona,1539201780661
3,,,,0,0,0,r u shy bitch I met minutes ago relax,1539201780659
5,HurricaneMichael,ReliefEfforts,,0,0,0,Watch Live Commander Gen O Shaugnessy briefs status HurricaneMichael ReliefEfforts,1539201780665
6,,,,0,0,0,The White House longer legal site protests unless PROTEST NOW Demand new NPS regulations,1539201780657
7,,,,0,0,0,Trump administration seeks deploy earthquake sensors faster,1539201780664
8,,,,0,0,0,I totally agree President The Dems become totally unhinged They support resistance Antifa harassmen,1539201780659
9,,,,0,0,0,This amazing daughter We proud I nt think ll problem can,1539201780665
10,,,,0,0,0,APPLE MACBOOK PRO A HIGH PERFORMANCE RETINA DISPLAY LAPTOP GB,1539201780663
11,,,,0,0,0,Nicki mentioned every time Cardi ANYTHING lmfaoo really blue print,1539201780661
12,,,,0,0,0,If care coverage preexisting conditions must vote blue The Trump administration argued court bri,1539201780661
13,,,,0,0,0,promise nobody earth would give edibles away kids free,1539201780666
14,,,,0,0,0,If army takes attitude backfire lads mind pas,1539201780663
15,,,,0,0,0,Sales Executive Field Based BB Rise Technical Recruitment Ltd Falkirk Sales Executive Field Based BB,1539201780657
16,,,,0,0,0,Idk I even keep phone lmao nobody talk,1539201781666
17,,,,0,0,0,I need get drunk often I tight ass,1539201781659
18,,,,0,0,0,Citizen TV Kenya Bobi Wine Yoweri Museveni right course got consumed effects abso,1539201781659
19,,,,0,0,0,Powerful nonconscientious men abused power centuries Let s take nothing away fact make allowances,1539201781664
20,,,,0,0,0,Me unbothered rest,1539201781658
21,,,,0,0,0,Shirt Fitting dariusnamdar remarkable Marks Club Mayfair London hosting Hands Trunk Show tomorr,1539201781657
22,DwayneHaskins,,,0,0,0,I cast Heisman ballot DwayneHaskins Click player think deserves Heisman House vote,1539201781658
24,,,,0,0,0,I think I ll write song You re Proud To Be Stupid,1539201781665
25,,,,0,0,0,Are today date Because,1539201781657
26,,,,0,0,0,PDF behind paywall Zotero uses data automatically find download openaccess PDFs items ad,1539201782665
27,,,,0,0,0,Tom Cruise Deserves Oscar Nomination Mission Impossible Fallout via,1539201782658
30,jikook,,,0,0,0,Jimin background watching jungkook jikook nation make noise,1539201782661
31,,,,0,0,0,Anyone else trying make big time maybe give Jonah hill hug,1539201782664
32,,,,0,0,0,talk new album Present You single Lullaby amp,1539201782665
33,KatherineMcNamara,TheFemaleTvStar,PCAs,0,0,0,queen queens KatherineMcNamara course TheFemaleTvStar PCAs,1539201782665
34,,,,0,0,0,Neeeeed Hello Friends beanie,1539201782664
35,,,,0,0,0,mood Consequences era begun think music video,1539201782661
36,WorldMentalHealthDay,,,0,0,0,WorldMentalHealthDay reminder female suicide rates Northern Ireland among highest Europe The ban abo,1539201782662
37,AMA,,,0,0,0,secures AMA Favorite Social Artist,1539201782661
38,,,,0,0,0,IM JUST FUCKING SAYING I DONT WAN NA GET POISONED ITS A CRAZY FUCKING WORLD OUT THER E,1539201782663
39,,,,0,0,0,My thoughts everyone path Hurricane Michael Stay safe xx,1539201782666
40,,,,0,0,0,There people waiting share gifts There something world needs Share li,1539201782659
41,,,,0,0,0,Praying servers mess like usually,1539201782665
42,,,,0,0,0,csj I wan na put video telling ELF fellas together long time let s keep ma,1539201782662
43,,,,0,0,0,Holder Michelle Obama always says When go low go high No No When go low kick,1539201782662
44,GettingPaid,MT18,,0,0,0,Congrats Game Ballers Belt Winners GettingPaid last Friday night MT,1539201782666
45,,,,0,0,0,hyungwon acts cute also hyungwon THIS IS SOOO HUMILIATINGGGGGGGGG,1539201783666
46,WorldMentalHealthDay2018,WorldMentalHealthDay,,0,0,0,A new Minister Suicide Prevention WorldMentalHealthDay WorldMentalHealthDay yet fails understand w,1539201783659
47,,,,0,0,0,Good nice idea I like idea project I think project implemented crypt,1539201783662
48,,,,0,0,0,Sorry People Tornado watch rain cancelling tonights class We feel s better to,1539201783665
49,,,,0,0,0,THREE DAYS LEFT BYE,1539201783660
51,,,,0,0,0,What s funny Jimmy Butler shit nigga listens country music Nigga drove work getting amped,1539201783657
52,,,,0,0,0,disco domination fun af btw good job,1539201783662
53,,,,0,0,0,That man stays check,1539201783664
54,,,,0,0,0,lowkey crazy im actually fuckin peice shit,1539201783658
55,,,,0,0,0,You forgive someone trust Forgiveness comes love trust comes wisdom,1539201783661
56,,,,0,0,0,If wan na get ruff settle barking lot,1539201782664
57,,,,0,0,0,Earthquakes tsunamis tornadoes traditionally Acts God Insurance Forms But climatechange continues coas,1539201783660
58,Pagespeedwebsite,,,0,0,0,Congrats s Googles Mobile Pagespeedwebsite satisfy better k,1539201782665
59,WorldMentalHealthDay,,,0,0,0,Today WorldMentalHealthDay Perhaps feel alone unheard maybe like feelings invalidated I m,1539201784666
60,,,,0,0,0,people followed automatically checked,1539201784666
61,,,,0,0,0,No That craft art people shouldnt cuttin corners thinkin get level Tuh,1539201784662
62,,,,0,0,0,Especially know white woman vs black male result immediate victory white woman du,1539201784657
63,,,,0,0,0,Do support President Trump Add name top exclusive Trump supporter list Act late h,1539201784659
64,,,,0,0,0,Hello dude sell top medical hybrid wondering might interested products,1539201784664
65,,,,0,0,0,When sleeping alarm gone yet amount sleep getting suspicious,1539201784660
67,,,,0,0,0,Scientists Find Weird Reason Diving Plates Get Stuck Miles Beneath Earth s Surface,1539201784663
68,,,,0,0,0,There entertainment everywhere look,1539201784661
69,,,,0,0,0,I m I nt know I ve trying put first lil selfish I,1539201784665
70,,,,0,0,0,That lot assumptions making without grounds Of,1539201784657
71,,,,0,0,0,Samples Strawberry Letter,1539201784659
73,,,,0,0,0,Congratulations made even prouder ever today inspiration Abigail Gray BSc has,1539201784665
74,betting,bettingtips,sportsbetting,0,0,0,Do agree betting bettingtips sportsbetting bettingpredictions analysedmatches,1539201784660
75,,,,0,0,0,look talented lil bb made m u guys much talent amp creativity thank u much sharin,1539201784661
76,Happy76thBirthdayABSir,,,0,0,0,HappythBirthdayABSir Hello guys Please please Here link,1539201781660
77,,,,0,0,0,BNIB Norvina Anastasia Beverly Hills Eye shadow Palette EyeShadow,1539201784664
78,MentalHealthAwarenessDay,,,0,0,0,Today MentalHealthAwarenessDay If story d like share I d love hear If need someone to,1539201785658
79,mentalhealth,NHSAppsLibrary,,0,0,0,We making simpler find mentalhealth apps trust Search NHSassessed apps NHSAppsLibrary,1539201785658
80,,,,0,0,0,Who thinks put It Almost Halloween,1539201785666
81,,,,0,0,0,The important story world right UN report showing expect catastrophic consequences wit,1539201785663
82,,,,0,0,0,episode kim possible,1539201785664
83,,,,0,0,0,We released additional hotfix Disco Domination This hotfix includes following changes Reduces the,1539201785666
84,,,,0,0,0,She s really mad Truth hurts I guess,1539201785660
85,,,,0,0,0,whoever voodoo doll take stuffing bitch trying lose weight lmao,1539201785663
86,,,,0,0,0,I honestly confused brought Getter still,1539201785657
