,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,0,0,0,Come lets watch rain,1539199920657
1,Turkmenistan,Afghanistan,Kazakhstan,Uzbekistan,Iran,Azerbaijan,Russia,0,0,0,location Turkmenistan near Afghanistan Kazakhstan Uzbekistan Iran Azerbaijan amp Russia puts country in,1539199920657
2,,,,,,,,0,0,0,u got ta say like sometimes move tf,1539199920663
3,TheGroup,,,,,,,0,0,0,Top countries voting TheGroup,1539199920659
4,,,,,,,,0,0,0,Bang bad bitches tonight,1539199920664
5,,,,,,,,0,0,0,Working people really ready blow whole business,1539199920660
6,,,,,,,,0,0,0,Alexa play entire country hear,1539199920657
7,,,,,,,,0,0,0,The strongest people arent always people win people nt give lose PlayHouseTruthAndC,1539199920661
8,,,,,,,,0,0,0,I literally stressed,1539199920658
9,,,,,,,,0,0,0,If best United States complain whine denounce China certainly lose only,1539199920665
10,LA,Hamas,CAIR,pastor,Muslim,Sharia,,0,0,0,LA Hamas linked CAIR enraged pastor saying Muslim city council candidate say Sharia Rel,1539199920663
11,,,,,,,,0,0,0,I taking chances I retweeting good luck,1539199920661
13,Cloud,DoD,AUSA2018,,,,,0,0,0,Cloud potential address challenges DoD new ways says Jon Taillon AUSA,1539199920661
15,,,,,,,,0,0,0,Mom outside waiting Mom fine go Me,1539199920657
16,WorldMentalHealthDay,,,,,,,0,0,0,This WorldMentalHealthDay challenge stigma around mental illness talking helpful workplace policies A national p,1539199921662
17,,,,,,,,0,0,0,Once get taste peace cut anybody keep,1539199921658
18,,,,,,,,0,0,0,My cat sleeps day every day cute precious I sleep day every day suddenly I clinical,1539199921666
20,WorldMentalHealthDay,,,,,,,0,0,0,On WorldMentalHealthDay every day s important look around us If someone know,1539199921659
21,,,,,,,,0,0,0,I turnt I ready fye somebody fa reason,1539199921660
22,,,,,,,,0,0,0,Fantastic important thorough review much appreciated,1539199921664
23,,,,,,,,0,0,0,A great line producer make huge difference terms getting film ground saving money a,1539199921661
24,,,,,,,,0,0,0,Nah want UGA undefeated number like got us,1539199921666
25,,,,,,,,0,0,0,A great line producer make huge difference terms getting film ground saving money a,1539199921661
26,,,,,,,,0,0,0,Brazil insane place Damn,1539199921657
27,Dysonairwrap,,,,,,,0,0,0,Seeing Dysonairwrap realising hair probs needed years finding price,1539199921663
28,,,,,,,,0,0,0,Hi Boys It s Kaitlyn My body work art better go look Now,1539199921663
29,,,,,,,,0,0,0,Hi darling fine day,1539199921666
30,,,,,,,,0,0,0,Nia Long Love Jones,1539199921664
33,,,,,,,,0,0,0,Why would Corker Menendez block amendment defund Pedophilia Disturbing We need vote corrupt politicians,1539199922659
34,,,,,,,,0,0,0,I family amp im unemployed,1539199922664
35,,,,,,,,0,0,0,embrace void courage exist proceeds go fight y,1539199922657
36,MongoDB,nosql,,,,,,0,0,0,MongoDB Drop Collection Command With Example nosql,1539199922664
37,,,,,,,,0,0,0,This post neighborhood FB group getting absolutely destroyed,1539199922665
39,SarkarTeaser,SarkarTeaserOn19th,,,,,,0,0,0,Ella area layum record vaikurom SarkarTeaser Target k comments YouTube SarkarTeaserOnth,1539199922665
41,WynonnaEarp,TheScifiFantasyShow,PCAs,,,,,0,0,0,WynonnaEarp TheScifiFantasyShow PCAs vote Or vote votesemail address,1539199923657
42,,,,,,,,0,0,0,love proud got shirt lt,1539199923664
43,,,,,,,,0,0,0,Not mention s according FERPA stands Family Educational Rights Privac,1539199923661
44,,,,,,,,0,0,0,She kidnapped yesterday Gonubie East London mother help find,1539199923666
45,,,,,,,,0,0,0,This question asking along,1539199923663
46,,,,,,,,0,0,0,Another sketch crystal bc I shameless pulling nighter,1539199923664
47,,,,,,,,0,0,0,embrace void courage exist proceeds go fight y,1539199923658
48,,,,,,,,0,0,0,Praying better days,1539199923661
49,IceAgeArtist,,,,,,,0,0,0,The genius IceAgeArtist Chauvet horse beautifully observed years ago created lamplight m,1539199923665
50,,,,,,,,0,0,0,Armys breathes Yall,1539199923665
51,,,,,,,,0,0,0,At Britannia Chiropractic typical first visit includes consultation exam referral digital xrays h,1539199923658
53,,,,,,,,0,0,0,For Next time think Drinking Driving cool,1539199923662
54,,,,,,,,0,0,0,All star bra back stock These definitely favorite zipper offer maximum support Get,1539199923661
55,,,,,,,,0,0,0,actual gif represent EXOLs reaction new logo dropped,1539199923659
56,,,,,,,,0,0,0,This fantastic simple practical tips piece goes deeper subject,1539199924659
57,,,,,,,,0,0,0,If IF Fifth drunk,1539199924663
58,,,,,,,,0,0,0,The Admin shortterm junk insurance plans would Deny coverage wpreexisting conditions End lifesaving m,1539199924664
59,,,,,,,,0,0,0,Last Hours Followers Unfollowers stats app,1539199924664
62,,,,,,,,0,0,0,I buy things feel better,1539199924658
63,,,,,,,,0,0,0,Heads AZ Sinema invited people attend events w Lynn Stewart At time invite St,1539199924665
64,TreCru,,,,,,,0,0,0,Found Transponder Snail Get inside look shadowy criminal empire TreCru,1539199924659
65,,,,,,,,0,0,0,Thinking buying home leaves turn gold,1539199924666
66,,,,,,,,0,0,0,Still SM life Still Sark till I die I love legends,1539199924661
67,,,,,,,,0,0,0,lol completely forgot fuck,1539199925662
68,,,,,,,,0,0,0,The purpose mosque clear every freedom loving Westerner,1539199925657
69,,,,,,,,0,0,0,Ask hungry tells,1539199925657
70,,,,,,,,0,0,0,Jin army bomb tae jimin cute corner,1539199925665
71,,,,,,,,0,0,0,yall stop saying frontal like cant easily see hoe,1539199925666
72,,,,,,,,0,0,0,tbf created new online years ago,1539199925661
73,,,,,,,,0,0,0,I confused going Is Jesus Christ died,1539199925666
74,,,,,,,,0,0,0,Iran s scholar drMohammad Ali Taheri unjustly detained since We demand unconditional release H,1539199925659
75,,,,,,,,0,0,0,arh Dont ever lose hope,1539199925661
76,,,,,,,,0,0,0,Remarks Kazakh President opening Sixth Congress Leaders World Traditional Religions,1539199925658
77,,,,,,,,0,0,0,Tears joy I may K today I hit K streams Spotify I worked ha,1539199925662
78,,,,,,,,0,0,0,Maybe would accidents iswell Be friendly careful,1539199925660
79,,,,,,,,0,0,0,embrace void courage exist proceeds go fight y,1539199925661
80,,,,,,,,0,0,0,kyungsoo nominated Blue Dragon Awards time whole movies m proud,1539199925666
81,,,,,,,,0,0,0,embrace void courage exist proceeds go fight y,1539199925662
82,,,,,,,,0,0,0,BREAKING Georgians voter registrations nearly AfricanAmerican held,1539199925660
84,,,,,,,,0,0,0,Over Georgia voters secretly purged rolls given notice The person behind purge,1539199925662
88,,,,,,,,0,0,0,Why bitches loud library,1539199924659
89,TonyAdams,,,,,,,0,0,0,Happy Birthday Mr Arsenal TonyAdams,1539199925658
90,,,,,,,,0,0,0,U want abi Gedda dere,1539199926662
91,,,,,,,,0,0,0,Swedish media try cover gang rape girl Muslim migrants Facebook censored posts well,1539199926662
92,,,,,,,,0,0,0,Taylor Swift s weight gain best thing s ever happened loins Work Them THIGHS,1539199926665
93,,,,,,,,0,0,0,retweets followers Retweet Now Retweet Fast Follow Retweets make sure follow back NB rep,1539199926659
94,,,,,,,,0,0,0,You know ur along ride matter,1539199926664
96,GirlTalkZA,,,,,,,0,0,0,Inspos Hit us ladies GirlTalkZA,1539199926661
97,,,,,,,,0,0,0,I wondering everyone posting remembered full pic last year half lol,1539199926658
98,,,,,,,,0,0,0,Lana Del Rey way destroy Azealia Banks ass,1539199926665
99,cantbelieveSaraisin6thyear,,,,,,,0,0,0,I heard bumped certain former student today visit cantbelieveSaraisinthyear,1539199926666
100,,,,,,,,0,0,0,Oh Candace bless heart Kanye happens negroes read He actually admittedly chooses to,1539199926657
101,,,,,,,,0,0,0,Thieving Democrats ca nt stop Ted Cruz Turn VOTE VETO Beto,1539199926658
102,deep,tech,,,,,,0,0,0,Nice studio prep amp started working big house ish remix deep tech,1539199926660
103,Halloween,,,,,,,0,0,0,Halloween madness Can dig Question How many special places hell ASKING FOR A FI,1539199926663
104,,,,,,,,0,0,0,Working really really hard minute The last sessions great Confident I something ready f,1539199927657
105,TheReignAlbum,,,,,,,0,0,0,OUR MIND IS MADE UP AND NOTHING CAN CHANGE THAT TheReignAlbum,1539199927658
106,,,,,,,,0,0,0,We delighted announce First Edition posters Originals Underground first print runs We also,1539199927662
108,,,,,,,,0,0,0,CAN NOT WAIT TO SEE YOU,1539199927665
110,,,,,,,,0,0,0,I seriously gon na try sleep nites,1539199927663
111,,,,,,,,0,0,0,Obama AG Holder inciting violence I suppose hundreds deaths including Brian Terry Fast Furious arent,1539199927665
113,,,,,,,,0,0,0,Happy Birthday GOAT defined ninja running childhoods,1539199927665
114,,,,,,,,0,0,0,A GOODMORNING IT IS INDEED,1539199928662
116,,,,,,,,0,0,0,BEAUTIFUL AND MAGICAL LIKE WOW,1539199928665
117,,,,,,,,0,0,0,This Sid He got famous years ago holding piece pizza Wanted let everyone know still thriving,1539199928660
118,,,,,,,,0,0,0,I agree systematic failure But total complete failure leadership He,1539199928657
119,,,,,,,,0,0,0,I bet oxygen CRISP shit,1539199928661
120,,,,,,,,0,0,0,It really sad racism continues exist cosplay space Let people enjoy without shamed fo,1539199928666
122,,,,,,,,0,0,0,Of course bc married man done multiples times,1539199928665
123,,,,,,,,0,0,0,mental health day aye mental many folk pretend give fuck,1539199928657
124,,,,,,,,0,0,0,Moss Point Stand up,1539199928664
125,,,,,,,,0,0,0,I today years old I learned waffle house chili,1539199928662
126,,,,,,,,0,0,0,I J U S T W A N T T O T H A N K G O D F O R E V E R Y T H I N G RETWEET IF YO,1539199928666
127,,,,,,,,0,0,0,After brexit close doors windows lift drawbridge sa,1539199928658
128,,,,,,,,0,0,0,Phil Bredesen calling antigun billionaire fund raise These Tennessee values,1539199928665
129,FallFun,,,,,,,0,0,0,A fun weekend FallFun ahead Make area best farms orchards,1539199928657
