,entities.hashtags.0.text,entities.hashtags.1.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,0,0,0,gon na get better,1539200220661
1,,,0,0,0,Whites white mccree doesnt love cis white mcryes shippers like,1539200220657
2,,,0,0,0,easy ways better control travel spend,1539200220657
3,,,0,0,0,Permeable pavement new mantra,1539200220658
4,,,0,0,0,AND absolute consumption higher today,1539200220658
5,,,0,0,0,Latest Medipart story socalled Reliance mandatory clever attempt fudge facts Offset mandatory t,1539200220665
6,,,0,0,0,I need get America,1539200220665
7,,,0,0,0,When drowning homework decide go w friends instead,1539200220662
8,,,0,0,0,someone make thread younghoon,1539200220663
9,,,0,0,0,I dare anyone find genuine flaw picture Don say one sake Got hard right n,1539200220662
10,,,0,0,0,I love New York Tiny statues Trump signs reading Pee On Me appear Brooklyn Daily Mail Onli,1539200221660
11,,,0,0,0,Republicans cheered Trump said I d like punch face I ll tell referring protester,1539200221666
12,,,0,0,0,cold front week IM SO READY,1539200221659
13,,,0,0,0,And looser hey maybe nice human instead total douche canoe,1539200221660
14,Blackout,,0,0,0,Love yah Hope days going well Excited watch dominate Blackout Cheers,1539200221666
15,,,0,0,0,Something going Is implant,1539200221661
16,,,0,0,0,Mueller defendant Richard Pinedo gets months jail longest sentence date Manafort Cohen sent,1539200221664
17,,,0,0,0,Animals great They really could kill us instant recommend,1539200221665
18,,,0,0,0,embrace void courage exist proceeds go fight y,1539200221660
19,,,0,0,0,Sure Mr Sherman everything stinks,1539200220660
20,HurricaneMichael,,0,0,0,Footage photos show destruction Mexico Beach Florida HurricaneMichael made landfall reported m,1539200221659
21,,,0,0,0,Mexico Beach In years property insurance companies drop everybody lives coast an,1539200221658
22,,,0,0,0,queer eye except lesbians helping straight girls get crap relationships,1539200221658
23,,,0,0,0,We one big Black barbques Wakanda last night could nt stop talking much Blacks just,1539200221666
24,,,0,0,0,I need fromis stan mutuals here,1539200221657
25,,,0,0,0,Mexico Beach In years property insurance companies drop everybody lives coast an,1539200221658
26,,,0,0,0,queer eye except lesbians helping straight girls get crap relationships,1539200221658
27,,,0,0,0,We one big Black barbques Wakanda last night could nt stop talking much Blacks just,1539200221666
28,,,0,0,0,I nobody s ex please nt claim,1539200221666
29,,,0,0,0,Jun Supposedly best cooking among members Seventeen Also Jun,1539200222657
30,,,0,0,0,MOVIES Aladdin News Roundup Updated th October Posted,1539200222666
31,,,0,0,0,I unable see difference seal sea lion Then say aho,1539200222665
32,,,0,0,0,Andrew wiggns sets normal ball screen Jimmy butler,1539200222665
33,,,0,0,0,mood Consequences era begun think music video,1539200222659
34,,,0,0,0,Ok deadline register vote October th NC If registered public libr,1539200222664
35,,,0,0,0,breathin Ariana Grande,1539200222662
36,,,0,0,0,Malicious clown Trump skeptical climate report Also skeptical Category hurricane hitting north Florida Donald,1539200222658
37,,,0,0,0,No fast moving showers wind gusts Along beaches higher normal high tides Smal,1539200222661
38,,,0,0,0,Lol I money ca nt afford food ah well I m gon na aesthetic af I supported amazing thing,1539200222657
39,,,0,0,0,Reply follow back everyone likes reply,1539200222661
40,psatmemes,psat,0,0,0,Harley Davidson sells perfume Devoted Customers psatmemes psat,1539200222658
41,,,0,0,0,It s literal job,1539200222665
42,,,0,0,0,Thank lord today,1539200222661
