,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,,0,0,0,eat veggie burger every car share buy single use cutlery cut dairy reuse bottles take,1539201180665
1,,,,,,,,,0,0,0,I believe I living timeline Lana Del Rey literally told Azalea Banks bitch ass pull ro,1539201180659
2,,,,,,,,,0,0,0,I vex earth zings,1539201180665
3,,,,,,,,,0,0,0,admit sexuality s really yall,1539201180661
4,,,,,,,,,0,0,0,The White House meddled investigation ensure judge believe condone meddling another,1539201180657
5,,,,,,,,,0,0,0,Very moved love support lt It scary time right I glad you,1539201180661
6,,,,,,,,,0,0,0,We ecstatic share long last Karina Hansen free state guardianship Please follow link mo,1539201180657
7,smarthome,,,,,,,,0,0,0,Smart Home Tracker reveals consumers intend purchase smarthome product c,1539201180665
8,,,,,,,,,0,0,0,I ve never read anything accurate life,1539201180662
9,,,,,,,,,0,0,0,To waste money,1539201180658
10,,,,,,,,,0,0,0,But least pay check gone b lovely ladies,1539201180657
11,,,,,,,,,0,0,0,vid i tag namjoon screaming,1539201180661
12,,,,,,,,,0,0,0,good nt sleep much last night m going eat something bready watch walking dea,1539201180657
13,Rehomehour,Cannock,Walsall,WestMidlands,TeamZay,dogtheft,stolen,CharityTuesday,0,0,0,Rehomehour recent theft Cannock Walsall WestMidlands TeamZay dogtheft stolen CharityTuesday,1539201180657
14,,,,,,,,,0,0,0,Microsoft makes patents open source help Linux Sounds like The Onion s,1539201180659
15,,,,,,,,,0,0,0,da man baby,1539201180660
16,,,,,,,,,0,0,0,Sean Smith Lol,1539201181658
17,,,,,,,,,0,0,0,Many Congratulations Asher s Bakery much deserved Victory Supreme Court today,1539201181665
19,,,,,,,,,0,0,0,That middle waffle butter gt gt gt,1539201181658
20,,,,,,,,,0,0,0,Mike really blew bogus story swetnik front runner for,1539201181660
21,,,,,,,,,0,0,0,Home guys let continue skull trooper giveaways,1539201181660
22,,,,,,,,,0,0,0,EMA acceptance speech us,1539201181659
23,,,,,,,,,0,0,0,My bad I tone bit,1539201181665
24,,,,,,,,,0,0,0,It always seemed like spin,1539201181664
25,,,,,,,,,0,0,0,Thirded Follow It worth,1539201181664
26,,,,,,,,,0,0,0,I bet oxygen CRISP shit,1539201181661
28,,,,,,,,,0,0,0,Idk exactly ever feel like world everything happening fast,1539201181657
29,,,,,,,,,0,0,0,CAMILA CABELLO THE MOST CUTE WOMAN IN THIS WORLD I M VERY PASSIONATE,1539201181664
30,,,,,,,,,0,0,0,I love teenage acne lot I,1539201182662
31,,,,,,,,,0,0,0,BANTER EXCLUSIVE Interview With Scott Carter Producer Of Real Time With Bill Maher via,1539201182663
32,,,,,,,,,0,0,0,Why even trying defend money a,1539201182661
33,Consequences,,,,,,,,0,0,0,Consequences many messages love video get was,1539201182661
34,,,,,,,,,0,0,0,alls parents ever ask harry like I could talking mom like harry,1539201182659
35,,,,,,,,,0,0,0,literally nt realise problematic back used defend bullying ugh gross,1539201182658
36,,,,,,,,,0,0,0,Bitch bragging almost got perfect score like shutup go,1539201182666
37,,,,,,,,,0,0,0,Nobody sticks sluts harder faster better MY GREAT FRIEND It s WhiteMamba Style TeamMrStr,1539201182658
38,,,,,,,,,0,0,0,phora said would never switch accepted everyone else everybody fake everybody twofaced everyb,1539201182657
40,,,,,,,,,0,0,0,Help coyotes amp geese killed fur Join tell cut ties Canada Goos,1539201182658
41,,,,,,,,,0,0,0,My three hour art class always drains,1539201182660
42,,,,,,,,,0,0,0,Maybe I ll live long I ll forget Maybe I ll die trying,1539201182666
43,,,,,,,,,0,0,0,When falls asleep go get food her,1539201182664
44,,,,,,,,,0,0,0,HE TOOK FOY SHOTS,1539201182666
45,,,,,,,,,0,0,0,Every job ever,1539201182663
46,proud,,,,,,,,0,0,0,looking forward date night tomorrow Sam treat bagging new job proud,1539201182659
47,,,,,,,,,0,0,0,debate compliments midterm midterm s marketing paper,1539201182663
48,karaoke,,,,,,,,0,0,0,My weergawe van se Turn Me On karaoke,1539201182659
49,,,,,,,,,0,0,0,New Jersey day come together amp make decision r sick corruption Menendez brought,1539201182662
50,,,,,,,,,0,0,0,It cropped one removing lovely husband bit joke convoluted explain,1539201182665
51,,,,,,,,,0,0,0,I knew Tim s laugh sounded familiar,1539201183663
52,,,,,,,,,0,0,0,The older I get I realize value privacy You open honest real still understanding eve,1539201183661
53,,,,,,,,,0,0,0,This woman dangerous ways one deal kind stuff daily basis yet theyre STI,1539201183659
54,,,,,,,,,0,0,0,I liked video Bromance Level,1539201183664
56,,,,,,,,,0,0,0,Not big fan Kpop Krystal f x angelic looking human I ever seen,1539201183658
57,MeToo,,,,,,,,0,0,0,Arnold Schwarzenegger breaking silence MeToo movement,1539201183658
58,,,,,,,,,0,0,0,The price heavy Tories next GE case,1539201183666
59,,,,,,,,,0,0,0,Custom Playlist und Achievements completion Slipstream Retro Arcade Racer Folge,1539201183662
60,,,,,,,,,0,0,0,This disgusting This black people nt support democrats treated,1539201183661
61,,,,,,,,,0,0,0,From Shanghai Melbourne NYC everywhere beware Thanks Jimmy letting bring we,1539201183662
62,,,,,,,,,0,0,0,Not even Go back Instagram smh,1539201183658
63,,,,,,,,,0,0,0,A months ago yearold Alice Kassnove ruthless cartooncaptioning nearly broke Internet So brought i,1539201183659
64,,,,,,,,,0,0,0,Account Based Marketing ABM Smarketing Environment via,1539201183658
65,Tornado,History,OTD,,,,,,0,0,0,Time Tornado History OTD An F moved thru Columbus MS mobile homes amp frame homes des,1539201183661
66,,,,,,,,,0,0,0,Am sad sha nt trust,1539201183662
67,,,,,,,,,0,0,0,Girl yessss Those books changed landscape English B forever,1539201184663
69,Jquery,scale,,,,,,,0,0,0,Jquery scroll decrease scale div,1539201184657
70,,,,,,,,,0,0,0,Hurricane Michael category,1539201184665
71,,,,,,,,,0,0,0,The important story world right UN report showing expect catastrophic consequences wit,1539201184664
72,Mamba,MambaMentality,ObsessedWithBetter,,,,,,0,0,0,Never settle Mamba wanted MambaMentality ObsessedWithBetter,1539201184657
74,,,,,,,,,0,0,0,Never dim ya light word Crys,1539201184666
75,,,,,,,,,0,0,0,I tryna see men eyeshadow dangly earrings rings painted nails Let go cowards,1539201184661
76,,,,,,,,,0,0,0,Stipe Miocic says offered fight Daniel Cormier UFC heavyweight title,1539201184664
77,CFL,,,,,,,,0,0,0,CFL Trade Deadline acquire LB Chris Ackie exchange nd round pick via,1539201184660
78,,,,,,,,,0,0,0,Raffle entry bot looking good Tons perks coming members wan na apart family,1539201184657
79,,,,,,,,,0,0,0,Drake worthy artist I seeing,1539201184666
82,,,,,,,,,0,0,0,Rates Are Rising Lock In Your Mortgage Rate And Shop Let Our Team Get You The Mortgage Yo,1539201184662
83,,,,,,,,,0,0,0,By choosing love rather fear creating participating becoming distracted reacting,1539201182666
84,,,,,,,,,0,0,0,BTS Jungkook left tears stage London O arena last night following injury hours earlier,1539201181659
85,,,,,,,,,0,0,0,oh feels NICE nice outside,1539201185658
86,TheFlash,,,,,,,,0,0,0,TheFlash Nora Overnight Ratings DC Beats Marvel,1539201185661
87,,,,,,,,,0,0,0,I made Twitter said THAT YOU ARE FUCKING WACK LMFAOOOOOOOOOOHFSHJFSASHJSAAGJDSADHJ IM SCREA,1539201185657
88,,,,,,,,,0,0,0,eeeeeEEEEEEEEEE yes please found weakness adorable felines,1539201185657
89,,,,,,,,,0,0,0,I m sure s nd ll able get st,1539201185660
90,ThisIsUs,,,,,,,,0,0,0,We get little help friends ThisIsUs,1539201185662
91,,,,,,,,,0,0,0,Lmaooo forever funny,1539201185661
92,,,,,,,,,0,0,0,Bra shit garbage get TL,1539201185665
95,,,,,,,,,0,0,0,Not really sitting watching minute video,1539201185657
96,,,,,,,,,0,0,0,new nail tech alert AND I LOVE HER,1539201185661
