,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.hashtags.6.text,entities.hashtags.7.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,,,,0,0,0,Enjoying neighbour s dick husband home,1539200940659
1,,,,,,,,,0,0,0,One greatest cockblocks Animation History,1539200940657
2,,,,,,,,,0,0,0,Finally choked Cameron son died war disabled began NHS campaigner,1539200940666
3,,,,,,,,,0,0,0,I tryna spooky night someone painting pumpkins watching scary movies haunted houses,1539200940660
4,700K,NCT,CHENLE,,,,,,0,0,0,NovBday Idol Support Make K votes Subway ads NCT CHENLE bday present Percentages th,1539200940663
5,,,,,,,,,0,0,0,Nah I good,1539200940663
6,,,,,,,,,0,0,0,Sheldon Adelson Koch brothers Mercers People like swamp Why anyone thought Trump going a,1539200940657
7,,,,,,,,,0,0,0,bts k pure sales without single eng song topping billboard twice top hot kmedia yall hear sumn nicoti,1539200940664
8,,,,,,,,,0,0,0,happy late birthday queen blood sweat tears inspired michelangelo s piet,1539200940665
9,,,,,,,,,0,0,0,Kapil Mishra u r lier Sutra hai BJP BJP spreading fake news illegal cash found Kai,1539200940663
11,,,,,,,,,0,0,0,Love bold statement Well said,1539200940666
12,Podcast,sales,B2B,salestips,success,,,,0,0,0,Sales Is King Podcast EP Connecting To Buyers Emotions sales BB salestips success,1539200940665
13,Consequences,,,,,,,,0,0,0,Consequences many messages love video get was,1539200941658
14,,,,,,,,,0,0,0,Oops baby love,1539200941659
15,,,,,,,,,0,0,0,There going assassination ratchet left rhetoric,1539200941666
17,,,,,,,,,0,0,0,mail one autograph,1539200941666
18,,,,,,,,,0,0,0,Your sign process wild Just saying,1539200941663
19,NKE,,,,,,,,0,0,0,Nike Stock NKE NKE getting Kaepernicked What great SHO,1539200941659
20,,,,,,,,,0,0,0,Check new renderings Penzance s western Rosslyn development,1539200941663
21,,,,,,,,,0,0,0,I m fascinated natural disaster destruction tho sad people whose things wrecked I rly cant,1539200941664
22,Liberals,,,,,,,,0,0,0,Liberals condoning violence intimidation Smh,1539200941658
23,,,,,,,,,0,0,0,rotten tomatoes btw certain movie also boy title relate,1539200941662
24,,,,,,,,,0,0,0,Beyond massive Google admitting censorship Explains people get unsubscribed videos show feeds etc,1539200941661
25,,,,,,,,,0,0,0,FOx news channel ppl IQ MoRon gt,1539200941661
26,,,,,,,,,0,0,0,Panama City gon na need help,1539200941661
27,,,,,,,,,0,0,0,AC units came thru drippin stop drippin,1539200942657
28,,,,,,,,,0,0,0,damnit I dropped facts floor Aaron Boone Is Only Manager,1539200942658
29,,,,,,,,,0,0,0,Georgia s Secretary State Brian Kemp running Gov purged voter rolls amp freezing tens thousands voter,1539200942664
30,,,,,,,,,0,0,0,Dem Senator Hirono On Leftist Mob Violence Against The GOP This Is What Happens When You Look At White Supremacists,1539200942657
31,,,,,,,,,0,0,0,Lana Del Rey woke one morning told world,1539200942664
32,,,,,,,,,0,0,0,hot asses sex better sex wife mature sex webring girl sex net sex poslovice long sex vids,1539200942663
33,,,,,,,,,0,0,0,People like melodies Most stick simpler keys And major ones This I prefer cats,1539200942658
34,anyone,outthere,longday,,,,,,0,0,0,Having one nights noone replying I feel like world forgotten anyone outthere longday,1539200942658
35,,,,,,,,,0,0,0,Thank goodness I m home,1539200942663
36,findom,paypig,efdp,femdom,walletdrain,kik,BBP,brat,0,0,0,end drinks gets better possible findom paypig efdp femdom walletdrain kik BBP brat,1539200942662
37,,,,,,,,,0,0,0,This makes happier,1539200942660
39,,,,,,,,,0,0,0,Are free move around Bobi Wine I free move around Every time I attempt leave my,1539200942664
40,,,,,,,,,0,0,0,Great Scott Slant sometimes excitementpassion fans forget players young men wfamilies who,1539200942658
41,,,,,,,,,0,0,0,Wrong wrong even everyone Right right even one,1539200943657
43,,,,,,,,,0,0,0,I stuck tongue middle donut coworker like starred,1539200943664
44,PCAs,TheSong,IDOL,,,,,,0,0,0,comment follow everyone likes reply PCAs TheSong IDOL,1539200943666
45,,,,,,,,,0,0,0,Work till afford giraffe,1539200943661
46,,,,,,,,,0,0,0,important love someone little extra bad days,1539200944662
47,,,,,,,,,0,0,0,At one point scrimmage sources said Butler turned GM Scott Layden screamed You bleeping need You ca nt w,1539200944665
48,,,,,,,,,0,0,0,The world soon come end people still learn mind business,1539200944657
49,,,,,,,,,0,0,0,Do play pc ps,1539200944659
