,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,0,0,0,Where I strive grating exactly I need,1539200520662
1,,0,0,0,Just realised Eriksen Dele Dier Vertonghen meant follow PochKane signing new deals havent Cant,1539200520657
2,,0,0,0,still single lol new,1539200520663
3,,0,0,0,What deserve dogs,1539200520662
4,,0,0,0,If want see w one else treat like one else made SIMPLE,1539200520663
5,,0,0,0,The state Eurocup refereeing,1539200520657
6,,0,0,0,wish would build one closer shame line got stepped,1539200520665
7,,0,0,0,Signing real ones company first step dedication goal hit collectively we,1539200520658
8,,0,0,0,This gif made feel STUPID uncomfortable,1539200520666
9,,0,0,0,Who I nothing,1539200520660
10,,0,0,0,FUCK SLUTTY BUSTY MILF STEPMOM NOW FOR FREE Click amp Enjoy Fuck,1539200520664
11,,0,0,0,hayden christensen claims child murder explain actions revenge sith fox n,1539200520660
12,,0,0,0,Kupp Burton easily,1539200520665
14,,0,0,0,Yeah All people chanted BFD,1539200520663
16,RT,0,0,0,today PM Cajun Jambalaya Pasta,1539200520658
17,,0,0,0,ASHTON REVEAL YOUR FAN ACCOUNT,1539200520661
18,,0,0,0,Do regular dogs see police dogs say oh shit cops,1539200521661
19,,0,0,0,When tell relax,1539200521665
20,,0,0,0,I love stunned laughter match ambition pragmatism shown line,1539200521660
21,,0,0,0,The LotR trilogy really solid even nt read books The opening sequence feels,1539200521659
22,,0,0,0,Taylor Swift The AMAs voted people And know else voted people It s midterm el,1539200521658
24,,0,0,0,Online store open October spend get free shipping code FSONUS,1539200521666
25,,0,0,0,going relationship knowing get played gets played,1539200521664
26,,0,0,0,It us Use social media make new account,1539200521663
27,,0,0,0,Tune tomorrow morning hear exclusive ready shar,1539200521661
28,,0,0,0,West Bladen West Columbus football postponed tonight rescheduled Friday,1539200521658
29,,0,0,0,Lusito dou niit,1539200521665
31,WorldMentalHealthDay,0,0,0,rain flowers WorldMentalHealthDay,1539200522660
32,,0,0,0,LIVE The Final Round,1539200522658
33,,0,0,0,Justin Gallegos runner Oregon cerebral palsy thought finishing another cross country race Little he,1539200522666
34,,0,0,0,Why libtards sit take,1539200522662
35,,0,0,0,Camila arriving Madeo Restaurant Los Angeles last night,1539200522666
36,,0,0,0,Whaatt Earl Died Lawd Jesus Ai nt nobody Tole Me Nothinnnn,1539200522658
37,,0,0,0,When gas light turns u fill AGAIN,1539200522661
38,,0,0,0,Cookies ice cream,1539200522666
39,,0,0,0,NEW MUSIC FIRST CLASS PROD GRIMM DOZA,1539200522660
40,,0,0,0,She fucking sad,1539200522658
41,CancionFavoritaTropical,0,0,0,Only hours left vote CancionFavoritaTropical,1539200522658
42,SupportSmallerStreamers,0,0,0,Got sub button show love SupportSmallerStreamers,1539200522658
43,,0,0,0,odd flex ok,1539200521662
44,,0,0,0,Wildfire Smoke Are You Protecting Your Lungs,1539200522659
45,,0,0,0,Like For Funds For Skull Trooper,1539200521661
47,,0,0,0,CNN Panel Calls Kanye West Token Negro Mocks Mental Health Issues,1539200523662
48,WorldMentalHealthDay,0,0,0,In latest pod On WorldMentalHealthDay How Ghanaians seeking help mental health issues turn prayer camps o,1539200523665
49,,0,0,0,It impossible overstate corrosive impact political culture amp national character Rejection,1539200523659
50,,0,0,0,The White Man card mean ICYMI always play card,1539200523665
51,,0,0,0,today remember re mentally ill thank,1539200523658
52,Matthaus,0,0,0,Lothar Matthaus Hits Out Selfish And Disrespectful Bayern Munich Quartet FCBayern Bundesliga,1539200523666
53,,0,0,0,cool legitimately say got back earth,1539200523663
54,,0,0,0,The climate change denier denied climate Trump What fool,1539200523662
55,,0,0,0,There coffee shops every corner centers help sleep across street,1539200523658
56,,0,0,0,But positive note The phone still way better pure crap s U hear,1539200523660
57,,0,0,0,This painful watch,1539200523658
58,,0,0,0,Have read book pls tell u,1539200523663
59,,0,0,0,When explaining story sounds like fault,1539200523666
60,,0,0,0,Bardock bandana dyed red blood everyone hit LL,1539200523662
61,,0,0,0,Let s lift savings cap benefits older people nt run down,1539200522665
62,weddingdress,0,0,0,Wedding Dress month Charlotte LJ Couture View dress weddingdress,1539200523665
63,,0,0,0,Long time see,1539200523664
64,,0,0,0,people followed one person unfollowed automatically checked,1539200524665
65,,0,0,0,Lynzy I m white male I thought great You nt offended anyone half brain bit humor,1539200524661
66,,0,0,0,WOW Senator Ted Cruz refusing debate opponent Beto ORourke town hall October In words Ted Cr,1539200524664
67,,0,0,0,jimmy butler really showed cussed everybody beat starters third string squad amp mobbed really,1539200524664
68,,0,0,0,Politics feeling Taylor Swift effect,1539200524663
69,,0,0,0,I officially predict financial crisis time Not I special knowledge ev,1539200524658
70,,0,0,0,And wrong Judgy mcjudge,1539200524664
72,,0,0,0,I DIDNT SEE THISSSSS,1539200524661
73,,0,0,0,October spooky season also breast cancer awareness month My mother kicked breast cancer twice,1539200524661
74,,0,0,0,Blockchain powerful tool business operations unlocking value tied repetitive timeconsuming proces,1539200524665
75,,0,0,0,Let take another shot My dumbass,1539200524660
76,,0,0,0,I miss Mazi let s smoke sometime,1539200521661
77,,0,0,0,Happy Bday real brother fr fr already know rockin,1539200524666
78,,0,0,0,I crying You crying,1539200522660
79,,0,0,0,Congrats If nt work bruv I told come work us,1539200525662
80,,0,0,0,Thank volunteers build positive meaningful relationships children young peo,1539200525662
81,,0,0,0,Students Adult Education Medical Assisting day class participated community service project decorati,1539200525661
82,,0,0,0,I liked video SunRail visits Kissimmee,1539200525659
83,,0,0,0,We talking depression child delivery postpartum depression Effect form depression moth,1539200525657
84,,0,0,0,BTS star Jungkook bursts tears London concert,1539200525662
87,,0,0,0,test rode new wheels today silky smooth really quick bring summer,1539200525663
88,,0,0,0,DIY Projects For Your Bedroom,1539200526658
89,,0,0,0,KZN become independent nation With Durban financial centre GDP bigger Lesotho Botswana and,1539200526662
91,,0,0,0,Over year provide weekly training pitch kids And pitch fees ro play lge match,1539200526665
92,,0,0,0,Will sell flat,1539200526657
93,WeLoveYouJungKook,0,0,0,jimin asked army say love jungkook WeLoveYouJungKook really proud cr hunnyblush,1539200526664
95,,0,0,0,glow dark things glow dark,1539200526658
96,,0,0,0,Happy birthday galxxx,1539200525657
97,,0,0,0,I fuckin rollin,1539200525661
98,,0,0,0,Check I added closet Poshmark INC INTERNATIONAL CONCEPTS Trench Coat NWT LARGE,1539200526661
99,,0,0,0,Two groups forever haunted typos,1539200526663
100,,0,0,0,How nice cuddling I want cuddled every minute day I love cuddling,1539200527659
101,,0,0,0,Which UK stadium best atmosphere,1539200527664
102,,0,0,0,THE BREAK making noise videos Work Neat Learn Cleveland rapper The Break,1539200527666
103,,0,0,0,Spooky Guy Young Face Official Music Video,1539200527659
106,,0,0,0,Remember Planned Parenthoods gets millions government gets American taxpayer Did you,1539200527658
107,,0,0,0,Catastrophic Damage In Mexico Beach Fla,1539200527664
108,,0,0,0,Petrol Pump Khurram Dastgeer demolished antiencroachment drive,1539200527660
109,,0,0,0,A manic insult message racist official Kansas keep probable win Davids is,1539200527663
110,,0,0,0,Someone moved I shut door Someone treat way,1539200527658
111,,0,0,0,A fictional character Ain cute nickname,1539200527658
112,ImmigrationReform,0,0,0,We yearolds Court without parents Tell government broken ImmigrationReform thisis,1539200527664
113,,0,0,0,Black Panther win black people Crazy Rich Asians win Asians When stretch culture h,1539200527657
114,,0,0,0,There Will Be Blood,1539200527658
115,,0,0,0,da man baby,1539200527662
117,,0,0,0,Happy October th everybody I mean everybody,1539200527661
118,,0,0,0,The thought Labour MP walking lobbies vote job destroying Tory Brexit stomach turning This,1539200527664
119,,0,0,0,I listen music I listen much music made s I followed her,1539200527663
120,,0,0,0,When re DM well thought campaign extravagant adventure players manage acc,1539200527666
121,,0,0,0,tryna love n fuck nigga forever bitch tired starting,1539200528664
122,,0,0,0,I miss anymore I miss feeling I,1539200528665
123,,0,0,0,Your faves could fluent English speakers BTS ones speaking United Nations,1539200528658
124,,0,0,0,Q Ratings Not Single CNN Show Made Top Cable News Shows Breitbart Retweet If You ve Never Watch CNN,1539200528663
125,,0,0,0,TreeClimbing Goats Morocco,1539200528664
126,,0,0,0,abducted adopted abducted adopted abducted adopted,1539200528666
127,,0,0,0,As sober I condone,1539200528665
128,BTS,0,0,0,BTS makes history first KPop act perform Singapore National Stadium Mark calendars Januar,1539200528666
129,,0,0,0,I CANT TAKE THIS,1539200528657
130,,0,0,0,I get impression see return investment conservative responding,1539200528665
131,,0,0,0,I ready travel kids yes kids S My husband taking long find amp marry,1539200528659
133,,0,0,0,Look POS New Jersey murdered baby bear Name shame You know Twitter,1539200528666
134,BTSLoveYourselfTour,0,0,0,BTSLoveYourselfTour In London At O O BTS btsinlondon,1539200529657
135,,0,0,0,If anyone West Midlands seen partner Prabal Bhusal last hours please let know He missing since,1539200529661
136,,0,0,0,Dear amp amp amp amp amp Are going actually still go Saudi,1539200529657
137,,0,0,0,And another periscope cause I nt trust YT lol London O Arena BTS World Tour li,1539200529657
138,,0,0,0,Allhamdullillah Islam honestly,1539200529663
139,,0,0,0,The FBI Director testified US Senate I asked phone conversations getting collected,1539200529661
140,,0,0,0,ZOMBI im LIVESTREAM,1539200529664
141,,0,0,0,Ouch Xolo buddy,1539200529664
142,,0,0,0,Don nobody wan na see mothafuckin terry crews hero,1539200529662
143,MatangiMayaMIA,0,0,0,An homage art celebration power creator imagination Watch Steve Loveridge s MatangiMayaMIA and,1539200529663
144,,0,0,0,I wish I met I first fan could gloups years together cos you,1539200529665
145,,0,0,0,Yess I done bro,1539200529658
146,MyAdvice,0,0,0,How Shattawale s son Majesty trying keep cool listening sarkodie s MyAdvice song,1539200529658
147,,0,0,0,Yes I sad yes I masturbated yes I support Medicare,1539200530662
148,,0,0,0,Will Smith s genie gets bottle,1539200530663
149,GreatBritishMenu,0,0,0,Why cavolo nero Asks everyone everywhere GreatBritishMenu,1539200530657
151,,0,0,0,EVERYBODY SAY THANK YOU ASUMA KOSUKE AND OIKAWA TOORU,1539200530666
152,,0,0,0,Her husband must pathetic bloke putting,1539200530661
153,,0,0,0,It ridiculous fast phone dies,1539200531661
154,PSAT,0,0,0,When u get separated ur dolphin friends PSAT,1539200531660
155,ghettigang,0,0,0,new BigMicho exclusive dancin romancin ghettigang trulyyourschi,1539200531659
156,,0,0,0,oh know started need explain,1539200531657
157,JIMIN,0,0,0,I Love You JIMIN,1539200531661
158,psat,0,0,0,psat forgot million means,1539200531659
159,,0,0,0,mb Stronger Katrina Stronger Andrew Only behind Camille Labor Day Hurricane rd strong,1539200531662
160,,0,0,0,Just little late Kay took get things going I see Why done last evening,1539200531664
161,FOSTA,0,0,0,TY insuring FOSTA SESTA carved d,1539200531659
162,,0,0,0,Make PS badass console side Pandora new Borderlands dynamic theme Get free you,1539200531662
163,,0,0,0,No surely legally correct losing Budget vote would nt end govt But absurd brush If ca nt pass Budget,1539200531660
164,IG,0,0,0,IG Lauren Ty Dolla ign post,1539200531663
165,,0,0,0,Lmaooo college days,1539200531657
167,,0,0,0,It Take A Real One To Kno A Real One,1539200532662
168,,0,0,0,Feelin bad kids parents cook,1539200532657
169,,0,0,0,Ooooh sorry misread That sounds like fun,1539200532659
170,WorldMentalHealthDay,0,0,0,An important reminder young people around WorldMentalHealthDay BTSLoveMyself ENDviolence,1539200532661
171,,0,0,0,Getting fucking crushed today,1539200532658
172,해찬,0,0,0,Apple Music haechan nct,1539200532658
173,RadioImpact,0,0,0,NowPlaying Dedication RP RadioImpact Hosted DJs,1539200532663
174,,0,0,0,I seriously nt listened songs nt newtina video thw last months I bad,1539200532665
175,,0,0,0,gold s real,1539200532664
176,,0,0,0,I liked video New iPhone XS amp homeware September Faves Hannah Witton,1539200532661
177,,0,0,0,Twitter hookers lAw EnFOrCeMenT oNlY MaKeS HuMaN TraFfiCkiNg wOrSe,1539200532666
179,,0,0,0,PLEASE HOW CUTE,1539200532663
180,Treasonous,0,0,0,Treasonous Trump amp GOP continue sell America Russia,1539200532657
181,,0,0,0,If anyone wondering suspended s false flagged asshole angry sh,1539200533663
182,,0,0,0,Friend Hand aux cord I gon na play fire proceeds play ACTUAL SCENE Shrek fairy god,1539200533664
183,,0,0,0,Thanks supportive Thanks friendly Thanks happy Thanks every Wednesday morning Thanks fo,1539200533666
184,,0,0,0,choose u want retweet,1539200533661
185,,0,0,0,oh ok mean ok really means shit hurt gon na say,1539200533659
186,,0,0,0,I nt think,1539200533657
187,,0,0,0,Bitch I want money,1539200533657
188,,0,0,0,Can I take sat practice take next year,1539200533659
189,,0,0,0,also find Spotify,1539200533665
190,,0,0,0,Uber driver made film making video idk seemed pretty,1539200533657
191,,0,0,0,My fantasy team year trash,1539200533665
192,,0,0,0,Bud supposed amp win fight I tell u thingHes gon na get a,1539200533665
193,,0,0,0,Chinese Intelligence officer charged economic espionage involving theft trade secrets US aviation co,1539200533663
194,,0,0,0,possible look good,1539200533662
195,,0,0,0,Reaper s Rumble coming back And updates weapons,1539200533661
196,,0,0,0,Here help Ban fossil fuels forever Convert renewable energy Outlaw factory farming mas,1539200533658
197,,0,0,0,But compared m potato well least cute potato Thanks encouraging btw,1539200534664
198,,0,0,0,Blond hair blue eyes said Philadelphia could lied Yes lie I m England uk,1539200534658
199,,0,0,0,C warming world exposed severe heatwaves C thus exposed C species losing half,1539200534663
200,PSAT,0,0,0,PSAT harley davidson releases perfume loyal customers,1539200534663
201,,0,0,0,Sometimes best part relationship,1539200534657
202,,0,0,0,OPEN FOR A SURPRISE,1539200534657
203,,0,0,0,Shigechi stinky humble,1539200534660
204,,0,0,0,Since tonight DWeb Meetup Internet Archive I wonder compares edge Workers,1539200534662
205,,0,0,0,She heads BDS organization linked Hamas explicitly calls destruction Israel But yeah I m sure s jus,1539200534662
207,,0,0,0,anarchism come principled commitment opposition power stay leisure indulge ever pure int,1539200534665
208,,0,0,0,Calculating Your Smart Home Investment,1539200533663
211,,0,0,0,I know stab mf try find stabbed,1539200535666
212,,0,0,0,I suddenly hit wave need get faded,1539200535660
213,,0,0,0,Bolsonaro constantly thot patrol,1539200535666
214,,0,0,0,JIMIN SAW MY PRIDE FLAG TOOK HIS IN EARS OUT BC I WAS SCREAMING SO LOUD AND GAVE ME THE BIGGEST SMILE IM GOING TO SCREAM,1539200535666
215,,0,0,0,Here s Hillary Telling Us How Regard Radical Dimms You civil political party wants destroy,1539200535662
216,,0,0,0,New study Illegal immigration cost US taxpayers billion last year Illegal immigration destabi,1539200535657
217,,0,0,0,It s Avengers Register Vote,1539200535657
218,,0,0,0,No child afraid go school Yet far many students around world school dangerous place Unic,1539200535664
219,,0,0,0,Duh bitch aint fuckin air water,1539200535666
220,,0,0,0,This column may break record number falsehoods President ever published newspaper opEd Just t,1539200535657
221,,0,0,0,When trying pack put DVD favourite TV series also one re,1539200535663
225,Vote5SOSFam,0,0,0,Excuse s fuck VoteSOSFam,1539200536663
226,,0,0,0,Free Lyft rides amp bar code MILLION Handle Tamango Deals For You UberEats code eatsSTEPHANIEMue,1539200536661
227,,0,0,0,CANCEL ALL ORDERS,1539200536666
229,,0,0,0,If need help urban legend eating oysters one sitting Jekyll Island bac,1539200536657
230,sexy,0,0,0,This sexy hot woman make feel special tremendous shows Come meet her,1539200536664
231,,0,0,0,weird mom feeds breakfast like,1539200536657
232,,0,0,0,Women fired voting ever GOP slowly shedding men Not shocking Trump rallies no,1539200536666
233,,0,0,0,Surge interest switching autoenrolment providers,1539200536665
235,HalloweenMovie,0,0,0,Before heading see HalloweenMovie weekend download NoovieARcade app get seat ea,1539200536663
236,,0,0,0,Hello fellow humans I celebrity No I believe everything safe popular people aged Y,1539200536665
237,,0,0,0,Chat With New York Coolest Designer Tommy Zung,1539200536663
238,,0,0,0,Florida faces massive hurricane yet irresponsible reckless incompetent narcissistic imbecile presiden,1539200537664
239,,0,0,0,Should I popcorn third day row YUP,1539200537665
240,,0,0,0,Hey new followers You uh like Overwatch I got interviews Highquality stuff My price click eac,1539200537663
241,,0,0,0,Democracy means debating compromising participating shared institutions honoring rights needs a,1539200537658
242,,0,0,0,yes im yet sleeping bc im still typing psychological analysis fuck,1539200537657
243,,0,0,0,Shout Ag Research Leadership amp Management Workshop Adel another gr day lear,1539200537663
244,,0,0,0,ahhsjsjsjd almost sing front mum lmao,1539200537659
245,corrie,0,0,0,Is nt Tracey s kidney Morocco corrie,1539200537666
246,,0,0,0,Does matter race Jeff Jimmy Kyle Kevin Does winning those,1539200537666
247,Cruzcrew,0,0,0,Midterms coming Share song uninformed make sure vote RIGHT PAY Cruzcrew m,1539200537657
248,,0,0,0,My heart everyone Michael path Please take care check elderly folks nearby,1539200537660
250,,0,0,0,Sometimes I feel like fattest bitch ever amp times I m like u skinny Eat burger,1539200537659
251,,0,0,0,Content creation LOT work Nigerians still look lol ok Have seen Maraji editing Have y,1539200537661
252,,0,0,0,The proposal would close percent White House sidewalk put new limits spontaneous demonstrations open door,1539200537664
253,,0,0,0,Done mine please,1539200537660
254,Girl,0,0,0,Girl Mujhe Stylish Ladka Pasand Hai MyFriend Trying impress,1539200537662
255,,0,0,0,accidentally rear ended tell life going idk,1539200538662
256,,0,0,0,I took look oped It needs work All false misleading words world,1539200538663
257,Citroën,0,0,0,Great Kris correct Feels weird earth would move Citron must a,1539200538660
258,,0,0,0,Today World Mental Health Day By preventing child abuse neglect adversities much ensure,1539200538666
259,,0,0,0,Google Scholar found nearly WoS Scopus citations areas GS citation data essentially,1539200538657
260,,0,0,0,sometimes tweak drug kind,1539200538661
261,,0,0,0,honestly think hard hot minute,1539200538662
262,,0,0,0,Imma sit show I might make one give password,1539200538666
263,,0,0,0,Now s little car,1539200538660
265,,0,0,0,Hey guys Here latest blog post lessons I learned full time social entrepreneur,1539200538659
266,,0,0,0,Yes s never fault,1539200538658
267,,0,0,0,hotel Chicago also reported increase Saudi customers cushioned hotel somew,1539200538657
268,,0,0,0,World Mental Health Day The tea poured conversation flowing Mental health something posse,1539200538660
269,,0,0,0,Count angry Mob I mad hell I ready fight know I gon na hit The Ballot I have,1539200539665
270,WorldMentalHealthDay,0,0,0,It WorldMentalHealthDay delighted announce first UK independent school been,1539200539659
271,,0,0,0,shit almost big mine,1539200539662
272,,0,0,0,Gon na best recreate Halloween,1539200539657
273,,0,0,0,At one point scrimmage sources said Butler turned GM Scott Layden screamed You bleeping need You ca nt w,1539200539662
274,,0,0,0,You ever look someone like damn good fuck,1539200539658
275,,0,0,0,Here notes The one left suffered left crumbled amp never The one right i,1539200539662
276,,0,0,0,imagine hairstyle paired suit for award shows x,1539200539666
277,,0,0,0,I m slowly loosing hope Jesus coming back,1539200539659
278,followback,0,0,0,followback teamfollowback FollowNow In politics nothing happens accident If happens bet was,1539200539662
279,,0,0,0,It s Avengers Register Vote,1539200539664
280,,0,0,0,You admitted hitting wife hard gave black eye Maybe worried someone mi,1539200539664
282,,0,0,0,You really knowledge either history US formed,1539200539666
283,,0,0,0,Hi Lisa You look pretty pink,1539200539658
284,,0,0,0,Dude Being pop shadow something I never thought I hear If true I,1539200539664
