,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,,0,0,0,My name Hope P silent send D pics,1539198000658
1,,,,,,0,0,0,I tweetever And I never felt like voice would make difference lit fire allow a,1539198000666
2,,,,,,0,0,0,Funny USG personnel instructed even look access stolen docs right so,1539198000665
3,,,,,,0,0,0,The season comps I m interested taking Europe also season I fewer time amp,1539198000658
4,,,,,,0,0,0,My yo proves daily ruining someone life simple asking find shoes,1539198000658
5,,,,,,0,0,0,Another day another racist Apparently white woman followed harassed black man two white children,1539198000662
6,,,,,,0,0,0,BTS STANS ARE SUCH A FUCKFIN MESS WHAT IS THIS IM CRYINF Y ALL ALLLLL ON THE SAME SHIT AND I WANT IN,1539198000657
7,university,Interiors,,,,0,0,0,NEW BLOG POST What I wish I d known I started university ft Interiors snaps new apartment,1539198000664
8,,,,,,0,0,0,Annual Convention amp Expo,1539198000666
9,PSAT,,,,,0,0,0,last brain cell math calculator portion PSAT,1539198000661
10,,,,,,0,0,0,Now imagine kicked nuts might result create body genetic replication the,1539198000660
12,,,,,,0,0,0,Santa Fe Springs I W HOXIE AVE OFR Assist CT Maintenance,1539198000659
13,,,,,,0,0,0,What think yesterday s soggy weather,1539198000658
14,,,,,,0,0,0,kt mph rd strongest landfall record United Stated,1539198000663
15,CASIS,CyberSecurityAwarenessMonth,,,,0,0,0,In preparation next CASIS roundtable check article Colin Freeze CyberSecurityAwarenessMonth,1539198000663
16,,,,,,0,0,0,jimin s expression right told taehyung biggest room one upstairs bts said ca nt te,1539198000657
17,,,,,,0,0,0,Literally lost phone hour lol,1539198000666
18,EWTS2018,,,,,0,0,0,Thank joining us EWTS yesterday Many impressed Indoor Navigation Face Recog,1539198000657
19,,,,,,0,0,0,Rt Wan na fuck Are pregnant Miss someone Are hungry Wan na die Needa blunt Can sleep Want tattoo Want t,1539198000663
20,,,,,,0,0,0,Today s Feature Delirium Cafe Trivia pm Leesburg S King St Leesbur,1539198000657
21,Enlightenmentality,DID,,,,0,0,0,Days issue Enlightenmentality world first magazine people DID,1539198000658
22,,,,,,0,0,0,Real question astronaut put spaces behind punctuation marks,1539198000664
23,,,,,,0,0,0,Women Business Owners Find Ways Deal With Gender Bias,1539198000662
24,football,HeartSoulMindStrength,,,,0,0,0,A draw week ANC league football HeartSoulMindStrength,1539198000665
25,,,,,,0,0,0,Quick stoppage play Need extra boost Look Fuel dualcarb formula ensures ener,1539198000666
26,,,,,,0,0,0,What traveled billion miles without leaving kilometers around Earth Terra flagship Earth obse,1539198000664
27,,,,,,0,0,0,You probably hating,1539198000657
28,,,,,,0,0,0,one appreciated I m posting,1539198000661
29,,,,,,0,0,0,What deal pm,1539198001659
30,,,,,,0,0,0,imagine still highschool actually saying u love SKSJSKSKSJ,1539198001661
31,,,,,,0,0,0,REVEALED Why Anthony Martial s goal comeback win Newcastle cost Manchester United MILLION,1539198001661
32,,,,,,0,0,0,Well apparently people trying It s funny Someone said s successful she,1539198001664
33,TX,txwx,,,,0,0,0,Lake Alan Henry Justiceburg TX PM Temp HL Hum DP Wind NNE G mph Rain txwx,1539198001660
34,Dacula,gawx,,,,0,0,0,Dacula gawx PM Temp F Humidity pct Baro hr Wind E Rainfall,1539198001659
36,nohellhole,makebelgiumgreatagain,,,,0,0,0,Brussel great nohellhole makebelgiumgreatagain,1539198001657
38,,,,,,0,0,0,The Pennsylvania House Representatives approved legislation would give students options Keystone,1539198001666
39,,,,,,0,0,0,We spent minutes new Brydge GType Keyboard Google Pixel Slate came away quite impressed V,1539198001661
40,,,,,,0,0,0,Why move Life Plan Community Hear son s perspective,1539198001662
41,Microsoft,HoloLens,AR,VR,HealthTech,0,0,0,This tweet jblefevre Watch Human Anatomy Microsoft HoloLens AR VR HealthTech evankirstel MikeQu,1539198001664
42,,,,,,0,0,0,I feel good good tbh,1539198001659
43,OnThisDay,WorldCup,,,,0,0,0,OnThisDay Panama qualified WorldCup finals first time history,1539198001660
44,,,,,,0,0,0,It debatable driving latest housing affordability crisis increase housing prices mortgage,1539198001664
45,,,,,,0,0,0,Wind kmh Barometer mb Rising slowly Temperature C Rain today mm Humidity,1539198001658
46,,,,,,0,0,0,What would chapter life called Cc,1539198001663
47,,,,,,0,0,0,In Home Alone helps child separated parents real life,1539198001666
48,AskIke,,,,,0,0,0,Don forget Tomorrow took oath answer questions Don Q amp Ahole AskIke,1539198001658
49,GetWellSoonJungkook,,,,,0,0,0,GetWellSoonJungkook please enough rest hope feel better soon,1539198001661
50,,,,,,0,0,0,askronaut thats earth,1539198001662
51,,,,,,0,0,0,GUYS gon na two weeks The group ready rock w Oct,1539198001657
52,IFB,1FIRST,,,,0,0,0,Follow IFB Like retweet Tweets Follow likes retweets Comment IFB FIRST I,1539198001663
53,,,,,,0,0,0,Wind kmh Barometer mb Rising slowly Temperature C Rain today mm Humidity,1539198001658
54,,,,,,0,0,0,A good rule thumb find wearing bra everyday s time order another Shop col,1539198001664
55,,,,,,0,0,0,That s way looks STEX smaller exchange shoul,1539198001664
56,,,,,,0,0,0,Quick reminder tomorrow Thurs th Oct final day special offer Bluray release March,1539198001666
57,,,,,,0,0,0,I entirely convinced decision first professors I shown I right s,1539198001660
58,,,,,,0,0,0,But The Fixed Terms Parliament Act Oh wait,1539198001657
59,,,,,,0,0,0,Girls love say get phone half hour want attention,1539198001663
60,Poopea,RealSlut,Erotic,Porn,Model,0,0,0,Orgasm coming Pic Alain B Poopea RealSlut Erotic Porn Model Thai Asian SexyGirl NSFW,1539198001658
61,,,,,,0,0,0,Ankle boot season Jan Dec world,1539198002658
62,,,,,,0,0,0,Conditions PM Temp F Heat Index F Hum Winds WNW mph Rain in Baro inHg,1539198002663
63,,,,,,0,0,0,Water Level Britannia Wednesday,1539198001663
65,,,,,,0,0,0,I scared alone I feel incomplete alone irrational fears I genuinely afraid go,1539198002662
66,,,,,,0,0,0,love youngbulls Instagram urndawy send me vid amp pics Kik mephillyztrapgod kik I want see finger yo,1539198002660
67,,,,,,0,0,0,Note self Just pray let go,1539198002666
69,,,,,,0,0,0,Here s need know hot towers phenomenon meteorologists saying strengthened Hurricane,1539198001658
70,,,,,,0,0,0,This damn shame,1539198002657
71,psat,,,,,0,0,0,CAM plants nightfall psat,1539198002660
72,,,,,,0,0,0,There endless pumpkin desserts nt tasted brown butter icing s must This combination spic,1539198002660
73,,,,,,0,0,0,Trump e Bolsonaro respondem Roger Waters,1539198002658
74,,,,,,0,0,0,They waiting slip everytime I slip I slip another blessing,1539198002666
75,,,,,,0,0,0,Wow another major overreaction double standards,1539198002666
76,,,,,,0,0,0,This exciting Norma Thank joining Sydney,1539198002663
77,,,,,,0,0,0,This Research Plan Save Be prepared spend something intangible like experience view Go a,1539198002661
78,,,,,,0,0,0,I found For folks asking I got info I dig extra deep facebook,1539198002660
79,HurricaneMichael,,,,,0,0,0,Here look conditions Tallahassee HurricaneMichael closes,1539198002660
80,,,,,,0,0,0,HGAC Clean Cities Technology Conference take place October th The Clean Cities Technologies Confe,1539198001657
81,,,,,,0,0,0,mom make mac cheese lactose intolerant us,1539198002664
82,Poopea,RealSlut,Erotic,Porn,Model,0,0,0,Orgasm coming Pic Alain B Poopea RealSlut Erotic Porn Model Thai Asian SexyGirl NSFW,1539198001658
83,,,,,,0,0,0,Panty Nyana eli le Lace ne Spray se Avon Ebamuphe Sona Umuntu Sekathi I Love The Women Am Becoming,1539198003662
84,,,,,,0,0,0,Happy th birthday pioneering puzzle platformer Portal Will cake year,1539198003666
85,PresidentTrump,,,,,0,0,0,Donald Trump best president past century PresidentTrump,1539198003660
86,,,,,,0,0,0,hope hoes remember leaving read good,1539198003665
87,,,,,,0,0,0,child mental health important grades,1539198003657
88,,,,,,0,0,0,Why write fanfic Doom amp Jump Street featuring possession Satan,1539198003660
89,,,,,,0,0,0,moral story pray even get praying,1539198003657
90,,,,,,0,0,0,Gain Nigerian followers Retweet Follow follow back NB Participate Follow back,1539198003662
91,,,,,,0,0,0,Happy Birthday Brett Favre Learn Mississippi Sports Hall Fame amp Museum Inductees Visit,1539198003666
92,AMAs,LoseIt,,,,0,0,0,Let s celebrate AMAs ALL DAY Please play latest hit LoseIt much possibl,1539198003666
93,,,,,,0,0,0,Facts funny But nothing show factua,1539198003660
94,,,,,,0,0,0,The FBI Director testified US Senate I asked phone conversations getting collected,1539198003663
95,,,,,,0,0,0,PM Temp C Wind kmh Gust kmh NE WindChill C Baro Steady Humidity Rain mm,1539198002657
96,,,,,,0,0,0,Disturbed Are You Ready,1539198003661
97,,,,,,0,0,0,Make sure follow call CWord twitter thanks,1539198001659
98,,,,,,0,0,0,m soooo glad finally got meet two SO incredibly sweet love guys sooo much also,1539198002666
100,,,,,,0,0,0,Wind mph N Barometer Falling Temperature F Rain today Humidity,1539198004660
101,,,,,,0,0,0,messy hair yoongi big yes,1539198004659
102,,,,,,0,0,0,A relentless wave cars approaches camera pans across origin horizon,1539198004660
103,,,,,,0,0,0,South Korean boy band BTS makes London stage debut packed O arena via,1539198004657
104,,,,,,0,0,0,Eric Holder When smuggle guns Mexico fast furious There fixed,1539198004662
105,XMR,,,,,0,0,0,XMR worth BTC XMR,1539198004664
