,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,BTS,TheGroup,pcas,0,0,0,I voted BTS TheGroup Cast vote E People s Choice Awards pcas,1539199105659
1,,,,0,0,0,Y ready winter drip,1539199105661
2,,,,0,0,0,anyway carefree deer world prancing along beach dawn,1539199105659
3,,,,0,0,0,Bitches toast one night spill tea brunch someone else next,1539199105661
4,,,,0,0,0,I overthinker give answer I come one,1539199105664
5,,,,0,0,0,NJ High School Teacher Sent Nude Photos Student Prosecutors Say,1539199105657
7,WorldMentalHealthDay18,WednesdayWisdom,,0,0,0,WorldMentalHealthDay WednesdayWisdom Cats scientifically proven reduce stress Mum always says I purr right,1539199105664
8,Resist,,,0,0,0,lol crack Happy birthday amp keep Resisting Resist,1539199105659
9,,,,0,0,0,Ik lil bit,1539199105665
10,ForzaInter,,,0,0,0,goals Inter Simply put naturalborn goalscorers ForzaInter,1539199115664
11,,,,0,0,0,I want go back Canadian ISIS fighter captured northern Syria speaks,1539199115664
12,,,,0,0,0,FJSJJSJJS I lie MPRBC lowkey slaps rest,1539199115660
13,,,,0,0,0,Do realize four decades ago late searly s s,1539199115660
14,,,,0,0,0,believe annoying person universe takes lot work,1539199115663
15,,,,0,0,0,Hit feels Was ready,1539199115657
16,,,,0,0,0,First glance I thought dude got buried Yeti Cooler,1539199115662
17,,,,0,0,0,I ve posting lot food truck tour falling short commitme,1539199115662
18,,,,0,0,0,Just far Democratic Party fallen short years Former AG Eric Holder tells cheering crowd Michelle Oba,1539199115660
19,,,,0,0,0,If wan na get ruff settle barking lot,1539199105662
20,,,,0,0,0,I nt know anyone would want XDDD,1539199105657
21,,,,0,0,0,No amount papers midterms problem sets readings could make wish I still high school lmaooo yikes,1539199105665
22,,,,0,0,0,Durham Public Schools CLOSED students AND staff tomorrow Thursday Oct For details,1539199105665
23,,,,0,0,0,Senators voted favor Kavanaugh reelection THIS NOVEMBER TH John Barrasso Wyo Ted Cruz Tex,1539199115664
25,,,,0,0,0,Girl stop speeding ur gon na get us killed Me whole point Girl lmfao true hit gas,1539199115657
27,caerphillyyouthservice,,,0,0,0,These brilliant WELL DONE caerphillyyouthservice,1539199115662
28,,,,0,0,0,The kind adventures I want life,1539199115661
29,,,,0,0,0,Hey sorry happened special occasion please send PM ord,1539199115666
30,,,,0,0,0,If wan na get ruff settle barking lot,1539199115664
32,,,,0,0,0,Do nt call Lulu Luci unless re dweeb brother,1539199115662
34,,,,0,0,0,I JUST FUCKING SCREAMED OHHH MY GODDD WHO IS SHE,1539199115659
