,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,0,0,0,I wont impressed technology download money,1539200460663
1,,0,0,0,Sometimes I wan na honest like hey come Dealing demons,1539200460659
2,,0,0,0,yall dumbasses voted harambe aint forget,1539200460658
4,,0,0,0,An excellent article Embracing Agile,1539200460665
5,,0,0,0,ARMYYYY want say THANK YOU efforts hard work You great We know s lot going b,1539200460658
6,,0,0,0,Dw I bring cakes chocolates house right away,1539200460658
7,,0,0,0,Amnesia The Dark Descent,1539200460661
8,,0,0,0,Y propaganda end abortion nothing help prenatal care anything baby born h,1539200460666
10,,0,0,0,Here Are The Movies Coming To Netflix This Week HuffPost,1539200460664
11,ForzaHorizon4,0,0,0,To celebrate amazing response around ForzaHorizon I giving away digial copy Forza Horizon Ultimate Edit,1539200460658
12,,0,0,0,I excited mine,1539200460665
13,Marchon,0,0,0,Congratulations Carl Well deserved earned Marchon,1539200460660
14,,0,0,0,A long periolically time,1539200460665
15,,0,0,0,Nigga lucky yeen rip n lmaooo,1539200460661
16,,0,0,0,Imagine Hazard way Real Madrid watching MorataGiroud duke training,1539200460666
17,,0,0,0,United Club celebrates National Coming Out Day tomorrow making rainbow bracelets Thanks special guest t,1539200460665
18,,0,0,0,ABSCBN Headstart Salceda presses lifting tariffs tame inflation Part,1539200461663
21,Fortnite,0,0,0,LIKE FUNDS FOR THE SKULL TROOPER Follow END MINUTES GOOD LUCK Fortnite,1539200461657
22,,0,0,0,shit almost big mine,1539200461662
23,,0,0,0,fucking wish probably girlfriend,1539200461666
24,,0,0,0,Can wait get back field,1539200461665
25,,0,0,0,We x goody bags give away amp follow enter ends Good Friends Bad Idea,1539200461664
26,,0,0,0,BRITAIN Christian Bakers Win Supreme Court Appeal Over Gay Cake,1539200461665
27,,0,0,0,DUP absolutely furious tonight Describing backstop proposal shameful And NI probable exclusion trade de,1539200461664
28,,0,0,0,I ve finished clubs music s loud Cause I nt see face single crowd There s one I look,1539200461659
29,,0,0,0,I think re interested combatting antisemitism racisms yes course re interested an,1539200461666
31,NWOAgenda,0,0,0,More NWOAgenda mainstreaming Child Sexuality tolerance mostly white male critics giving Ghost In The Shell ok reviews,1539200462666
32,,0,0,0,I need hoodies amp long sleeves,1539200462664
33,,0,0,0,conservative estimates say million people worldwide struggle depression mood disorders me,1539200462658
34,,0,0,0,Sir I Andhra Pradesh Rajahmundry Seeking kind help Supporting family survival pls,1539200462664
35,,0,0,0,Service Sign Up one month free trial Service please enter card details Me,1539200462665
36,,0,0,0,fact many major outlets breathlessly reported voter registration spiked taylor swift s ig post witho,1539200462666
37,,0,0,0,A group motherfukin oracles I swear,1539200462659
38,,0,0,0,Is Americans eat time,1539200462666
39,,0,0,0,Original LINE stickers Themes Stickers,1539200462666
40,,0,0,0,Nigerians smiling See said Dj cuppy performance released skit live b,1539200462658
41,,0,0,0,somebody said turn phone upside looks like bowling I lost lmfaoooo,1539200462657
42,,0,0,0,MY PRINT EDITIONS HFKKSKFK MANY struggling tears,1539200461660
43,,0,0,0,Yeah I feel liking stuff supportive he,1539200461665
44,,0,0,0,Snapchat thread Drop Names,1539200462659
45,Apple,0,0,0,prepares take Apple amp others new streaming TV service,1539200463660
46,,0,0,0,Can subs value doms Like bitch re life sized fuck toys give want you,1539200463663
48,,0,0,0,Lyft drivers wan na talk NYC maybe city,1539200463659
49,,0,0,0,Chris Steele breaks silence email Vanity Fair recently included New Establishment list,1539200463659
50,BTS,0,0,0,Congratulations BTS My vote BTS AMAsTNT AMAs,1539200463657
51,,0,0,0,Nobody australia seems I get funny looks people open oven pots pans,1539200463659
52,,0,0,0,promise nobody earth would give edibles away kids free,1539200463665
53,,0,0,0,Well go The World Round,1539200463659
55,,0,0,0,Stone Kold Stunt On Yo Bitxh Like I Austin,1539200463662
56,,0,0,0,To friend must enjoy day drinking trips Target,1539200464658
57,,0,0,0,congratulations proved absolutely nothing except guaranteed bullying child,1539200464660
58,,0,0,0,Some people arent strong enough handle others amp Rich Dollaz said mouth full,1539200464659
60,,0,0,0,lmaoo blackout aint killing pubg fortnite mind think thats happening,1539200464659
61,,0,0,0,Best paragraph EVER federal agents lured Chinese government spy Belgium transferred week Un,1539200464661
62,,0,0,0,The ice bucket challenge ve reserved public smokers,1539200464662
63,,0,0,0,Wouldn ironic Eurasian Currency Bloc OK w collapse E,1539200464665
64,,0,0,0,Elijah Wood portrays hobbit The Shire Lord The Rings despite human Iowa,1539200464665
65,,0,0,0,Former Obama AG Eric Holder says GOP go low KICK The audience reacts chants fight fight,1539200464665
66,ALDUB169thWeeksary,0,0,0,Bts ALDUBthWeeksary ctto,1539200464665
67,WallpaperWednesday,0,0,0,NLDS Champs edition WallpaperWednesday part,1539200464664
68,psat,0,0,0,writing shitty review product I even buy psat,1539200465662
69,,0,0,0,I liked video OLD MAN TELLS FUNNIEST JOKE EVER,1539200465657
71,,0,0,0,And exactly I read,1539200465657
72,,0,0,0,Nerds I NERD I OTAKU Nerds I PEDOPHILE I LOLICON,1539200465666
73,,0,0,0,Apart single plagiarised bill stolen Jigawa One main achievement Kaduna state house assembly member,1539200465661
74,eliselucet,0,0,0,French TV France parotting arab propaganda Israel biased documentary eliselucet envoyspcial france,1539200465658
75,,0,0,0,Y ever argue FaceTime whose WiFi worse lol,1539200465660
76,,0,0,0,Get episodes tell just save ever staying there,1539200465664
77,,0,0,0,Working asphixia around minutes,1539200465662
78,,0,0,0,teacher pay atttention really important brain,1539200465661
81,,0,0,0,The entire country Liberia uses less electricity cowboy stadium game time,1539200465658
82,,0,0,0,You already know ve jamming day Listen,1539200465666
83,bilczynski,0,0,0,Sterling Silver Pearl Pendant Mounting Settings Akoya Pearl Oyster SMP bilczynski prezenty coldweather lu,1539200465666
84,greysanatomy,0,0,0,TEDDY AND MEREDITH x greysanatomy,1539200463659
85,HurricaneMichael,0,0,0,Hurricane Michael shredding shoreline structures Mexico Beach Florida HurricaneMichael Video,1539200463666
86,,0,0,0,PEOPLE DON T KNOW HOW TO DRIVE IN THE RAIN,1539200466664
87,,0,0,0,Forever goal mine,1539200466666
88,,0,0,0,WHAT Im mentally drained everyday I need outlet haha,1539200466666
89,,0,0,0,Yes The Rumours Are True I Really Am That BITCH,1539200466666
91,,0,0,0,Want Be Lifelong Fighter Learn Top Hip Strength Kettlebell Movements Onnit Academy,1539200466663
92,,0,0,0,ASAP Rocky coming rescue lana azealia banks,1539200466663
93,,0,0,0,r u shy bitch I met minutes ago relax,1539200466657
95,,0,0,0,This beat must created Memphis mindset I hear Dolph devouring shit,1539200466661
97,,0,0,0,Yall really got circle took picture said yeah gon na get bitches LMFAOOOO,1539200466657
98,,0,0,0,I voted early today ohio All RED tidal wave,1539200466660
99,,0,0,0,UGH I CAN T WAIT TO HAVE KIDS,1539200466664
100,,0,0,0,Do support President Trump Add name top exclusive Trump supporter list Act late h,1539200467657
101,,0,0,0,Fun fact CNN producer Andrew Carr record saying American people stupid shit Yeah Andrew I thi,1539200467659
102,,0,0,0,Today many communicating Reality Grady County jail may noticed services sh,1539200467659
103,,0,0,0,today prof said class truly love someone hurt still think g,1539200467664
104,,0,0,0,Have entered win flights Toronto s Hamilton Airport yet There s still time Just follow amp,1539200467659
105,,0,0,0,Hiding bathroom work im ready gooooooo,1539200467664
106,,0,0,0,Honor X HandsOn inch Best ScreenSize Per Dollar,1539200467665
107,,0,0,0,I knew Tim s laugh sounded familiar,1539200467657
108,,0,0,0,Ummm tissues please,1539200467663
109,,0,0,0,OTF I love much I dying Adding people I know like dogs t,1539200467659
111,,0,0,0,This fantastic Also ad makes want move Iowa,1539200467659
112,,0,0,0,Maybe If Y Start Brushing Your Teeth More Often Y Wont Have All These Toothaches,1539200467663
113,,0,0,0,Find lonely amateurs women area Just Sign No credit card necessary If re alone tonight,1539200467666
114,,0,0,0,Stray Kids Giveaway Winner gets one I Am You album rules winner open worldwide enter must following me,1539200465658
115,,0,0,0,A new government report reveals took hackers one hour gain access weapon system Pentagon did,1539200468658
116,ShahRukhKhan,0,0,0,ShahRukhKhan wore EUROPA Hoodie airport You buy,1539200468660
118,,0,0,0,Follow everyone Likes Retweets,1539200468658
119,,0,0,0,mom said poll gets yesses dress post malone halloween,1539200468666
120,,0,0,0,Stray Kids Giveaway Winner gets one I Am You album rules winner open worldwide enter must following me,1539200465658
121,,0,0,0,Dave Grohl wields drumsticks devil Tenacious D movie despite acting like decent person real lif,1539200468659
122,,0,0,0,Hey cool project working ide,1539200468659
123,,0,0,0,printed book chapter footnotes bibliography academics actually cared environm,1539200468664
124,,0,0,0,Appeals Court Reverses Ban Lynyrd Skynyrd Movie via,1539200468659
125,,0,0,0,So sorry This unacceptable put place like,1539200468665
126,,0,0,0,That s search end finding someone partisan enough I hope retired retiring because,1539200468660
128,,0,0,0,I m I m going change world better someday I grow re going wat,1539200468666
129,Michael,0,0,0,Tornadolike damage Mexico Beach FL Michael made landfall,1539200468663
130,,0,0,0,If doubt cat gif,1539200468658
131,,0,0,0,Please listen State local authorities Hurricane Michael makes landfall,1539200468657
132,NorthCarolina,0,0,0,Another life lost NorthCarolina POTUS s time something BackfireTrump,1539200468657
133,,0,0,0,Sabrina Cohen Selling Those With Disabilities,1539200466661
134,,0,0,0,I exhausted fine weeks part operation Good night Thanks wellwhishes awsom,1539200468659
135,,0,0,0,It World Mental Health Day It important talk mental health The talk more,1539200469657
136,,0,0,0,Give go people Free tools guy knows stuff Turns followers fake,1539200469663
137,,0,0,0,Ohh Poor thing I feel sorry I imagined long ago could happen I never bo,1539200469666
138,,0,0,0,OMG m cry video,1539200469658
139,,0,0,0,Lord forgive reading tweet head,1539200469658
140,converse,0,0,0,I love use cleaning converse Mostly pay efdp findom chastity worsh,1539200469657
141,,0,0,0,Sometimes I get overwhelming realisation bloody much I love boyfriend best person ever x,1539200469664
142,,0,0,0,hahahaha someone please thing put words person video lol,1539200469658
