,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,Even tho I hate I reinstalling frtnite cos uni friends say want see shit I lol,1539198600657
1,,,,0,0,0,idk wrong laugh nonstop minutes every time watch,1539198600664
2,,,,0,0,0,Boo sends titty pic Me,1539198600662
3,,,,0,0,0,We chicken work loves attacking I let,1539198600661
4,,,,0,0,0,Beautiful Elegant Garden Flower,1539198600660
5,,,,0,0,0,Catastrophic Damage In Mexico Beach Fla,1539198600658
6,,,,0,0,0,Nothing like LOVE,1539198600660
7,PSAT,,,0,0,0,When accidentally say Thank You around mom PSAT,1539198600663
8,,,,0,0,0,Today stunning wall wall sunshine I managed take quick walk around corner No clean,1539198600665
10,,,,0,0,0,really hope get lana fight video soon,1539198600659
11,everythingthatrisesmustdance,,,0,0,0,Join us grand finale everythingthatrisesmustdance Sat Oct pm amp pm No booking required,1539198600663
12,,,,0,0,0,It like sometimes,1539198600663
13,,,,0,0,0,All friends Missouri today LAST CHANCE register vote November It easy simply go t,1539198601657
14,,,,0,0,0,What s favourite,1539198601666
16,,,,0,0,0,Like anyone else legit scared anxious see live I m really exaggerating I say I nt know I ll survive,1539198601658
17,,,,0,0,0,IVE MISSED JON,1539198601663
18,,,,0,0,0,God truly guiding I start get overwhelmed eases I thankful man I been,1539198601659
19,,,,0,0,0,Breaking Video shows large amounts debris flying extreme winds pound Panama City Beach Florida Via,1539198601664
20,,,,0,0,0,nigga point boss middle man,1539198601662
21,,,,0,0,0,How wish brave But igwababa middle name Would LADIES go And u GUYS appreciate thi,1539198602662
23,,,,0,0,0,Someone Heather Heyer In Charlottesville By Trump supporter Maybe shoulda worried,1539198602661
24,,,,0,0,0,If want tickets come see BUSY TONIGHT LIVE tape SundayTuesday La starting Oct Please email busytonigh,1539198602662
25,,,,0,0,0,Skull Trooper amp Ghoul Trooper Giveaway All Retweet tweet Tag one friend Winner picked so,1539198602663
26,,,,0,0,0,This gif made feel STUPID uncomfortable,1539198601666
27,,,,0,0,0,BREAKING Georgians voter registrations nearly AfricanAmerican held,1539198602662
28,,,,0,0,0,Made last night Ground Chicken Breast wirh Fried Tofu Soy Sauce Lynwood California,1539198602660
29,,,,0,0,0,Why ca nt discuss whether scope investigation included whether Kavanaugh lied Congress testimony Can t,1539198602662
30,,,,0,0,0,It love til,1539198602658
31,,,,0,0,0,everybody pissin lil attitudes nshit like I sum wrong df,1539198602659
32,,,,0,0,0,Dear Americans Instead believing single vote make difference believe everything c,1539198602666
33,,,,0,0,0,get smoke cigarettes make u cute grilled lungs,1539198602662
34,,,,0,0,0,Mhm How spend sometime,1539198602665
35,,,,0,0,0,So Cyril Brother het involved scandal sorts would appropriate preside,1539198602666
36,,,,0,0,0,Feel Precise Get Out Of My HairBilal via,1539198602657
38,,,,0,0,0,Yep Like I keep telling two filmmaking ideologies directly conflict You got one th,1539198602657
39,,,,0,0,0,Halloween invented white man systematically oppress SpookyAmericans,1539198602662
40,,,,0,0,0,nigga point boss middle man,1539198601662
41,NeverNewsome,RedCalifornia,,0,0,0,NeverNewsome destroy California He Brown vote California Governor RedCalifornia,1539198602664
42,,,,0,0,0,This last reply bcos I ve advised many discontinue convo yeah go,1539198602666
43,,,,0,0,0,Liberal pay work,1539198603666
44,,,,0,0,0,Love first spending rest life,1539198603657
45,TeaTree,FOLLOW,RT,0,0,0,Don miss amazing competition massive worth TeaTree products Simply FOLLOW amp y,1539198603657
46,,,,0,0,0,GLORY SOUND PREP Nov,1539198603663
47,,,,0,0,0,Trynna romantic shit like,1539198603662
48,,,,0,0,0,Talking elementary school fucking breathe remembers literally everything lmfao,1539198603666
49,,,,0,0,0,I see hundreds photos every day Thanks technology photography incredibly beautiful Thanks much everyone w,1539198603658
50,,,,0,0,0,Little know years old adventures God store us I CAN NOT WAIT TO MARRY MY BEST FRIEND s,1539198603659
51,,,,0,0,0,Give head shake Maybe unaddle,1539198603660
52,,,,0,0,0,It Government stay woke gas prices bout shoot roof,1539198603658
53,SupportSmallStreamers,,,0,0,0,I trimmed facial hair tell think SupportSmallStreamers tw,1539198603664
54,,,,0,0,0,They lost credibility FBI DOJ corrupt,1539198603659
55,,,,0,0,0,A yearold Hindu girl abducted Siliguri WB Rashidul Sheikh resident Assam working,1539198603662
56,GardenSolution,KillMolds,Molds,0,0,0,Kill Mold Naturally Tea Tree GardenSolution KillMolds Molds TeaTreeOil,1539198603660
57,Boulder,Google,CTAs,0,0,0,Boulder Did You Know Google Searches Twitter Here s Winning Twitter CTAs Promotions Better Search,1539198603662
58,etsy,,,0,0,0,Excited share item etsy shop Gold birthday bow cake topper set Great centerpieces wedding b,1539198603663
59,,,,0,0,0,believe literally killing earth majority ppl even give fuck,1539198604658
60,,,,0,0,0,Hello social science twitter This official twitter Research Committee Economy amp Society,1539198604662
61,,,,0,0,0,Get USA Or else,1539198604659
62,,,,0,0,0,take hands cause euphoria gun cocks when eat mushroom mario sound,1539198604660
63,,,,0,0,0,The correct answer fibrolipidic plaque Why If see EEL external elastic lamina s like,1539198604665
64,,,,0,0,0,What I tell yesterday That song jam,1539198604662
65,,,,0,0,0,How people share stories people know social media,1539198604659
66,,,,0,0,0,I mind business pay attention,1539198604665
67,BTSxLondon,btslondon,,0,0,0,FAKE LOVE IS ALMOST OVER AND MY BODY IS READY BTSxLondon btslondon,1539198604661
68,PCAS,TheConcertTour,PieceOfMeTour,0,0,0,I vote PCAS TheConcertTour PieceOfMeTour till October th still twee,1539198604662
69,,,,0,0,0,If weigh criteria needed next UN Ambassador Experience Relationships Service under,1539198604665
70,,,,0,0,0,AWWWWWW YOU VE KILLED ME WITH CUTENESS DICK YOU ADORBALE BABY,1539198604657
71,,,,0,0,0,somebody said turn phone upside looks like bowling I lost lmfaoooo,1539198604659
72,,,,0,0,0,Hyuna Instagram update,1539198604662
73,teach,code,learn,0,0,0,Ever wonder people teach code use learn code Well I m going show Head startwritingcod,1539198604658
74,,,,0,0,0,Verne Troyer s Death Ruled Suicide,1539198604663
75,,,,0,0,0,Try guess movie behind medium shot You min answer,1539198604661
77,,,,0,0,0,unabashedly telling Black folks need get back line stay plantation It s sick really,1539198605659
78,,,,0,0,0,A memorial cast Jacobite soldier fought rebellion remembered almost supern,1539198605658
79,قروب_فلسطيني,GroupPalestine,,0,0,0,GroupPalestine To talk terrorism Have seen terrorism Israeli terrori,1539198605664
80,,,,0,0,0,The ideal Bodybeauty reflection classpower The ideal image always changing people afford keep,1539198605664
81,,,,0,0,0,Let s quick Skull Squad giveaway Winner receive equivalent VBucks Paypal Gift Card buy a,1539198605666
82,,,,0,0,0,I enough I take,1539198605666
83,humpdayHouseSessions,,,0,0,0,Back tonight fresh beats see week humpdayHouseSessions,1539198605664
84,,,,0,0,0,This Pumpkin Spice Muffin Recipe Has An Adaptogenic Twist,1539198605660
85,,,,0,0,0,happy birthday amazingly talented beautiful welshgreek madre marina diamandis thank inspiring us wi,1539198605661
86,,,,0,0,0,whatever twig must gas cuz bruhs shoes backwards,1539198605660
87,,,,0,0,0,Y take plug front I pay plug want,1539198605659
88,,,,0,0,0,U Japan National Team goes undefeated take title JENESYS JapanMekong U Football Exchang,1539198605660
89,,,,0,0,0,deserves support He fighting good fight every day He would make exceptional senat,1539198605657
90,BTSLoveYourselfTour,BTSinLondonDay2,BTSinLondon,0,0,0,Live rolando BTSLoveYourselfTour BTSinLondonDay BTSinLondon,1539198605664
91,,,,0,0,0,This literally irl Halloween costume Got beret everything,1539198605664
92,,,,0,0,0,A perfect example happens stay yo lane,1539198605662
93,GAGov,,,0,0,0,Under Republican leadership rural communities fallen behind Our next GAGov must fight every day rural,1539198605663
94,northwesthour,,,0,0,0,Hi northwesthour UP TO OFF events activities things etc across NorthWest gt gt,1539198605662
95,,,,0,0,0,Cute MO fall date ideas Registering vote Oct th Going vote local elections Nov th Watching p,1539198603662
96,,,,0,0,0,Do nt irritated,1539198606666
97,,,,0,0,0,Comically dropping broom The episode banned scaring kids showing witchcraft kids show T,1539198606666
98,NOIR,Raleigh,,0,0,0,Moves Friday Check NOIR Bar amp Lounge Downtown Raleigh,1539198606657
99,,,,0,0,0,Bigger technical hitch s pinned tweet,1539198606664
100,,,,0,0,0,Respected sir uses vocabulary I sure brain saakshat Saraswati resides head,1539198606658
101,,,,0,0,0,Back I kid need Joe Rogan Your best friend yearold brother fucking loser woul,1539198607666
102,,,,0,0,0,Palettes pigmented blendable amp black owned Discount code WOC,1539198607665
103,,,,0,0,0,Calum Hood tweets loves sos gets rts seconds Satan tweets loses followers,1539198607666
104,,,,0,0,0,This column may break record number falsehoods President ever published newspaper opEd Just t,1539198607662
105,EileenFisher,StraightPencil,,0,0,0,Check EILEEN FISHER SZXS BLACK WOOL BLEND STRETCH SKI EUC EileenFisher StraightPencil via,1539198607661
106,,,,0,0,0,Enbridge company wants put compressor station N Weymouth Thank goodness one around,1539198607663
108,,,,0,0,0,Makes sense I found similarity thought coding mechanicalsystemic studies linguistics,1539198607662
109,,,,0,0,0,It nice mingle show appreciation However leader spot take lead,1539198607662
110,SeattleStartupWeek,,,0,0,0,We re excited participate year s SeattleStartupWeek You find alongside SBA lenders,1539198607660
111,,,,0,0,0,Me pulling undying unconditional love understanding baggage everything th,1539198607658
112,,,,0,0,0,This lie Lady Gaga changed rule Cardi still eligible,1539198607660
113,,,,0,0,0,Who makes contest cards Big games But SEC hurricane driven I guess Big,1539198607666
114,,,,0,0,0,Who let son grow,1539198608662
115,Pierrette,Cashmere,Coats,0,0,0,NEW ARRIVAL Pierrette Cashmere Coats Jackets cybermonday columbusday california nyc p,1539198608666
116,,,,0,0,0,Unemployment America fallen percent That lowest unemployment rate since Let s clear Go,1539198608662
117,,,,0,0,0,BAM BAM BAM Its Finally Time Gain Retweet You ONLINE amp want Gain Free Active Followers Lets,1539198608661
118,,,,0,0,0,Sophie B Hawkins Damn I Wish I Was Your Lover via,1539198608662
119,,,,0,0,0,THERE ARE TEARS IN MY EYES,1539198608664
121,,,,0,0,0,I tweetever And I never felt like voice would make difference lit fire allow a,1539198608659
122,뷔,태형,방탄소년단,0,0,0,smoke eyes VNT taehyung V BTS,1539198608665
123,,,,0,0,0,We chicken work loves attacking I let,1539198608659
124,,,,0,0,0,I love shape sponges really pretty tough I prefer soft sponges,1539198608661
125,,,,0,0,0,More people across United States submitted new registrations Sunday and,1539198608661
127,,,,0,0,0,If get married responsible killing ALL spiders,1539198608658
128,,,,0,0,0,Ab We promoting conversations sections newsletters Stall Talk last position,1539198608660
130,,,,0,0,0,nothing breaks heart someone gets eliminated Master Chef Junior,1539198608662
131,,,,0,0,0,trendinggggg hehe thank guys much love yesterday new video check i,1539198608660
132,,,,0,0,0,This type meal got ta shower eat done go straight sleep,1539198608664
133,,,,0,0,0,I hope gets job means talking crap radio shows every presenter kissing arse,1539198608664
134,furnaceon,,,0,0,0,It almost time year need turn furnaceon Protect instruments an,1539198608657
135,,,,0,0,0,Is time take seriously CAN YOU BELIEVE RED GOP VOTERS ARE THE LAST LINE OF DEFENSE,1539198608657
137,,,,0,0,0,DBZANTO GIVEAWAY JUMP FORCE CLOSED BETA CODES PSXB Beta Codes OPEN,1539198609660
138,,,,0,0,0,If love LET THEM KNOW If LET THEM GO,1539198609662
139,,,,0,0,0,Yes chalk pens,1539198609659
140,,,,0,0,0,HE IS INJURED AND SITTING ALONE IN A CHAIR ON A MOBILE STAGE UNABLE TO DANCE AND HE STILL HAS THE BIGGEST SMILE ON HIS FAC,1539198609657
142,,,,0,0,0,Keep business The internet ai nt doin help,1539198609658
143,,,,0,0,0,Anthony Tolliver Butler practicing He around That s really I got ta say,1539198609661
144,,,,0,0,0,You CHOOSE quit bad habits today You CHOOSE quit complaining You CHOOSE stop making excuses,1539198609659
146,WILDKARinMIA,,,0,0,0,WILD KARD TOUR PT IN MIAMI VLOG WILDKARinMIA,1539198609662
147,,,,0,0,0,Rich Rich frat boy cruise trip golfing around,1539198609659
150,,,,0,0,0,Love unexpected FaceTime calls,1539198609662
151,,,,0,0,0,This award every single award given tonight voted people And know else voted b,1539198609661
152,,,,0,0,0,I liked video Bryant Myers Tanta Falta Video Oficial,1539198609662
153,,,,0,0,0,promise nobody earth would give edibles away kids free,1539198609659
154,SaharanChallenge,,,0,0,0,Not long go SaharanChallenge,1539198609659
155,PSAT,,,0,0,0,PSAT Mom dinner It curry rice way like Me thank y Mom,1539198610660
156,cumtribute,,,0,0,0,You like sex anal cumtribute,1539198610662
157,,,,0,0,0,I liked video link struggling minutes straight,1539198610658
158,,,,0,0,0,s funny people korea might understand hilarious bang friend twice,1539198610660
159,,,,0,0,0,FULL VIDEO BELLOW,1539198610662
160,,,,0,0,0,true But would shid shit,1539198610665
161,,,,0,0,0,New statement CEO Publisher Fred Ryan Jamal Khashoggi,1539198610664
162,,,,0,0,0,I m little cautious spreading news boys military exemption The source minister of,1539198610658
165,,,,0,0,0,Stay safe eonn,1539198610665
166,,,,0,0,0,This takes us one step closer Trump campaign Peter W Smith met Michael Flynn stay connected h,1539198610660
167,,,,0,0,0,Impossible choice since last game Worrall killed threats stone dead Until game woul,1539198610659
168,,,,0,0,0,Nice hear babe I really well x,1539198610659
169,,,,0,0,0,God woman went Platinum Canada,1539198610664
170,RETWEET,,,0,0,0,How FAST RETWEET tweet Retweet see many people follow Minutes Turn notificatio,1539198610664
171,,,,0,0,0,Live cameras Watch Hurricane Michael make landfall Florida,1539198610664
172,,,,0,0,0,It fantastic sit th Anniversary cover story talk life suc,1539198610660
173,,,,0,0,0,I took look oped It needs work All false misleading words world,1539198610661
174,,,,0,0,0,makes great dudes back,1539198610664
175,,,,0,0,0,Further evidence withdrew UNESCO via,1539198610661
176,,,,0,0,0,Serenade Seas Night Eastern Caribbean Fly Cruise th March fr pps Book Del,1539198610665
177,,,,0,0,0,Managers think numbers look constitute knowledge nt They represent score say nothing th,1539198611661
178,,,,0,0,0,thinking getting ps even though d never time play anything,1539198611657
179,MAGA,,,0,0,0,Follow great Patriots retweet amp like follow back Vote Nov MAGA,1539198611658
180,,,,0,0,0,In trying keep players game taking look players play adult rugby Current,1539198611661
181,,,,0,0,0,Trump last night called Dems party crime dangerous govern crazy That way future dictators talk a,1539198611663
182,Widowmaker,,,0,0,0,It time year WIP Widowmaker coming terms special Halloween Patreon package ne,1539198611665
183,,,,0,0,0,Hillary Clinton You civil Republicans,1539198611661
184,,,,0,0,0,Go shopping separate box challenge make like half vlog half competition,1539198611665
185,,,,0,0,0,sick exhausted going work today,1539198611666
186,,,,0,0,0,Oh thank goodness Class carcinogen doesnt perfectly safe grain,1539198611658
187,,,,0,0,0,It official girls wrestling approved Interscholastic sport New Jersey,1539198611662
188,,,,0,0,0,Shenzhen Has Everything Kinetic Wheat Field Installation Lamp That Responds Your Emotions,1539198612662
189,,,,0,0,0,I wan na give appreciation post baby making feel alone I throwing a,1539198612663
190,,,,0,0,0,BREAKING Cat Hurricane Michael makes landfall near Mexico Beach Florida southeast Panama City mph winds j,1539198612661
192,,,,0,0,0,Growing chorus calls free professor jail,1539198612661
193,,,,0,0,0,Need start thinking Halloween costume ideas IMMEDIATELY,1539198612657
194,,,,0,0,0,Hi name Br,1539198612659
195,,,,0,0,0,Thanks Captain Obvious,1539198612661
196,,,,0,0,0,You devil halo,1539198612663
197,,,,0,0,0,Due potential significant inclement weather Hurricane Michael classes facilities oncamp,1539198612660
198,,,,0,0,0,trendinggggg hehe thank guys much love yesterday new video check i,1539198612664
199,whales,,,0,0,0,Boaters someone else s home complaining residents Anyone else rooting whales,1539198612657
200,supplychain,,,0,0,0,Exec s see supplychain support Consumer goods companies must begin see supply chains way diff,1539198612666
201,,,,0,0,0,P s Hunting,1539198612661
202,therapy,,,0,0,0,Selfcare vicious cycle Neglecting needs uncaring attitude towards therapy,1539198612664
203,,,,0,0,0,Where host elearning catalog ecommerce LMS AMS WBT Systems,1539198612662
204,,,,0,0,0,via ZIMBABWE KFC has money buy chickens AUTOMATED BLOG SHARE,1539198612659
205,,,,0,0,0,So sick tired rock music treated cluelessly disrespectfully EVERY mainstream awards show It sicke,1539198613665
206,,,,0,0,0,Auntie Do lil dance Momma talkin Childhood Nah tonight Auntie I ll give,1539198613659
207,,,,0,0,0,Warhammer inspired Short Guardsman Makes Solid Case Live Action Feature,1539198613658
208,,,,0,0,0,I would say,1539198613657
209,,,,0,0,0,This game still expensive makes sad,1539198613657
210,,,,0,0,0,At age ll meet hundreds temporary people life Be good one Leave beautiful mark instead nasty s,1539198613658
211,,,,0,0,0,Banks u coulda greatest female rapper alive u blew dont take person ur back,1539198613664
212,,,,0,0,0,Echo bunnymen The Killing Moon,1539198613666
213,,,,0,0,0,Lol truth That machine clamping air,1539198613663
214,,,,0,0,0,Is Friday yet,1539198613662
215,,,,0,0,0,productive cleaning first time ages ca nt say feels good clean accomplished something nice,1539198613666
216,MentalHealthDay2018,,,0,0,0,A post I posted couple months ago blog self harming since MentalHealthDay,1539198613658
217,,,,0,0,0,You never smart thing right thing easiest thing ask softly,1539198613665
218,,,,0,0,0,It world mental health awareness day know person going tell proba,1539198613658
219,,,,0,0,0,fabulous fans definitely good Hope amp enjoying another amazing show,1539198613657
220,,,,0,0,0,I got Captain Blockchain via,1539198613659
221,,,,0,0,0,This kinda low quality smile makes,1539198613666
223,,,,0,0,0,When take screenshot amp send person,1539198613660
224,,,,0,0,0,When I call mom acts like busy AS IF better things listen talk new candle,1539198614664
