,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,PSAT,,,,,0,0,0,Loyal customers going post bad review product even buy PSAT,1539200700662
1,,,,,,0,0,0,Retweet chance win Stone Roses Oasis button badge On sale soon Winner random tomorrow pm Get it,1539200700665
2,,,,,,0,0,0,My dad taught use excel Dating My pride joy tab spread,1539200700665
4,,,,,,0,0,0,With perseverance discover truth,1539200700661
5,,,,,,0,0,0,I believe women really selling drugs Bitches ANYTHING except get job,1539200700662
6,,,,,,0,0,0,child mental health important grades,1539200700662
7,,,,,,0,0,0,The problem ASB fact lack leadership,1539200700665
8,,,,,,0,0,0,I need ground everyday,1539200700663
9,,,,,,0,0,0,Why nobody talking AltJ putting album,1539200700666
10,,,,,,0,0,0,As today I officially longer part This position dream job it,1539200700665
11,,,,,,0,0,0,Revoke citizenship Send back Pakistan,1539200700658
12,,,,,,0,0,0,So door door conversations MN I nt sell anything Democratic women flipping Not on,1539200700661
13,,,,,,0,0,0,J amp J Hait named Sol Barer Award Vision Innovation Leadership winner,1539200700659
14,,,,,,0,0,0,ive got song coming amazing allgirl korean pop group called BLACKPINK amp amazing im ex,1539200700659
15,,,,,,0,0,0,Are guilty Or friend needs brush cellphone etiquette,1539200700659
16,,,,,,0,0,0,Yo dawg heard like moons put moon around moon called moonmoon,1539200700658
17,Stillwater,job,BusinessMgmt,Hiring,CareerArc,0,0,0,If re looking work Stillwater OK check job BusinessMgmt Hiring CareerArc,1539200700660
18,,,,,,0,0,0,Fantastic night highly recommend,1539200700661
19,AI,Development,gamedev,indiedev,,0,0,0,Game Development Online Courses Developers AI Development gamedev indiedev,1539200700659
20,,,,,,0,0,0,People hurt ones love That s around world Up next pm The Green Mile,1539200700657
21,,,,,,0,0,0,Tekken Genre Adventure Walking simulator Developer Bethesda Game Studios Publisher Introversion Software,1539200701662
22,,,,,,0,0,0,Dear silence Daddy would blistered pride,1539200701664
23,,,,,,0,0,0,Mark Hamill wields LASER sword armorpiercing firearms space fighter jet w megabomb kills s security profe,1539200701658
24,,,,,,0,0,0,I still one last year I never million years thought I d enjoy u nt hear,1539200701660
25,,,,,,0,0,0,Hats Steve Coogan Patrick Kielty Ian McEwan Alastair Campbell Eddie Izzard Sir Patrick Stewart Delia Smi,1539200701665
26,,,,,,0,0,0,Starting today fans make feelings known Who vote,1539200701663
27,,,,,,0,0,0,Fuckin legend breh,1539200701657
29,,,,,,0,0,0,many times man fuck yall realize aint shit,1539200701660
30,SOR4,,,,,0,0,0,Just WICKED SOR Credits,1539200701659
31,advice,,,,,0,0,0,So even warned esan gyimie nti wan tieand ended this advice,1539200701666
32,hamburg,autumn,roses,,,0,0,0,hamburg today autumn roses peacelove No war,1539200701657
33,,,,,,0,0,0,AND NOW KITTENSWE ARE ON A LIST AT RISK MEANS IF NO RESCUESOMEONE TO CARE VERY FAST NOW WE LL DIE BECAUSE AT FALSE,1539200701661
35,,,,,,0,0,0,This gif made feel STUPID uncomfortable,1539200701657
36,EXOL,,,,,0,0,0,REMINDER It ok cry It ok struggle It ok ask help IT S OK NOT TO BE OK EXOL ever feel and,1539200702658
37,,,,,,0,0,0,Feeling could much traffic near Greenwich Trafalgar Road Pollution Low,1539200702660
38,,,,,,0,0,0,Alyssa Milano Accuses Trump Using Mind Control Her brain needs sort control,1539200702660
39,,,,,,0,0,0,Jimmy Wiggins practice today,1539200702664
40,,,,,,0,0,0,Fall always favorite season The air vibe fashionand beginning holidays summer overrated bruh,1539200702658
41,,,,,,0,0,0,hyuna edawn really said FUCK CUBE,1539200702658
42,PSAT,,,,,0,0,0,What CAM scientists see walking lab watering plants weeks PSAT,1539200702666
43,,,,,,0,0,0,God please watch friends vari star tally,1539200702664
44,,,,,,0,0,0,I liked video CoD Bo NEW Unlimited CRYPTOKEY Glitch WORKS AFTER ALL PATCHES COD BO AFK,1539200702661
45,LetsGo,OurCrewOurOctober,,,,0,0,0,One step closer another celebration LetsGo OurCrewOurOctober,1539200702664
46,,,,,,0,0,0,Now playing Live Kirtan Cristo Gesu e Risorto Alleluia Check,1539200702662
47,,,,,,0,0,0,ExEverton boss Royle join Wigan board takeover Former Everton boss Joe Royle son Darren joi,1539200702664
48,,,,,,0,0,0,Chicken fingers actually chicken s fingers,1539200702662
51,,,,,,0,0,0,It I wearing profile pic black dr martens nothin exciting Hahahah x,1539200702658
53,Aries,,,,,0,0,0,Aries direct straightforward uncomplicated They expect others baffled don,1539200702662
54,,,,,,0,0,0,Thought Tupac shitbut Cute shit,1539200702659
55,,,,,,0,0,0,That basically got jimmy even triggered already,1539200702663
56,,,,,,0,0,0,Do nt worry baby boys s enough daddy two you,1539200702664
57,CycleNation,,,,,0,0,0,Tomorrow s CycleNation event postponed due storm We share update new event date,1539200701660
58,,,,,,0,0,0,Im edge wth someone knock door,1539200703666
59,,,,,,0,0,0,rt added gc,1539200703661
60,,,,,,0,0,0,Jimmy Wiggins practice today,1539200703657
61,,,,,,0,0,0,bukkake porn girl sex p casting hookups group porno anal video habib show beautiful,1539200703658
63,,,,,,0,0,0,UPDATE FROM COFFEE COUNTY EMA,1539200703662
64,,,,,,0,0,0,let sit back n watch nasty bullyin fucks preach important mental health is,1539200703660
65,,,,,,0,0,0,After scene assistant director said I never knew NATURAL less minute could tell,1539200703658
66,,,,,,0,0,0,Most relationship I nt connect That s,1539200703661
67,,,,,,0,0,0,Just James Murdoch become lead candidate replace Elon Musk Tesla s chairman h,1539200703664
68,,,,,,0,0,0,IT Support Engineer Wokingham IT Support Engineer Days Holiday Pension Healthcare Wokingham Ber,1539200703657
69,,,,,,0,0,0,Dance way victory new Disco Domination LTM,1539200703657
70,,,,,,0,0,0,Stop giving important jobs dumb bots,1539200703666
71,,,,,,0,0,0,It s metaphor I m kidding I nt mean like Wait I really get in,1539200703657
72,,,,,,0,0,0,Tell promise threat,1539200704662
73,,,,,,0,0,0,Beverly hills pantifa real pussies living real pussy area spoon fed little bitches,1539200704662
74,,,,,,0,0,0,We asking public help us locate missing year old Kaitlyn Todd return home school thi,1539200704660
75,,,,,,0,0,0,Stop chasing fire others fan flames one within,1539200704661
76,,,,,,0,0,0,I wan na home cuddling work,1539200704658
77,,,,,,0,0,0,SIU finds reasonable grounds lay criminal charges London Police Service officer relation serious,1539200704665
78,,,,,,0,0,0,look jimin conversation ARMY offered hot packet since cold declined insistin,1539200704660
79,,,,,,0,0,0,Human nature disappointing,1539200704663
80,tfb,,,,,0,0,0,Chuck Norris walked street massive erection There survivors tfb,1539200704665
82,,,,,,0,0,0,finally anime ending,1539200704666
83,,,,,,0,0,0,Hi guys I like miles right drinking Tanqueray,1539200704665
84,kik,kikme,snapchatpremium,horny,wet,0,0,0,show butt rt fl kik kikme snapchatpremium horny wet paying porn buymynudes custom paypal,1539200704662
85,,,,,,0,0,0,best yet painful video ll watch today m goosebumps m emotional goodbye,1539200704662
86,,,,,,0,0,0,Love take advice disservice society even right,1539200704662
87,job,Springfield,Hiring,CareerArc,,0,0,0,Can recommend anyone job Springfield MO Hiring CareerArc,1539200704664
88,,,,,,0,0,0,I really care skull tropper female I really looking forward ghoul tropper,1539200704659
89,,,,,,0,0,0,I tired seeing ads How much cost,1539200704661
90,Delroy_Edwards,Dean_Blunt,,,,0,0,0,DelroyEdwards amp DeanBlunt drop instrumental LP Desert Sessions,1539200704663
91,,,,,,0,0,0,How lose belly fat,1539200704663
92,,,,,,0,0,0,mcu fans cinema avengers starts,1539200701662
93,,,,,,0,0,0,Impostor alert These places across street The untrained eye might confused f,1539200704658
94,,,,,,0,0,0,DEAR HAIR PLEASE GROW DEAR CASH PLEASE FLOW DEAR ASS NEED MO,1539200705663
95,,,,,,0,0,0,A free spirit Wildheart,1539200705658
96,,,,,,0,0,0,We woke like,1539200705665
97,,,,,,0,0,0,Dont go con cant afford feed Dont go con cant afford feed Dont go a,1539200705663
98,fancydave,art,abstract,abstractart,marker,0,0,0,New drawing today By truly Fancy Dave fancydave art abstract abstractart marker markerart,1539200705663
100,,,,,,0,0,0,Will Smith performs puja Haridwar,1539200705660
101,,,,,,0,0,0,I said I ll say Maybe instead focusing whether someone busy also,1539200705659
102,,,,,,0,0,0,battery say last words phone turns off,1539200705658
103,FindKeeza,,,,,0,0,0,Her name Patience Keeza She missing days Please let retweet find FindKeeza,1539200705665
104,,,,,,0,0,0,We love input annual State Marketing Distribution survey We share executive summary wit,1539200705661
105,,,,,,0,0,0,We need Taylor Swift endorse Democrat candidates Marsha Blackburn points,1539200705660
107,javascript,code,developerhumor,webdesign,,0,0,0,I m crying javascript code developerhumor webdesign,1539200705662
108,,,,,,0,0,0,Sinead Dates Three alternative first date ideas,1539200705657
109,TimBeta,beta,sdv,BETALab,,0,0,0,Another hour It s October PM TimBeta beta sdv BETALab,1539200706659
110,,,,,,0,0,0,Healersempaths know worth Do nt let ppl convince re damaged mess attracts abusers re we,1539200706660
111,,,,,,0,0,0,Somebody tell Jacquees remix bank account,1539200706659
112,,,,,,0,0,0,When explaining story sounds like fault,1539200706657
113,,,,,,0,0,0,girls app funnier guys funny guys rude af,1539200706666
114,BookBuzzr,poetry,,,,0,0,0,Check Numb BookBuzzr poetry,1539200706659
115,CustomerExperience,,,,,0,0,0,Tomorrow PM AM How succeed Employee Experience amp CustomerExperience webinar amp,1539200706662
116,,,,,,0,0,0,people followed one person unfollowed automatically checked,1539200706666
117,,,,,,0,0,0,Your funny Conan maybe talk show,1539200706662
118,,,,,,0,0,0,Georgia Walton Press Expands Digital Printing Purchase KODAK NEXPRESS ZX Digital Press,1539200706662
120,,,,,,0,0,0,jimmy aye fuck fucking lazy pieces shit hate niggas tyus coo tyus nods,1539200706661
121,DrainTheSwamp,,,,,0,0,0,DrainTheSwamp First DOJ said Rosenstein joking around Then tried blame Andy McCabe,1539200706661
122,,,,,,0,0,0,When banks closed even that shit hit,1539200706659
