,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,0,0,0,At one point scrimmage sources said Butler turned GM Scott Layden screamed You bleeping need You ca nt w,1539199620658
1,,0,0,0,Pennsylvania ranks among worst states allowing child sexabuse victims commonly keep abuse themselv,1539199620661
2,,0,0,0,dont step near layout nightmode dont need kind negativity,1539199620661
3,,0,0,0,So hyped see play tonight best believe holding DubV,1539199620659
4,,0,0,0,Go Justin nation favourite,1539199620660
5,,0,0,0,Low quality pics High quality WOMAN,1539199620662
6,shopmycloset,0,0,0,Check I added closet Poshmark Etcetera puffer coat via shopmycloset,1539199620663
7,,0,0,0,MUST WATCH IMF WARNS TRILLIONS COLLAPSE OUT OF US STOCK MARKET WAR,1539199620661
8,,0,0,0,Can Game Thrones hurry come back,1539199620663
9,,0,0,0,Can u able find difference Riythvika army Mumtaz family army ennaku oru dout yarru pa winner,1539199620665
10,,0,0,0,Tempations Ai nt Too Proud Beg,1539199620666
11,TheShopHBO,0,0,0,TheShopHBO back business amp chop,1539199620661
13,,0,0,0,JOON TOLD JUNGKOOK UNEXPECTED THINGS HAPPENS ITS NEVER YOUR FAULT JUNGKOOK HE TOLD JUNGOO WHAT WE ARMYS WANTED TO TEL,1539199620663
15,,0,0,0,HELLLL NAWWWW FUCK THAT LOLOLOL I DIPPED,1539199620662
16,,0,0,0,The Dragon Ball Z Happy Funtime Hour Episode Available download link Bio via iTunes Stitcher Spotify,1539199620659
17,,0,0,0,BREAKING The GOP voted Democratic bill reverse Trump s attack preexisting condition protections Just,1539199621660
18,,0,0,0,I swear wtf jasam Dream dead ridiculous girl I m like idgaf I le,1539199621661
19,,0,0,0,The success young Nigerian entrepreneurs IT retail music arts shows given chance run anything M,1539199621657
20,SouthAfrica,0,0,0,The World top countries used nasty waste dumping Is country SouthAfrica made cut lucky us ht,1539199621661
21,,0,0,0,Spain securities regulator sanctions Foreign Minister Josep Borrell share sale blow Pedro Sanchez s,1539199621662
22,,0,0,0,Profits trump Extinction Level Event,1539199621657
23,,0,0,0,I loved roles reversed Robin like MURDER Regina one stop PS Dark Robin,1539199621660
24,,0,0,0,productive uni student yoongi would proud sigh uu,1539199621663
25,,0,0,0,This goofy crew lesbian rockers led Jane narrated sarcasticjudgy point view lovabl,1539199621663
26,,0,0,0,They wo nt,1539199621658
28,,0,0,0,Talk sense Khabib s got represent better way along Great win though,1539199622662
29,,0,0,0,I seeing lot today It good talk Yes someone shares problems u u honestly s,1539199622657
30,,0,0,0,ian even built like wish,1539199622658
31,,0,0,0,wow days taylor swift thing,1539199622661
32,,0,0,0,I used much prolife I got older My mind expanded amp I also see much bullshit world throws I prochoice,1539199622664
33,,0,0,0,You Beautiful Thank Tom lt,1539199622665
34,,0,0,0,The Ducks nt even belong ice surface John Gibson best goaltender league right no,1539199622657
35,,0,0,0,WTH Every last one POS republicans need voted,1539199622665
36,,0,0,0,hate feeling bc always end getting let LMAO,1539199622666
37,Fruchocs,0,0,0,Sweet return SA Aussie choc favourite Fruchocs,1539199622663
38,,0,0,0,Fat negative next weekend temptation,1539199622660
39,,0,0,0,No bomb blasts occurred country yrs Noof ppl killed terror attcks UPA Modi Mumbai De,1539199622663
40,,0,0,0,ways guy veeeeexed,1539199622665
41,,0,0,0,Jennifer Lopez give amazing performance last night AMAs presented single Limitless h,1539199621663
42,,0,0,0,Jennifer Lopez give amazing performance last night AMAs presented single Limitless h,1539199621663
43,,0,0,0,Thinkin time I walking desks stats class literally put whole ass girl desk,1539199622661
44,,0,0,0,You break already broken,1539199622666
45,,0,0,0,nd de bom,1539199623665
47,,0,0,0,ppl ask I,1539199623659
48,,0,0,0,Yum yum wania share recepie,1539199623657
49,,0,0,0,Uhhh actually We re good Miami Heat,1539199623663
52,,0,0,0,Somebody still nt heard Please keep sharing,1539199623663
54,Advice,0,0,0,Now people know single kill albums taking Advice serious Ns wagye wo gbeimgba Porkum,1539199621659
55,,0,0,0,Cedarclad shipping container becomes architect s home office,1539199624660
56,,0,0,0,A tigress labeled maneater ordered shot dead killed man illegally entered territory What fault,1539199624661
57,,0,0,0,They mostly like coffee coffee makers mostly like tea kettle,1539199624665
58,,0,0,0,Jimmy hits pointer Wiggins YOU WISH YOU HAD THAT IN YOUR GAME BOI Dunks KAT IS THIS YOUR FRANCHIS,1539199624664
59,,0,0,0,I mean try sell Amazon gift certificates,1539199624657
60,Khashoggi,0,0,0,terrorists Saudis Saudi agents participated killing Khashoggi What Saudis number,1539199624657
61,,0,0,0,TokyoGhoul part opening lit,1539199624660
62,,0,0,0,Ion blow phones We talk reply,1539199624664
63,SecretFighting,0,0,0,High hopes tomorrow SecretFighting,1539199624665
64,,0,0,0,If things gets much could always reach friend relative It s okay feel whatever re feeling i,1539199624660
