,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,,0,0,0,CNN POLL Democrats point lead Republicans congressional ballot among likely voters,1539199440658
1,,,,,0,0,0,I really want book Being hard I feel like adult stuck kid,1539199440665
2,,,,,0,0,0,million reasons remember us way,1539199440666
4,,,,,0,0,0,Target looking hire Hawaii residents holiday season,1539199440661
7,,,,,0,0,0,silly baby always beating thinks s unable deliver still well despite last minute a,1539199440657
8,,,,,0,0,0,tweeted found dead legs cut I DISGUSTED GOV T turning backs The Saudis k,1539199440661
10,,,,,0,0,0,What lady wants man constantly talks getting back ex,1539199440662
11,,,,,0,0,0,No issue small take God He wants He get s ALL glory lives He faithful whe,1539199440657
12,,,,,0,0,0,Breaking News APC Presidential Aspirants Ask Oshiomhole To Resign,1539199440661
13,,,,,0,0,0,respect much proud,1539199441657
14,,,,,0,0,0,Oh Chiefs defense nd league rd percentage Now fact nt get teams r,1539199441660
15,,,,,0,0,0,SEOKJIN WITH HIS SON RJ AND THEN GRANDPA DANCING TO WANTING TO HOLD HANDS WITH RJ BUT GETTING IGNORED AND THEN WAVING TO H,1539199441664
16,quote,freeSPIRIT,,,0,0,0,Love quote freeSPIRIT,1539199441665
17,x8z8c4,,,,0,0,0,Follow everyone LIKES gain active followers xzc,1539199441660
18,,,,,0,0,0,GLORY SOUND PREP Nov,1539199441664
19,,,,,0,0,0,My first edit Twitter thing,1539199441665
20,,,,,0,0,0,BTS DAY LIVESTREAM lit n minjoon best otp,1539199441658
21,효진,HYOJIN,,,0,0,0,HYOJIN Good Night,1539199441657
22,Life,TuesdayThoughts,TuesdayMotivation,,0,0,0,Sometimes easiest solution best solution Life TuesdayThoughts TuesdayMotivation via ht,1539199442658
23,,,,,0,0,0,Crying keeps healthy literally flushing away harmful bacteria reducing stress,1539199442663
24,,,,,0,0,0,The phone screen lamp moths,1539199442666
25,,,,,0,0,0,The Rome Statute fights impunity mass crimes turns year Find amp the,1539199442661
26,,,,,0,0,0,Argentine Peso Smileycoin ARS SMLY read Davincicoin Cuban Peso D,1539199442665
