,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
0,,,,0,0,0,I beefing wit nobodyI forgetting alive Quit playing,1539200640666
1,,,,0,0,0,Releasing TONIGHT pm At young age I learned importance time playing sports re,1539200640659
2,,,,0,0,0,Wayne Rooney always king banter,1539200640660
3,,,,0,0,0,Jimmy came work run fades That nigga think real,1539200640663
5,,,,0,0,0,Winnie Pooh walked could run,1539200640658
6,,,,0,0,0,Supplement SorryI leaving See tomorrowMy best wishes ROFL Please nt leave me,1539200640660
7,,,,0,0,0,I need one Taco Bell late night runs,1539200640664
8,,,,0,0,0,By know exactly concert goes song first n performance comes next n outfit n etc thank,1539200640658
10,,,,0,0,0,Not sure I ever clicked link faster,1539200640659
11,,,,0,0,0,Peter Smith man sought Hillary Clinton s hacked emails claimed working Michael Flynn He die,1539200640666
12,,,,0,0,0,Thank Goodness much better us reach,1539200640660
13,GreekConcertTour,,,0,0,0,Lefteris Pantazis Vasiliki Ntanta Master Tempo GreekConcertTour November Los Angeles CA Info Power Muse Prod,1539200640660
14,,,,0,0,0,going transform Dan came room fell lmao,1539200640664
16,WorldMentalHealthDay,,,0,0,0,It WorldMentalHealthDay Everybody mental health consider stigma surrounding anyone,1539200641661
17,,,,0,0,0,u know addy Pull anytime Say face But I you I,1539200641658
18,,,,0,0,0,sex bonga cams small ebony eleganxia chats licking woman porno home fullhd interracial jap,1539200641665
19,DisneyInterns,,,0,0,0,Set sail adventure become part dream team DisneyInterns,1539200641659
20,,,,0,0,0,grammar trash message gold use context clues thank later,1539200641665
21,,,,0,0,0,CNN Can stop covering IvankaUN Ambassador speculation start talking serious tax fraud allegations aga,1539200641665
22,,,,0,0,0,videos pretty much inside brain looks like looked like brain t,1539200641660
24,,,,0,0,0,First Hillary Clinton former Attorney General Eric Holder When go low kick That s new Democr,1539200641663
25,,,,0,0,0,wish death upon u,1539200641664
26,,,,0,0,0,If could take anyone world dinner would,1539200641659
28,,,,0,0,0,Loving Autumn colour moment,1539200640661
29,,,,0,0,0,Earthquakes tsunamis tornadoes traditionally Acts God Insurance Forms But climatechange continues coas,1539200642664
32,,,,0,0,0,YAS big sale horror monster art BRB I make room walls some,1539200642665
33,,,,0,0,0,Viper The Rapper gt Kendrick,1539200642660
34,,,,0,0,0,Ahmin said LIVE The Jump bruh,1539200642664
35,,,,0,0,0,Planned start business year Now time almost Join us October learn everything y,1539200642662
36,,,,0,0,0,I refuse resign New Yorkers climate catastrophe projected world scientists latest UN climate,1539200642659
37,Michael,,,0,0,0,We start seeing rain wind Michael late tonight Midlands Tomorrow expect winds mphm,1539200642657
38,Consequences,,,0,0,0,Consequences many messages love video get was,1539200642658
39,HarryShumJr,TheMaleTVStar,PCAs,0,0,0,And lovely see HarryShumJr nominated awards vote TheMaleTVStar PCAs ht,1539200642660
40,,,,0,0,0,interviewer like wrap things up jaebeom took cue end interview soon asks,1539200643659
41,,,,0,0,0,I emotional rn come play,1539200643658
42,,,,0,0,0,I LOOOOOOVVEEEE people watching especially campus,1539200643666
43,,,,0,0,0,I read I totally sang,1539200643662
44,writers,scriptwriting,,0,0,0,Thinking entering Alfred Bradley Bursary northern writers new radio interested scriptwriting,1539200643657
45,,,,0,0,0,When dudes around females start tellin stories never happened,1539200643665
46,,,,0,0,0,Very small reimbursement opportunity You need addiction serving straight alpha male Dont keep me,1539200642665
47,,,,0,0,0,President Trump declared Wednesday Democratic Party longer centrist party,1539200643665
48,,,,0,0,0,I WILL BEAT UP ANYONE WHO HUS YOU,1539200643666
49,,,,0,0,0,FactCheck Q amp A Did Saudi Arabia fund ISIS,1539200643661
50,,,,0,0,0,Sure Just another time blunder bad judgment decision organization perpetrated To think c,1539200643661
51,,,,0,0,0,Khabib putting beating boy AND telling talk smack,1539200643663
52,,,,0,0,0,I liked video Full Face Using A Beauty Blender Halloween Edition Talia Mar Sophie Foster,1539200643664
53,Flirt4Free,,,0,0,0,Get ready flirty fun Brunne FlirtFree,1539200643662
55,,,,0,0,0,FaceTime miss I love shit,1539200643664
56,Consequences,,,0,0,0,Consequences many messages love video get was,1539200643664
57,PSAT,,,0,0,0,PSAT spoilers without context,1539200643664
58,,,,0,0,0,videos pretty much inside brain looks like looked like brain t,1539200641660
59,,,,0,0,0,future daughter every Sunday morning older son records husband impatiently waits car,1539200643664
60,,,,0,0,0,It weather turn heater morning amp ac afternoon,1539200642666
61,,,,0,0,0,The Polish Air Force Memorial fundraising campaign due st October So far able raise the,1539200643664
62,,,,0,0,0,AP reporting Mitch McConnell warning Democrats think carefully presidential harassment win,1539200644657
64,,,,0,0,0,It s gon na hurt bit time,1539200644658
65,,,,0,0,0,tryna cuddle watch spooky movies,1539200644661
66,,,,0,0,0,Me Anatomy physiology,1539200644657
68,,,,0,0,0,President Trump delivers statement Hurricane Michael,1539200644659
70,BTS,BTSWorldTour,BTSLoveYourselfTour,0,0,0,EUPHORIA BTS BTSWorldTour BTSLoveYourselfTour BTSinLondon,1539200644662
72,,,,0,0,0,Satchel Paige probably years old rookie From age struck all,1539200644658
73,QAnon,TheGreatAwakening,WWG1WGA,0,0,0,NEW VIDEO Latest Q Patience Human Trafficking amp Child Abuse News QAnon TheGreatAwakening WWGWGA,1539200643658
74,inktober,Inktober2018,,0,0,0,Inktober Flowing inktober Inktober,1539200644660
75,,,,0,0,0,I love people handle reality they,1539200642658
77,,,,0,0,0,Black Ops Zombies incredible way Easily favorite launch maps time,1539200645661
78,BTS,PCAs,TheGroup,0,0,0,Trick use I m fine alarm ringtone wake every morning Thank later BTS PCAs TheGroup,1539200645657
79,,,,0,0,0,I kiss ass gone stay mad,1539200645662
